# _root_ Az előrehaladás akadálymentesnek látszik , amikor — már 1992-ben — jön egy váratlan kitérő : egy tárgyaláson a külföldi partner felfedezi , és pazar állásajánlattal téríti el .
#goldHeads=2,4,4,0,4,11,11,11,11,11,4,14,14,11,4,17,21,20,20,21,23,23,4,25,26,23,26,4,
#predictedHeads=2,4,4,23,4,11,11,11,11,11,4,14,14,11,11,17,21,20,20,21,23,23,0,25,26,23,26,23,
(14,21),(21,8),-0.732576 # DEPENDENCYPART_GRANDPAR
(14,21),(21,9),-0.773462 # DEPENDENCYPART_GRANDPAR
(14,21),(21,10),-0.734655 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.558198 # DEPENDENCYPART_GRANDPAR
(14,21),(21,12),-0.48394 # DEPENDENCYPART_GRANDPAR
(14,21),(21,13),-0.468243 # DEPENDENCYPART_GRANDPAR
(14,21),(21,14),-0.524637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,21),(21,15),-0.206162 # DEPENDENCYPART_GRANDPAR
(14,21),(21,16),0.267539 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.0705825 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0811382 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.091872 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0420512 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.0259274 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.0836245 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.253255 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.204723 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.0734221 # DEPENDENCYPART_GRANDPAR
(14,21),(21,27),-0.217015 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.440617 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.943225 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.94439 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.742996 # DEPENDENCYPART_GRANDPAR
(14,23),(23,5),-0.737226 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.666233 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.774179 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.809681 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),-0.666048 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.583625 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.483353 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.367654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.0458713 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),0.226324 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0319984 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),-0.0197866 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),0.114955 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.154456 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.222892 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.276641 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.254295 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.121256 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),-0.461907 # DEPENDENCYPART_GRANDPAR
(14,25),(25,8),-0.785189 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.533234 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),-0.542212 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),0.251752 # DEPENDENCYPART_GRANDPAR
(14,25),(25,17),0.233359 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.0555107 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),0.0617652 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),0.121988 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),0.112463 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),0.137121 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),0.0246545 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.0628809 # DEPENDENCYPART_GRANDPAR
(14,26),(26,2),-0.943246 # DEPENDENCYPART_GRANDPAR
(14,26),(26,3),-0.929277 # DEPENDENCYPART_GRANDPAR
(14,26),(26,4),-0.717854 # DEPENDENCYPART_GRANDPAR
(14,26),(26,5),-0.771585 # DEPENDENCYPART_GRANDPAR
(14,26),(26,6),-0.921976 # DEPENDENCYPART_GRANDPAR
(14,26),(26,7),-0.73484 # DEPENDENCYPART_GRANDPAR
(14,26),(26,8),-0.732576 # DEPENDENCYPART_GRANDPAR
(14,26),(26,9),-0.773462 # DEPENDENCYPART_GRANDPAR
(14,26),(26,10),-0.734655 # DEPENDENCYPART_GRANDPAR
(14,26),(26,11),-0.558197 # DEPENDENCYPART_GRANDPAR
(14,26),(26,13),-0.468241 # DEPENDENCYPART_GRANDPAR
(14,26),(26,14),-0.518298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,26),(26,15),-0.206122 # DEPENDENCYPART_GRANDPAR
(14,26),(26,16),0.267541 # DEPENDENCYPART_GRANDPAR
(14,26),(26,17),0.0769215 # DEPENDENCYPART_GRANDPAR
(14,26),(26,18),-0.0811344 # DEPENDENCYPART_GRANDPAR
(14,26),(26,19),0.0918765 # DEPENDENCYPART_GRANDPAR
(14,26),(26,20),-0.0357123 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),0.091518 # DEPENDENCYPART_GRANDPAR
(14,26),(26,22),0.00859209 # DEPENDENCYPART_GRANDPAR
(14,26),(26,23),-0.0237075 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.0336063 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.262992 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.217014 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.438759 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.47371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.111053 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0990365 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.45809 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.491748 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.202528 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.449103 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.262816 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.936337 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.847324 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),-0.738778 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.119086 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.440374 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.330676 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.34311 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.511759 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.255496 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.194086 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.501739 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.306496 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.03863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.627248 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.447194 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.352622 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.418252 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.310794 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.755943 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-0.290788 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-0.784513 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.567074 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.171641 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.439848 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.522171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.182934 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.783555 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.964351 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.978914 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.485044 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.440699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.152222 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0598387 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),-0.278954 # DEPENDENCYPART_GRANDPAR
(17,25),(25,8),-0.686432 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.783555 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.964351 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.485044 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.440699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.152264 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.0598387 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.150734 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.0705776 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0172172 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0751638 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.26044 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.513739 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.600365 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.704261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,19),-0.857306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,12),-0.84902 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.526331 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.589289 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.476404 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.829557 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.51531 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.898844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.618553 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.645224 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.865697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,13),-0.60111 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.618033 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.251221 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.385296 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.329238 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-1.07463 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.922284 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.802466 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.339424 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.569661 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.513537 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.391803 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.447952 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.387353 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.260507 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.644758 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.414258 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.25484 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.0396238 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-0.95047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.671411 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.434628 # DEPENDENCYPART_GRANDPAR
(20,14),(14,23),-0.310162 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.694083 # DEPENDENCYPART_GRANDPAR
(20,14),(14,26),-0.432148 # DEPENDENCYPART_GRANDPAR
(20,14),(14,28),-0.741334 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.0192881 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.260408 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.644825 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.680114 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.473181 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.0329525 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.510681 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.0396238 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.95047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,25),-0.694083 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0540934 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.101056 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.244269 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.381652 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-0.735125 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.849976 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-1.10737 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.62252 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.852771 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.942091 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.527785 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.352541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),-0.248212 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),-0.0335936 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.0757956 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.050918 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.369894 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),0.026069 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.0879328 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),0.0922507 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.424995 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.368142 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.147707 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.146426 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.042234 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.257716 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),0.0335529 # DEPENDENCYPART_GRANDPAR
(21,3),(3,28),-0.867296 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),0.306363 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.256215 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.081744 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.190552 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),0.446884 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.0742388 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),0.13262 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.22485 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),0.00445634 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),0.0474561 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.255271 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.990123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.292004 # DEPENDENCYPART_GRANDPAR
(21,4),(4,23),-0.194011 # DEPENDENCYPART_GRANDPAR
(21,4),(4,26),-0.374797 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),0.00151898 # DEPENDENCYPART_GRANDPAR
(21,4),(4,28),-0.676915 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.2741 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.168612 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.0673503 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),0.146046 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),0.0399235 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.0596911 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),-0.107793 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.05095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.352039 # DEPENDENCYPART_GRANDPAR
(21,6),(6,25),-0.311718 # DEPENDENCYPART_GRANDPAR
(21,6),(6,26),-0.435625 # DEPENDENCYPART_GRANDPAR
(21,6),(6,28),-0.782981 # DEPENDENCYPART_GRANDPAR
(21,8),(8,2),-0.321431 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.137994 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.19211 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.186702 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),0.41738 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.0196127 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),-0.280947 # DEPENDENCYPART_GRANDPAR
(21,8),(8,10),0.130258 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.0267092 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),-0.0651579 # DEPENDENCYPART_GRANDPAR
(21,8),(8,15),-0.122393 # DEPENDENCYPART_GRANDPAR
(21,8),(8,17),-0.0499953 # DEPENDENCYPART_GRANDPAR
(21,8),(8,20),0.208061 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-1.04882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,23),-0.3002 # DEPENDENCYPART_GRANDPAR
(21,8),(8,25),-0.313676 # DEPENDENCYPART_GRANDPAR
(21,8),(8,26),-0.433489 # DEPENDENCYPART_GRANDPAR
(21,8),(8,28),-0.782902 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.121583 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.124831 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),0.481266 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.0241485 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.0929819 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.0940353 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),0.0722059 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),0.0509182 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),0.0210262 # DEPENDENCYPART_GRANDPAR
(21,9),(9,15),-0.10665 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.0942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.411361 # DEPENDENCYPART_GRANDPAR
(21,9),(9,26),-0.478873 # DEPENDENCYPART_GRANDPAR
(21,9),(9,28),-0.85331 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),0.306501 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.239633 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.0875514 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.109703 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.169478 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),0.627901 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.086266 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.12108 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.139479 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.00757079 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.0107826 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.0201692 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.266118 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.00320147 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.0415273 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.174507 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.253026 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.987982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),-0.289933 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.191899 # DEPENDENCYPART_GRANDPAR
(21,11),(11,24),-0.25394 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.190559 # DEPENDENCYPART_GRANDPAR
(21,11),(11,26),-0.372655 # DEPENDENCYPART_GRANDPAR
(21,11),(11,27),0.00294865 # DEPENDENCYPART_GRANDPAR
(21,11),(11,28),-0.674804 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.156712 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),0.41466 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),0.0230398 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.204593 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0112265 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.369894 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.197631 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),0.0140113 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.0858547 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.0929007 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.00188994 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.0533514 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.167279 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),0.0768052 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.0395785 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.121469 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.073726 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),0.08848 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.306639 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.346531 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.21344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.530738 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.474102 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.635022 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.598113 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.960717 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),0.348165 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.0386975 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),0.122669 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),0.0971966 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.13068 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.349636 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.126402 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.306482 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),0.346374 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.635022 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.41046 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.374835 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0637477 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.34653 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.0395798 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),0.121469 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),0.0965137 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),0.348754 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.110462 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.19141 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.301576 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.635022 # DEPENDENCYPART_GRANDPAR
(21,23),(23,2),-0.774001 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.520441 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-0.669202 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-0.541206 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-0.500927 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.221067 # DEPENDENCYPART_GRANDPAR
(21,23),(23,9),-0.590191 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.422232 # DEPENDENCYPART_GRANDPAR
(21,23),(23,11),-0.489966 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.421837 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.479856 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.523056 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.465288 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.338481 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.234199 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.206726 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.82708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.18241 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.36305 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.222083 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.496836 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.688448 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.253175 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.0902624 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),-0.128919 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0840057 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-0.206692 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-0.650438 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-0.46456 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.262104 # DEPENDENCYPART_GRANDPAR
