# _root_ S bár aranyat ér minden találatuk , Hímer és Kökény hadrendbe állásával kézzelfoghatóvá vált , hogy a kubaiak játéka az egyéni improvizációra épül .
#goldHeads=14,14,4,14,6,4,14,12,12,12,12,14,14,0,14,14,18,19,23,22,22,23,14,14,
#predictedHeads=4,4,4,0,6,4,4,14,14,11,12,14,14,4,14,14,18,19,23,22,22,23,14,4,
(13,4),(4,5),-0.31222 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.695558 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.196069 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.343093 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.123014 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.429704 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),-0.468396 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.39332 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.789124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.221291 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.423597 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.392726 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.444404 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.667695 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),-0.502102 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),-0.826372 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.108794 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-0.678545 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),-0.154985 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.534048 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.221472 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.116733 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0627177 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.24409 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.366694 # DEPENDENCYPART_GRANDPAR
(13,6),(6,14),-0.184063 # DEPENDENCYPART_GRANDPAR
(13,6),(6,23),-0.0713541 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-0.686015 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.543237 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0232135 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.3307 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.294316 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.368921 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.26687 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),0.0539339 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.332248 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.681402 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.224481 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.328937 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.252236 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.29213 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.215852 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-0.801781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.230904 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.386295 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.321771 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.440297 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.663588 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.118154 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-0.676387 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.190772 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0787474 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.366694 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.294316 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.235988 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.534052 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.221467 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.116738 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.543241 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.0232209 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.190776 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0787375 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.277387 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.294317 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.832883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,5),-0.116733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.543237 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.0232135 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.190772 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),0.0787474 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.277383 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.317277 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.832883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,19),-0.706393 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.0713541 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0239222 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.21897 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.419931 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.862944 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.902838 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.82656 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.384061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),0.197025 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.0450175 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),0.0239222 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.21897 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0491418 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.0786493 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.0729779 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.279509 # DEPENDENCYPART_GRANDPAR
(13,23),(23,1),-0.700942 # DEPENDENCYPART_GRANDPAR
(13,23),(23,2),-0.629437 # DEPENDENCYPART_GRANDPAR
(13,23),(23,3),-1.081 # DEPENDENCYPART_GRANDPAR
(13,23),(23,4),-0.274921 # DEPENDENCYPART_GRANDPAR
(13,23),(23,6),-1.09021 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.441297 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.737741 # DEPENDENCYPART_GRANDPAR
(13,23),(23,9),-0.435219 # DEPENDENCYPART_GRANDPAR
(13,23),(23,10),-0.824352 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),-0.864246 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),-0.787968 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.410767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),0.163253 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.171508 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-0.0318111 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),-0.262446 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.0472412 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),-0.270532 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.213763 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.12605 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.429209 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.284786 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.496541 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.484913 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.40227 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.498242 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.334776 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.250628 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-1.33896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.501418 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.382578 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.382496 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.473429 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-1.03169 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.41898 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.435761 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.306922 # DEPENDENCYPART_GRANDPAR
(14,2),(2,14),-1.3213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,2),(2,15),-0.48931 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.37315 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-0.455764 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),-1.02354 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.21441 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.320486 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.27148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,24),-1.04164 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.250877 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.301931 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.220868 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.228124 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.297101 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.171738 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.0142227 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.0878175 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.130969 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.0627685 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.318157 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.0272442 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.04864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.268156 # DEPENDENCYPART_GRANDPAR
(14,4),(4,16),-0.206632 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.125493 # DEPENDENCYPART_GRANDPAR
(14,4),(4,19),0.00083411 # DEPENDENCYPART_GRANDPAR
(14,4),(4,21),-0.232338 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.0682726 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-0.183448 # DEPENDENCYPART_GRANDPAR
(14,4),(4,24),-0.758266 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.320424 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.201894 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.173446 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),0.0417217 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),-0.0449098 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.09613 # DEPENDENCYPART_GRANDPAR
(14,6),(6,11),0.0245358 # DEPENDENCYPART_GRANDPAR
(14,6),(6,14),-1.27148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,6),(6,23),-0.405958 # DEPENDENCYPART_GRANDPAR
(14,6),(6,24),-1.04164 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.219108 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.0946887 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.212876 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.400065 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.414175 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.484561 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.575638 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.296424 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.422684 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.344695 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.111361 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.0831798 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.112962 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.270368 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.185158 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.35036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.500429 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.383715 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.514348 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.388021 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.484735 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-1.03359 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.0922151 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0342621 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),0.0245358 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.400065 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.21435 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.201894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.173446 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),0.0417217 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.219108 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0946904 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.092215 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.0342592 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),0.208961 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.399016 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0812355 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),0.0417217 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.219108 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0946887 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.0922151 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),0.0342621 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.208961 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.00781575 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.0822837 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.439646 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.405958 # DEPENDENCYPART_GRANDPAR
(14,13),(13,1),-0.265229 # DEPENDENCYPART_GRANDPAR
(14,13),(13,2),-0.341193 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.34222 # DEPENDENCYPART_GRANDPAR
(14,13),(13,4),-0.273911 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.359454 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.16007 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0481311 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0188742 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0686152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.13253 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.255804 # DEPENDENCYPART_GRANDPAR
(14,13),(13,15),-0.403014 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.398228 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.271901 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-0.305904 # DEPENDENCYPART_GRANDPAR
(14,13),(13,24),-0.948845 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.686416 # DEPENDENCYPART_GRANDPAR
(14,16),(16,2),-0.767799 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.792162 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.770239 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.805491 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.494168 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.493045 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.377422 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.57852 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.190233 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.494313 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.04064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.432454 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.348762 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.222435 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.424473 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.291542 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.47351 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.829226 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.118095 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0916881 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.461346 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.388507 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.589606 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.201319 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.503875 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.783229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,15),-0.018497 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.118095 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0916881 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0354104 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.0210815 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.0333714 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.0887156 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),0.0133326 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.102186 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.0885103 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.0378166 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0363319 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.503875 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),-0.018497 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.118095 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0916881 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0354104 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.161737 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.0162015 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.00795827 # DEPENDENCYPART_GRANDPAR
(14,23),(23,1),-0.436836 # DEPENDENCYPART_GRANDPAR
(14,23),(23,2),-0.537543 # DEPENDENCYPART_GRANDPAR
(14,23),(23,3),-0.363416 # DEPENDENCYPART_GRANDPAR
(14,23),(23,4),-0.452693 # DEPENDENCYPART_GRANDPAR
(14,23),(23,6),-0.376746 # DEPENDENCYPART_GRANDPAR
(14,23),(23,7),-0.295007 # DEPENDENCYPART_GRANDPAR
(14,23),(23,8),-0.0654225 # DEPENDENCYPART_GRANDPAR
(14,23),(23,9),-0.182317 # DEPENDENCYPART_GRANDPAR
(14,23),(23,10),0.0513237 # DEPENDENCYPART_GRANDPAR
(14,23),(23,11),-0.149775 # DEPENDENCYPART_GRANDPAR
(14,23),(23,12),0.238512 # DEPENDENCYPART_GRANDPAR
(14,23),(23,13),-0.149743 # DEPENDENCYPART_GRANDPAR
(14,23),(23,14),-0.822845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,23),(23,15),-0.148661 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.0342396 # DEPENDENCYPART_GRANDPAR
(14,23),(23,17),-0.170368 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0611595 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.0651674 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.0934577 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.125155 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.00393929 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.616649 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.501621 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.436739 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.449317 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.317109 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.0816518 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.070208 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.377396 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.355332 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.750365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,19),-0.465142 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.528109 # DEPENDENCYPART_GRANDPAR
(16,1),(1,24),-0.903992 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.498031 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.383501 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.374269 # DEPENDENCYPART_GRANDPAR
(16,2),(2,14),-0.299369 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.294727 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.746108 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,23),-0.517158 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-0.900777 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.460415 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.425636 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.425072 # DEPENDENCYPART_GRANDPAR
(16,3),(3,24),-0.882538 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.547859 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.454192 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.288336 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.325947 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.243038 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.0717118 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.210352 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.111846 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.231658 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.219289 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.343765 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),0.00209498 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.391904 # DEPENDENCYPART_GRANDPAR
(16,4),(4,15),-0.345392 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.07845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,18),-0.97277 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.794817 # DEPENDENCYPART_GRANDPAR
(16,4),(4,21),-0.796827 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.878776 # DEPENDENCYPART_GRANDPAR
(16,4),(4,23),-0.769379 # DEPENDENCYPART_GRANDPAR
(16,4),(4,24),-1.13269 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.425636 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.283599 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.389634 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.0384459 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.13425 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.235151 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.241389 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.425072 # DEPENDENCYPART_GRANDPAR
(16,6),(6,23),-0.440007 # DEPENDENCYPART_GRANDPAR
(16,6),(6,24),-0.882538 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.164969 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.112029 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.256457 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.368564 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.497596 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.431845 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.420328 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.167915 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.229309 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.231077 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.196623 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.196646 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.185479 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.308753 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.00926818 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.229096 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.211441 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.752059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.647166 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.469213 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),-0.538528 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),-0.905883 # DEPENDENCYPART_GRANDPAR
