# _root_ A megyei munkaügyi központokat és a társminisztériumokat is arra ösztönzi a gazdasági tárca , hogy segítsenek megoldani a bányászok elhelyezkedését , illetve átképzését megfelelő munkákra .
#goldHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,17,17,17,25,17,10,
#predictedHeads=4,4,4,10,10,7,10,10,10,0,13,13,10,10,10,9,16,19,20,17,16,16,24,25,16,10,
(15,8),(8,26),-1.02695 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),-0.207839 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),-0.184183 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),-0.189673 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.254685 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.201448 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.278447 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.376134 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),-0.0549108 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.105878 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),-0.288569 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-0.831459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.561551 # DEPENDENCYPART_GRANDPAR
(15,9),(9,17),-0.518018 # DEPENDENCYPART_GRANDPAR
(15,9),(9,19),-0.880097 # DEPENDENCYPART_GRANDPAR
(15,9),(9,20),-0.709997 # DEPENDENCYPART_GRANDPAR
(15,9),(9,21),-0.492906 # DEPENDENCYPART_GRANDPAR
(15,9),(9,22),-0.491989 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.989353 # DEPENDENCYPART_GRANDPAR
(15,9),(9,24),-0.792632 # DEPENDENCYPART_GRANDPAR
(15,9),(9,25),-0.652037 # DEPENDENCYPART_GRANDPAR
(15,9),(9,26),-1.10606 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.00160364 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),-0.115726 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.0873105 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.138194 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.19965 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.190653 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.149969 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.127207 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.115468 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.251346 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0224285 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.164523 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.280886 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.15861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.863319 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.819867 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-1.06588 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-1.22718 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-1.05321 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.767144 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.782192 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-1.33256 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-1.039 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.995248 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-1.25701 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.131476 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.00632699 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.012779 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.116116 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.201828 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.148183 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.213654 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.0545368 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.034432 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0223699 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.344522 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.534087 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-1.21465 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.22642 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.958436 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.811985 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.27551 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.697296 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.851223 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.09302 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.35379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.178288 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.321645 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.150729 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0232451 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.0833233 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),0.0287712 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.256111 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.30991 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.0812056 # DEPENDENCYPART_GRANDPAR
(15,16),(16,26),-0.617475 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.745841 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.845462 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.822248 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.22081 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.932648 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.93489 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.23258 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.958559 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.811986 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-1.27551 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.767494 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.69786 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.857385 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.09614 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.353843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0609745 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.321768 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.148088 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0258858 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0870851 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.0285585 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.25347 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.310361 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),0.0838463 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.617652 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.546293 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.608931 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.546293 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.534488 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.410006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.0764002 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.618329 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.244801 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.00436528 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.246562 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),0.0907539 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.618732 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-0.595514 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.880967 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.663917 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-0.663107 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.601164 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-1.0242 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.47112 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.517103 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.805974 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.356571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.159079 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.202485 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.463078 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.202454 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0280494 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.108832 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.28476 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.370464 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),0.052556 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.652172 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.618329 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.244801 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.0700738 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0178557 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.060411 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.290626 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),0.0907539 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-0.90992 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.546293 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-0.474415 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.534488 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-0.784459 # DEPENDENCYPART_GRANDPAR
(15,25),(25,16),0.032909 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.0764002 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.618329 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.244801 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.0700738 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.0178557 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.060411 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.349429 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.427701 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.631076 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.378838 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.631657 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.625751 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.378838 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.625751 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.404851 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.574126 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.578545 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.992058 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.987874 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.739163 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.87705 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.825876 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.754266 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.75079 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.880421 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.692667 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.761706 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.980556 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.898134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.524545 # DEPENDENCYPART_GRANDPAR
(16,8),(8,25),-0.390219 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-1.09387 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.662412 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.65826 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.390291 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.552686 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.405394 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.728796 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.716327 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.62943 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.555071 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.559835 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.801571 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.220715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,17),0.152872 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),0.0481378 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),0.212641 # DEPENDENCYPART_GRANDPAR
(16,9),(9,21),-0.021523 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.0692679 # DEPENDENCYPART_GRANDPAR
(16,9),(9,23),0.0164824 # DEPENDENCYPART_GRANDPAR
(16,9),(9,24),0.0149227 # DEPENDENCYPART_GRANDPAR
(16,9),(9,25),0.0954419 # DEPENDENCYPART_GRANDPAR
(16,9),(9,26),-0.746978 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.391951 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.738547 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.726436 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.454731 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.630941 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.591658 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.469833 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.723853 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.421547 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.73585 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.54545 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.432313 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.588239 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.793693 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.618193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.244768 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),0.0426763 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.0604906 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),0.111756 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.261186 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.293695 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.0844024 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.17237 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.00544284 # DEPENDENCYPART_GRANDPAR
(16,10),(10,26),-0.82324 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.444238 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.429863 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.374663 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.574939 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.574369 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.424552 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.835187 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.370396 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.576841 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.469361 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.44752 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.843826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,2),-1.03175 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-1.02754 # DEPENDENCYPART_GRANDPAR
(16,15),(15,4),-0.787733 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.913983 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.802836 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-1.03653 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.773 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-1.19316 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.845577 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.728475 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.834112 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.938788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.565198 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.493538 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.321292 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.522604 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.542417 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.51745 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.438491 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-1.12601 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.675703 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.863203 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.863459 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.593168 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.807792 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.875409 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.608271 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.934496 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.578398 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.906844 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.877881 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.664836 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.528814 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.719382 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-1.05254 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.395741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.317417 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0597019 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.234439 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.137809 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0200554 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.0382804 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0547989 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),0.11724 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.698779 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-1.18966 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.265888 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.18966 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.951578 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.21799 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.0332969 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.25649 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0941826 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0485316 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.0827834 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.161743 # DEPENDENCYPART_GRANDPAR
(16,22),(22,2),-1.15678 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.15703 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-0.949474 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.07411 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-1.14571 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.918204 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.17355 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.958396 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.884228 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.928189 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-1.21326 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.46284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.089748 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.194058 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.0671217 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.110453 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.18023 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.131236 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.247009 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.0522764 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.860567 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.25649 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.0941826 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.272383 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.000411778 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.000352131 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.0557522 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),0.161743 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.988107 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-0.862943 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-1.05789 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-1.12518 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.241502 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),-0.0307296 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.148106 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.101099 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.0851792 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0480528 # DEPENDENCYPART_GRANDPAR
(16,25),(25,7),-1.0315 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-1.18966 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-1.01226 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.951578 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.94548 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.33985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.0332969 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.25649 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.0941826 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.272383 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.000411778 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.000352131 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.0762246 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.0601013 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.680132 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.168814 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.15503 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.0118972 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.298129 # DEPENDENCYPART_GRANDPAR
(17,2),(2,26),-1.04176 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.0119805 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.394156 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),-0.294549 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.146382 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.289977 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.266196 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.325695 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.61154 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.589481 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.479594 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.35782 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.44763 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.484183 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.340989 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.357207 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.240043 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.234782 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.479763 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.227515 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.14577 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,20),-0.371468 # DEPENDENCYPART_GRANDPAR
(17,5),(5,22),-0.606015 # DEPENDENCYPART_GRANDPAR
(17,5),(5,23),-0.624848 # DEPENDENCYPART_GRANDPAR
(17,5),(5,25),-0.474045 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-1.12639 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.146382 # DEPENDENCYPART_GRANDPAR
