# _root_ Nyilván a riválisok is kíváncsiak az összetételére , mert a kidolgozók mindössze annyit hajlandók elárulni róla , hogy " ez egy polimerszerű folyadék " .
#goldHeads=9,3,9,9,9,7,9,9,0,11,15,15,15,15,9,15,15,15,15,13,23,23,13,9,9,
#predictedHeads=9,3,7,5,9,7,9,9,0,11,15,15,15,15,9,15,15,15,23,23,23,23,13,23,9,
(16,11),(16,22),0.115963 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.0958423 # DEPENDENCYPART_SIBL
(16,11),(16,24),-0.0637136 # DEPENDENCYPART_SIBL
(16,11),(16,25),0.0233358 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.125339 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0970473 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.00886504 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0221426 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0918364 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.139401 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0221426 # DEPENDENCYPART_SIBL
(16,12),(16,25),0.142661 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.10308 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0142677 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.023329 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.0656741 # DEPENDENCYPART_SIBL
(16,14),(16,23),0.126355 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.023329 # DEPENDENCYPART_SIBL
(16,14),(16,25),0.0645419 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0233894 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0504439 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.0673079 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.0909006 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.0504439 # DEPENDENCYPART_SIBL
(16,15),(16,25),0.120696 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.0332246 # DEPENDENCYPART_SIBL
(16,17),(16,22),0.0599391 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.00728199 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0332246 # DEPENDENCYPART_SIBL
(16,17),(16,25),0.0552535 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0253707 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0367292 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0246876 # DEPENDENCYPART_SIBL
(16,19),(16,25),0.00754892 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0194811 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.0243619 # DEPENDENCYPART_SIBL
(16,22),(16,25),0.00970921 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0378101 # DEPENDENCYPART_SIBL
(16,23),(16,25),0.0189918 # DEPENDENCYPART_SIBL
(16,24),(16,25),0.00754892 # DEPENDENCYPART_SIBL
(18,1),(18,3),0.036829 # DEPENDENCYPART_SIBL
(18,1),(18,4),0.121455 # DEPENDENCYPART_SIBL
(18,1),(18,5),0.0412055 # DEPENDENCYPART_SIBL
(18,1),(18,7),0.036829 # DEPENDENCYPART_SIBL
(18,1),(18,8),0.298948 # DEPENDENCYPART_SIBL
(18,1),(18,9),0.00160768 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.036829 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.00582966 # DEPENDENCYPART_SIBL
(18,1),(18,13),0.0815625 # DEPENDENCYPART_SIBL
(18,1),(18,14),0.0392794 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0321149 # DEPENDENCYPART_SIBL
(18,1),(18,16),0.0144478 # DEPENDENCYPART_SIBL
(18,1),(18,17),0.298948 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0674832 # DEPENDENCYPART_SIBL
(18,1),(18,22),0.0611438 # DEPENDENCYPART_SIBL
(18,1),(18,23),0.0111917 # DEPENDENCYPART_SIBL
(18,1),(18,24),-0.0674832 # DEPENDENCYPART_SIBL
(18,1),(18,25),0.03461 # DEPENDENCYPART_SIBL
(18,3),(18,4),0.0119847 # DEPENDENCYPART_SIBL
(18,3),(18,5),0.0272809 # DEPENDENCYPART_SIBL
(18,3),(18,7),-0.0200428 # DEPENDENCYPART_SIBL
(18,3),(18,8),0.389874 # DEPENDENCYPART_SIBL
(18,3),(18,9),-0.0202481 # DEPENDENCYPART_SIBL
(18,3),(18,11),-0.0200428 # DEPENDENCYPART_SIBL
(18,3),(18,12),-0.00304511 # DEPENDENCYPART_SIBL
(18,3),(18,13),0.0186852 # DEPENDENCYPART_SIBL
(18,3),(18,14),0.026599 # DEPENDENCYPART_SIBL
(18,3),(18,15),0.0317714 # DEPENDENCYPART_SIBL
(18,3),(18,16),0.00683618 # DEPENDENCYPART_SIBL
(18,3),(18,17),0.389874 # DEPENDENCYPART_SIBL
(18,3),(18,19),-0.043792 # DEPENDENCYPART_SIBL
(18,3),(18,22),0.0489426 # DEPENDENCYPART_SIBL
(18,3),(18,23),0.0799002 # DEPENDENCYPART_SIBL
(18,3),(18,24),-0.043792 # DEPENDENCYPART_SIBL
(18,3),(18,25),0.13343 # DEPENDENCYPART_SIBL
(18,4),(18,5),0.0713504 # DEPENDENCYPART_SIBL
(18,4),(18,7),-0.0071781 # DEPENDENCYPART_SIBL
(18,4),(18,8),0.164619 # DEPENDENCYPART_SIBL
(18,4),(18,9),-0.0600329 # DEPENDENCYPART_SIBL
(18,4),(18,11),-0.0071781 # DEPENDENCYPART_SIBL
(18,4),(18,12),-0.0474163 # DEPENDENCYPART_SIBL
(18,4),(18,13),-0.0352028 # DEPENDENCYPART_SIBL
(18,4),(18,14),0.0698021 # DEPENDENCYPART_SIBL
(18,4),(18,15),0.0690634 # DEPENDENCYPART_SIBL
(18,4),(18,16),-0.0448067 # DEPENDENCYPART_SIBL
(18,4),(18,17),0.164619 # DEPENDENCYPART_SIBL
(18,4),(18,19),-0.0392074 # DEPENDENCYPART_SIBL
(18,4),(18,22),0.0229078 # DEPENDENCYPART_SIBL
(18,4),(18,23),-0.0614518 # DEPENDENCYPART_SIBL
(18,4),(18,24),-0.0392074 # DEPENDENCYPART_SIBL
(18,4),(18,25),0.0482174 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0216322 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.320283 # DEPENDENCYPART_SIBL
(18,5),(18,9),0.00588373 # DEPENDENCYPART_SIBL
(18,5),(18,11),-0.0216322 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0247343 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00583354 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0145815 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0248955 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0223119 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.320283 # DEPENDENCYPART_SIBL
(18,5),(18,19),0.0152833 # DEPENDENCYPART_SIBL
(18,5),(18,22),0.0949908 # DEPENDENCYPART_SIBL
(18,5),(18,23),-0.0179506 # DEPENDENCYPART_SIBL
(18,5),(18,24),0.0152833 # DEPENDENCYPART_SIBL
(18,5),(18,25),0.0964092 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.389874 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.0202481 # DEPENDENCYPART_SIBL
(18,7),(18,11),-0.0200428 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.00304511 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0186852 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.026599 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0317714 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.00683618 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.389874 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.043792 # DEPENDENCYPART_SIBL
(18,7),(18,22),0.0489426 # DEPENDENCYPART_SIBL
(18,7),(18,23),0.0799002 # DEPENDENCYPART_SIBL
(18,7),(18,24),-0.043792 # DEPENDENCYPART_SIBL
(18,7),(18,25),0.13343 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0181723 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.00229214 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0690714 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0434488 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0242844 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.063166 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0657601 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.0255207 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0351182 # DEPENDENCYPART_SIBL
(18,8),(18,22),0.0754555 # DEPENDENCYPART_SIBL
(18,8),(18,23),0.015989 # DEPENDENCYPART_SIBL
(18,8),(18,24),-0.0351182 # DEPENDENCYPART_SIBL
(18,8),(18,25),0.213472 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.0143455 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0247492 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.000998346 # DEPENDENCYPART_SIBL
(18,9),(18,14),0.0426464 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0852574 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0225426 # DEPENDENCYPART_SIBL
(18,9),(18,17),0.265019 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0135315 # DEPENDENCYPART_SIBL
(18,9),(18,22),0.0360518 # DEPENDENCYPART_SIBL
(18,9),(18,23),-0.0468786 # DEPENDENCYPART_SIBL
(18,9),(18,24),-0.0135315 # DEPENDENCYPART_SIBL
(18,9),(18,25),0.0947378 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.00304511 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0186852 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.026599 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0317714 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00683618 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.389874 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.043792 # DEPENDENCYPART_SIBL
(18,11),(18,22),0.0489426 # DEPENDENCYPART_SIBL
(18,11),(18,23),0.0799002 # DEPENDENCYPART_SIBL
(18,11),(18,24),-0.043792 # DEPENDENCYPART_SIBL
(18,11),(18,25),0.13343 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0876799 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0358128 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0305668 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.00828295 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.289359 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0823948 # DEPENDENCYPART_SIBL
(18,12),(18,22),0.0556209 # DEPENDENCYPART_SIBL
(18,12),(18,23),0.00528346 # DEPENDENCYPART_SIBL
(18,12),(18,24),-0.0823948 # DEPENDENCYPART_SIBL
(18,12),(18,25),0.0298708 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.072817 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0201978 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0255713 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.323578 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0136527 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0551457 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0603999 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.0136527 # DEPENDENCYPART_SIBL
(18,13),(18,25),0.0548823 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0240373 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0214293 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.315922 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.0151336 # DEPENDENCYPART_SIBL
(18,14),(18,22),0.0942917 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0184319 # DEPENDENCYPART_SIBL
(18,14),(18,24),0.0151336 # DEPENDENCYPART_SIBL
(18,14),(18,25),0.0990179 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0348642 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.431588 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.106977 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0345986 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.12511 # DEPENDENCYPART_SIBL
(18,15),(18,24),-0.106977 # DEPENDENCYPART_SIBL
(18,15),(18,25),0.0405176 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.294382 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.068853 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.0582132 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00724846 # DEPENDENCYPART_SIBL
(18,16),(18,24),-0.068853 # DEPENDENCYPART_SIBL
(18,16),(18,25),0.0291519 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0351182 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0754555 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.015989 # DEPENDENCYPART_SIBL
(18,17),(18,24),-0.0351182 # DEPENDENCYPART_SIBL
(18,17),(18,25),0.213472 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.0326198 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.0334192 # DEPENDENCYPART_SIBL
(18,19),(18,24),-0.0117658 # DEPENDENCYPART_SIBL
(18,19),(18,25),0.0382633 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.00701548 # DEPENDENCYPART_SIBL
(18,22),(18,24),-0.000889574 # DEPENDENCYPART_SIBL
(18,22),(18,25),0.0333718 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0258881 # DEPENDENCYPART_SIBL
(18,23),(18,25),0.00195656 # DEPENDENCYPART_SIBL
(18,24),(18,25),0.0382633 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0198982 # DEPENDENCYPART_SIBL
(20,4),(20,9),0.0119043 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.0638416 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.080786 # DEPENDENCYPART_SIBL
(20,4),(20,14),0.0854993 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.159266 # DEPENDENCYPART_SIBL
(20,4),(20,17),0.0198982 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0383663 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0278915 # DEPENDENCYPART_SIBL
(20,4),(20,22),-0.0069767 # DEPENDENCYPART_SIBL
(20,4),(20,23),-0.000318952 # DEPENDENCYPART_SIBL
(20,4),(20,24),-0.0123314 # DEPENDENCYPART_SIBL
(20,4),(20,25),0.0719392 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.225606 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.176064 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.167468 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.141974 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.246583 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.0777799 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.195625 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.0139059 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0574364 # DEPENDENCYPART_SIBL
(20,8),(20,23),0.123236 # DEPENDENCYPART_SIBL
(20,8),(20,24),0.037506 # DEPENDENCYPART_SIBL
(20,8),(20,25),0.143945 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0664019 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0874728 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.0664651 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.175734 # DEPENDENCYPART_SIBL
(20,9),(20,17),0.112942 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0226366 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.010795 # DEPENDENCYPART_SIBL
(20,9),(20,22),0.00235119 # DEPENDENCYPART_SIBL
(20,9),(20,23),0.00522532 # DEPENDENCYPART_SIBL
(20,9),(20,24),0.0019988 # DEPENDENCYPART_SIBL
(20,9),(20,25),0.0633255 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.164381 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0894173 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.102303 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.178125 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.202443 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.00350014 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.0317528 # DEPENDENCYPART_SIBL
(20,11),(20,23),0.0072911 # DEPENDENCYPART_SIBL
(20,11),(20,24),-0.0132003 # DEPENDENCYPART_SIBL
(20,11),(20,25),0.070699 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0888283 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0889488 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0215236 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.131771 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0298724 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.0422769 # DEPENDENCYPART_SIBL
(20,12),(20,23),0.0418123 # DEPENDENCYPART_SIBL
(20,12),(20,24),0.000870267 # DEPENDENCYPART_SIBL
(20,12),(20,25),0.170473 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.1193 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.164987 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.193995 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0583679 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.00395514 # DEPENDENCYPART_SIBL
(20,14),(20,23),-0.00169178 # DEPENDENCYPART_SIBL
(20,14),(20,24),0.0187259 # DEPENDENCYPART_SIBL
(20,14),(20,25),0.0387095 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.247817 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0822618 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.0781579 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0168752 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0325906 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.00124313 # DEPENDENCYPART_SIBL
(20,15),(20,25),0.0999381 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.195625 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0139059 # DEPENDENCYPART_SIBL
(20,17),(20,22),0.0574364 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.123236 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.037506 # DEPENDENCYPART_SIBL
(20,17),(20,25),0.143945 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0351021 # DEPENDENCYPART_SIBL
(20,18),(20,22),-0.0121416 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.00285708 # DEPENDENCYPART_SIBL
(20,18),(20,24),-0.0381125 # DEPENDENCYPART_SIBL
(20,18),(20,25),0.0775838 # DEPENDENCYPART_SIBL
(20,19),(20,22),0.0400345 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.0896117 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.283447 # DEPENDENCYPART_SIBL
(20,19),(20,25),0.0928862 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.0253919 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0217476 # DEPENDENCYPART_SIBL
(20,22),(20,25),-3.29285e-05 # DEPENDENCYPART_SIBL
(20,23),(20,24),-0.015441 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.0931517 # DEPENDENCYPART_SIBL
(20,24),(20,25),0.056731 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0926229 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.17293 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.00949872 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0461232 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.207198 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.105967 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0175722 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0810888 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0590892 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0731506 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.00110203 # DEPENDENCYPART_SIBL
(23,10),(23,14),0.155834 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.19077 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.0973059 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.361264 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.0223706 # DEPENDENCYPART_SIBL
(23,10),(23,21),-0.495439 # DEPENDENCYPART_SIBL
(23,10),(23,22),0.155841 # DEPENDENCYPART_SIBL
(23,10),(23,24),0.11779 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.0588679 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.320499 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.172753 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.195487 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.0859748 # DEPENDENCYPART_SIBL
(23,13),(23,21),-0.0576175 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.0564079 # DEPENDENCYPART_SIBL
(23,13),(23,24),0.0331515 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.43636 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.303223 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.234985 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.0230107 # DEPENDENCYPART_SIBL
(23,14),(23,21),-0.484406 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.00534404 # DEPENDENCYPART_SIBL
(23,14),(23,24),0.131432 # DEPENDENCYPART_SIBL
(23,17),(23,18),0.105326 # DEPENDENCYPART_SIBL
(23,17),(23,19),-0.0935042 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.0326711 # DEPENDENCYPART_SIBL
(23,17),(23,21),-0.373834 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0253288 # DEPENDENCYPART_SIBL
(23,17),(23,24),0.0483793 # DEPENDENCYPART_SIBL
(23,18),(23,19),-0.0123106 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0289394 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.333732 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.11121 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.00201311 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.0201114 # DEPENDENCYPART_SIBL
(23,19),(23,21),-0.318812 # DEPENDENCYPART_SIBL
(23,19),(23,22),0.0678994 # DEPENDENCYPART_SIBL
(23,19),(23,24),0.616631 # DEPENDENCYPART_SIBL
(23,20),(23,21),-0.0214619 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.048205 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0571904 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.245593 # DEPENDENCYPART_SIBL
(23,21),(23,24),-0.0105862 # DEPENDENCYPART_SIBL
(23,22),(23,24),0.129724 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.339526 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.225008 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.342683 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.0908905 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.276612 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.129716 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.0319932 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.0572624 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.382725 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),-0.156466 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),0.286329 # DEPENDENCYPART_GRANDPAR
(0,1),(1,25),2.22878 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.684752 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),-0.110564 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.412905 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.566916 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.0966521 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.032121 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.134649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.286976 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),0.688852 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),2.56321 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.661151 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),-0.210167 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.347808 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.320471 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0125334 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.244666 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0808959 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.11035 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.158549 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0667697 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.287933 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.351727 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),-0.234821 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),0.255331 # DEPENDENCYPART_GRANDPAR
(0,5),(5,25),2.19332 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.700695 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.360012 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.412647 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.420243 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.317782 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.111377 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.471675 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.0673802 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),0.0596206 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.399349 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.287478 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.252581 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.681905 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),0.379924 # DEPENDENCYPART_GRANDPAR
(0,9),(9,23),-0.19185 # DEPENDENCYPART_GRANDPAR
(0,9),(9,24),0.283528 # DEPENDENCYPART_GRANDPAR
(0,9),(9,25),2.52736 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.301753 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.458176 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.385125 # DEPENDENCYPART_GRANDPAR
