# _root_ De hogy az átütemezést valóban megkapja -e gazda , arról a bankok egyedileg döntenek , azaz a termelőknek a pénzintézetekkel kell megállapodniuk .
#goldHeads=16,14,4,6,6,10,6,6,14,14,12,14,14,16,16,0,18,21,20,22,16,21,16,
#predictedHeads=6,6,4,6,6,0,6,6,6,14,12,14,14,6,14,21,18,22,20,22,10,21,6,
(16,17),(16,22),-0.0571665 # DEPENDENCYPART_SIBL
(16,17),(16,23),-0.0591655 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00378797 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0333445 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0228891 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.00603756 # DEPENDENCYPART_SIBL
(16,20),(16,21),-0.0322746 # DEPENDENCYPART_SIBL
(16,20),(16,22),-0.0218193 # DEPENDENCYPART_SIBL
(16,20),(16,23),0.00600801 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0541886 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.0750845 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0493253 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0328365 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.126355 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0252846 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.238886 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.126355 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.0198593 # DEPENDENCYPART_SIBL
(18,10),(18,20),0.00695928 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.00900323 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.14426 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.662013 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0110338 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00331961 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.501656 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.317719 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.022138 # DEPENDENCYPART_SIBL
(18,12),(18,20),0.00400316 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.368516 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0223796 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0153929 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0110338 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.00331961 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0176082 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0129962 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.662013 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.317123 # DEPENDENCYPART_SIBL
(21,1),(21,2),-0.00109405 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.000336535 # DEPENDENCYPART_SIBL
(21,1),(21,6),0.0749808 # DEPENDENCYPART_SIBL
(21,1),(21,8),-0.0877707 # DEPENDENCYPART_SIBL
(21,1),(21,9),0.231769 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0329611 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0922165 # DEPENDENCYPART_SIBL
(21,1),(21,13),-0.00254542 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.0768566 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.231769 # DEPENDENCYPART_SIBL
(21,1),(21,16),0.0742455 # DEPENDENCYPART_SIBL
(21,1),(21,17),-0.111824 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0911443 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.111824 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0911443 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0404953 # DEPENDENCYPART_SIBL
(21,1),(21,23),0.198352 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0234111 # DEPENDENCYPART_SIBL
(21,2),(21,6),0.115536 # DEPENDENCYPART_SIBL
(21,2),(21,8),-0.146377 # DEPENDENCYPART_SIBL
(21,2),(21,9),0.363135 # DEPENDENCYPART_SIBL
(21,2),(21,10),0.0293445 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.150823 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0575812 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.117412 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.363135 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0825266 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.103587 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.149751 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.103587 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.149751 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0321883 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.0189951 # DEPENDENCYPART_SIBL
(21,5),(21,6),0.0346762 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.0137123 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.196435 # DEPENDENCYPART_SIBL
(21,5),(21,10),0.0321542 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0122498 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0521082 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0346705 # DEPENDENCYPART_SIBL
(21,5),(21,15),0.196435 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.168664 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0477612 # DEPENDENCYPART_SIBL
(21,5),(21,18),0.0139736 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0477612 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.0139736 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.00636926 # DEPENDENCYPART_SIBL
(21,5),(21,23),-0.0149762 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0524488 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.143785 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0427602 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0531407 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.008733 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0186129 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.143785 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0613336 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0712608 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0521891 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0712608 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.0521881 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0261163 # DEPENDENCYPART_SIBL
(21,6),(21,23),0.00157943 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.135708 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0712827 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0870919 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.0146323 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.00140825 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.135708 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.181192 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0806121 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0844626 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0806121 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0844626 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0383487 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0738813 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0100346 # DEPENDENCYPART_SIBL
(21,9),(21,12),-0.0707565 # DEPENDENCYPART_SIBL
(21,9),(21,13),-0.047055 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0105235 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0412447 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.244473 # DEPENDENCYPART_SIBL
(21,9),(21,17),-0.144058 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0691078 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.144058 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0691078 # DEPENDENCYPART_SIBL
(21,9),(21,22),0.043224 # DEPENDENCYPART_SIBL
(21,9),(21,23),0.0450996 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0850539 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0338071 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0380143 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0940792 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.11184 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0420295 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0840881 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0420295 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0840881 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.147318 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.0695624 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.00587298 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.00591309 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.14858 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.188042 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0732911 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0747139 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0732911 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0747139 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0122185 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0395807 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0314725 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.151082 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.196975 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.191338 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0338524 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.191338 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.0338524 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0237333 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0353273 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.146745 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0613182 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.071263 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0521907 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.071263 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0521897 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0256981 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.00567495 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.244473 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.144058 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0691078 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.144058 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0691078 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.043224 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.0450996 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0394726 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0166598 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0394726 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0166598 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0302861 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.062731 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0144364 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.133223 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0144364 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0169854 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0821856 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0740815 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.077932 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0174466 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0446273 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0144364 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0169854 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0821856 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0174409 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.044622 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.0380913 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0210024 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.00142162 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0739129 # DEPENDENCYPART_SIBL
(22,1),(22,5),-0.0237758 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0385192 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.0692136 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.0928248 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.048215 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.119208 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0736594 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.0131037 # DEPENDENCYPART_SIBL
(22,1),(22,14),0.040395 # DEPENDENCYPART_SIBL
(22,1),(22,15),0.0928248 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0424904 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.119208 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0725872 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.119208 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.0725872 # DEPENDENCYPART_SIBL
(22,1),(22,21),0.0215747 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.207322 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.0420662 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.131107 # DEPENDENCYPART_SIBL
(22,2),(22,5),-0.00118019 # DEPENDENCYPART_SIBL
(22,2),(22,6),0.0812357 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.126408 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.227069 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.0146963 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.10892 # DEPENDENCYPART_SIBL
(22,2),(22,12),-0.130854 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0668747 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0831115 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.227069 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0533242 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.10892 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.129782 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.10892 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.129782 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0627486 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0165149 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0340343 # DEPENDENCYPART_SIBL
(22,3),(22,5),-0.0471914 # DEPENDENCYPART_SIBL
(22,3),(22,6),0.0118021 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0337061 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.015601 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.102699 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.127998 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0349648 # DEPENDENCYPART_SIBL
(22,3),(22,13),0.0284111 # DEPENDENCYPART_SIBL
(22,3),(22,14),0.0118012 # DEPENDENCYPART_SIBL
(22,3),(22,15),0.015601 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0977476 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.127998 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0334509 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.127998 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0334509 # DEPENDENCYPART_SIBL
(22,3),(22,21),0.00366258 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0155084 # DEPENDENCYPART_SIBL
(22,4),(22,5),0.055603 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0127172 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0349214 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0908155 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0633074 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.0656422 # DEPENDENCYPART_SIBL
(22,4),(22,12),-0.0410208 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.00433591 # DEPENDENCYPART_SIBL
(22,4),(22,14),-0.012718 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0908155 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.179981 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0656422 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0383915 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0656422 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0383915 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0236158 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.00585838 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.00974402 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.0194464 # DEPENDENCYPART_SIBL
(22,5),(22,9),0.0583427 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.00691841 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0706613 # DEPENDENCYPART_SIBL
(22,5),(22,12),0.0179839 # DEPENDENCYPART_SIBL
(22,5),(22,13),0.0193935 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.00974975 # DEPENDENCYPART_SIBL
(22,5),(22,15),0.0583427 # DEPENDENCYPART_SIBL
(22,5),(22,16),0.100506 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.0706613 # DEPENDENCYPART_SIBL
(22,5),(22,18),0.0197077 # DEPENDENCYPART_SIBL
(22,5),(22,19),-0.0706613 # DEPENDENCYPART_SIBL
(22,5),(22,20),0.0197077 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0146911 # DEPENDENCYPART_SIBL
(22,5),(22,23),-0.0166135 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0280053 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0793449 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0490855 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0660861 # DEPENDENCYPART_SIBL
(22,6),(22,12),-0.0286972 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.00480291 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.0322151 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0793449 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.045032 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.0660861 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.0277456 # DEPENDENCYPART_SIBL
(22,6),(22,19),-0.0660861 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0277446 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.0392184 # DEPENDENCYPART_SIBL
(22,6),(22,23),0.0157438 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0797933 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0760909 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.071471 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0459926 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0101656 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0185471 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0797933 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.174149 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.071471 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0433633 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.071471 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0433633 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0294449 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0217609 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.00838715 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.10614 # DEPENDENCYPART_SIBL
(22,9),(22,12),-0.00998156 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00899597 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.0158288 # DEPENDENCYPART_SIBL
(22,9),(22,15),0.00513268 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.260039 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.10614 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.00833277 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.10614 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.00833277 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.00128654 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0213102 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.0811746 # DEPENDENCYPART_SIBL
(22,10),(22,12),-0.0173753 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.00691055 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0220945 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.0653334 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.132853 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0811746 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0164095 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.0811746 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0164095 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0333232 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00345703 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.0139832 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0164009 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0272774 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0102192 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.115643 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.125584 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0160598 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.125584 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0160598 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0214861 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0634243 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.00140635 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.0112258 # DEPENDENCYPART_SIBL
(22,12),(22,15),0.0926653 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.180998 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.06415 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0336146 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.06415 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.0336146 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0221236 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0125396 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00301106 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.048812 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.165003 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.20149 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0164161 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.20149 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0164161 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.00450225 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00509901 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0823049 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0450166 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0660882 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0277472 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0660882 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0277462 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.039596 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0198394 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.260039 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.10614 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.00833277 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.10614 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.00833277 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.00128654 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0213102 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0757502 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0071757 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0757502 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0071757 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0996733 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0390037 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.0160598 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.125584 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.0160598 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0214861 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0634243 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0649403 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0368327 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0229139 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0074931 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0160598 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0214861 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0634243 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0229138 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.00749838 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0232635 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.179 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.142983 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),1.09966 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.484634 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.427732 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.740066 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.374598 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.251163 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.143279 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),0.706019 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.410039 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),2.2585 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),1.49793 # DEPENDENCYPART_GRANDPAR
