# _root_ Az egység vitathatatlan , ugyanakkor megfigyelők szerint feltűnő , hogy nem került sor ennél határozottabb hangú közös fellépésre .
#goldHeads=2,3,0,3,10,7,10,10,10,3,12,10,12,15,16,18,18,12,3,
#predictedHeads=2,10,10,10,10,7,8,10,10,0,12,10,12,15,16,18,18,12,10,
(0,12),(12,4),0.122202 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.00944203 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.318941 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.185733 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.101747 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.0939306 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.137704 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.342712 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0849978 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.115931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0304815 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.144026 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.136514 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.162539 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),2.18133 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.165778 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.430624 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.600549 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.0991032 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.1568 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.270344 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.267172 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0319778 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),1.77891 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.228987 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.15175 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.353211 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.382164 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),-0.0641865 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0580913 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.132843 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.140671 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.139663 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.646865 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.228987 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),-0.15175 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.353211 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0110712 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.382164 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.0641865 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.0580913 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.132843 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0819096 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.128929 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.49749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.102068 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0364847 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.181925 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),0.0270968 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.161535 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.11029 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.111796 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.106777 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.0982436 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.245942 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.219666 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.437346 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.201793 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.0691936 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.41079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.410484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0366714 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.147861 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.02836 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0899898 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),0.19584 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.109524 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.0591773 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.0961101 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),0.0732218 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.470299 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.961416 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.276218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.462158 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0836664 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.127337 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0247742 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),0.248418 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.00518732 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),0.118137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.392025 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.902249 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.438053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),0.47832 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.0695764 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.165167 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),0.162088 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.131126 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),0.17069 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),0.146408 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),0.0883409 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.182111 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),0.00283418 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),0.109116 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.294601 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.396828 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.347683 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),0.140282 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.416176 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.804947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,1),-0.204574 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.471989 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.362636 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.386165 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.458852 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.69054 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.460607 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.39217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.121914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0518117 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.0226192 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.0508979 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.000786297 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.325255 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.374136 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.634537 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.382337 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.460907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.144282 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.105835 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0629214 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.0233544 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0389035 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.320778 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.456964 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.636833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.398384 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.389446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.128383 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0272844 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.142747 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.123251 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.132209 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0723044 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.0972864 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.145964 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.25307 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.454739 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.356 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.493623 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.483473 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.42423 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.410383 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),-0.0714858 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.00895945 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.148448 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.108847 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.062405 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0368001 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0846186 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.206507 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.247701 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.481127 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.380267 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.488065 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.404442 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.100737 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.00909374 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.27964 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.520174 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.655429 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.422975 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.417132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),-0.255137 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0482034 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.0600897 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.103216 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0654648 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.220452 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0871202 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.0641275 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.132216 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.157885 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.404313 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.303453 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.331732 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.366522 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.388541 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.0290952 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.143351 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.123855 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.014867 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.00042248 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.131053 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.13324 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.356 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.387933 # DEPENDENCYPART_GRANDPAR
(3,16),(16,2),-0.398384 # DEPENDENCYPART_GRANDPAR
(3,16),(16,5),0.0290952 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.143351 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.123855 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),-0.0930933 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.014867 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.00042248 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.131053 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.13324 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.341747 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.377339 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.69054 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.460607 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.39217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.121914 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.145861 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.0591176 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0446861 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.0872278 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.0291778 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0360645 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.125362 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.174727 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.349258 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.249607 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.274863 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.374136 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.134767 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.168807 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.8074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.249618 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.441576 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0640388 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.174116 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.236092 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.193672 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.279928 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.334178 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.388959 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.37351 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.424732 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.430664 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.453528 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.483187 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.595884 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.779687 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.502512 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.539745 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.576899 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.634112 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.441152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.00986816 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.105173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.103462 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.266902 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.506438 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.450564 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.467997 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.529841 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.611236 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.282293 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.00318083 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.0145374 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0753178 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.178806 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.519987 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.452069 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.483799 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.536523 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.615366 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.333434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.249783 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.131348 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.101821 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.0824563 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.127906 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.120641 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.268529 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.127066 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.158848 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.28356 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.487821 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.484042 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.52729 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.549112 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.681059 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.420269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),0.200567 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),0.134852 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0272081 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.137025 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.050009 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0548277 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.20007 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.174564 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.133944 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.163604 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.165826 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.210596 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.43006 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.502512 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.576899 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.634112 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.441441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,8),0.0531298 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.0492378 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.00636192 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0334775 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.0399961 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.133774 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.158493 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.267648 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.506722 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.0176937 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0372997 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.0395553 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.150373 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.114624 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.144283 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.147995 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.187579 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.441087 # DEPENDENCYPART_GRANDPAR
(5,18),(18,1),-0.502512 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.539745 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.576899 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.634112 # DEPENDENCYPART_GRANDPAR
(5,18),(18,6),0.285784 # DEPENDENCYPART_GRANDPAR
(5,18),(18,7),0.0796747 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),0.0534183 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),0.0495276 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),0.00665071 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.0331869 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.0986176 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.17437 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.0659306 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.0973731 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.0954073 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.506415 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.22679 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.438978 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.272255 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.31683 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.994372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,12),-0.524097 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.487066 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.0638238 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.322348 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.931835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.326722 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.382542 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.391169 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.404853 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.447892 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.509444 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.715501 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-0.783259 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.74771 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.813311 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.226211 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.349998 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.349439 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.865627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.295673 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.344833 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.371568 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.492819 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.548201 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.500779 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.681503 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.786222 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.940991 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.604143 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.656269 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.657499 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.663054 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.483491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.073608 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),0.0309878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.00760682 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0538999 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.102878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0582273 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.243629 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.317792 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.191243 # DEPENDENCYPART_GRANDPAR
(6,8),(8,19),-0.372896 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.942094 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.607465 # DEPENDENCYPART_GRANDPAR
(6,12),(12,3),-0.635795 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.689785 # DEPENDENCYPART_GRANDPAR
