# _root_ Elsősorban nekik köszönhető , hogy a különböző korosztályos megyei válogatottak eljuthatnak külföldre , és rendszeresek a Pest_megyében tartott nemzetközi tornák is .
#goldHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
#predictedHeads=5,5,5,5,0,10,8,10,10,11,14,11,14,5,21,20,18,20,20,21,14,5,
(20,10),(20,13),0.641687 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.794005 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0462258 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.317123 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.018106 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0531655 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0412058 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.0319549 # DEPENDENCYPART_SIBL
(20,11),(20,12),-0.0428841 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.313879 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.287852 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0644004 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.353507 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0504274 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0519598 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0679637 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.00796167 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.640413 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.789613 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0428042 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.318387 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0279476 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0497438 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0377842 # DEPENDENCYPART_SIBL
(20,12),(20,21),-0.0319639 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.231586 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0253304 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.408123 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0569251 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.0420956 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.00357727 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0479948 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.00289837 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.38659 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.102991 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0113065 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.00972871 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.0356504 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.662675 # DEPENDENCYPART_SIBL
(20,15),(20,17),-0.00307406 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0121135 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.00554415 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.038793 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0129962 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.23701 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.131886 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0730723 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.053162 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0412023 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.0293828 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.00352801 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0400874 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0432505 # DEPENDENCYPART_SIBL
(21,1),(21,3),0.0569214 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.19202 # DEPENDENCYPART_SIBL
(21,1),(21,11),0.0198347 # DEPENDENCYPART_SIBL
(21,1),(21,12),0.0875522 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0748265 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.00341875 # DEPENDENCYPART_SIBL
(21,1),(21,15),0.0339436 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0655396 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0877625 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.0305935 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0337031 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.0877625 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0838294 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.172811 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0459741 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0861543 # DEPENDENCYPART_SIBL
(21,3),(21,13),0.186601 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.108276 # DEPENDENCYPART_SIBL
(21,3),(21,15),0.00516177 # DEPENDENCYPART_SIBL
(21,3),(21,16),-0.18824 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0861589 # DEPENDENCYPART_SIBL
(21,3),(21,18),0.00193845 # DEPENDENCYPART_SIBL
(21,3),(21,19),0.00638298 # DEPENDENCYPART_SIBL
(21,3),(21,20),0.0861589 # DEPENDENCYPART_SIBL
(21,3),(21,22),0.109899 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0351507 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0400941 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0397518 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.150351 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0373537 # DEPENDENCYPART_SIBL
(21,5),(21,16),-0.0849369 # DEPENDENCYPART_SIBL
(21,5),(21,17),-0.0366766 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0421778 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0372543 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0366766 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.111122 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0164953 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.267251 # DEPENDENCYPART_SIBL
(21,11),(21,14),1.35875e-05 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0305 # DEPENDENCYPART_SIBL
(21,11),(21,16),-0.0672003 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0165363 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.030725 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0312924 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0165363 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0218177 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.216052 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0760997 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0126767 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0488551 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0452238 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.00860892 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0112175 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0452238 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0780106 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0336015 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.00206603 # DEPENDENCYPART_SIBL
(21,13),(21,16),-0.0607685 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0791384 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00320119 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.015475 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0791384 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0859528 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0320686 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0678957 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0776869 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.027243 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0366428 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0776869 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.061471 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.192549 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0848448 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.00234295 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00678748 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0848448 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0610313 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0391508 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0551067 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.00956282 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0391508 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0858304 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.00968664 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0122952 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0563323 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.0849408 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00977497 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0807919 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.067692 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0828197 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0606907 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0788592 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.237871 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.427628 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.162928 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.36311 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.083585 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.484044 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.092769 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),-0.216224 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.322583 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.77159 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.620438 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.417182 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.153297 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.167602 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.143398 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.307803 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0577926 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.47458 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.385443 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.242017 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),1.7363 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.57764 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.348927 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.118723 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.283108 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.157408 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0222793 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.483974 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.472723 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.150487 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.012655 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.482236 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.322089 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.339658 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),1.70849 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.573689 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.35325 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.679152 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.481017 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.0169747 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0421974 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.122277 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0206359 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.62574 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.463718 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0899509 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.234766 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0719165 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.287812 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.320445 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.0656491 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),2.06593 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.37156 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.0741667 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.356817 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.0519078 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.0636241 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-1.00353 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.240978 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.217015 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.381314 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.0974028 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.336591 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.142046 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.0223432 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.094767 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.784518 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.289829 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.456713 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.47475 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.191592 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.169252 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),2.07971 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.345808 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.463646 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.425811 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.31871 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.154353 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.135284 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.299299 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.0493568 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.689188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.491317 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.457575 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.104939 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.502158 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.253756 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.271498 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.406371 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.0417323 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),1.99849 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.0629861 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.533006 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.379076 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.0662698 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.0508692 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.419873 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),-0.483897 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.498265 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.323464 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.340204 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),1.69874 # DEPENDENCYPART_GRANDPAR
(0,21),(21,1),0.543497 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.603314 # DEPENDENCYPART_GRANDPAR
(0,21),(21,5),0.436096 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),0.592905 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.313882 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.395415 # DEPENDENCYPART_GRANDPAR
(0,21),(21,14),0.230045 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.0337433 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.897994 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.261535 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),-0.302979 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.342783 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.171732 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),2.06862 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.419095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.078342 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0359162 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.259954 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.200972 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.227054 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.0583897 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.174041 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.223214 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.15072 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.596153 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.371893 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.185918 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0395485 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0680003 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.164591 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.0998724 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.170491 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.271905 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.137221 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.248452 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.219983 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.192202 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.502012 # DEPENDENCYPART_GRANDPAR
(1,3),(3,22),-0.589178 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.505507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0576471 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0704272 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0152091 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.264028 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.204661 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.230804 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.0844979 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.249303 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.249169 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.212109 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.311593 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.36203 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.260866 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.176828 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.52041 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-0.524633 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.444731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,3),0.0372591 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),0.164595 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),0.0655407 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.131538 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.148057 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.0840772 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.101415 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.252087 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.310158 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.187408 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.425429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.0987495 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.0187299 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0688921 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.0279634 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.206309 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.19831 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.139226 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.164264 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0137641 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.181233 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.103274 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.239599 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.311972 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.116057 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.231309 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.210873 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.232361 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.108289 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.40907 # DEPENDENCYPART_GRANDPAR
(1,11),(11,22),-0.517437 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.527023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,3),-0.0700387 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),0.0867121 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.025574 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.254358 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.200467 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.2252 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.0644538 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.0809765 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.100826 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.0109601 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.338748 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.213108 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.237065 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.255595 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.0925375 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.484792 # DEPENDENCYPART_GRANDPAR
(1,14),(14,22),-0.533683 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),0.164595 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),-0.131538 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.148057 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.0840772 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.101415 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),0.129471 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.05446 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.0371713 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),0.0669227 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.111157 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.241446 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.0835517 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.0834322 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.138858 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.163836 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.609295 # DEPENDENCYPART_GRANDPAR
(1,21),(21,1),-0.507253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,21),(21,3),-0.0585611 # DEPENDENCYPART_GRANDPAR
(1,21),(21,5),-0.0337568 # DEPENDENCYPART_GRANDPAR
(1,21),(21,11),-0.180837 # DEPENDENCYPART_GRANDPAR
(1,21),(21,12),-0.218545 # DEPENDENCYPART_GRANDPAR
(1,21),(21,13),-0.094787 # DEPENDENCYPART_GRANDPAR
(1,21),(21,14),-0.242562 # DEPENDENCYPART_GRANDPAR
(1,21),(21,15),-0.346535 # DEPENDENCYPART_GRANDPAR
(1,21),(21,16),-0.167477 # DEPENDENCYPART_GRANDPAR
(1,21),(21,17),-0.266165 # DEPENDENCYPART_GRANDPAR
(1,21),(21,18),-0.247011 # DEPENDENCYPART_GRANDPAR
(1,21),(21,19),-0.264343 # DEPENDENCYPART_GRANDPAR
(1,21),(21,20),-0.145595 # DEPENDENCYPART_GRANDPAR
(1,21),(21,22),-0.540634 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.834865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.257441 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.560228 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.399003 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.487116 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.577391 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.694525 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.69005 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.833866 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.958054 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.40394 # DEPENDENCYPART_GRANDPAR
