# _root_ Ő korábban — egyebek között — az Ybl_Bank csődjét okozó Hepta-csoport egyik cégének , a Carbontransz_Rt.-nek volt az elnök-vezérigazgatója ( HVG , 1992. augusztus 1. )
#goldHeads=17,17,17,5,17,17,8,9,10,11,13,13,17,13,16,13,0,19,17,21,17,21,25,25,21,21,
#predictedHeads=2,5,17,5,17,17,8,9,10,11,13,13,17,17,16,17,0,19,17,21,17,21,25,25,21,17,
(17,13),(17,15),-0.0772474 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.0690202 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0255165 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0369561 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.0675251 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.0298836 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0110516 # DEPENDENCYPART_SIBL
(17,13),(17,24),-0.033976 # DEPENDENCYPART_SIBL
(17,13),(17,25),-0.028496 # DEPENDENCYPART_SIBL
(17,13),(17,26),-0.0565211 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.124294 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0169712 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0229229 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0350954 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.124661 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.028451 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0203762 # DEPENDENCYPART_SIBL
(17,14),(17,24),-0.0325732 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.0304676 # DEPENDENCYPART_SIBL
(17,14),(17,26),-0.00235595 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0252232 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.0321585 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0470066 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.124748 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0243548 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0692556 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0449804 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0428927 # DEPENDENCYPART_SIBL
(17,15),(17,26),-0.101234 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0255165 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0369561 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0675251 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0298836 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0110516 # DEPENDENCYPART_SIBL
(17,16),(17,24),-0.033976 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.028496 # DEPENDENCYPART_SIBL
(17,16),(17,26),-0.0565211 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0148412 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00235874 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.0448543 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0298603 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.0245185 # DEPENDENCYPART_SIBL
(17,18),(17,25),0.0245535 # DEPENDENCYPART_SIBL
(17,18),(17,26),0.0127622 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0754249 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0757284 # DEPENDENCYPART_SIBL
(17,19),(17,22),0.0105174 # DEPENDENCYPART_SIBL
(17,19),(17,24),-0.0953847 # DEPENDENCYPART_SIBL
(17,19),(17,25),-0.0953102 # DEPENDENCYPART_SIBL
(17,19),(17,26),-0.0140389 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0444788 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.042967 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0867182 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0866751 # DEPENDENCYPART_SIBL
(17,20),(17,26),0.0500209 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0298914 # DEPENDENCYPART_SIBL
(17,21),(17,24),-0.0842164 # DEPENDENCYPART_SIBL
(17,21),(17,25),-0.084142 # DEPENDENCYPART_SIBL
(17,21),(17,26),0.0191318 # DEPENDENCYPART_SIBL
(17,22),(17,24),0.00483453 # DEPENDENCYPART_SIBL
(17,22),(17,25),0.0048851 # DEPENDENCYPART_SIBL
(17,22),(17,26),0.0235514 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.0995897 # DEPENDENCYPART_SIBL
(17,24),(17,26),-0.0116282 # DEPENDENCYPART_SIBL
(17,25),(17,26),-0.00818072 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.0516895 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.425147 # DEPENDENCYPART_SIBL
(19,2),(19,16),0.0252233 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.358373 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.0311214 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0487103 # DEPENDENCYPART_SIBL
(19,2),(19,22),0.0039704 # DEPENDENCYPART_SIBL
(19,2),(19,24),0.0367165 # DEPENDENCYPART_SIBL
(19,2),(19,25),0.0367256 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0130002 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0501895 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0228319 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0681369 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.00474445 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.0133197 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.00491854 # DEPENDENCYPART_SIBL
(19,12),(19,25),0.00492737 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.00487049 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.56928 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0761411 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0043079 # DEPENDENCYPART_SIBL
(19,15),(19,22),-0.00907785 # DEPENDENCYPART_SIBL
(19,15),(19,24),-0.0033336 # DEPENDENCYPART_SIBL
(19,15),(19,25),-0.00331961 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.27722 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0657147 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0193701 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00283849 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.00166543 # DEPENDENCYPART_SIBL
(19,16),(19,25),0.00337853 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0874489 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.00679508 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0165824 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.00572774 # DEPENDENCYPART_SIBL
(19,18),(19,25),-0.00571552 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0841515 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0261999 # DEPENDENCYPART_SIBL
(19,20),(19,24),0.0741609 # DEPENDENCYPART_SIBL
(19,20),(19,25),0.0741756 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.104204 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.00275714 # DEPENDENCYPART_SIBL
(19,21),(19,25),0.00278621 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.342959 # DEPENDENCYPART_SIBL
(19,22),(19,25),0.342981 # DEPENDENCYPART_SIBL
(19,24),(19,25),0.00307316 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0129725 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.567449 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.0129725 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.103841 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0285043 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0154672 # DEPENDENCYPART_SIBL
(21,15),(21,24),0.00504054 # DEPENDENCYPART_SIBL
(21,15),(21,25),0.00505452 # DEPENDENCYPART_SIBL
(21,15),(21,26),-0.0858814 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.269314 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.0183126 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.175258 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0339613 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.0585281 # DEPENDENCYPART_SIBL
(21,16),(21,24),0.00985606 # DEPENDENCYPART_SIBL
(21,16),(21,25),0.0115692 # DEPENDENCYPART_SIBL
(21,16),(21,26),-0.0207709 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.00084168 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0966139 # DEPENDENCYPART_SIBL
(21,18),(21,22),0.0212786 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0174452 # DEPENDENCYPART_SIBL
(21,18),(21,24),0.00292497 # DEPENDENCYPART_SIBL
(21,18),(21,25),0.00293719 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0682249 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.175258 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.0339613 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0585281 # DEPENDENCYPART_SIBL
(21,19),(21,24),0.00985606 # DEPENDENCYPART_SIBL
(21,19),(21,25),0.0115692 # DEPENDENCYPART_SIBL
(21,19),(21,26),-0.0207709 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.231648 # DEPENDENCYPART_SIBL
(21,20),(21,23),0.111286 # DEPENDENCYPART_SIBL
(21,20),(21,24),0.110135 # DEPENDENCYPART_SIBL
(21,20),(21,25),0.110157 # DEPENDENCYPART_SIBL
(21,20),(21,26),0.313281 # DEPENDENCYPART_SIBL
(21,22),(21,23),0.147533 # DEPENDENCYPART_SIBL
(21,22),(21,24),0.319793 # DEPENDENCYPART_SIBL
(21,22),(21,25),0.319816 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.122998 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.020296 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0202997 # DEPENDENCYPART_SIBL
(21,23),(21,26),0.104295 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0283148 # DEPENDENCYPART_SIBL
(21,24),(21,26),0.107615 # DEPENDENCYPART_SIBL
(21,25),(21,26),0.107892 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.151485 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.158228 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.00338499 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.00339793 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.371231 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.322423 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0256336 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.0273393 # DEPENDENCYPART_SIBL
(23,21),(23,26),0.0756343 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.0115631 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0115497 # DEPENDENCYPART_SIBL
(23,22),(23,26),0.166656 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0420107 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0330074 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.033277 # DEPENDENCYPART_SIBL
(24,12),(24,15),0.0098281 # DEPENDENCYPART_SIBL
(24,12),(24,16),-0.0514642 # DEPENDENCYPART_SIBL
(24,12),(24,18),0.0180143 # DEPENDENCYPART_SIBL
(24,12),(24,19),-0.0514642 # DEPENDENCYPART_SIBL
(24,12),(24,20),0.153456 # DEPENDENCYPART_SIBL
(24,12),(24,21),-0.0597485 # DEPENDENCYPART_SIBL
(24,12),(24,22),0.326764 # DEPENDENCYPART_SIBL
(24,12),(24,23),0.0377554 # DEPENDENCYPART_SIBL
(24,15),(24,16),-0.0143433 # DEPENDENCYPART_SIBL
(24,15),(24,18),-0.580895 # DEPENDENCYPART_SIBL
(24,15),(24,19),-0.0143433 # DEPENDENCYPART_SIBL
(24,15),(24,20),0.0819261 # DEPENDENCYPART_SIBL
(24,15),(24,21),-0.0308091 # DEPENDENCYPART_SIBL
(24,15),(24,22),0.166113 # DEPENDENCYPART_SIBL
(24,15),(24,23),-0.0144942 # DEPENDENCYPART_SIBL
(24,16),(24,18),-0.276937 # DEPENDENCYPART_SIBL
(24,16),(24,19),-0.0319165 # DEPENDENCYPART_SIBL
(24,16),(24,20),0.157127 # DEPENDENCYPART_SIBL
(24,16),(24,21),-0.0403313 # DEPENDENCYPART_SIBL
(24,16),(24,22),0.62025 # DEPENDENCYPART_SIBL
(24,16),(24,23),-0.010021 # DEPENDENCYPART_SIBL
(24,18),(24,19),-0.0239085 # DEPENDENCYPART_SIBL
(24,18),(24,20),0.0735584 # DEPENDENCYPART_SIBL
(24,18),(24,21),-0.0361894 # DEPENDENCYPART_SIBL
(24,18),(24,22),0.187392 # DEPENDENCYPART_SIBL
(24,18),(24,23),0.0137938 # DEPENDENCYPART_SIBL
(24,19),(24,20),0.157127 # DEPENDENCYPART_SIBL
(24,19),(24,21),-0.0403313 # DEPENDENCYPART_SIBL
(24,19),(24,22),0.62025 # DEPENDENCYPART_SIBL
(24,19),(24,23),-0.010021 # DEPENDENCYPART_SIBL
(24,20),(24,21),-0.00643001 # DEPENDENCYPART_SIBL
(24,20),(24,22),-0.0463406 # DEPENDENCYPART_SIBL
(24,20),(24,23),-0.0738319 # DEPENDENCYPART_SIBL
(24,21),(24,22),0.614672 # DEPENDENCYPART_SIBL
(24,21),(24,23),-0.0317809 # DEPENDENCYPART_SIBL
(24,22),(24,23),-0.0488839 # DEPENDENCYPART_SIBL
(25,3),(25,8),-0.0200475 # DEPENDENCYPART_SIBL
(25,3),(25,11),-0.0200475 # DEPENDENCYPART_SIBL
(25,3),(25,12),0.0559706 # DEPENDENCYPART_SIBL
(25,3),(25,13),-0.0200475 # DEPENDENCYPART_SIBL
(25,3),(25,14),0.00488246 # DEPENDENCYPART_SIBL
(25,3),(25,15),-0.38176 # DEPENDENCYPART_SIBL
(25,3),(25,16),-0.0200475 # DEPENDENCYPART_SIBL
(25,3),(25,18),-0.297081 # DEPENDENCYPART_SIBL
(25,3),(25,19),-0.0200475 # DEPENDENCYPART_SIBL
(25,3),(25,20),0.0283797 # DEPENDENCYPART_SIBL
(25,3),(25,21),-0.0371556 # DEPENDENCYPART_SIBL
(25,3),(25,22),0.00488246 # DEPENDENCYPART_SIBL
(25,3),(25,23),-0.0314902 # DEPENDENCYPART_SIBL
(25,3),(25,24),-0.0348334 # DEPENDENCYPART_SIBL
(25,3),(25,26),-0.0219017 # DEPENDENCYPART_SIBL
(25,8),(25,11),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,12),0.190729 # DEPENDENCYPART_SIBL
(25,8),(25,13),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,14),0.641687 # DEPENDENCYPART_SIBL
(25,8),(25,15),-0.317123 # DEPENDENCYPART_SIBL
(25,8),(25,16),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,18),-0.269111 # DEPENDENCYPART_SIBL
(25,8),(25,19),-0.018106 # DEPENDENCYPART_SIBL
(25,8),(25,20),0.17901 # DEPENDENCYPART_SIBL
(25,8),(25,21),-0.0265208 # DEPENDENCYPART_SIBL
(25,8),(25,22),0.641687 # DEPENDENCYPART_SIBL
(25,8),(25,23),-0.00401822 # DEPENDENCYPART_SIBL
(25,8),(25,24),-0.0377463 # DEPENDENCYPART_SIBL
(25,8),(25,26),-0.0343194 # DEPENDENCYPART_SIBL
(25,11),(25,12),0.190729 # DEPENDENCYPART_SIBL
(25,11),(25,13),-0.018106 # DEPENDENCYPART_SIBL
(25,11),(25,14),0.641687 # DEPENDENCYPART_SIBL
(25,11),(25,15),-0.317123 # DEPENDENCYPART_SIBL
(25,11),(25,16),-0.018106 # DEPENDENCYPART_SIBL
(25,11),(25,18),-0.269111 # DEPENDENCYPART_SIBL
(25,11),(25,19),-0.018106 # DEPENDENCYPART_SIBL
(25,11),(25,20),0.17901 # DEPENDENCYPART_SIBL
(25,11),(25,21),-0.0265208 # DEPENDENCYPART_SIBL
(25,11),(25,22),0.641687 # DEPENDENCYPART_SIBL
(25,11),(25,23),-0.00401822 # DEPENDENCYPART_SIBL
(25,11),(25,24),-0.0377463 # DEPENDENCYPART_SIBL
(25,11),(25,26),-0.0343194 # DEPENDENCYPART_SIBL
(25,12),(25,13),-0.0425928 # DEPENDENCYPART_SIBL
(25,12),(25,14),0.340028 # DEPENDENCYPART_SIBL
(25,12),(25,15),0.0137909 # DEPENDENCYPART_SIBL
(25,12),(25,16),-0.0425928 # DEPENDENCYPART_SIBL
(25,12),(25,18),0.0244133 # DEPENDENCYPART_SIBL
(25,12),(25,19),-0.0425928 # DEPENDENCYPART_SIBL
(25,12),(25,20),0.166325 # DEPENDENCYPART_SIBL
(25,12),(25,21),-0.050877 # DEPENDENCYPART_SIBL
(25,12),(25,22),0.340028 # DEPENDENCYPART_SIBL
(25,12),(25,23),0.0401957 # DEPENDENCYPART_SIBL
(25,12),(25,24),-0.0501552 # DEPENDENCYPART_SIBL
(25,12),(25,26),-0.058897 # DEPENDENCYPART_SIBL
(25,13),(25,14),0.641687 # DEPENDENCYPART_SIBL
(25,13),(25,15),-0.317123 # DEPENDENCYPART_SIBL
(25,13),(25,16),-0.018106 # DEPENDENCYPART_SIBL
(25,13),(25,18),-0.269111 # DEPENDENCYPART_SIBL
(25,13),(25,19),-0.018106 # DEPENDENCYPART_SIBL
(25,13),(25,20),0.17901 # DEPENDENCYPART_SIBL
(25,13),(25,21),-0.0265208 # DEPENDENCYPART_SIBL
(25,13),(25,22),0.641687 # DEPENDENCYPART_SIBL
(25,13),(25,23),-0.00401822 # DEPENDENCYPART_SIBL
(25,13),(25,24),-0.0377463 # DEPENDENCYPART_SIBL
(25,13),(25,26),-0.0343194 # DEPENDENCYPART_SIBL
(25,14),(25,15),-0.408123 # DEPENDENCYPART_SIBL
(25,14),(25,16),0.0569251 # DEPENDENCYPART_SIBL
(25,14),(25,18),-0.273529 # DEPENDENCYPART_SIBL
(25,14),(25,19),0.0569251 # DEPENDENCYPART_SIBL
(25,14),(25,20),-0.190746 # DEPENDENCYPART_SIBL
(25,14),(25,21),0.0369574 # DEPENDENCYPART_SIBL
(25,14),(25,22),0.0456326 # DEPENDENCYPART_SIBL
(25,14),(25,23),-0.0459944 # DEPENDENCYPART_SIBL
(25,14),(25,24),0.0372217 # DEPENDENCYPART_SIBL
(25,14),(25,26),-0.00118386 # DEPENDENCYPART_SIBL
(25,15),(25,16),0.0129962 # DEPENDENCYPART_SIBL
(25,15),(25,18),-0.567434 # DEPENDENCYPART_SIBL
(25,15),(25,19),0.0129962 # DEPENDENCYPART_SIBL
(25,15),(25,20),0.107007 # DEPENDENCYPART_SIBL
(25,15),(25,21),-0.00346962 # DEPENDENCYPART_SIBL
(25,15),(25,22),0.190771 # DEPENDENCYPART_SIBL
(25,15),(25,23),-0.00285858 # DEPENDENCYPART_SIBL
(25,15),(25,24),0.00758445 # DEPENDENCYPART_SIBL
(25,15),(25,26),-0.0996206 # DEPENDENCYPART_SIBL
(25,16),(25,18),-0.269111 # DEPENDENCYPART_SIBL
(25,16),(25,19),-0.018106 # DEPENDENCYPART_SIBL
(25,16),(25,20),0.17901 # DEPENDENCYPART_SIBL
(25,16),(25,21),-0.0265208 # DEPENDENCYPART_SIBL
(25,16),(25,22),0.641687 # DEPENDENCYPART_SIBL
(25,16),(25,23),-0.00401822 # DEPENDENCYPART_SIBL
(25,16),(25,24),-0.0377463 # DEPENDENCYPART_SIBL
(25,16),(25,26),-0.0343194 # DEPENDENCYPART_SIBL
(25,18),(25,19),0.000855746 # DEPENDENCYPART_SIBL
(25,18),(25,20),0.0997707 # DEPENDENCYPART_SIBL
(25,18),(25,21),-0.0114251 # DEPENDENCYPART_SIBL
(25,18),(25,22),0.213182 # DEPENDENCYPART_SIBL
(25,18),(25,23),0.0249173 # DEPENDENCYPART_SIBL
(25,18),(25,24),-0.00516616 # DEPENDENCYPART_SIBL
(25,18),(25,26),-0.082182 # DEPENDENCYPART_SIBL
(25,19),(25,20),0.17901 # DEPENDENCYPART_SIBL
(25,19),(25,21),-0.0265208 # DEPENDENCYPART_SIBL
(25,19),(25,22),0.641687 # DEPENDENCYPART_SIBL
(25,19),(25,23),-0.00401822 # DEPENDENCYPART_SIBL
(25,19),(25,24),-0.0377463 # DEPENDENCYPART_SIBL
(25,19),(25,26),-0.0343194 # DEPENDENCYPART_SIBL
(25,20),(25,21),0.00649219 # DEPENDENCYPART_SIBL
(25,20),(25,22),-0.029019 # DEPENDENCYPART_SIBL
(25,20),(25,23),-0.069478 # DEPENDENCYPART_SIBL
(25,20),(25,24),0.0144011 # DEPENDENCYPART_SIBL
(25,20),(25,26),0.199111 # DEPENDENCYPART_SIBL
(25,21),(25,22),0.636108 # DEPENDENCYPART_SIBL
(25,21),(25,23),-0.0257781 # DEPENDENCYPART_SIBL
(25,21),(25,24),-0.0792935 # DEPENDENCYPART_SIBL
(25,21),(25,26),-0.0340715 # DEPENDENCYPART_SIBL
(25,22),(25,23),-0.0459944 # DEPENDENCYPART_SIBL
(25,22),(25,24),0.0372217 # DEPENDENCYPART_SIBL
(25,22),(25,26),-0.00118386 # DEPENDENCYPART_SIBL
(25,23),(25,24),0.0243973 # DEPENDENCYPART_SIBL
(25,23),(25,26),-0.0352729 # DEPENDENCYPART_SIBL
(25,24),(25,26),-0.0393006 # DEPENDENCYPART_SIBL
(0,1),(1,3),-0.202731 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.144134 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.569372 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.0283102 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.152543 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.0501207 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.0700696 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.354597 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.724474 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.00656506 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.309956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.373205 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.144873 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.087044 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.267897 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.165475 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.0142503 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.28838 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),-0.213582 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),-0.0566027 # DEPENDENCYPART_GRANDPAR
(0,2),(2,25),0.253003 # DEPENDENCYPART_GRANDPAR
(0,2),(2,26),1.35168 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.159921 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.556003 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.0484225 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.00940649 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.171447 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.43084 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0690244 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.185771 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.0600756 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0827705 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.390884 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),0.552842 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),-0.228123 # DEPENDENCYPART_GRANDPAR
(0,4),(4,26),1.26455 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.276138 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0366909 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.219558 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.46224 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.0470405 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.0107884 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.170065 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.0676425 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0674999 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.0614576 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.282212 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.337075 # DEPENDENCYPART_GRANDPAR
(0,5),(5,26),1.26242 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.479775 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.220218 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.298661 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.146423 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.427912 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.154576 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0967475 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.0808578 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.294261 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.379004 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),-0.082454 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),-0.181365 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.204428 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.449094 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.56976 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0360889 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.0217401 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.192916 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.259715 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.0392099 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.130615 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.488105 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.736804 # DEPENDENCYPART_GRANDPAR
(0,11),(11,25),0.347243 # DEPENDENCYPART_GRANDPAR
(0,11),(11,26),1.52296 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.248357 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.174193 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0191668 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.0948383 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.294784 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.376057 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.593748 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),-0.216546 # DEPENDENCYPART_GRANDPAR
