# _root_ Az ÖIAG-hoz csapták még — idegen testként — az állami nyomdát , a Staatsdruckereit_és_a_Dorotheum aukciósházat , amelyek privatizációja is a szervezetre vár .
#goldHeads=2,3,0,3,3,7,3,3,11,11,3,3,15,15,3,3,18,22,22,21,22,3,3,
#predictedHeads=2,3,0,3,3,7,3,3,11,11,3,3,14,15,3,3,22,22,22,21,22,3,3,
(19,14),(19,17),-0.0242828 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0536145 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0225978 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.168785 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.0267852 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0788592 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.216062 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0242828 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0536145 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0225978 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.168785 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0267852 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.0788592 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0584502 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0791384 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00383567 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0665909 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.105899 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.0859528 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.155196 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0771023 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.165109 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.176217 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0682556 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0225978 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.168785 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0267852 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0788592 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0213157 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0231968 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0491875 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0281283 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0425335 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0611506 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0129962 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0129962 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0123681 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0129962 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0280396 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.662013 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0285178 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.018106 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0247669 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.018106 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.354824 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.317123 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.041682 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0247669 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.018106 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.354824 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.317123 # DEPENDENCYPART_SIBL
(21,15),(21,23),0.041682 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0518448 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.157896 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0462774 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.00369832 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.354824 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.317123 # DEPENDENCYPART_SIBL
(21,18),(21,23),0.041682 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.403875 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0872131 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,3),0.0113596 # DEPENDENCYPART_SIBL
(22,1),(22,4),-0.0678774 # DEPENDENCYPART_SIBL
(22,1),(22,5),0.053592 # DEPENDENCYPART_SIBL
(22,1),(22,6),0.0208848 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,8),0.053592 # DEPENDENCYPART_SIBL
(22,1),(22,9),-0.111918 # DEPENDENCYPART_SIBL
(22,1),(22,10),0.0167623 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,12),0.0150779 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.128438 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,16),0.0150779 # DEPENDENCYPART_SIBL
(22,1),(22,17),-0.164206 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,19),0.0672628 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.128438 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0285842 # DEPENDENCYPART_SIBL
(22,1),(22,23),0.00441951 # DEPENDENCYPART_SIBL
(22,2),(22,3),0.000567434 # DEPENDENCYPART_SIBL
(22,2),(22,4),0.0630637 # DEPENDENCYPART_SIBL
(22,2),(22,5),0.0454271 # DEPENDENCYPART_SIBL
(22,2),(22,6),0.00668192 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.013135 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.0454271 # DEPENDENCYPART_SIBL
(22,2),(22,9),-0.0210123 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.0078103 # DEPENDENCYPART_SIBL
(22,2),(22,11),-0.013135 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.105057 # DEPENDENCYPART_SIBL
(22,2),(22,13),-0.0523548 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.013135 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.013135 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.105057 # DEPENDENCYPART_SIBL
(22,2),(22,17),-0.12813 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.013135 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.108002 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0523548 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.013135 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.00369693 # DEPENDENCYPART_SIBL
(22,3),(22,5),0.300368 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.00970507 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.0204543 # DEPENDENCYPART_SIBL
(22,3),(22,8),0.300368 # DEPENDENCYPART_SIBL
(22,3),(22,9),0.00703553 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.00484349 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.0204543 # DEPENDENCYPART_SIBL
(22,3),(22,12),0.0792372 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.066097 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.0204543 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0204543 # DEPENDENCYPART_SIBL
(22,3),(22,16),0.0792372 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.111642 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0204543 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.00720549 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.066097 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0204543 # DEPENDENCYPART_SIBL
(22,3),(22,23),0.0126944 # DEPENDENCYPART_SIBL
(22,4),(22,5),-0.0491202 # DEPENDENCYPART_SIBL
(22,4),(22,6),0.0210806 # DEPENDENCYPART_SIBL
(22,4),(22,7),0.0626142 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0491202 # DEPENDENCYPART_SIBL
(22,4),(22,9),-0.042841 # DEPENDENCYPART_SIBL
(22,4),(22,10),0.032199 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.0626142 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.0209364 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.0956399 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.0626142 # DEPENDENCYPART_SIBL
(22,4),(22,15),0.0626142 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0209364 # DEPENDENCYPART_SIBL
(22,4),(22,17),-0.0739874 # DEPENDENCYPART_SIBL
(22,4),(22,18),0.0626142 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.24018 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0956399 # DEPENDENCYPART_SIBL
(22,4),(22,21),0.0626142 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0346588 # DEPENDENCYPART_SIBL
(22,5),(22,6),-0.0265202 # DEPENDENCYPART_SIBL
(22,5),(22,7),-0.0695847 # DEPENDENCYPART_SIBL
(22,5),(22,8),0.755935 # DEPENDENCYPART_SIBL
(22,5),(22,9),0.0120301 # DEPENDENCYPART_SIBL
(22,5),(22,10),-0.0202123 # DEPENDENCYPART_SIBL
(22,5),(22,11),-0.0695847 # DEPENDENCYPART_SIBL
(22,5),(22,12),-0.0211654 # DEPENDENCYPART_SIBL
(22,5),(22,13),-0.101838 # DEPENDENCYPART_SIBL
(22,5),(22,14),-0.0695847 # DEPENDENCYPART_SIBL
(22,5),(22,15),-0.0695847 # DEPENDENCYPART_SIBL
(22,5),(22,16),-0.0211654 # DEPENDENCYPART_SIBL
(22,5),(22,17),-0.122191 # DEPENDENCYPART_SIBL
(22,5),(22,18),-0.0695847 # DEPENDENCYPART_SIBL
(22,5),(22,19),0.0392089 # DEPENDENCYPART_SIBL
(22,5),(22,20),-0.101838 # DEPENDENCYPART_SIBL
(22,5),(22,21),-0.0695847 # DEPENDENCYPART_SIBL
(22,5),(22,23),0.10591 # DEPENDENCYPART_SIBL
(22,6),(22,7),-0.00918537 # DEPENDENCYPART_SIBL
(22,6),(22,8),0.103686 # DEPENDENCYPART_SIBL
(22,6),(22,9),-0.137072 # DEPENDENCYPART_SIBL
(22,6),(22,10),-0.0195734 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.00918537 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.0486076 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.201511 # DEPENDENCYPART_SIBL
(22,6),(22,14),-0.00918537 # DEPENDENCYPART_SIBL
(22,6),(22,15),-0.00918537 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0486076 # DEPENDENCYPART_SIBL
(22,6),(22,17),-0.109722 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.00918537 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.102754 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.201511 # DEPENDENCYPART_SIBL
(22,6),(22,21),-0.00918537 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0010987 # DEPENDENCYPART_SIBL
(22,7),(22,8),0.0454271 # DEPENDENCYPART_SIBL
(22,7),(22,9),-0.0210123 # DEPENDENCYPART_SIBL
(22,7),(22,10),0.0078103 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.013135 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.105057 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.0523548 # DEPENDENCYPART_SIBL
(22,7),(22,14),-0.013135 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.013135 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.105057 # DEPENDENCYPART_SIBL
(22,7),(22,17),-0.12813 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.013135 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.108002 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0523548 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.013135 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0120301 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0202123 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0695847 # DEPENDENCYPART_SIBL
(22,8),(22,12),-0.0211654 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.101838 # DEPENDENCYPART_SIBL
(22,8),(22,14),-0.0695847 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0695847 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.0211654 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.122191 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0695847 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.0392089 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.101838 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0695847 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.10591 # DEPENDENCYPART_SIBL
(22,9),(22,10),0.0167623 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.0285842 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.0150779 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.128438 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0285842 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.0285842 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.0150779 # DEPENDENCYPART_SIBL
(22,9),(22,17),-0.164206 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0285842 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.0672628 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.128438 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0285842 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.00441951 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.0118828 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.0495919 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.201515 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.0118828 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0118828 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.0495919 # DEPENDENCYPART_SIBL
(22,10),(22,17),-0.109725 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0118828 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.102226 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.201515 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0118828 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00185017 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.105057 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0523548 # DEPENDENCYPART_SIBL
(22,11),(22,14),-0.013135 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.013135 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.105057 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.12813 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.013135 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.108002 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0523548 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.013135 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(22,12),(22,13),-0.106674 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.00174643 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.00174643 # DEPENDENCYPART_SIBL
(22,12),(22,16),0.00450102 # DEPENDENCYPART_SIBL
(22,12),(22,17),-0.119234 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.00174643 # DEPENDENCYPART_SIBL
(22,12),(22,19),0.0351556 # DEPENDENCYPART_SIBL
(22,12),(22,20),-0.106674 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.00174643 # DEPENDENCYPART_SIBL
(22,12),(22,23),0.0180734 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0233621 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0233621 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0101359 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.136577 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0233621 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0872135 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.125584 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0233621 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0664575 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.013135 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.105057 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.12813 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.013135 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.108002 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0523548 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.013135 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.105057 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.12813 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.013135 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.108002 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0523548 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.013135 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.119234 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.00174643 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0351556 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.106674 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.00174643 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0180734 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.000966132 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.175001 # DEPENDENCYPART_SIBL
(22,17),(22,20),0.07199 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.000966132 # DEPENDENCYPART_SIBL
(22,17),(22,23),-0.0445636 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.108002 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0523548 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.013135 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.108847 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0484628 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.0301958 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0233621 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0664575 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.0244372 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0800472 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.963411 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.273119 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.126236 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.0546908 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.797318 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.27319 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.142709 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.334086 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.0245707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0202182 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0617585 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.0837164 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.203278 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.372967 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.164478 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.0121708 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.126903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.18419 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0599621 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.294652 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),-0.29796 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.0913082 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.226462 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),-0.249683 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),0.588053 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.45667 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.435934 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.878447 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.144852 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.131415 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.0755042 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0786446 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.14705 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.219183 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.284812 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.0183662 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.524437 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.00499 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.221946 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.493474 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.812185 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0155996 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.413474 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0671769 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.12665 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.137033 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.198782 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.304782 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),0.596214 # DEPENDENCYPART_GRANDPAR
(0,6),(6,23),2.07483 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0800472 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.3788 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.728056 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.0877656 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.110091 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.232649 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0496231 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.00559694 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.0546908 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.204377 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.14167 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.0174421 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.372126 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.0487882 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.187527 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),0.797318 # DEPENDENCYPART_GRANDPAR
(0,7),(7,23),2.27319 # DEPENDENCYPART_GRANDPAR
(0,22),(22,1),0.139656 # DEPENDENCYPART_GRANDPAR
(0,22),(22,2),0.335185 # DEPENDENCYPART_GRANDPAR
(0,22),(22,3),0.519104 # DEPENDENCYPART_GRANDPAR
(0,22),(22,4),-0.26112 # DEPENDENCYPART_GRANDPAR
(0,22),(22,5),0.512471 # DEPENDENCYPART_GRANDPAR
(0,22),(22,6),-0.159183 # DEPENDENCYPART_GRANDPAR
(0,22),(22,7),-0.120403 # DEPENDENCYPART_GRANDPAR
(0,22),(22,8),0.288975 # DEPENDENCYPART_GRANDPAR
(0,22),(22,9),-0.481553 # DEPENDENCYPART_GRANDPAR
(0,22),(22,10),-0.258137 # DEPENDENCYPART_GRANDPAR
(0,22),(22,11),-0.191949 # DEPENDENCYPART_GRANDPAR
(0,22),(22,12),-0.0294105 # DEPENDENCYPART_GRANDPAR
(0,22),(22,13),-0.693856 # DEPENDENCYPART_GRANDPAR
(0,22),(22,14),-0.38831 # DEPENDENCYPART_GRANDPAR
(0,22),(22,15),-0.264082 # DEPENDENCYPART_GRANDPAR
(0,22),(22,16),0.138339 # DEPENDENCYPART_GRANDPAR
(0,22),(22,17),-0.559975 # DEPENDENCYPART_GRANDPAR
(0,22),(22,18),-0.295428 # DEPENDENCYPART_GRANDPAR
(0,22),(22,19),0.163456 # DEPENDENCYPART_GRANDPAR
(0,22),(22,20),-0.844717 # DEPENDENCYPART_GRANDPAR
(0,22),(22,21),-0.453803 # DEPENDENCYPART_GRANDPAR
(0,22),(22,23),2.46024 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.717957 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.639493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.142895 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0387937 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.371502 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.00809545 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.148571 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.212798 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.543288 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.106162 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.152282 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.29969 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.186545 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.201536 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.079496 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.336983 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.082243 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.265013 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),0.0643403 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.595753 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.77777 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.481813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.167507 # DEPENDENCYPART_GRANDPAR
