# _root_ A társaság a HungarHotelst nem tudja ugyan megvenni , mégis tovább működött , fb-elnöki tisztéről Récsey 1998 áprilisában mondott le .
#goldHeads=2,6,4,8,6,10,6,6,10,0,12,10,10,15,19,19,18,19,10,19,10,
#predictedHeads=2,6,4,6,6,10,6,6,10,0,12,10,12,15,19,18,18,19,10,19,10,
(18,14),(18,17),-0.0129425 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.0201513 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0125457 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0125457 # DEPENDENCYPART_SIBL
(19,2),(19,3),-0.0745207 # DEPENDENCYPART_SIBL
(19,2),(19,4),-0.0695201 # DEPENDENCYPART_SIBL
(19,2),(19,5),0.010165 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.0251602 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.149088 # DEPENDENCYPART_SIBL
(19,2),(19,8),-0.0221057 # DEPENDENCYPART_SIBL
(19,2),(19,9),0.0725048 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.149439 # DEPENDENCYPART_SIBL
(19,2),(19,11),-0.025854 # DEPENDENCYPART_SIBL
(19,2),(19,12),-0.0242287 # DEPENDENCYPART_SIBL
(19,2),(19,13),0.0725048 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.00556684 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0695203 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0695201 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0299368 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0636038 # DEPENDENCYPART_SIBL
(19,2),(19,20),0.0513538 # DEPENDENCYPART_SIBL
(19,2),(19,21),0.0126886 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.00628364 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.06283 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0248944 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.102362 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.0271561 # DEPENDENCYPART_SIBL
(19,3),(19,9),0.00223836 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.127727 # DEPENDENCYPART_SIBL
(19,3),(19,11),-0.0630465 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.025542 # DEPENDENCYPART_SIBL
(19,3),(19,13),0.00223836 # DEPENDENCYPART_SIBL
(19,3),(19,14),-0.00987327 # DEPENDENCYPART_SIBL
(19,3),(19,15),0.00628343 # DEPENDENCYPART_SIBL
(19,3),(19,16),0.00628364 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0331168 # DEPENDENCYPART_SIBL
(19,3),(19,18),0.00768661 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.0162979 # DEPENDENCYPART_SIBL
(19,3),(19,21),-0.0607624 # DEPENDENCYPART_SIBL
(19,4),(19,5),0.0081897 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.0261032 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.150372 # DEPENDENCYPART_SIBL
(19,4),(19,8),-0.0230487 # DEPENDENCYPART_SIBL
(19,4),(19,9),0.0699952 # DEPENDENCYPART_SIBL
(19,4),(19,10),0.150723 # DEPENDENCYPART_SIBL
(19,4),(19,11),-0.0278293 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0251716 # DEPENDENCYPART_SIBL
(19,4),(19,13),0.0699952 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.00838646 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0650389 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0650387 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0307737 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0591224 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0570871 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0335055 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0255117 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0924394 # DEPENDENCYPART_SIBL
(19,5),(19,8),-0.0220451 # DEPENDENCYPART_SIBL
(19,5),(19,9),0.100115 # DEPENDENCYPART_SIBL
(19,5),(19,10),0.122687 # DEPENDENCYPART_SIBL
(19,5),(19,11),-0.0471716 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0243785 # DEPENDENCYPART_SIBL
(19,5),(19,13),0.100115 # DEPENDENCYPART_SIBL
(19,5),(19,14),0.0776885 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0475044 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0475042 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0367489 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0462274 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0625457 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.00364543 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0225658 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0389326 # DEPENDENCYPART_SIBL
(19,6),(19,9),0.053096 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.059628 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.0420527 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0405456 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.053096 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.00433863 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0453036 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0452821 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0300988 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0443269 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0053898 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.00422976 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.101601 # DEPENDENCYPART_SIBL
(19,7),(19,9),0.0997845 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0709255 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.0560294 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0999234 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.0997845 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0156822 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0345628 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.0345626 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00938634 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.033634 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0186071 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0276019 # DEPENDENCYPART_SIBL
(19,8),(19,9),0.0701525 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0621538 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0316624 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.0346503 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.0701525 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.00088943 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0383399 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0383184 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0253645 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0373633 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0115967 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0175771 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.224703 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.0558944 # DEPENDENCYPART_SIBL
(19,9),(19,12),-4.48455e-05 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.013586 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0127575 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0325101 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0325099 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0416449 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0318073 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0137496 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0191377 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0509095 # DEPENDENCYPART_SIBL
(19,10),(19,12),0.13676 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.158512 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.057113 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0133786 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.0133788 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0179097 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0143074 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0174597 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.117571 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0224375 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0208318 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0132233 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.008565 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00856479 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.0436184 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00728802 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.00998029 # DEPENDENCYPART_SIBL
(19,11),(19,21),-0.0264365 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0743181 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.000609441 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.039859 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.0398375 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0267347 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.0388823 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.00977054 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.021498 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0127575 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0325101 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0325099 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0416449 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0318073 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0137496 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.0191377 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0339868 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0339865 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0433777 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0325836 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0136918 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.00663901 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0656858 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0312203 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0597695 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0570678 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0334377 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0307737 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0591224 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0570871 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0335055 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.00300183 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0714066 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0069499 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0554811 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0303751 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.00849579 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.113126 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.12 # DEPENDENCYPART_SIBL
(20,6),(20,9),0.439996 # DEPENDENCYPART_SIBL
(20,6),(20,10),0.119514 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.120001 # DEPENDENCYPART_SIBL
(20,6),(20,14),0.125465 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.123912 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.123709 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.119995 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.137409 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.242712 # DEPENDENCYPART_SIBL
(20,7),(20,9),0.266453 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0730735 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.24268 # DEPENDENCYPART_SIBL
(20,7),(20,14),0.148183 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.128751 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.128514 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.242561 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.10156 # DEPENDENCYPART_SIBL
(20,8),(20,9),0.448517 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.117709 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.121569 # DEPENDENCYPART_SIBL
(20,8),(20,14),0.126359 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.12637 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.126168 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.121562 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.141657 # DEPENDENCYPART_SIBL
(20,9),(20,10),0.18084 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.17407 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.038166 # DEPENDENCYPART_SIBL
(20,9),(20,15),0.0332979 # DEPENDENCYPART_SIBL
(20,9),(20,18),0.0329477 # DEPENDENCYPART_SIBL
(20,9),(20,19),0.172608 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0482839 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.246055 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.155183 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.138063 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.137826 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.245936 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.137769 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.126333 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.126366 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.126164 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.123158 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.148796 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0796203 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0796203 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.102333 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0952726 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0949168 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.109621 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0712671 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.109619 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0705143 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.140716 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0192963 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.0639109 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.189392 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.888131 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.699522 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.7457 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.739823 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.112361 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.430431 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),-0.0842074 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.412541 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.471124 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.57664 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.00654504 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.517787 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.515546 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.102729 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0266332 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),-0.462104 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.044871 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.403559 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.297252 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.040771 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.415792 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.372336 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.220354 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0831242 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.000780973 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.214068 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.0403648 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.504973 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),-0.265948 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),1.94703 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.700134 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.0733003 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.345436 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.884319 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.173013 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.33032 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.469501 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.663824 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.299097 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.735731 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),1.86748 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.557738 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),-0.490921 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),-0.0627782 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.0700057 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.44297 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.48659 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.345655 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.282347 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.00869744 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.393264 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.314432 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.249436 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),0.0413298 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0410134 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.24325 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.00142953 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.482444 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.298021 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),1.92851 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.701346 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.0745118 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.329447 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.880655 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.284803 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.126527 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.64552 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.0195364 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.634778 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.247045 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.0756982 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.0748105 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.156324 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.177392 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.117212 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.706685 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),1.8467 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.502518 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.527967 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.117999 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.0335465 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.39931 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),-0.535438 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.342483 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.135128 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.275423 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.245785 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.302933 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.26016 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.0420326 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.0403105 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.255503 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.000726694 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.467328 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.304324 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),1.90084 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.562443 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.487555 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0580738 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.0737854 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.445801 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),-0.481839 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.295992 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),0.185286 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.329021 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.205485 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.172272 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.154062 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.339177 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.159076 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.239727 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.443874 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.202489 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.278486 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),1.94397 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.828178 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.272603 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.0803553 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.319432 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),0.484392 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.550768 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),-0.189206 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.00710074 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.049821 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),0.63317 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),1.59809 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-1.20251 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.396593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.106024 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.13979 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.563092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0785432 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.132833 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0251165 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.102897 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0402567 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.061645 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.11781 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.280144 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.142684 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.104207 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.553921 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.215274 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.3552 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.400672 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.596308 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.215414 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.171793 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.515812 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.557547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,3),0.0803013 # DEPENDENCYPART_GRANDPAR
(2,19),(19,4),-0.127288 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.00953663 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.0637516 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),-0.00213777 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),0.128596 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.100065 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.00984351 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.210675 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.0521924 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.142628 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.34014 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.276002 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.41541 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.337956 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.657514 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.162345 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.507672 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.494095 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.418845 # DEPENDENCYPART_GRANDPAR
