# _root_ A reaktor felhasználási lehetőségei ez évtől kiteljesednek , ugyanis hamarosan üzembe helyezik az úgynevezett hidegneutron forrást , amely tulajdonképpen egy reaktorba helyezett hidrogéncella .
#goldHeads=2,4,4,7,6,7,9,9,0,12,12,9,16,16,16,12,12,12,12,23,22,23,12,9,
#predictedHeads=2,4,4,7,6,7,9,9,0,12,12,9,15,15,16,12,12,19,12,21,22,23,19,9,
(15,10),(15,11),0.0391965 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.346976 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.00889986 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0110479 # DEPENDENCYPART_SIBL
(15,10),(15,23),0.0114415 # DEPENDENCYPART_SIBL
(15,11),(15,13),-0.269112 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0521509 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.00241231 # DEPENDENCYPART_SIBL
(15,11),(15,23),0.00338449 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.221584 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.00571631 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.00571552 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0131396 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.0131348 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.00471258 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.0163171 # DEPENDENCYPART_SIBL
(16,2),(16,5),0.0288945 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.0185354 # DEPENDENCYPART_SIBL
(16,2),(16,7),0.156863 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.640219 # DEPENDENCYPART_SIBL
(16,2),(16,9),0.475754 # DEPENDENCYPART_SIBL
(16,2),(16,10),0.170411 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0170177 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.265447 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.0592446 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.0119504 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.00284522 # DEPENDENCYPART_SIBL
(16,2),(16,18),0.00589413 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.0177063 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.00335703 # DEPENDENCYPART_SIBL
(16,2),(16,23),0.00335703 # DEPENDENCYPART_SIBL
(16,2),(16,24),0.0396806 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.020926 # DEPENDENCYPART_SIBL
(16,4),(16,6),-0.0208037 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.15289 # DEPENDENCYPART_SIBL
(16,4),(16,8),0.636562 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.472196 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.166437 # DEPENDENCYPART_SIBL
(16,4),(16,11),-0.0192861 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.26942 # DEPENDENCYPART_SIBL
(16,4),(16,14),0.0513177 # DEPENDENCYPART_SIBL
(16,4),(16,15),-0.0142187 # DEPENDENCYPART_SIBL
(16,4),(16,17),-0.00284504 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.00589413 # DEPENDENCYPART_SIBL
(16,4),(16,19),-0.017706 # DEPENDENCYPART_SIBL
(16,4),(16,21),0.00337198 # DEPENDENCYPART_SIBL
(16,4),(16,23),0.00337198 # DEPENDENCYPART_SIBL
(16,4),(16,24),0.0416452 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0691029 # DEPENDENCYPART_SIBL
(16,5),(16,7),0.0563146 # DEPENDENCYPART_SIBL
(16,5),(16,8),0.223301 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.139228 # DEPENDENCYPART_SIBL
(16,5),(16,10),0.0404289 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.0691028 # DEPENDENCYPART_SIBL
(16,5),(16,13),0.142531 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0470895 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0646511 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.054321 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.00352767 # DEPENDENCYPART_SIBL
(16,5),(16,19),-0.0339245 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.00248639 # DEPENDENCYPART_SIBL
(16,5),(16,23),0.00248639 # DEPENDENCYPART_SIBL
(16,5),(16,24),0.028818 # DEPENDENCYPART_SIBL
(16,6),(16,7),0.15289 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.636562 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.472196 # DEPENDENCYPART_SIBL
(16,6),(16,10),0.165452 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0206041 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.26942 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.0513176 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0155367 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.00284504 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.00589413 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0180899 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.00308845 # DEPENDENCYPART_SIBL
(16,6),(16,23),0.00308845 # DEPENDENCYPART_SIBL
(16,6),(16,24),0.0408757 # DEPENDENCYPART_SIBL
(16,7),(16,8),0.309184 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.16114 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0377666 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.0505967 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.270863 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.0579191 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0461451 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0137764 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.00794053 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0174224 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.00602675 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.00602675 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.121911 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.243577 # DEPENDENCYPART_SIBL
(16,8),(16,10),0.0578524 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0562849 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.273974 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.0263197 # DEPENDENCYPART_SIBL
(16,8),(16,15),0.0607377 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0346533 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0178655 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0701262 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.00845024 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.00845024 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.0238168 # DEPENDENCYPART_SIBL
(16,9),(16,10),0.0304132 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0293336 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.292573 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0322428 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0235583 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.00749157 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.00850913 # DEPENDENCYPART_SIBL
(16,9),(16,19),-0.0182668 # DEPENDENCYPART_SIBL
(16,9),(16,21),-0.00569165 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.00569165 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.0903659 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0388117 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.34718 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00964655 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0368739 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0121001 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0320003 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0144675 # DEPENDENCYPART_SIBL
(16,10),(16,21),0.0114323 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0114323 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.129526 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.26942 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.0513177 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0142187 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.00284504 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.00589413 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.017706 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.00337794 # DEPENDENCYPART_SIBL
(16,11),(16,23),0.00337794 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0416452 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.220646 # DEPENDENCYPART_SIBL
(16,13),(16,15),0.0139073 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0165824 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.00152906 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0816354 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00571552 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00571552 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.0202972 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.0137605 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0468856 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0117323 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0461185 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.0131372 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0131372 # DEPENDENCYPART_SIBL
(16,14),(16,24),-0.0118638 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00284505 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.00589413 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.017706 # DEPENDENCYPART_SIBL
(16,15),(16,21),0.00337198 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.00337198 # DEPENDENCYPART_SIBL
(16,15),(16,24),0.0416451 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.224638 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.177461 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.342981 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.342981 # DEPENDENCYPART_SIBL
(16,17),(16,24),0.0787652 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0205091 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0298661 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0298661 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0967538 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0422388 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0422388 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0768577 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.00471394 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.0485515 # DEPENDENCYPART_SIBL
(16,23),(16,24),0.0485515 # DEPENDENCYPART_SIBL
(18,21),(18,22),0.0890965 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.00262628 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.0123809 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.121466 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.124337 # DEPENDENCYPART_SIBL
(19,7),(19,15),0.121466 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.121455 # DEPENDENCYPART_SIBL
(19,7),(19,17),0.451782 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.114317 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0958484 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0672762 # DEPENDENCYPART_SIBL
(19,7),(19,23),0.0958484 # DEPENDENCYPART_SIBL
(19,7),(19,24),0.132873 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0957775 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0721524 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0730811 # DEPENDENCYPART_SIBL
(19,11),(19,17),0.250654 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.00317 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.119509 # DEPENDENCYPART_SIBL
(19,11),(19,22),0.131652 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.119509 # DEPENDENCYPART_SIBL
(19,11),(19,24),0.0554744 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.121466 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.121455 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.451782 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.114317 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0958484 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0672762 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0958484 # DEPENDENCYPART_SIBL
(19,12),(19,24),0.132873 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0687234 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.250653 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00317 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.119503 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.131652 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.119503 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0554744 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.250212 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00333658 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.119488 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.131646 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.119488 # DEPENDENCYPART_SIBL
(19,16),(19,24),0.0524232 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0270177 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0530097 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0668027 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.0530097 # DEPENDENCYPART_SIBL
(19,17),(19,24),0.0353369 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.251076 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.097458 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.251076 # DEPENDENCYPART_SIBL
(19,18),(19,24),0.0901515 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.126409 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.0163839 # DEPENDENCYPART_SIBL
(19,21),(19,24),0.0613848 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0184794 # DEPENDENCYPART_SIBL
(19,22),(19,24),0.0343443 # DEPENDENCYPART_SIBL
(19,23),(19,24),0.0613848 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.00544991 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0113165 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.438636 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0324273 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.183235 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.259674 # DEPENDENCYPART_SIBL
(22,2),(22,10),0.136069 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.0833541 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.027526 # DEPENDENCYPART_SIBL
(22,2),(22,15),0.0839694 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.0849001 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.278883 # DEPENDENCYPART_SIBL
(22,2),(22,18),0.0278465 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.191038 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.0306896 # DEPENDENCYPART_SIBL
(22,2),(22,21),0.0840548 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.187646 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0830958 # DEPENDENCYPART_SIBL
(22,10),(22,15),0.181416 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.18934 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0731607 # DEPENDENCYPART_SIBL
(22,10),(22,18),0.1051 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.138793 # DEPENDENCYPART_SIBL
(22,10),(22,20),0.0173992 # DEPENDENCYPART_SIBL
(22,10),(22,21),0.183212 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0255504 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0856761 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0866068 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.279201 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.02585 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.191039 # DEPENDENCYPART_SIBL
(22,11),(22,20),0.0306904 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0857615 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.0322163 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.0305293 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.279473 # DEPENDENCYPART_SIBL
(22,14),(22,18),0.0557863 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.069897 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.12678 # DEPENDENCYPART_SIBL
(22,14),(22,21),0.0322166 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.0822489 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.2792 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0258499 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.191039 # DEPENDENCYPART_SIBL
(22,15),(22,20),0.0306903 # DEPENDENCYPART_SIBL
(22,15),(22,21),0.0814037 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.278841 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.0257652 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.194443 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.0306904 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.0857609 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0313768 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.0652206 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.130365 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0443075 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.116209 # DEPENDENCYPART_SIBL
(22,18),(22,20),0.0129531 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0664608 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.0177551 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.179423 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.0792897 # DEPENDENCYPART_SIBL
(23,9),(23,10),0.0310931 # DEPENDENCYPART_SIBL
(23,9),(23,13),-0.292447 # DEPENDENCYPART_SIBL
(23,9),(23,14),-0.0315998 # DEPENDENCYPART_SIBL
(23,9),(23,15),-0.0232519 # DEPENDENCYPART_SIBL
(23,9),(23,16),-0.0290158 # DEPENDENCYPART_SIBL
(23,9),(23,17),0.0358649 # DEPENDENCYPART_SIBL
(23,9),(23,18),-0.0474992 # DEPENDENCYPART_SIBL
(23,9),(23,19),0.0446243 # DEPENDENCYPART_SIBL
(23,9),(23,20),-0.317785 # DEPENDENCYPART_SIBL
(23,9),(23,21),-0.0277036 # DEPENDENCYPART_SIBL
(23,9),(23,22),-0.034778 # DEPENDENCYPART_SIBL
(23,10),(23,13),-0.346976 # DEPENDENCYPART_SIBL
(23,10),(23,14),-0.00889986 # DEPENDENCYPART_SIBL
(23,10),(23,15),0.0372588 # DEPENDENCYPART_SIBL
(23,10),(23,16),0.0408906 # DEPENDENCYPART_SIBL
(23,10),(23,17),0.0601119 # DEPENDENCYPART_SIBL
(23,10),(23,18),0.00128193 # DEPENDENCYPART_SIBL
(23,10),(23,19),0.0900965 # DEPENDENCYPART_SIBL
(23,10),(23,20),-0.260869 # DEPENDENCYPART_SIBL
(23,10),(23,21),0.0347626 # DEPENDENCYPART_SIBL
(23,10),(23,22),-0.012761 # DEPENDENCYPART_SIBL
(23,13),(23,14),0.221584 # DEPENDENCYPART_SIBL
(23,13),(23,15),0.0145297 # DEPENDENCYPART_SIBL
(23,13),(23,16),0.000767202 # DEPENDENCYPART_SIBL
(23,13),(23,17),0.213182 # DEPENDENCYPART_SIBL
(23,13),(23,18),0.00544991 # DEPENDENCYPART_SIBL
(23,13),(23,19),0.0113165 # DEPENDENCYPART_SIBL
(23,13),(23,20),-0.438636 # DEPENDENCYPART_SIBL
(23,13),(23,21),0.000855746 # DEPENDENCYPART_SIBL
(23,13),(23,22),0.209981 # DEPENDENCYPART_SIBL
(23,14),(23,15),0.0164862 # DEPENDENCYPART_SIBL
(23,14),(23,16),0.0103473 # DEPENDENCYPART_SIBL
(23,14),(23,17),0.459863 # DEPENDENCYPART_SIBL
(23,14),(23,18),0.000835088 # DEPENDENCYPART_SIBL
(23,14),(23,19),0.0799866 # DEPENDENCYPART_SIBL
(23,14),(23,20),-0.470112 # DEPENDENCYPART_SIBL
(23,14),(23,21),0.0120345 # DEPENDENCYPART_SIBL
(23,14),(23,22),0.0504449 # DEPENDENCYPART_SIBL
(23,15),(23,16),-0.0216185 # DEPENDENCYPART_SIBL
(23,15),(23,17),0.641687 # DEPENDENCYPART_SIBL
(23,15),(23,18),0.0173024 # DEPENDENCYPART_SIBL
(23,15),(23,19),0.196516 # DEPENDENCYPART_SIBL
(23,15),(23,20),-0.172987 # DEPENDENCYPART_SIBL
(23,15),(23,21),-0.0224637 # DEPENDENCYPART_SIBL
(23,15),(23,22),0.0470308 # DEPENDENCYPART_SIBL
(23,16),(23,17),0.641327 # DEPENDENCYPART_SIBL
(23,16),(23,18),0.0172176 # DEPENDENCYPART_SIBL
(23,16),(23,19),0.19992 # DEPENDENCYPART_SIBL
(23,16),(23,20),-0.172987 # DEPENDENCYPART_SIBL
(23,16),(23,21),-0.0181066 # DEPENDENCYPART_SIBL
(23,16),(23,22),0.0470309 # DEPENDENCYPART_SIBL
(23,17),(23,18),-0.0825811 # DEPENDENCYPART_SIBL
(23,17),(23,19),0.0748553 # DEPENDENCYPART_SIBL
(23,17),(23,20),-0.373833 # DEPENDENCYPART_SIBL
(23,17),(23,21),0.0569251 # DEPENDENCYPART_SIBL
(23,17),(23,22),0.0342106 # DEPENDENCYPART_SIBL
(23,18),(23,19),0.0324273 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.183235 # DEPENDENCYPART_SIBL
(23,18),(23,21),-0.0961535 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.0430627 # DEPENDENCYPART_SIBL
(23,19),(23,20),-0.259674 # DEPENDENCYPART_SIBL
(23,19),(23,21),0.0317598 # DEPENDENCYPART_SIBL
(23,19),(23,22),-0.00869493 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.00653525 # DEPENDENCYPART_SIBL
(23,20),(23,22),0.250849 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.0470309 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0195459 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.669243 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.191583 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.408607 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.019215 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.500637 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.0276646 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.191583 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.624643 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.476517 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.408607 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),2.3196 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.599258 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.158501 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.564839 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.033708 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.196886 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.277986 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0694945 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.368968 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.317199 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.0191496 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.420598 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.118008 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),-0.26534 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.168302 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),-0.354637 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),-0.0235259 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),-0.332227 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),-0.264488 # DEPENDENCYPART_GRANDPAR
(0,5),(5,23),0.175231 # DEPENDENCYPART_GRANDPAR
(0,5),(5,24),2.10704 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.0192049 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.500637 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0276605 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.466218 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.0011822 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.476516 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.417074 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.408607 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),2.3196 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0314744 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.452711 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.103182 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.421504 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),-0.0610643 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.0586874 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.399043 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.302552 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.193673 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.201844 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.196126 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),-0.333239 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.271203 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.00265225 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.153715 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.289359 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),-0.126927 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),0.141289 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.216871 # DEPENDENCYPART_GRANDPAR
