# _root_ Egyébként a helyi legenda szerint Bregovity éppen itt , Gucsán szedte össze azokat a bandákat is , amelyekkel aztán a stúdióban feljátszatta az említett filmek slágereit .
#goldHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
#predictedHeads=11,4,4,5,11,11,11,11,11,11,0,11,15,15,11,11,11,22,22,21,22,13,25,25,26,22,11,
(13,6),(6,9),-0.274882 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.351685 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.41632 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.650056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,22),-0.680669 # DEPENDENCYPART_GRANDPAR
(13,6),(6,27),-0.939685 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.322505 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.231412 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.552486 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.339149 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.512515 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.421892 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.47752 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.471877 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.563179 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.498124 # DEPENDENCYPART_GRANDPAR
(13,7),(7,22),-0.6824 # DEPENDENCYPART_GRANDPAR
(13,7),(7,26),-0.436125 # DEPENDENCYPART_GRANDPAR
(13,7),(7,27),-0.93413 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.261359 # DEPENDENCYPART_GRANDPAR
(13,10),(10,2),-0.252347 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.150597 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.479182 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.317644 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.430911 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.283808 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.340587 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.650056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,15),-0.860724 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.506989 # DEPENDENCYPART_GRANDPAR
(13,10),(10,22),-0.680669 # DEPENDENCYPART_GRANDPAR
(13,10),(10,27),-0.939685 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.208672 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.230214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.127299 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.416853 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.245098 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.372835 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.229576 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.197211 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.355748 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.336985 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.199144 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-0.681177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.331815 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.883334 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.655875 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.587563 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.297419 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.443817 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.602026 # DEPENDENCYPART_GRANDPAR
(13,11),(11,22),-0.76721 # DEPENDENCYPART_GRANDPAR
(13,11),(11,24),-0.499914 # DEPENDENCYPART_GRANDPAR
(13,11),(11,25),-0.67772 # DEPENDENCYPART_GRANDPAR
(13,11),(11,26),-0.546797 # DEPENDENCYPART_GRANDPAR
(13,11),(11,27),-0.978526 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.65996 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.642469 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.218743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.147721 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.0491108 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.632881 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.657767 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.906111 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.654648 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.652234 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.707703 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.873812 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.891178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.359948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.00193576 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.483818 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.299258 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.167725 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.195284 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.437312 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.270978 # DEPENDENCYPART_GRANDPAR
(13,16),(16,26),-0.140055 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.610851 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.145148 # DEPENDENCYPART_GRANDPAR
(13,18),(18,24),-0.154633 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.220842 # DEPENDENCYPART_GRANDPAR
(13,18),(18,26),-0.0899195 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.615183 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.85021 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.429151 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.228117 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.202469 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.111302 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.155648 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.231342 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.100419 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.653816 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.218743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,14),0.147721 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.150975 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.033246 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.000225532 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.145524 # DEPENDENCYPART_GRANDPAR
(13,21),(21,26),-0.0146009 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.664587 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.568037 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-1.00783 # DEPENDENCYPART_GRANDPAR
(13,22),(22,5),-0.677048 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.963108 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.678479 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),-0.675809 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.79044 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),-0.930809 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),-0.935107 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.168735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),0.115663 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.291635 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.110383 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.163039 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),0.212177 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.0253176 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.0322832 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.0103269 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.131269 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.0609725 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.0859377 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),0.0449853 # DEPENDENCYPART_GRANDPAR
(13,22),(22,27),-0.526977 # DEPENDENCYPART_GRANDPAR
(13,24),(24,8),-0.642081 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),0.122584 # DEPENDENCYPART_GRANDPAR
(13,24),(24,19),-0.0556052 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),-0.0459251 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.144047 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.166513 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.218743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,19),-0.033246 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.000225532 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.0229023 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.132607 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.00360333 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.0147457 # DEPENDENCYPART_GRANDPAR
(13,26),(26,15),-0.30421 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),-0.170141 # DEPENDENCYPART_GRANDPAR
(13,26),(26,19),-0.033246 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),-0.000225532 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),-0.0229023 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.132607 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),-0.00360333 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),-0.0985966 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.658526 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.636479 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.844872 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.612374 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.60846 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.560509 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.749859 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.55391 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.494044 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.675784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.0686192 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.251715 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.227276 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.267753 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.316313 # DEPENDENCYPART_GRANDPAR
(14,16),(16,25),-0.445499 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.43124 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-0.278033 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.760109 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-1.3111 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.680296 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.884723 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.67134 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.480322 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.310364 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.20273 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.747949 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.935426 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.768461 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.572224 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.433173 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.354094 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.168375 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.201377 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-0.999073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.543244 # DEPENDENCYPART_GRANDPAR
(15,8),(8,22),-0.237638 # DEPENDENCYPART_GRANDPAR
(15,8),(8,27),-0.775619 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.915791 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.748537 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.570492 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.506507 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.387561 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.274214 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.671036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0499591 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.232048 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),0.136326 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.169166 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.335346 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),0.230376 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.328618 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.067465 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-0.463328 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-0.540884 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.364099 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.842498 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.583979 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.631539 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0405697 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.183165 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.270628 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.350033 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.0821524 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.478016 # DEPENDENCYPART_GRANDPAR
(15,19),(19,27),-0.489064 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.300758 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.384958 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.254203 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.506093 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.265853 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.14693 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.474787 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.305009 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.166377 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.811559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.313161 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.353173 # DEPENDENCYPART_GRANDPAR
(16,1),(1,27),-0.77148 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.403332 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.223419 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.350841 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.317493 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.493613 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.344228 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.462306 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.326431 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.415967 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.143537 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.344247 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.326429 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.333541 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.133964 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.447237 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.373612 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.0776615 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.358045 # DEPENDENCYPART_GRANDPAR
(16,6),(6,27),-0.783303 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.376964 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.336564 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.308827 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.276651 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.44371 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.171926 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.489975 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.323001 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.811559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.313139 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.353193 # DEPENDENCYPART_GRANDPAR
(16,7),(7,26),-0.63714 # DEPENDENCYPART_GRANDPAR
(16,7),(7,27),-0.771483 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.34769 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.320981 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.455863 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.300251 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.165073 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.476909 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.316238 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.0199061 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),-0.1685 # DEPENDENCYPART_GRANDPAR
(16,8),(8,17),-0.313132 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.353105 # DEPENDENCYPART_GRANDPAR
(16,8),(8,27),-0.771479 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.415967 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.143537 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.344247 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.326429 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.333541 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.453011 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.356169 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.196459 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0776615 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.138828 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.330267 # DEPENDENCYPART_GRANDPAR
(16,10),(10,22),-0.358045 # DEPENDENCYPART_GRANDPAR
(16,10),(10,27),-0.783303 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.428374 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.178411 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.359382 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.415363 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.326627 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.546199 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.372042 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.198342 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.288352 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.514562 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.308829 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.161777 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.174503 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.27503 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.14512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.63532 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.423232 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.453512 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-1.1149 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.680166 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.707798 # DEPENDENCYPART_GRANDPAR
(16,11),(11,25),-1.22735 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-1.04332 # DEPENDENCYPART_GRANDPAR
(16,11),(11,27),-1.02844 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.348192 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.491531 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.381784 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.251134 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.460224 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.451221 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.2252 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.828121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.32799 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.201765 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.22253 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.730107 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.319286 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.42762 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.842557 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.658526 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.836818 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.795738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,5),-0.333541 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.22045 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0527474 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.0270049 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.194204 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.618287 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.958692 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.756364 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.225506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.191455 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.306786 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.0593912 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.171841 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),0.0121897 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.405137 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.506751 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.471929 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.230718 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.233377 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.180595 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.177755 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),0.00627612 # DEPENDENCYPART_GRANDPAR
(16,22),(22,1),-1.10434 # DEPENDENCYPART_GRANDPAR
(16,22),(22,3),-1.02966 # DEPENDENCYPART_GRANDPAR
(16,22),(22,4),-1.37982 # DEPENDENCYPART_GRANDPAR
(16,22),(22,5),-1.00791 # DEPENDENCYPART_GRANDPAR
(16,22),(22,6),-1.5019 # DEPENDENCYPART_GRANDPAR
(16,22),(22,7),-1.03098 # DEPENDENCYPART_GRANDPAR
(16,22),(22,8),-0.91025 # DEPENDENCYPART_GRANDPAR
(16,22),(22,9),-0.951888 # DEPENDENCYPART_GRANDPAR
(16,22),(22,10),-1.47059 # DEPENDENCYPART_GRANDPAR
(16,22),(22,11),-1.28503 # DEPENDENCYPART_GRANDPAR
(16,22),(22,13),-0.746515 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.687285 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-1.16218 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.271622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),0.0420903 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.145854 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.179172 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.282612 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.243896 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.280148 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.0397076 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.272524 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.0884925 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.432122 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.506751 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.233377 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.180595 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0908376 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.292322 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.00810411 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),0.00613129 # DEPENDENCYPART_GRANDPAR
