# _root_ E társaság tulajdonosai 150_millió forintot keresnek a Márkus_Kft.-n , mondván , ekkora összegben helyeztek el náluk importletétet .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,13,14,10,14,14,14,6,
(1,14),(14,8),0.00721338 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.246439 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.122792 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.259532 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),0.0175193 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.227273 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),0.0274466 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.134068 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),0.0483947 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.827808 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.703518 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.346932 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.0879514 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.950175 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.0799449 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),0.0132034 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.149349 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.0306795 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.221098 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.021887 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.168617 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.901338 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.351983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),0.0684011 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.0561339 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),0.116177 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.130542 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.0727194 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.041138 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.0818536 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.0427744 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.0491963 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.190015 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),0.046304 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.203096 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.106082 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.570126 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.748144 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.206497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.117827 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.137091 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.218725 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.0510278 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.0287845 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.0277783 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.0304209 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.0416431 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.0843901 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.439766 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.691796 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.27707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.149535 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.355013 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.15711 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.107906 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.109543 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.177931 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.55543 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.748158 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.210449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.219136 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.109385 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0507991 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.0358763 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0350182 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.0426765 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.703076 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.36685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0609388 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0976432 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0933343 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.181669 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0283769 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.114396 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.0806255 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.116032 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.0138512 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.146434 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.134983 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.191291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.158683 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.0617393 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.465205 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.703076 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.3627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),0.065089 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),0.0976432 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),0.0974845 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.224446 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.193603 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.0824673 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.133937 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.00866521 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.135573 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),0.0740838 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.199956 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.190103 # DEPENDENCYPART_GRANDPAR
(2,14),(14,16),-0.158089 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.061889 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.465418 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.055344 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.670137 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),0.0504053 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.259828 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.287613 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.228842 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.15147 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.186631 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.11752 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.446272 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.504059 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.0999891 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.311986 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.458699 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.63459 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0102985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.11834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.233808 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.713458 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.781529 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.593905 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.476443 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.273088 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.588403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,6),-0.511909 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.309794 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.216727 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),-0.182776 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.32405 # DEPENDENCYPART_GRANDPAR
(3,4),(4,18),-0.61972 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.532809 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.394159 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.518792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.216096 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.199318 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.143359 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.137267 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.187458 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.487723 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.332841 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.676889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.204422 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.28196 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.563566 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.181051 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.22321 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.184206 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.189259 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.411296 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.45703 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.281096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.298983 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.257604 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.410909 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.529489 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.546834 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.137136 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.130899 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.103185 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.329833 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.473388 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.187297 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.427859 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.266003 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.623836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,5),-0.215902 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.188763 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.126688 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.151295 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.416199 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.510578 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.272625 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.46465 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.581432 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.487723 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.333036 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.672738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.204422 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.27781 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.381262 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.572751 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.237879 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.243679 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.113192 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.209728 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.322736 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.513289 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.297795 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.25701 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.411058 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.529702 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.546834 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),-0.0843516 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.154414 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.350017 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.359576 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.275681 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.218871 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.510487 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.236817 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.472279 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.92623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.28285 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.366717 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.522795 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.662497 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.680517 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.586312 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.853127 # DEPENDENCYPART_GRANDPAR
(4,1),(1,13),-0.59162 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.263536 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.768578 # DEPENDENCYPART_GRANDPAR
(4,1),(1,17),-0.647668 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-1.06117 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.292519 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.391466 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.938077 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.412425 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.511568 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.408387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.296703 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.191632 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.938074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.412425 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.511568 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.652359 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.734332 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.71044 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.658148 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.408387 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.777232 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-1.0622 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.714976 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.622605 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.857027 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.552784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0103204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.240808 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.15394 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.358438 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.32363 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.282253 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.499453 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.223366 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.00473771 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.403347 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.435495 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.278813 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.673348 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.290957 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.38562 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.378135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.309435 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.513115 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.269242 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0144741 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.325281 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.714976 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.622799 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.857221 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.552784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.00617011 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.143228 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.322985 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.238223 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.473044 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.37332 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.39686 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.544197 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.307241 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.402159 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.434901 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.278962 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.673561 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.449784 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.498409 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0834389 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.475081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.192217 # DEPENDENCYPART_GRANDPAR
(5,1),(1,8),-0.162953 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.216627 # DEPENDENCYPART_GRANDPAR
(5,1),(1,10),-0.208036 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.158683 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.0758738 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.17036 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),0.104653 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.290418 # DEPENDENCYPART_GRANDPAR
(5,1),(1,17),-0.247314 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.629186 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0352011 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.347561 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.125288 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.686175 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.389306 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0360671 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.419581 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.124479 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.686175 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.616869 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.578314 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.528661 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.52037 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.389306 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.701229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.902846 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.245857 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.530665 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.575075 # DEPENDENCYPART_GRANDPAR
(5,4),(4,6),-0.642804 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.496169 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.528981 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.471038 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.345935 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-0.861711 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0780983 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.204412 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.154368 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.146469 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.0435633 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.146198 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.0157016 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.222983 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.770946 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.818963 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.431634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,8),-0.123354 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.192172 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.192653 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.0422207 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.178742 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.0677034 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.255127 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.576136 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.515711 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.837977 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.885731 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.249961 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.493685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),-0.285648 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.104144 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),-0.172612 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.309305 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.134844 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.251362 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0474485 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.180212 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.276613 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.26144 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.201853 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.524653 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),0.00950679 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.014482 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.195317 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),0.340609 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.749284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.10143 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.128914 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.0297915 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.0777224 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.0288468 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),0.0210715 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),0.0908821 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.0194035 # DEPENDENCYPART_GRANDPAR
(6,1),(1,17),-0.145828 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.927314 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.363272 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.187596 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.290173 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.537981 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.30804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,14),-0.467877 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.329189 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.22052 # DEPENDENCYPART_GRANDPAR
