# _root_ A kormány ülésén elhangzottakkal kapcsolatban az egyik alapvető probléma , hogy azok közérdekű adatnak tekinthetőek -e , vagy sem .
#goldHeads=2,3,4,5,18,9,9,9,18,18,18,16,14,16,16,18,18,0,18,18,
#predictedHeads=2,3,4,5,11,9,9,9,11,11,0,14,14,15,18,12,18,11,18,11,
(5,8),(8,5),-0.607702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.158582 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0552493 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0368727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.81913 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.589115 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.325861 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.588832 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.522616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.131565 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.058496 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.00594179 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0490188 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.290779 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.0572238 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.118601 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),0.0666082 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),0.0587903 # DEPENDENCYPART_GRANDPAR
(5,9),(9,20),-0.412822 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.263327 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.607817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.158433 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),-0.00588786 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),0.00236082 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.0710014 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0726319 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.0288887 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.0876305 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),0.110787 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.222692 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.81913 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.589115 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.325861 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.588832 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.522599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.131706 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.058481 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.00741219 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.0872909 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.0306397 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.0622442 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.0219177 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.201605 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.118786 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),0.0666163 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),0.0604948 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.526167 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.263326 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.607701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,8),-0.00577299 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.00247603 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0704722 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.072517 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.0249349 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.218796 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.0319648 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),0.122831 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),0.120731 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.201509 # DEPENDENCYPART_GRANDPAR
(5,15),(15,20),-0.373702 # DEPENDENCYPART_GRANDPAR
(5,18),(18,2),-0.518275 # DEPENDENCYPART_GRANDPAR
(5,18),(18,3),-0.255167 # DEPENDENCYPART_GRANDPAR
(5,18),(18,4),-0.523905 # DEPENDENCYPART_GRANDPAR
(5,18),(18,5),-0.620919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,18),(18,7),-0.0814278 # DEPENDENCYPART_GRANDPAR
(5,18),(18,8),-0.0756112 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.0113263 # DEPENDENCYPART_GRANDPAR
(5,18),(18,10),-0.0256117 # DEPENDENCYPART_GRANDPAR
(5,18),(18,11),-0.0802812 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.00497916 # DEPENDENCYPART_GRANDPAR
(5,18),(18,13),-0.288651 # DEPENDENCYPART_GRANDPAR
(5,18),(18,14),-0.0452024 # DEPENDENCYPART_GRANDPAR
(5,18),(18,15),-0.118653 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),0.0900153 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.365888 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.452568 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.0650002 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.344408 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.331472 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.409221 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.376873 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.492774 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.703845 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.6996 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.314158 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.565463 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.514187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.131878 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.0648189 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.699601 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.565465 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.510099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),-0.00097604 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0216581 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.033102 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.0158786 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.0608089 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.185694 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.172913 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.191122 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.409801 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.534378 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.56989 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.672502 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.663457 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.896964 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.73371 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.832308 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.672296 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.676651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),-0.561333 # DEPENDENCYPART_GRANDPAR
(7,14),(14,1),-0.719811 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-0.719176 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-0.951637 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-0.770761 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-0.886864 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.716982 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.617414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),-0.0740047 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),-0.417362 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.331664 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),-0.442266 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.296767 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.103091 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.263076 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.316037 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.425814 # DEPENDENCYPART_GRANDPAR
(7,18),(18,2),-0.679497 # DEPENDENCYPART_GRANDPAR
(7,18),(18,3),-0.912737 # DEPENDENCYPART_GRANDPAR
(7,18),(18,4),-0.742868 # DEPENDENCYPART_GRANDPAR
(7,18),(18,5),-0.847969 # DEPENDENCYPART_GRANDPAR
(7,18),(18,7),-0.753693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,18),(18,8),-0.260964 # DEPENDENCYPART_GRANDPAR
(7,18),(18,9),-0.569017 # DEPENDENCYPART_GRANDPAR
(7,18),(18,10),-0.537299 # DEPENDENCYPART_GRANDPAR
(7,18),(18,11),-0.581884 # DEPENDENCYPART_GRANDPAR
(7,18),(18,12),-0.433441 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.296063 # DEPENDENCYPART_GRANDPAR
(7,18),(18,14),-0.450483 # DEPENDENCYPART_GRANDPAR
(7,18),(18,15),-0.355016 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.425902 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.433765 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.814925 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0905699 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.0884393 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.310135 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.554154 # DEPENDENCYPART_GRANDPAR
(8,3),(3,20),-0.757577 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.123614 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.478461 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.540856 # DEPENDENCYPART_GRANDPAR
(8,4),(4,9),-0.49193 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.423495 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.149691 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.290116 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.355805 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),0.0106019 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.201516 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-0.829286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.554155 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-0.508369 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.506989 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.707151 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.540932 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.552845 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.505722 # DEPENDENCYPART_GRANDPAR
(8,5),(5,20),-0.757577 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0805181 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-0.789025 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,13),-0.466468 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.234557 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-0.680776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,10),-0.396223 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.544753 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.440698 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.395425 # DEPENDENCYPART_GRANDPAR
(8,7),(7,20),-0.719069 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.842169 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.915933 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.439319 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.861168 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.501565 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.394459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.0196598 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.107866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.188967 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.289959 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.223159 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.346818 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.192496 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.390933 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.553604 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.578502 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.220683 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.03243 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,20),-0.735857 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.609753 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.0869658 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.112724 # DEPENDENCYPART_GRANDPAR
(9,4),(4,9),-0.969894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,4),(4,11),-0.415532 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.636423 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.209134 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.0221333 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.301771 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.386867 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),0.160937 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.03244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.492272 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.574698 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-0.447182 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-0.540652 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-0.325013 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-0.379062 # DEPENDENCYPART_GRANDPAR
(9,5),(5,20),-0.735861 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.382451 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.0758105 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.501281 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.524481 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.0518023 # DEPENDENCYPART_GRANDPAR
(9,7),(7,10),-0.171291 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.0336874 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.0040324 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.0416042 # DEPENDENCYPART_GRANDPAR
(9,7),(7,20),-0.489641 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.610137 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.0880322 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),0.111658 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.250958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.036135 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.325657 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),0.176811 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.415532 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.437868 # DEPENDENCYPART_GRANDPAR
(9,13),(13,5),-0.56845 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.785501 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.351467 # DEPENDENCYPART_GRANDPAR
(9,13),(13,9),-0.521668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,13),(13,10),-0.133813 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.0472302 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.0111404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0282901 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.0596938 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.109337 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-1.17511 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-0.67236 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.500402 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.772873 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.630751 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-0.845772 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.288414 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.404329 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.434507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),-0.0912389 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),-0.0346296 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.00610826 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.00141942 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0778711 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),0.0490195 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.00758764 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.609412 # DEPENDENCYPART_GRANDPAR
(9,15),(15,3),-0.437867 # DEPENDENCYPART_GRANDPAR
(9,15),(15,5),-0.568449 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.351467 # DEPENDENCYPART_GRANDPAR
(9,15),(15,9),-0.521552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,15),(15,10),-0.133283 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.0471153 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.00718657 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.0203694 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.0631892 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),0.118524 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.0696372 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.0881538 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.284758 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.601519 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.429708 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.707946 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.560068 # DEPENDENCYPART_GRANDPAR
(9,18),(18,7),-0.261969 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.339395 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.536848 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),-0.0899271 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.056382 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),-0.0245052 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.0923491 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.0484583 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.0585094 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.0773317 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.258501 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.369664 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.14459 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),0.132142 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.119335 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.024717 # DEPENDENCYPART_GRANDPAR
(11,3),(3,20),-0.726659 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),0.140341 # DEPENDENCYPART_GRANDPAR
(11,4),(4,2),-0.193953 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),-0.427919 # DEPENDENCYPART_GRANDPAR
(11,4),(4,9),0.0995089 # DEPENDENCYPART_GRANDPAR
(11,4),(4,11),-0.591309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,1),0.0794218 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.102341 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.342471 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.021325 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.280495 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0960145 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0221419 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),-0.363792 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.256793 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.257071 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.0402299 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.251394 # DEPENDENCYPART_GRANDPAR
(11,5),(5,18),-0.267888 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.726659 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.0709229 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0560606 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),-0.296679 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.22533 # DEPENDENCYPART_GRANDPAR
(11,7),(7,17),-0.28485 # DEPENDENCYPART_GRANDPAR
(11,7),(7,18),-0.289186 # DEPENDENCYPART_GRANDPAR
(11,7),(7,20),-0.814004 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),0.14032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.194316 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.428282 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.0681484 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.224593 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0618072 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.154423 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-0.591309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,1),0.117676 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.108392 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.348523 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.0237124 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.140514 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0623766 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.0311552 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0454968 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.362749 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.256763 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.25707 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-0.0401997 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-0.251394 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.267888 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-0.726659 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-1.05879 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-0.851371 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-0.476579 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.437869 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-0.587869 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.783272 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.127768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.196054 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.442717 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),0.167691 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),0.26412 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.402076 # DEPENDENCYPART_GRANDPAR
(11,14),(14,2),-0.882407 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.11779 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.551065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-0.910248 # DEPENDENCYPART_GRANDPAR
(11,14),(14,6),-0.528425 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.588265 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.481499 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.646863 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.803476 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.219937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.110908 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.137065 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),0.48732 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.211553 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),0.233901 # DEPENDENCYPART_GRANDPAR
(11,15),(15,2),-0.823 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-1.05879 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-0.85137 # DEPENDENCYPART_GRANDPAR
