# _root_ — Mivel a legnagyobb vetélytársunk , Turi_Tamás anyagiak hiánya miatt nem indult , elég volt biztonsági autózással teljesíteni a távot .
#goldHeads=15,15,5,5,12,12,12,9,10,12,12,15,15,15,0,17,18,15,20,18,15,
#predictedHeads=12,12,5,5,12,12,8,9,10,12,12,0,12,15,12,17,18,15,20,18,12,
(17,3),(17,7),0.0129962 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0397464 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.092186 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.220266 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.190771 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.155257 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.232867 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.150848 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.00331962 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.00265327 # DEPENDENCYPART_SIBL
(17,4),(17,10),0.0336121 # DEPENDENCYPART_SIBL
(17,4),(17,11),0.138535 # DEPENDENCYPART_SIBL
(17,4),(17,12),0.123746 # DEPENDENCYPART_SIBL
(17,4),(17,13),0.453888 # DEPENDENCYPART_SIBL
(17,4),(17,14),0.0256843 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.107384 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.0343335 # DEPENDENCYPART_SIBL
(17,4),(17,20),-0.0114136 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0617859 # DEPENDENCYPART_SIBL
(17,7),(17,11),0.277193 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.155671 # DEPENDENCYPART_SIBL
(17,7),(17,13),0.641687 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0262804 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.155965 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0422251 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.00901745 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.19218 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0847371 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.197439 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0619326 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0839444 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0601134 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.041829 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0585013 # DEPENDENCYPART_SIBL
(17,11),(17,13),0.0716173 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0378039 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0576358 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0429005 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0134043 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.310568 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0608452 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0400966 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0638729 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.00603695 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0225903 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.125411 # DEPENDENCYPART_SIBL
(17,13),(17,16),-0.00168566 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.00290366 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0881816 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0130131 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00805616 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0760142 # DEPENDENCYPART_SIBL
(17,15),(17,20),0.0143804 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.00608328 # DEPENDENCYPART_SIBL
(18,1),(18,2),0.0425601 # DEPENDENCYPART_SIBL
(18,1),(18,5),-0.0982591 # DEPENDENCYPART_SIBL
(18,1),(18,6),-0.0286459 # DEPENDENCYPART_SIBL
(18,1),(18,7),-0.0982591 # DEPENDENCYPART_SIBL
(18,1),(18,8),-0.0982591 # DEPENDENCYPART_SIBL
(18,1),(18,9),-0.108481 # DEPENDENCYPART_SIBL
(18,1),(18,10),0.0477822 # DEPENDENCYPART_SIBL
(18,1),(18,11),0.0124596 # DEPENDENCYPART_SIBL
(18,1),(18,12),0.0642464 # DEPENDENCYPART_SIBL
(18,1),(18,13),-0.0286459 # DEPENDENCYPART_SIBL
(18,1),(18,14),-0.0507453 # DEPENDENCYPART_SIBL
(18,1),(18,15),0.0885808 # DEPENDENCYPART_SIBL
(18,1),(18,16),-0.0315066 # DEPENDENCYPART_SIBL
(18,1),(18,17),-0.0982591 # DEPENDENCYPART_SIBL
(18,1),(18,19),-0.0324986 # DEPENDENCYPART_SIBL
(18,1),(18,20),0.0340805 # DEPENDENCYPART_SIBL
(18,1),(18,21),0.104387 # DEPENDENCYPART_SIBL
(18,2),(18,5),0.00455807 # DEPENDENCYPART_SIBL
(18,2),(18,6),0.206457 # DEPENDENCYPART_SIBL
(18,2),(18,7),0.00455807 # DEPENDENCYPART_SIBL
(18,2),(18,8),0.00455807 # DEPENDENCYPART_SIBL
(18,2),(18,9),-0.00489321 # DEPENDENCYPART_SIBL
(18,2),(18,10),-0.0357187 # DEPENDENCYPART_SIBL
(18,2),(18,11),0.0153573 # DEPENDENCYPART_SIBL
(18,2),(18,12),0.174635 # DEPENDENCYPART_SIBL
(18,2),(18,13),0.206457 # DEPENDENCYPART_SIBL
(18,2),(18,14),-0.00955309 # DEPENDENCYPART_SIBL
(18,2),(18,15),0.196866 # DEPENDENCYPART_SIBL
(18,2),(18,16),0.024622 # DEPENDENCYPART_SIBL
(18,2),(18,17),0.00455807 # DEPENDENCYPART_SIBL
(18,2),(18,19),-0.027175 # DEPENDENCYPART_SIBL
(18,2),(18,20),-0.00469963 # DEPENDENCYPART_SIBL
(18,2),(18,21),0.0298025 # DEPENDENCYPART_SIBL
(18,5),(18,6),0.0748467 # DEPENDENCYPART_SIBL
(18,5),(18,7),-0.0692847 # DEPENDENCYPART_SIBL
(18,5),(18,8),-0.0692847 # DEPENDENCYPART_SIBL
(18,5),(18,9),-0.079697 # DEPENDENCYPART_SIBL
(18,5),(18,10),-0.0170868 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.00327412 # DEPENDENCYPART_SIBL
(18,5),(18,12),-0.0248385 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.0748467 # DEPENDENCYPART_SIBL
(18,5),(18,14),-0.0763408 # DEPENDENCYPART_SIBL
(18,5),(18,15),-0.0287447 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.0191862 # DEPENDENCYPART_SIBL
(18,5),(18,17),-0.0692847 # DEPENDENCYPART_SIBL
(18,5),(18,19),-0.0132331 # DEPENDENCYPART_SIBL
(18,5),(18,20),0.00776419 # DEPENDENCYPART_SIBL
(18,5),(18,21),0.0127729 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.0365812 # DEPENDENCYPART_SIBL
(18,6),(18,8),-0.0365812 # DEPENDENCYPART_SIBL
(18,6),(18,9),-0.0497807 # DEPENDENCYPART_SIBL
(18,6),(18,10),-0.0729298 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.00440201 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00674564 # DEPENDENCYPART_SIBL
(18,6),(18,13),-0.00699141 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.047765 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.00303492 # DEPENDENCYPART_SIBL
(18,6),(18,16),-0.0334733 # DEPENDENCYPART_SIBL
(18,6),(18,17),-0.0365812 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0178378 # DEPENDENCYPART_SIBL
(18,6),(18,20),-0.0144714 # DEPENDENCYPART_SIBL
(18,6),(18,21),0.0134322 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0692847 # DEPENDENCYPART_SIBL
(18,7),(18,9),-0.079697 # DEPENDENCYPART_SIBL
(18,7),(18,10),-0.0170868 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.00327412 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.0248385 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0748467 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0763408 # DEPENDENCYPART_SIBL
(18,7),(18,15),-0.0287447 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.0191862 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0692847 # DEPENDENCYPART_SIBL
(18,7),(18,19),-0.0132331 # DEPENDENCYPART_SIBL
(18,7),(18,20),0.00776419 # DEPENDENCYPART_SIBL
(18,7),(18,21),0.0127729 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.079697 # DEPENDENCYPART_SIBL
(18,8),(18,10),-0.0170868 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.00327412 # DEPENDENCYPART_SIBL
(18,8),(18,12),-0.0248385 # DEPENDENCYPART_SIBL
(18,8),(18,13),0.0748467 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0763408 # DEPENDENCYPART_SIBL
(18,8),(18,15),-0.0287447 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.0191862 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.0692847 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0132331 # DEPENDENCYPART_SIBL
(18,8),(18,20),0.00776419 # DEPENDENCYPART_SIBL
(18,8),(18,21),0.0127729 # DEPENDENCYPART_SIBL
(18,9),(18,10),-0.0174065 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.00317271 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0248385 # DEPENDENCYPART_SIBL
(18,9),(18,13),0.0746903 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0763554 # DEPENDENCYPART_SIBL
(18,9),(18,15),-0.0287447 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.0192008 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.0679593 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0132977 # DEPENDENCYPART_SIBL
(18,9),(18,20),0.0065449 # DEPENDENCYPART_SIBL
(18,9),(18,21),0.0115593 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.0474021 # DEPENDENCYPART_SIBL
(18,10),(18,12),-0.0486364 # DEPENDENCYPART_SIBL
(18,10),(18,13),-0.00761518 # DEPENDENCYPART_SIBL
(18,10),(18,14),0.0471101 # DEPENDENCYPART_SIBL
(18,10),(18,15),-0.0412339 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.0725614 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.00556182 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.05012 # DEPENDENCYPART_SIBL
(18,10),(18,20),-0.00124326 # DEPENDENCYPART_SIBL
(18,10),(18,21),-0.0773651 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0279867 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.0988457 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0354343 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0227622 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.057973 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0601231 # DEPENDENCYPART_SIBL
(18,11),(18,19),-0.0741269 # DEPENDENCYPART_SIBL
(18,11),(18,20),-0.00378601 # DEPENDENCYPART_SIBL
(18,11),(18,21),-0.0154086 # DEPENDENCYPART_SIBL
(18,12),(18,13),0.0700937 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.030651 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.0208705 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.00729345 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0456169 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0348534 # DEPENDENCYPART_SIBL
(18,12),(18,20),-0.0098104 # DEPENDENCYPART_SIBL
(18,12),(18,21),0.00722023 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.047765 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.00303492 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.0334733 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0365812 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0178378 # DEPENDENCYPART_SIBL
(18,13),(18,20),-0.0144714 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0134322 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0253601 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.0666823 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0406447 # DEPENDENCYPART_SIBL
(18,14),(18,19),0.00489924 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.0132305 # DEPENDENCYPART_SIBL
(18,14),(18,21),0.0167555 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.00534701 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0392959 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0266284 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0175667 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0325558 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.0386152 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0110326 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.00337572 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.00173307 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0132331 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.00776419 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.0127729 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.00152918 # DEPENDENCYPART_SIBL
(18,19),(18,21),-0.0323731 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0033806 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.00327207 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.660263 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00543364 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.314644 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.041682 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0289109 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.956167 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.3045 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.254169 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.287935 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.192732 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.229807 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0212186 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.807933 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.497658 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.185185 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.745509 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.00771424 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.166775 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.316738 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.205753 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),2.10559 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.665223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.680113 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.59457 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.121902 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.331295 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.266669 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.303745 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.0937814 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.415028 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.736986 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.673517 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.248211 # DEPENDENCYPART_GRANDPAR
(0,5),(5,21),1.90807 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.880856 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.25416 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.208853 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.229798 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.0204802 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.285239 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.507645 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.529743 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.471624 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.235471 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.0165123 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),0.137056 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),1.739 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.07267 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.617805 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.571935 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),-0.0229783 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.111191 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.0966959 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0497532 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.0868288 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.121636 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.024962 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.0453663 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.482135 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.0414804 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.505405 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.22801 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.127316 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.059719 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.479308 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.246516 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),2.11538 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.180301 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.217376 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.0088096 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.228079 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.306446 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.583204 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.386066 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.478862 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.276172 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.268655 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.0433054 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.103873 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),1.70871 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),1.04859 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.608767 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.601864 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),-0.0429282 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0722189 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.0813061 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.0107812 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),0.0478568 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.160608 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.010201 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.0237644 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.262467 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),0.291029 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.142061 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.2178 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.148266 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0188607 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.498627 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),0.225566 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),2.1172 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.228309 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.300984 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),0.583551 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.387381 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.120539 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.546159 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),0.104524 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),1.06517 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.601121 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.0723405 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0921765 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0109027 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),0.0479783 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.160487 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.0125755 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.046877 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.288688 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.301899 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.128048 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.288647 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.331396 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.348604 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.497431 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.22484 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),2.08562 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.353638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0403008 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.720559 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.381145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.125519 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0840066 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0743962 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.164445 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.175737 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.124358 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.0878595 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.0548847 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.0347264 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.0471332 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.724355 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.720559 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.381145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.125519 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0840066 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),0.207319 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0559123 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.175737 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.124358 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.0878595 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.250016 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.0471332 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.720559 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.381145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.125519 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0840066 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.207319 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0559123 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.126811 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.124358 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0878595 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.720559 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.381208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.125583 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0840711 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.205999 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0566491 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.128131 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.139423 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.0280437 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.250173 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.0472854 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.0928581 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.724507 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.04172 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.389852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.195155 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.12256 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.08433 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.155027 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.2498 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.261091 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.20908 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0780108 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.311008 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.0765816 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.24317 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.0433505 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.314064 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.112477 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.0619804 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.419328 # DEPENDENCYPART_GRANDPAR
