# _root_ Ígéretei a lakásépítés , az egészségügy , az energetika és az infrastruktúra átalakítására és belendítésére eddig nem váltak be .
#goldHeads=18,3,13,13,6,13,13,9,13,13,12,13,15,15,18,18,18,0,18,18,
#predictedHeads=18,3,18,18,6,18,18,9,13,13,12,13,18,18,18,18,18,0,18,18,
(1,14),(14,17),-0.293734 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.358158 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.56659 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.561142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,3),-0.112275 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.091528 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.043546 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.264943 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0560968 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.25296 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.33831 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.131554 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.31477 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.19548 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.201335 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.216723 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.526589 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.719644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),-0.178428 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.270777 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.176461 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.266418 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.252712 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.175046 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.282351 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.214599 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.303113 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.355718 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.296269 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.473272 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.245633 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.53904 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.173351 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.116811 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.419585 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.54737 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.526454 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.14202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.651062 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.651828 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.632269 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.624595 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.58165 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.600406 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.681451 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.505111 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.789498 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.435114 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.937292 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-1.16526 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.958177 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.544085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.250027 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.0591134 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.255729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.145093 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.201949 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.0275731 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.53901 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-1.10368 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.551121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.164256 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.0609353 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.145463 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0336988 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.234486 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.119619 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.0100838 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0905552 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.340549 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.308152 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.285872 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.171512 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.581523 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-1.1038 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.895466 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.702587 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),-0.381528 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.0466011 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.21243 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.362734 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.037446 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.185166 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.245845 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.160648 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.16484 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.242022 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.169306 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.350069 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.169878 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.108949 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.408948 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.562303 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.628757 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.315687 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),-0.361809 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.12883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.637876 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.573072 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.536931 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.587985 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.673804 # DEPENDENCYPART_GRANDPAR
(6,1),(1,14),-0.482908 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.720572 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.452274 # DEPENDENCYPART_GRANDPAR
(6,1),(1,20),-0.865486 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.841813 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.475848 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.361809 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.12883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.637876 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.482908 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.452274 # DEPENDENCYPART_GRANDPAR
(6,3),(3,20),-0.865486 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.440951 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.3188 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.06048 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.913619 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.776933 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.528251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,8),0.077195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.31881 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.913621 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.762845 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.528146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),-0.236842 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.077195 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.0249635 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.150974 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.122627 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.0124009 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.114962 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.243582 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.170826 # DEPENDENCYPART_GRANDPAR
(6,18),(18,1),-1.25735 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.997769 # DEPENDENCYPART_GRANDPAR
(6,18),(18,3),-0.852163 # DEPENDENCYPART_GRANDPAR
(6,18),(18,4),-0.770663 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.71713 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.689435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.368342 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),0.059787 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.133643 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.201127 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.140035 # DEPENDENCYPART_GRANDPAR
(6,18),(18,12),-0.152419 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.234375 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.147103 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.281143 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.142842 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.0830273 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.369467 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.490497 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.713106 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.649795 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.344856 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.403768 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-0.529079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.445162 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.55783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.077781 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.252853 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.184093 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.233346 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.197847 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.303376 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.142408 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.20297 # DEPENDENCYPART_GRANDPAR
(8,10),(10,20),-0.200121 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-0.440073 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.621775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0908047 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0779164 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.296581 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.251655 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.744474 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.681163 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.346711 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.560447 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.447017 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.619989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),0.0909101 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.0779164 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.294796 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.0912823 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.116065 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.250034 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0322894 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.832953 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.585626 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.484477 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.349894 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.449924 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.24605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.611806 # DEPENDENCYPART_GRANDPAR
(9,1),(1,12),-0.791813 # DEPENDENCYPART_GRANDPAR
(9,1),(1,13),-0.87284 # DEPENDENCYPART_GRANDPAR
(9,1),(1,14),-0.642158 # DEPENDENCYPART_GRANDPAR
(9,1),(1,15),-0.936523 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.608354 # DEPENDENCYPART_GRANDPAR
(9,1),(1,20),-0.970979 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-1.08216 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.680043 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.484477 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.349894 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.449924 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.642158 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.608354 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-0.970979 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.563619 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-1.07964 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.672536 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.704055 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.508972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.550861 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.449924 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.24605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,13),-0.87284 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-0.608354 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-0.970979 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.529066 # DEPENDENCYPART_GRANDPAR
(9,8),(8,10),-0.553337 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.652714 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.733741 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.00397309 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.0805189 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.0444942 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.00216083 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.0571455 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),0.147096 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-0.978923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,12),-0.761797 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.628554 # DEPENDENCYPART_GRANDPAR
(10,1),(1,14),-0.526435 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-0.709179 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-0.519805 # DEPENDENCYPART_GRANDPAR
(10,1),(1,20),-0.779358 # DEPENDENCYPART_GRANDPAR
(10,3),(3,1),-0.159836 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),0.0393613 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.0444942 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.00216083 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.0571455 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.526435 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.519805 # DEPENDENCYPART_GRANDPAR
(10,3),(3,20),-0.779358 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.106173 # DEPENDENCYPART_GRANDPAR
(10,6),(6,1),-0.15984 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),0.0418406 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.142959 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.0767521 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.178315 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.0571455 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),0.147096 # DEPENDENCYPART_GRANDPAR
(10,6),(6,13),-0.628554 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.519805 # DEPENDENCYPART_GRANDPAR
(10,6),(6,20),-0.779358 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.118824 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-0.955725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.66124 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.527997 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.159836 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),0.0393613 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.142955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.173315 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.0680018 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.170147 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.490945 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,15),-0.00253921 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-0.261368 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.264535 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.650593 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.506304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.405427 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0244388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-0.895089 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-0.878208 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-0.520059 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-0.802503 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.532711 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-0.264535 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.650594 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.506305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.407212 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0384388 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.0713846 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.0260731 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.181354 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-0.880484 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-0.863603 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.543627 # DEPENDENCYPART_GRANDPAR
(10,14),(14,6),-0.787897 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.556279 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.635988 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.605644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),0.414347 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0404693 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.0931947 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.00975979 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.199438 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.148457 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0329067 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.416391 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-0.895088 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-0.878207 # DEPENDENCYPART_GRANDPAR
(10,15),(15,6),-0.802502 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.53271 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-0.264535 # DEPENDENCYPART_GRANDPAR
(10,15),(15,9),-0.650593 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.506304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.407213 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.038336 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.169135 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.0538155 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.181354 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.0756822 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.443468 # DEPENDENCYPART_GRANDPAR
(10,17),(17,1),-0.790984 # DEPENDENCYPART_GRANDPAR
(10,17),(17,3),-0.774103 # DEPENDENCYPART_GRANDPAR
(10,17),(17,4),-0.496491 # DEPENDENCYPART_GRANDPAR
(10,17),(17,6),-0.698396 # DEPENDENCYPART_GRANDPAR
(10,17),(17,9),-0.546488 # DEPENDENCYPART_GRANDPAR
(10,17),(17,12),0.0560501 # DEPENDENCYPART_GRANDPAR
(10,17),(17,13),0.190439 # DEPENDENCYPART_GRANDPAR
(10,17),(17,14),0.0452025 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),0.109813 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.0798724 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.142015 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.348562 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.25692 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-0.697775 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-1.24004 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-0.862525 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-0.516339 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-1.16434 # DEPENDENCYPART_GRANDPAR
(10,18),(18,7),-0.875176 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-0.519506 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-1.01243 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.535623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.367537 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),-0.0643664 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),0.0723249 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.083134 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.00830049 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.26903 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.199909 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),0.0323266 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.359621 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.488659 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.434447 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.1405 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.253968 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.374201 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.216638 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.203939 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.25468 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.824622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.321257 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.436617 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.358166 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.541299 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.368478 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-0.482263 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-0.508347 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.889148 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.834936 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.774691 # DEPENDENCYPART_GRANDPAR
(11,15),(15,7),-0.445419 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.52546 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.655169 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.492231 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.581348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.140552 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.0222609 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.0218311 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0129827 # DEPENDENCYPART_GRANDPAR
