# _root_ Az oroszok azonban feltűnően békésen viselkednek , s egyelőre semmi jele annak , hogy a katonák erőszakos akcióra készülnének .
#goldHeads=2,6,6,5,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
#predictedHeads=2,6,6,6,6,8,8,0,14,11,14,14,14,8,16,19,18,19,14,8,
(19,6),(19,20),0.0157563 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.204805 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.00176836 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0268755 # DEPENDENCYPART_SIBL
(19,7),(19,11),-0.00707184 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.108761 # DEPENDENCYPART_SIBL
(19,7),(19,13),0.00513268 # DEPENDENCYPART_SIBL
(19,7),(19,14),0.0307099 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.10614 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.00999016 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.00912577 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.00692861 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0213227 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0350591 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.0639141 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.0623877 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0113855 # DEPENDENCYPART_SIBL
(19,8),(19,13),0.150853 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.0112422 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.100931 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0629436 # DEPENDENCYPART_SIBL
(19,8),(19,17),0.0104359 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0622445 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.180447 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0261155 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.040814 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0329377 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0770164 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.0542614 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0785082 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.040817 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0454276 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.0409572 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.0169554 # DEPENDENCYPART_SIBL
(19,10),(19,11),-0.0284633 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.128442 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0435113 # DEPENDENCYPART_SIBL
(19,10),(19,14),0.0781632 # DEPENDENCYPART_SIBL
(19,10),(19,15),0.0449648 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0302108 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.011854 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0300695 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0288636 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0178948 # DEPENDENCYPART_SIBL
(19,11),(19,13),0.0820517 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0348487 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0675462 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.0390003 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.00788888 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0389979 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.00448389 # DEPENDENCYPART_SIBL
(19,12),(19,13),0.0589107 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.083045 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.0691915 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.00159504 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.00635755 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.00145373 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0623896 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0307099 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.10614 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00999016 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.00912577 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.00692861 # DEPENDENCYPART_SIBL
(19,13),(19,20),0.0213227 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.108919 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.129076 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0676295 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.128377 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.0165303 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0167145 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0157392 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0174639 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0634118 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00319645 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0177045 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0142251 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0150213 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.00510762 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00695274 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.385358 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.573323 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.232056 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.304507 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.687498 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.407029 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.501389 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.176718 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.454516 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0407995 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.687158 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.063446 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.100612 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),2.1934 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.142709 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.382674 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.229803 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.0557883 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0166638 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.440825 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.266662 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.0480971 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0709191 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.209648 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.32922 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0745957 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.629805 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.0276806 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.240242 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.211243 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.105659 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),2.2485 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.572306 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.401933 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.139409 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.211861 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.77614 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.951227 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.151074 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.123277 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.18075 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.528712 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),0.0707592 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.751789 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0594126 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.018209 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.238589 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.32577 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),2.37685 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.337012 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.615067 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.386644 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.575879 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.179038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.146378 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.456995 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0656433 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.242465 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0778581 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.9307 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.523536 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.322185 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0219297 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.094368 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.521938 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.466298 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.541826 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.177595 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.0166597 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.137854 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.0788755 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.181027 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.17107 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.381669 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.347896 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.311573 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),1.81448 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.756099 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.400282 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.223332 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.295785 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.718824 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.811174 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.619334 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.231244 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.381444 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.523566 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.444944 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.161514 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.0735284 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.34069 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),0.0483683 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),2.23385 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.382674 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),0.229803 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),-0.0557883 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),0.0166638 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.251351 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.281535 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.409272 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.0819341 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.315845 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.00204903 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.170042 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.0846943 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.154848 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.999356 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.232515 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.331783 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.416461 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),2.2485 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.533682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.0426349 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.0109924 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.054814 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.145713 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.146778 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.167236 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.360412 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.201039 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.23417 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.104733 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.453166 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.221005 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.175711 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.493503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0855094 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.019639 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.010195 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.0679603 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.0704612 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.200492 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.143252 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.219971 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.493503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.0855094 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.019639 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.110103 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.200492 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.143252 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.219971 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.39722 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.494405 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.524983 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.07263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.232775 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.370877 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.279919 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.595137 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.79036 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.60187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.0709508 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0217557 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.127293 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.166197 # DEPENDENCYPART_GRANDPAR
(3,4),(4,19),-0.171755 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.697414 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.595137 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.79036 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.60187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.243046 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.166197 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.171755 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.697414 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.861985 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.15532 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.634385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.143853 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.00574995 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.167914 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.373996 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.314856 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.223807 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.404609 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.35157 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.138394 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.301193 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.706959 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.353518 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.628006 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.153447 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.675041 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.833088 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.697113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.170911 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.0328087 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.00110073 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.114071 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.367307 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.233841 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.428863 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.36235 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.245825 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.379019 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.732343 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.413012 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.651482 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.208271 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.623969 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.647341 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.84997 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),0.233625 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.0955227 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.0360943 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0846679 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.264313 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.358686 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.203365 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.104879 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.709254 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.623847 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.154224 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.720301 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.77183 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.622596 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.161357 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.0232409 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),-0.0161218 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.105445 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.281723 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.386353 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.224745 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.407171 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.130304 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.446444 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.68983 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.408436 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.606858 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.191642 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.710284 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.848965 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.600258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.294158 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.156056 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.104292 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0326752 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.270539 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.245006 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.30089 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.219513 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.00315465 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.678419 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.330182 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.597558 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.12872 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.565884 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.202059 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.285593 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.325607 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.344335 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.411695 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.619518 # DEPENDENCYPART_GRANDPAR
(3,19),(19,2),-1.15532 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.634385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),0.143853 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),0.00574995 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.0803094 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.22197 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.366333 # DEPENDENCYPART_GRANDPAR
(3,19),(19,9),-0.469751 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.34627 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.486836 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.44708 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.192449 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.434325 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.543894 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.793099 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.404684 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.711 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.675041 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.233696 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.839534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.337102 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.139136 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.293217 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.238934 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.845006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.342574 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.84944 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.522345 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.445595 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.702079 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-0.518466 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.608027 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.627344 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.729674 # DEPENDENCYPART_GRANDPAR
(4,3),(3,19),-0.775474 # DEPENDENCYPART_GRANDPAR
(4,3),(3,20),-0.89193 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.555804 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.631934 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.609236 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.423429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,10),-0.163108 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.429612 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.615943 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.574396 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.65546 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.676243 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.456173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0462588 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.210998 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.107974 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.18775 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.133684 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.213921 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.130597 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.29668 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.182617 # DEPENDENCYPART_GRANDPAR
