# _root_ Szakmai ártalom talán , hogy jobb híján statisztikát készítek róluk magamban , hátha kiderül az élet e mindennapi jelenetéből valami .
#goldHeads=2,5,5,5,0,7,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
#predictedHeads=2,5,5,5,0,8,9,9,5,9,9,9,14,9,16,19,19,19,14,14,5,
(0,9),(9,21),2.37476 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.355194 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.401934 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0586163 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.755302 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.273165 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.219794 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.108814 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),-0.0696833 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.226775 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.111561 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),2.03054 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.561844 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.401933 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.106575 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.29888 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.0586176 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.755299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.185789 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.0696897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.111567 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),2.03054 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.414732 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.418862 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.287905 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.266636 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.114533 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),-0.00595607 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.102127 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.2016 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.398264 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.28748 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.0573014 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.0972514 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.362105 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),-0.609902 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0173843 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.346207 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),-0.170455 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.0252821 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),-0.393013 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),2.41491 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.350847 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.0613426 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.643198 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.230724 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.13339 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.133312 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.108028 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.362524 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.232492 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.608238 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),1.92254 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.146792 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),1.93954 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.450145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.149192 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.146518 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.198113 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.349913 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.151396 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.206738 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.339264 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.255897 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.285115 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.300005 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.225002 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.561424 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.394511 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.663414 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.43563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0553179 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.103728 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0413823 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.35329 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.22503 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.412876 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.374457 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.306471 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.302028 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.428176 # DEPENDENCYPART_GRANDPAR
(1,5),(5,21),-0.573829 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.446891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.156394 # DEPENDENCYPART_GRANDPAR
(1,9),(9,3),-0.149211 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.225203 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.212948 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.242977 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.0748874 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.207907 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.180785 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.27391 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.257674 # DEPENDENCYPART_GRANDPAR
(1,9),(9,13),-0.224962 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.146886 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.416642 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.459129 # DEPENDENCYPART_GRANDPAR
(1,9),(9,17),-0.325915 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.3487 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.291342 # DEPENDENCYPART_GRANDPAR
(1,9),(9,21),-0.549743 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.448263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),-0.171301 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.14883 # DEPENDENCYPART_GRANDPAR
(1,14),(14,4),-0.218312 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.211336 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.244349 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.0757667 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.222814 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.317615 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),-0.242289 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.308351 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.356909 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.28615 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.416654 # DEPENDENCYPART_GRANDPAR
(1,14),(14,16),-0.456789 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.327047 # DEPENDENCYPART_GRANDPAR
(1,14),(14,18),-0.346276 # DEPENDENCYPART_GRANDPAR
(1,14),(14,19),-0.289001 # DEPENDENCYPART_GRANDPAR
(1,14),(14,20),-0.340369 # DEPENDENCYPART_GRANDPAR
(1,14),(14,21),-0.545367 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.366269 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.420694 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.334696 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.558114 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.478169 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.511494 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.440124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.119811 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0380028 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.186145 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.0185403 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.113174 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.271502 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.193497 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.044587 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.182288 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.193702 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.361118 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.54422 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.547935 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.549125 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.416699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0426984 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0857023 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.0337501 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.148636 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),0.0736869 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.147441 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.0774592 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.070025 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.174254 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.411762 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.505879 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.408369 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.00267802 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0694669 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.0619783 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.062812 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.138294 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.310752 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.493858 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.52769 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.486837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),0.0531044 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.171987 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),0.0128065 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.0451591 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),0.0350671 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.10565 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.153405 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.0182229 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.0794266 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.142225 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.182926 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.304787 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.296502 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.236444 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.548408 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.478418 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.486498 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.918647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.581662 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.437266 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.462162 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.691582 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.0625966 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.92242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.600408 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.570887 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.438512 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.472994 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.397736 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.401938 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.567953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.285459 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.236222 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.137802 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.229175 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.407108 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.332807 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.462793 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.48056 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.549282 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.383306 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.375655 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.445309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.212264 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0383251 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.118158 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.159096 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.152204 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.33476 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.382749 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.388403 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.621139 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.376491 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.358187 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.543171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.241856 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.214921 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.0663179 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.337277 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.295625 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.236436 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.4237 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.431601 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.563275 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.180683 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0670685 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.177806 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0825354 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.344548 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.37497 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.642608 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.396325 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.418511 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.501988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.334284 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.0919449 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.174927 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0351925 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.088507 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.235964 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.212159 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.298393 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.266603 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.324462 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.379536 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.296751 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.378159 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.429254 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.236682 # DEPENDENCYPART_GRANDPAR
(3,9),(9,21),-0.540699 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),-0.246926 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.0483386 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0837851 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0589842 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.323838 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.308252 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.377754 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.332526 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.470842 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.273334 # DEPENDENCYPART_GRANDPAR
(3,10),(10,21),-0.615051 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.342314 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.0483386 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.174916 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0486849 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0837852 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.0589847 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.283601 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.332533 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.27334 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.615051 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.396382 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.418819 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.501671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.327756 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.0899922 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.176321 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.0360944 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.103244 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.0899356 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.178775 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.217657 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.364411 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.209178 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.379838 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.2947 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.37958 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.427119 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.234632 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.340316 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.536612 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.253092 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.409395 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.457163 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.316001 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.4237 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.177806 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.0825354 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.217338 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.252493 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.403234 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.251795 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.397541 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.40813 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.0183562 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.260783 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.650363 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,9),-0.417278 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.438266 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0947725 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.157641 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.322685 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.187313 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.100162 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.427235 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0706341 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.104418 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.252328 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.655908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.134872 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.0857279 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.248 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.425453 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.188338 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.255076 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.267229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.446441 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.66496 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.555972 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-0.968429 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.395612 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.632558 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.486936 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.74321 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.18697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),0.321093 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),0.347945 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),0.147374 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),0.143465 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.127522 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.0690161 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.654093 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.439254 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.691551 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.49241 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.763413 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.278992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.192902 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.264147 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.19388 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.228187 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.6022 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.66215 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-1.00805 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.782939 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-1.07197 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.222775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.297778 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.344991 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.351727 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),0.287632 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),0.0209391 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.106191 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.206145 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.215273 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.53717 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),0.00151655 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.144671 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.121081 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),0.111383 # DEPENDENCYPART_GRANDPAR
(5,9),(9,21),-0.588599 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.597715 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.143794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
