# _root_ Ám csak egy banktól lehet igényelni a termények — búza , kukorica , rozs és árpa — termelési költségeire felvett éven belüli hitel törlesztésének halasztását .
#goldHeads=5,6,4,6,0,5,8,19,19,16,16,16,16,16,16,19,19,19,20,23,22,23,24,5,6,5,
#predictedHeads=5,6,4,6,0,5,8,19,19,12,12,19,19,19,19,19,19,19,20,21,22,23,24,25,6,5,
(16,15),(15,6),-0.383403 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.236465 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.98483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.357238 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.378924 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.468978 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.650243 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-0.651973 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.762677 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.696151 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.622879 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.469394 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.535529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.135965 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.126136 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.27663 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.901542 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.606 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.983493 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.639696 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.895363 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.602188 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.685414 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.480867 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.446342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.166468 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.153435 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0700136 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.015115 # DEPENDENCYPART_GRANDPAR
(16,21),(21,3),-0.920861 # DEPENDENCYPART_GRANDPAR
(16,21),(21,4),-0.765142 # DEPENDENCYPART_GRANDPAR
(16,21),(21,7),-1.27663 # DEPENDENCYPART_GRANDPAR
(16,21),(21,8),-0.901542 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.606 # DEPENDENCYPART_GRANDPAR
(16,21),(21,10),-0.983493 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.639697 # DEPENDENCYPART_GRANDPAR
(16,21),(21,12),-0.895363 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.602188 # DEPENDENCYPART_GRANDPAR
(16,21),(21,14),-0.685414 # DEPENDENCYPART_GRANDPAR
(16,21),(21,15),-0.480867 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.448495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),-0.16648 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.153435 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.157406 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.176742 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.0537503 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.235012 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.765142 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.27663 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-0.901542 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.606 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.639696 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.602188 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.685414 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.480867 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.448475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.166468 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.153447 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.157426 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.176754 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.106706 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.0941487 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.234829 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-0.765142 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.901542 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.606 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-0.983493 # DEPENDENCYPART_GRANDPAR
(16,24),(24,11),-0.639696 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.895363 # DEPENDENCYPART_GRANDPAR
(16,24),(24,13),-0.602188 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.685414 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.480867 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-0.448475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),-0.166468 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.153447 # DEPENDENCYPART_GRANDPAR
(16,24),(24,19),0.157426 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.176754 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.106706 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.0941487 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),0.0673742 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.236558 # DEPENDENCYPART_GRANDPAR
(16,25),(25,8),-0.901542 # DEPENDENCYPART_GRANDPAR
(16,25),(25,9),-0.606 # DEPENDENCYPART_GRANDPAR
(16,25),(25,10),-0.983493 # DEPENDENCYPART_GRANDPAR
(16,25),(25,11),-0.639696 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.895363 # DEPENDENCYPART_GRANDPAR
(16,25),(25,13),-0.602188 # DEPENDENCYPART_GRANDPAR
(16,25),(25,14),-0.685414 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.480867 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.448475 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),-0.166468 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.153447 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.157426 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.176754 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.106706 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),0.0941487 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.0673742 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.113888 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.422705 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.339431 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.37033 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.345117 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.299875 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.00568969 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-0.694197 # DEPENDENCYPART_GRANDPAR
(18,2),(2,24),-0.676586 # DEPENDENCYPART_GRANDPAR
(18,2),(2,25),-0.60989 # DEPENDENCYPART_GRANDPAR
(18,2),(2,26),-0.79877 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.239351 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.204673 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.350828 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.272205 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.0648051 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.295845 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.180249 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.0853638 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.231177 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.0316764 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.207222 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.0894809 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.0241422 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.00294426 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-0.845937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,20),-0.427437 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.750535 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-0.501579 # DEPENDENCYPART_GRANDPAR
(18,5),(5,23),-0.744146 # DEPENDENCYPART_GRANDPAR
(18,5),(5,24),-0.726536 # DEPENDENCYPART_GRANDPAR
(18,5),(5,25),-0.65984 # DEPENDENCYPART_GRANDPAR
(18,5),(5,26),-0.796204 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.146255 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.0411119 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.0162031 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),0.0775721 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.340555 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.415676 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.112145 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0500606 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.112731 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.857799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.608807 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.736934 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.719323 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.652627 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.146255 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),0.00981642 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.0251849 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.0411119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),0.135377 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.0162031 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),0.0775721 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.088104 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.168332 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.0255345 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.888901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.651612 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.786071 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.779738 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.762128 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.695432 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.803476 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.637058 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.565728 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.564449 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.435233 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.320176 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.435754 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.305348 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.43257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.123603 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.0986216 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.184593 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.294786 # DEPENDENCYPART_GRANDPAR
(19,8),(8,25),-0.951186 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.504089 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.271477 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.0981047 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.489633 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.471377 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.184076 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.29737 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.45302 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.127925 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.057499 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.317334 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.25203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,21),-0.66236 # DEPENDENCYPART_GRANDPAR
(19,10),(10,23),-0.775513 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.918528 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.951186 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.74934 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.260039 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.0838716 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.449555 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.162255 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.328118 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.441582 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.116487 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.437865 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0725506 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.0510191 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.66236 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.775513 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.918528 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-0.951186 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.74934 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),0.294786 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.44982 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.436375 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.0780256 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.559149 # DEPENDENCYPART_GRANDPAR
(19,15),(15,5),-0.617259 # DEPENDENCYPART_GRANDPAR
(19,15),(15,6),-0.325633 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.325743 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.208069 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),0.494627 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.19046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,23),-0.713937 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.856951 # DEPENDENCYPART_GRANDPAR
(19,15),(15,25),-0.88961 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),0.294786 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.453537 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.128442 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.44982 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.0845055 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.436375 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.0780256 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.297702 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.0104216 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.231629 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.57863 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.25203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.66236 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.775513 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.918528 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.951186 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.74934 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.197008 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.456977 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.161517 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.0972536 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.185794 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.141692 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.10845 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.850758 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.596798 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.86427 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.712152 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.366895 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.73643 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.577862 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),0.0619048 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.742664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,3),-0.608886 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.967136 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-0.289847 # DEPENDENCYPART_GRANDPAR
(19,21),(21,8),-0.930523 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.501741 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.926806 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.458534 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.914312 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.452054 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.774688 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.378367 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.798965 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.599834 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),0.00904939 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.654127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.408395 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.298714 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.441725 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.263139 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.443321 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.315602 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.383118 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.110443 # DEPENDENCYPART_GRANDPAR
(20,1),(1,25),-0.623774 # DEPENDENCYPART_GRANDPAR
(20,1),(1,26),-0.740813 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.465206 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.511298 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.3931 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.408088 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.134236 # DEPENDENCYPART_GRANDPAR
(20,2),(2,23),-0.606111 # DEPENDENCYPART_GRANDPAR
(20,2),(2,24),-0.634675 # DEPENDENCYPART_GRANDPAR
(20,2),(2,25),-0.588303 # DEPENDENCYPART_GRANDPAR
(20,2),(2,26),-0.747735 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),-0.352471 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.246033 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.425048 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.255823 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.35227 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.0731246 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.0171829 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.0408617 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.222566 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.0317998 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.172326 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.260225 # DEPENDENCYPART_GRANDPAR
(20,10),(10,21),-0.670634 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.691653 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.720217 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-0.673845 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.752441 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.0182166 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.134232 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.116934 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),0.0118714 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.46633 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.523889 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.240691 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.211305 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.000205336 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.042696 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.181756 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.648848 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-0.677412 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.63104 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.0182166 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),0.0408617 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.222566 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.134232 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),0.00787473 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.116934 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),0.0118714 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.0729698 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.000177925 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.139016 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.0277219 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.260225 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.670634 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.691653 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-0.720217 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.673845 # DEPENDENCYPART_GRANDPAR
(20,16),(16,26),-0.752441 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.347462 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.495292 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.247067 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.140278 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.19928 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.136068 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.86111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,7),-0.0202287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,8),0.0347874 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.224578 # DEPENDENCYPART_GRANDPAR
(20,19),(19,10),-0.140307 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),0.00586262 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.123008 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),0.00985926 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0790441 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.00219004 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0312563 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0580888 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.0077401 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-0.903132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.670634 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.623157 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.553909 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.154997 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.337493 # DEPENDENCYPART_GRANDPAR
(21,3),(3,26),-0.699778 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.507973 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.418292 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.405129 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.176126 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.350927 # DEPENDENCYPART_GRANDPAR
(21,4),(4,26),-0.74082 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.405129 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.369643 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.942116 # DEPENDENCYPART_GRANDPAR
(21,8),(8,25),-0.824902 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),-0.507456 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.417775 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.404612 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.40341 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.202404 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.369126 # DEPENDENCYPART_GRANDPAR
