# _root_ A Gazdasági_Minisztérium utasítja az ITD_Hungary vezérigazgatóját , hogy dolgozzanak ki olyan térségi programokat , amelyek lehetővé teszik a bányászok foglalkoztatását .
#goldHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
#predictedHeads=2,3,0,5,6,3,3,3,3,9,13,13,9,9,17,17,11,19,20,17,3,
(17,10),(17,12),-0.0395793 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00356711 # DEPENDENCYPART_SIBL
(17,10),(17,14),0.0219261 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.121453 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0484522 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0620315 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.0459349 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0459349 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0556919 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.0946608 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.117523 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.0277711 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.284722 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.105782 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.0833587 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.106292 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.106292 # DEPENDENCYPART_SIBL
(17,11),(17,21),-0.0923761 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.000501503 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0708012 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.105103 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.03473 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.00480876 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0214161 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0214167 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0111576 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.173951 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0974184 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.033206 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0167357 # DEPENDENCYPART_SIBL
(17,13),(17,19),0.00811367 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.00811437 # DEPENDENCYPART_SIBL
(17,13),(17,21),0.022304 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.123084 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0499618 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.00510539 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0134067 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0134076 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0540768 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00413001 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0322985 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0116426 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0116426 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0340083 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.00118152 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0298945 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0298951 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0160243 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0123382 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.0123382 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0208203 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.00727831 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0159157 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0159157 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0757132 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.0623753 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.0526015 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0395403 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0462774 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.663784 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0130776 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0181252 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.641687 # DEPENDENCYPART_SIBL
(20,5),(20,15),0.0247669 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.0574968 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.152909 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.317123 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.019257 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.041682 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.0603023 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.3686 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0757131 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0623754 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.100681 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0526016 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0605287 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.00711553 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.641687 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0247669 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0572581 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.152909 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.317123 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0192866 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.0416198 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0596225 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0148586 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.139352 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.408123 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0566796 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0238545 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0395403 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0848552 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0462774 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.0520752 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.00369832 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.11232 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.663784 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.00600044 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.00522586 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.353507 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0506839 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.120163 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0120855 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0285178 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0416736 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.0192127 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.857648 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.129028 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.177629 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.3772 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.254352 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.189576 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.244183 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.0540167 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.270178 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),2.11069 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.0314744 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.435557 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.248188 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.0865075 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.135109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.299726 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.331588 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.0229053 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.191143 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),-0.415468 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.230109 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.0967602 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.24669 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.301776 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.112866 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0582735 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.0825705 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.195837 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),2.29417 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.807218 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.882764 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.250942 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.299544 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.670075 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.131122 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.185726 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.0638122 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.226009 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),0.194209 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.0485003 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),0.217613 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),0.0663895 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),2.27952 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.0314744 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.435557 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.415291 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.35372 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.118711 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.0701093 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.140436 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.143369 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.191143 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.415468 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.230109 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),-0.0967602 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.24669 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.301776 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.112866 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.0582735 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.0825705 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),0.195837 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),2.29417 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.747746 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),0.0317297 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.235082 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.134275 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.0796744 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.161209 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.27796 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.147244 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),0.131165 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),1.91759 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.648802 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.0283578 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.0202438 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.283415 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.0831622 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.01927 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.429587 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.327168 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.00566129 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.555791 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.317491 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.220315 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),-0.313202 # DEPENDENCYPART_GRANDPAR
(0,11),(11,20),-0.0347941 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),1.77974 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.0364176 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.459173 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.419408 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.348777 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.0950953 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.0464936 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.156231 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.140952 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.248664 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.0281278 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),-0.693879 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.321013 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.27932 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.103195 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.561786 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.211383 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.554923 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0744925 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),0.203915 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),2.28895 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.623013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.07048 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.250787 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.314348 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.114812 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.15399 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.162741 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.303546 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.278425 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.287771 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.301576 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.560879 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.899295 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.638338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.214597 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.12988 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.174175 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.17722 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.130671 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.378071 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.196202 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.223938 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.410212 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.151622 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.216931 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.195258 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.727137 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.20863 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.325691 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.280362 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.554395 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.962016 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.12547 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.284865 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.962016 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.47892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.43403 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.12547 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0304791 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.0930334 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.284865 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.172939 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.116943 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.301902 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.537542 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.563504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.44655 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.115065 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.159361 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0700631 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.459875 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.244426 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.417306 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.225811 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.261115 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.735326 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.290187 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.354766 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.528338 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.899295 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.638338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.454975 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.142583 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.188159 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.232454 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.194556 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.121126 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.196202 # DEPENDENCYPART_GRANDPAR
(2,9),(9,11),-0.223938 # DEPENDENCYPART_GRANDPAR
(2,9),(9,12),-0.410212 # DEPENDENCYPART_GRANDPAR
(2,9),(9,13),-0.151622 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.216931 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.195258 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.727137 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.20863 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.325691 # DEPENDENCYPART_GRANDPAR
(2,9),(9,20),-0.280362 # DEPENDENCYPART_GRANDPAR
(2,9),(9,21),-0.554395 # DEPENDENCYPART_GRANDPAR
(2,11),(11,3),-0.494119 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.184913 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.229209 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.115873 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.122069 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.326237 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.390303 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.208587 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.209359 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.233 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.708764 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.181951 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.382878 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.33755 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.596536 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.962016 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.47892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.43403 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.125488 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.0304793 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0747746 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0660362 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.0876953 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.266148 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.131875 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.220084 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.128985 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.118299 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.642167 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.116943 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.347773 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.301903 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.537542 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.899295 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.627481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.456603 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.143868 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.177301 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.221596 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.190342 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.12392 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.288721 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.0986397 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.174953 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.192665 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.200159 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.230053 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.108297 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.514052 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.517656 # DEPENDENCYPART_GRANDPAR
(2,17),(17,19),-0.323867 # DEPENDENCYPART_GRANDPAR
(2,17),(17,20),-0.278539 # DEPENDENCYPART_GRANDPAR
(2,17),(17,21),-0.558119 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.308947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.398049 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.39386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.502977 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.535931 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.53886 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.409943 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.248009 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.746436 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.526487 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.859104 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-1.41642 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.205275 # DEPENDENCYPART_GRANDPAR
(3,5),(5,4),0.198969 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.256837 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.205275 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.385922 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.88988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.198969 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.10201 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0850647 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),0.256837 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0845869 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.356734 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.308896 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.987231 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.37461 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-1.1506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),-0.247359 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.280313 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.448603 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.317502 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.363503 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.617344 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.298303 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.407592 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.657832 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.929306 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.691778 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-1.19697 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),0.11531 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),0.0584377 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.945121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.119381 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.0141097 # DEPENDENCYPART_GRANDPAR
