# _root_ — Ha bármilyen módon tudomásunkra jutott , hogy egy elhunyt nem járul hozzá szervei átültetéséhez , eddig sem nyúltunk a tetemhez .
#goldHeads=19,19,4,6,6,19,6,6,10,12,12,6,12,15,12,19,19,19,0,21,19,19,
#predictedHeads=6,6,4,6,6,0,6,6,10,12,12,6,12,15,12,12,19,19,12,21,19,6,
(19,5),(19,16),0.0956371 # DEPENDENCYPART_SIBL
(19,5),(19,17),0.0256048 # DEPENDENCYPART_SIBL
(19,5),(19,18),0.0501505 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0207151 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0106718 # DEPENDENCYPART_SIBL
(19,5),(19,22),0.00695274 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0826511 # DEPENDENCYPART_SIBL
(19,6),(19,8),-0.0523988 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0788895 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0260437 # DEPENDENCYPART_SIBL
(19,6),(19,11),-0.00210502 # DEPENDENCYPART_SIBL
(19,6),(19,12),-0.0335381 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.02188 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0260221 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0260221 # DEPENDENCYPART_SIBL
(19,6),(19,16),0.0826511 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.00379046 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.00968551 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0332324 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0106251 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.0167263 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.0307099 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.179384 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0122032 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0222991 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0158325 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.0330021 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.00692861 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00692861 # DEPENDENCYPART_SIBL
(19,7),(19,16),0.00513268 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0153935 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.0177728 # DEPENDENCYPART_SIBL
(19,7),(19,20),-0.0116264 # DEPENDENCYPART_SIBL
(19,7),(19,21),-0.0180136 # DEPENDENCYPART_SIBL
(19,7),(19,22),0.0213227 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.107516 # DEPENDENCYPART_SIBL
(19,8),(19,10),-0.128393 # DEPENDENCYPART_SIBL
(19,8),(19,11),-0.00106147 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.0812401 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.0464728 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.128377 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.128377 # DEPENDENCYPART_SIBL
(19,8),(19,16),0.227069 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0246152 # DEPENDENCYPART_SIBL
(19,8),(19,18),0.00401645 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.042521 # DEPENDENCYPART_SIBL
(19,8),(19,21),-0.019771 # DEPENDENCYPART_SIBL
(19,8),(19,22),0.0165303 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0179305 # DEPENDENCYPART_SIBL
(19,9),(19,11),-0.080926 # DEPENDENCYPART_SIBL
(19,9),(19,12),-0.00793612 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.0788316 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0192114 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0192114 # DEPENDENCYPART_SIBL
(19,9),(19,16),0.0703436 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.0570475 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0545299 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.00743305 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.0280789 # DEPENDENCYPART_SIBL
(19,9),(19,22),-0.110279 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0315907 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.00899302 # DEPENDENCYPART_SIBL
(19,10),(19,13),0.0101326 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.026297 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.026297 # DEPENDENCYPART_SIBL
(19,10),(19,16),0.100531 # DEPENDENCYPART_SIBL
(19,10),(19,17),0.0281077 # DEPENDENCYPART_SIBL
(19,10),(19,18),0.0526534 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0207203 # DEPENDENCYPART_SIBL
(19,10),(19,21),-0.0106817 # DEPENDENCYPART_SIBL
(19,10),(19,22),0.00691464 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.0241245 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0403963 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0367625 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0367625 # DEPENDENCYPART_SIBL
(19,11),(19,16),0.105898 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0231858 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0016832 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0679541 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.00207447 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00775645 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.019805 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0263397 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.0263397 # DEPENDENCYPART_SIBL
(19,12),(19,16),0.0793449 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.0017155 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.00761055 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0321 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00872941 # DEPENDENCYPART_SIBL
(19,12),(19,22),0.0157563 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.0245635 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.0245635 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.00713396 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.0444042 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.01575 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.075523 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.00457926 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.00594454 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0309984 # DEPENDENCYPART_SIBL
(19,14),(19,16),0.0956371 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.0256048 # DEPENDENCYPART_SIBL
(19,14),(19,18),0.0501505 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0207151 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0106718 # DEPENDENCYPART_SIBL
(19,14),(19,22),0.00695274 # DEPENDENCYPART_SIBL
(19,15),(19,16),0.0956371 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0256048 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0501505 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0207151 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0106718 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00695274 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0153935 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.0177728 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0116264 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0180136 # DEPENDENCYPART_SIBL
(19,16),(19,22),0.0213227 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00488757 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0670325 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.0381297 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0159003 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0724211 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0265636 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.0343297 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0110333 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.0284786 # DEPENDENCYPART_SIBL
(19,21),(19,22),-1.62179e-05 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.063396 # DEPENDENCYPART_SIBL
(21,9),(21,18),0.0347935 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.613107 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.107868 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.41429 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.413063 # DEPENDENCYPART_SIBL
(0,2),(2,1),0.942933 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.156505 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.0913202 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.726358 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.347896 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.481012 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.172956 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.317531 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.264985 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.239536 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.437783 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),0.0697238 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),1.94208 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.662575 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.688925 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.163163 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.0482507 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.665223 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.690933 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.160228 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.112973 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.474408 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.336639 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.456891 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),1.90377 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),1.06692 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.537769 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.262691 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.0777165 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.19003 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.403402 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),0.471869 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.0520803 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.179741 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),0.130159 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),-0.0924157 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.141534 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.0186917 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.295042 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.134855 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),-0.0563121 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),0.250411 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),0.193175 # DEPENDENCYPART_GRANDPAR
(0,6),(6,22),2.09957 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),1.04404 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.854945 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.440079 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.175359 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),0.784027 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.767282 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.200158 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.278186 # DEPENDENCYPART_GRANDPAR
(0,8),(8,13),-0.0574077 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.292187 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.169345 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.236093 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.398437 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.0425212 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),2.0726 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.880856 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.242683 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.727318 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.351966 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),0.312899 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.102119 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.262853 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.140011 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.354774 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.228173 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),0.0718556 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),1.7347 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.06683 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.527096 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.257348 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.0734527 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.194294 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.307645 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.237643 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.00842774 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.824373 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),-0.276025 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.0466951 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.101261 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.16274 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.0398977 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.288574 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.1437 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.0651573 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.24441 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.863314 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.171969 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),2.08725 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.882603 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.83844 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.174731 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.66632 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.33779 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.284355 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.170071 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.359154 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.2506 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.188242 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.0654 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.388023 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.146466 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.671715 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.289522 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.255996 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.25395 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.131108 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.243791 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),0.245093 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.112631 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),1.74016 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),1.06683 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.527096 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.0734527 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.194294 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),0.307645 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.237643 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),-0.00842774 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.824373 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.276025 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),-0.0466951 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.105717 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.26006 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.367958 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.245116 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.129284 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.279552 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.163316 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.863314 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),0.171969 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),2.08725 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.792889 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.321913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0120984 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.0965293 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.792889 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.317872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.0171336 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0919656 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.0935825 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.118871 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.337316 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.816718 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.11568 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.368874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0612162 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0440961 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.00650574 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.019859 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.00765789 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.320908 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.324369 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.158868 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.421142 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.528388 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.266145 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.0645742 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.439729 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.148778 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.377312 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.0657166 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.813834 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.817636 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.289374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,4),0.123087 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.153494 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.108093 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.207109 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.228162 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0737739 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.311216 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.438213 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.17597 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),0.0748478 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.292219 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),0.0244584 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.649886 # DEPENDENCYPART_GRANDPAR
(2,10),(10,3),0.0171276 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.00463442 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.13602 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0236829 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.486145 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.201002 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-1.11477 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.371948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.0582948 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.0462716 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.0086812 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0858711 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.00876302 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.070885 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.550318 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.359234 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.436644 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.430146 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.545727 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.283484 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.0566103 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.448733 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.157781 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.376572 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.301067 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.0830562 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.82015 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.317872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,9),-0.483519 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.219647 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.327057 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.115784 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.428189 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.203925 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.443431 # DEPENDENCYPART_GRANDPAR
(2,14),(14,19),-0.337316 # DEPENDENCYPART_GRANDPAR
(2,19),(19,1),-1.11477 # DEPENDENCYPART_GRANDPAR
(2,19),(19,2),-0.371948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,19),(19,4),-0.0462716 # DEPENDENCYPART_GRANDPAR
(2,19),(19,5),-0.0086812 # DEPENDENCYPART_GRANDPAR
(2,19),(19,6),-0.0858711 # DEPENDENCYPART_GRANDPAR
(2,19),(19,7),0.00876302 # DEPENDENCYPART_GRANDPAR
(2,19),(19,8),-0.070885 # DEPENDENCYPART_GRANDPAR
(2,19),(19,9),-0.550318 # DEPENDENCYPART_GRANDPAR
(2,19),(19,10),-0.359234 # DEPENDENCYPART_GRANDPAR
(2,19),(19,11),-0.436644 # DEPENDENCYPART_GRANDPAR
(2,19),(19,12),-0.20482 # DEPENDENCYPART_GRANDPAR
(2,19),(19,13),-0.496919 # DEPENDENCYPART_GRANDPAR
(2,19),(19,14),-0.569828 # DEPENDENCYPART_GRANDPAR
(2,19),(19,15),-0.307585 # DEPENDENCYPART_GRANDPAR
(2,19),(19,16),-0.0359522 # DEPENDENCYPART_GRANDPAR
(2,19),(19,17),-0.528551 # DEPENDENCYPART_GRANDPAR
(2,19),(19,18),-0.219348 # DEPENDENCYPART_GRANDPAR
(2,19),(19,20),-0.301067 # DEPENDENCYPART_GRANDPAR
(2,19),(19,21),-0.0830562 # DEPENDENCYPART_GRANDPAR
(2,19),(19,22),-0.82015 # DEPENDENCYPART_GRANDPAR
(2,21),(21,9),-0.483519 # DEPENDENCYPART_GRANDPAR
(2,21),(21,17),-0.447663 # DEPENDENCYPART_GRANDPAR
(2,21),(21,18),-0.165188 # DEPENDENCYPART_GRANDPAR
(2,21),(21,20),-0.291989 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.429601 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.849575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.758793 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.68378 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.367474 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.407243 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.526048 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.417882 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.675871 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.501006 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.454061 # DEPENDENCYPART_GRANDPAR
(4,2),(2,21),-0.813167 # DEPENDENCYPART_GRANDPAR
(4,2),(2,22),-0.900497 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.745134 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.715162 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.884393 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.321238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.0259864 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),0.00531715 # DEPENDENCYPART_GRANDPAR
