# _root_ Bár sokan emlegetik következő áldozatként a Hyundait , elemzők rámutatnak , hogy helyzete több szempontból sem hasonlítható a Daewooéhoz .
#goldHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,10,10,10,19,10,10,
#predictedHeads=10,3,10,5,3,7,3,10,10,0,10,10,10,15,17,17,10,19,17,10,
(0,3),(3,16),0.179779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.105465 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.0842548 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),2.1052 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.835908 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.200452 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.767426 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.211963 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.804922 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.0984532 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.683125 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.158686 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.397108 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.0298686 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.330162 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),0.118413 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.657451 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.258116 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.0326505 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.0765606 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),1.8985 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.739008 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.00779326 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.476155 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),-0.0887816 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.0956917 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.806375 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.277607 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.0933979 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.107848 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.405182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.179283 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.215909 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.22559 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.118835 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.164625 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.0903107 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.60535 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.0694185 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),2.08198 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),1.02767 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.249274 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.943768 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.191142 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.465345 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.0920461 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.623037 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.252334 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.682567 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.775531 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.102054 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.138383 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.249248 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.256606 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.0600291 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),2.06733 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.233586 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0205674 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.283649 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.0144467 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.157456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.172268 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.089406 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),1.78685 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.835918 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.200462 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.767437 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.255084 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.118214 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),0.176526 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),0.0420642 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.506226 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.32902 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.0959196 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.165104 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.350893 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.147373 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.275876 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.0620733 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),1.70014 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.265423 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-0.0772154 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.95198 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.396552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.0711707 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0274653 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),0.104841 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0942956 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.165732 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.16499 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.260282 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.669996 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.446422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.116438 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.00699314 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),0.0582209 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.282081 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.140916 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.236012 # DEPENDENCYPART_GRANDPAR
(1,3),(3,9),-0.204413 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.153688 # DEPENDENCYPART_GRANDPAR
(1,3),(3,11),-0.311131 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.231487 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.386024 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.215656 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.281347 # DEPENDENCYPART_GRANDPAR
(1,3),(3,16),-0.147338 # DEPENDENCYPART_GRANDPAR
(1,3),(3,17),-0.198631 # DEPENDENCYPART_GRANDPAR
(1,3),(3,19),-0.197228 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.653163 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.439351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.00138364 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.0676535 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.173579 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.471807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0964145 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.0968468 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0137564 # DEPENDENCYPART_GRANDPAR
(1,5),(5,6),-0.333757 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.174371 # DEPENDENCYPART_GRANDPAR
(1,5),(5,8),-0.243748 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.232831 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.196747 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.419586 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.197901 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.315687 # DEPENDENCYPART_GRANDPAR
(1,5),(5,20),-0.730656 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0137564 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),0.0425951 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.403306 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.243748 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.232831 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.196747 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.197901 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.230683 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.446411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.116437 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.138335 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.0335594 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0569654 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.450137 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.256102 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.288044 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.312144 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.312228 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.23284 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.385706 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.215656 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.281029 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.147338 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.198631 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.45923 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.19691 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.656389 # DEPENDENCYPART_GRANDPAR
(1,12),(12,1),-0.409787 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,12),(12,2),0.0346052 # DEPENDENCYPART_GRANDPAR
(1,12),(12,3),-0.00594589 # DEPENDENCYPART_GRANDPAR
(1,12),(12,4),0.0718184 # DEPENDENCYPART_GRANDPAR
(1,12),(12,5),0.074912 # DEPENDENCYPART_GRANDPAR
(1,12),(12,7),-0.124225 # DEPENDENCYPART_GRANDPAR
(1,12),(12,8),-0.143493 # DEPENDENCYPART_GRANDPAR
(1,12),(12,9),-0.183661 # DEPENDENCYPART_GRANDPAR
(1,12),(12,10),-0.0997623 # DEPENDENCYPART_GRANDPAR
(1,12),(12,11),-0.218611 # DEPENDENCYPART_GRANDPAR
(1,12),(12,13),-0.386088 # DEPENDENCYPART_GRANDPAR
(1,12),(12,14),-0.211416 # DEPENDENCYPART_GRANDPAR
(1,12),(12,15),-0.288254 # DEPENDENCYPART_GRANDPAR
(1,12),(12,17),-0.209648 # DEPENDENCYPART_GRANDPAR
(1,12),(12,19),-0.202486 # DEPENDENCYPART_GRANDPAR
(1,12),(12,20),-0.575525 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.399459 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),-0.293982 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),-0.340612 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.197902 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.312368 # DEPENDENCYPART_GRANDPAR
(1,13),(13,17),-0.262423 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.227365 # DEPENDENCYPART_GRANDPAR
(1,13),(13,20),-0.732143 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.0989709 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.407308 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.1592 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.226586 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.218846 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.192608 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.301705 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.347024 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.404309 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.173365 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.228747 # DEPENDENCYPART_GRANDPAR
(1,17),(17,1),-0.438631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,17),(17,2),-0.00066314 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.066933 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),0.0517518 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.147385 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.216016 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.206824 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.160753 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.291134 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.311213 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.392494 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.171344 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.285676 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.128501 # DEPENDENCYPART_GRANDPAR
(1,17),(17,19),-0.218584 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),-0.703698 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.927921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.57792 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.487234 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.583407 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.645034 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.570547 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.514269 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.653103 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.656353 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.855233 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.914877 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.695035 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.991439 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.686441 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.512589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.150223 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.174712 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.189548 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.236339 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.243708 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.305412 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.10083 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.326264 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.236978 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.446544 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.328491 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.505588 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.285764 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.35557 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.421352 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.62412 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.607933 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.450024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.114848 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.324869 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.615553 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.556443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.139574 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0903983 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.238591 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.297478 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.272651 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.361515 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.139198 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.507789 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.31069 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.567693 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.713816 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0903983 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0948638 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.2186 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.272651 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.361515 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.139198 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.31069 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-0.48249 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.686441 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.512588 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.168471 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.11628 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.178724 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.243983 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.240351 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.312959 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.285845 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.327361 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.238332 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.446225 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.328491 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.505269 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.285764 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.35557 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.285411 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.421033 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.627346 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.620646 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.574822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,3),-0.19344 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.185028 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.17639 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.238017 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.259767 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.295387 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.129785 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.342323 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.501874 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.383608 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.567791 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.395063 # DEPENDENCYPART_GRANDPAR
(2,12),(12,19),-0.481869 # DEPENDENCYPART_GRANDPAR
(2,12),(12,20),-0.628132 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.058915 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.61751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.315025 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.236914 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.477372 # DEPENDENCYPART_GRANDPAR
(3,1),(1,8),-0.604227 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.686054 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.542071 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.564686 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.409034 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.674684 # DEPENDENCYPART_GRANDPAR
(3,1),(1,17),-0.816881 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-1.48207 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.271155 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.40044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.122453 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),0.0198948 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.220563 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.441389 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.468985 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.395986 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-1.32109 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.621054 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.131744 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-1.1207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,7),-0.104067 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.713807 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.219416 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.06113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.226103 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.100377 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0657323 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.167364 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),0.197699 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.127833 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.133963 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.166885 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.137372 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-1.07018 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.320005 # DEPENDENCYPART_GRANDPAR
(3,7),(7,4),0.226103 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),0.302412 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0230936 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.167364 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),0.197699 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.127833 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.166885 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.0482952 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.713807 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.219428 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-1.06084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.226976 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),0.302673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.023378 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),0.0622144 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.119782 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.104542 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.134609 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.166207 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.136726 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.290708 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.0476493 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.511764 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),0.122523 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-1.11486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.0941398 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.218242 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0561422 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.0222156 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.264201 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.112619 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.185528 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0749107 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.0863149 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.238356 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.18273 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0375109 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.394943 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.220713 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.0960498 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-1.08612 # DEPENDENCYPART_GRANDPAR
(3,12),(12,1),-0.745005 # DEPENDENCYPART_GRANDPAR
