# _root_ A francia hadseregben ma már mindenütt szolgálnak nők , még a haditengerészetnél és a légierőnél is , csak az idegenlégióban nem .
#goldHeads=3,3,7,7,7,7,0,7,7,16,12,13,16,15,13,7,7,21,20,21,7,7,
#predictedHeads=3,3,7,7,7,7,0,7,7,7,12,13,7,15,13,7,7,21,20,21,7,7,
(0,5),(5,16),0.139025 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.529104 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.346138 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),1.79454 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.0498029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.328286 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.314971 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),0.289261 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.156384 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.142654 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.0301603 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.3809 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.188942 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.576919 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),-0.204629 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.121513 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.637904 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),-0.268615 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.273243 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.446399 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.0278428 # DEPENDENCYPART_GRANDPAR
(0,7),(7,20),-0.322376 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),0.0418201 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),2.10487 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.0362487 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.253677 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.357398 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.409522 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.194189 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0256532 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.630138 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),0.460666 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.26858 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),-0.162984 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.226971 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),0.233494 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),0.0921283 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.280731 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),1.92152 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),0.414613 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.573369 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),0.384228 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.780534 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.0708317 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),0.340916 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),-0.364545 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),0.155734 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),-0.428531 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.027646 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.436638 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.0692715 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.482292 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),1.65332 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.359815 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),0.33491 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.119986 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0932065 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),0.870324 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.135711 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.696122 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.0490121 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.77645 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.363493 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.609685 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.484684 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.399609 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.398147 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.0484599 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.538444 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),0.0774972 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),2.0229 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.53725 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.541993 # DEPENDENCYPART_GRANDPAR
(0,16),(16,5),0.324456 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.101229 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.774106 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),0.0418273 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.633963 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.250136 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),-0.690701 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.186058 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.3719 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.751686 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.250045 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),0.442707 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.00956885 # DEPENDENCYPART_GRANDPAR
(0,16),(16,20),-0.371423 # DEPENDENCYPART_GRANDPAR
(0,16),(16,21),0.0341377 # DEPENDENCYPART_GRANDPAR
(0,16),(16,22),2.09304 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.766527 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.0813518 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.308929 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.277055 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.318885 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),0.245633 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.382871 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.327402 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),0.374429 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.343528 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),1.83198 # DEPENDENCYPART_GRANDPAR
(0,21),(21,3),0.486557 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.000318903 # DEPENDENCYPART_GRANDPAR
(0,21),(21,9),0.336011 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),-0.236751 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),-0.300738 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),0.401511 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.262271 # DEPENDENCYPART_GRANDPAR
(0,21),(21,20),-0.354498 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),1.75246 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.600349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,4),-0.0501755 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.877341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,2),-0.495594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0994319 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.250043 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.480995 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.316705 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.174103 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.355173 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.256981 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.31118 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.172243 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.612553 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.729513 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.0164243 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.311551 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.37468 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.399355 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.525962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.233722 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.357688 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.0462913 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),-0.0756683 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.21844 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),-0.0703797 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.144709 # DEPENDENCYPART_GRANDPAR
(3,4),(4,17),-0.0758352 # DEPENDENCYPART_GRANDPAR
(3,4),(4,20),-0.496954 # DEPENDENCYPART_GRANDPAR
(3,4),(4,22),-0.537027 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.399488 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.526167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.034165 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.35871 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.0470331 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.0632224 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.220051 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.207465 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0699826 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-0.144002 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.0633893 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.497629 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.518329 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.800606 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.415953 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.575663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.0143738 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0579788 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0284779 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.02952 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.110609 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.169718 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.257584 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.136986 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.122435 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.279772 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.251164 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-0.0752528 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.110775 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.206717 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-0.42715 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.0930495 # DEPENDENCYPART_GRANDPAR
(3,7),(7,22),-0.467666 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.20944 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.0249048 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.01624 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.0623039 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.141076 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.0130909 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.255254 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0249157 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0164069 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.491299 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.504885 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.145497 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.10579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,1),-0.270139 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.365348 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.10996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.652605 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.69673 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.97821 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.09958 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.68729 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.528342 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.694619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.380686 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.497307 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.512462 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.525963 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.545328 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.461207 # DEPENDENCYPART_GRANDPAR
(4,5),(5,16),-0.624971 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.475906 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.683585 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-0.800156 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.614481 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.707799 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.603099 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.725446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.218507 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.332884 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.445891 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.495583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.482305 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.431125 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.502109 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.458647 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.552803 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.555385 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.507671 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.459026 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.641472 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-0.640366 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.522181 # DEPENDENCYPART_GRANDPAR
(4,7),(7,22),-0.732909 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.634083 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.73542 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.616824 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.760217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.301548 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.37415 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.3109 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.513021 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.54112 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.547379 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.600655 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.681538 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.728929 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.685636 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.809415 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.527551 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.667896 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.201826 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.275258 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.445337 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.461498 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.569459 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.467489 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.622735 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.637305 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.478785 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.71296 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-0.707716 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-0.827443 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.57754 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.778095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.321593 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.389511 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.275993 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.373184 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.399446 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.459853 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.459964 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.418198 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.588269 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.523014 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.572345 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.531314 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.703545 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.607995 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.587042 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),-0.736135 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.577557 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.757667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.303902 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),-0.375681 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),-0.379811 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.497074 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.489077 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.438735 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.507184 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.54218 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.459649 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.628862 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.595456 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.553609 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.765872 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.678404 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.657371 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.74508 # DEPENDENCYPART_GRANDPAR
(4,20),(20,11),-0.507631 # DEPENDENCYPART_GRANDPAR
(4,20),(20,12),-0.435248 # DEPENDENCYPART_GRANDPAR
(4,20),(20,13),-0.399531 # DEPENDENCYPART_GRANDPAR
(4,20),(20,14),-0.62931 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.488524 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.552112 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.375121 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.646023 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.721782 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.168808 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.0404926 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),0.0669412 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.0927016 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.138585 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.917954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.64696 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.540876 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-0.917804 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.141402 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.177555 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.890099 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.64582 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.614365 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.515264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.466172 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-0.610159 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.740164 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-0.420404 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-0.698068 # DEPENDENCYPART_GRANDPAR
(5,4),(4,22),-0.909125 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.321912 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.438861 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.574379 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.504427 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.474022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.00191255 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.212082 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.166019 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.154417 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0211217 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.282985 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.249762 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.093306 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.260181 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.326875 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.0711583 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.176955 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),-0.306537 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.031769 # DEPENDENCYPART_GRANDPAR
(5,7),(7,22),-0.531511 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.342079 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.46707 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.589387 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.504601 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.552012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.0392177 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.244969 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.200819 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.231723 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.359559 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.336755 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.514904 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.283003 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.383111 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.623023 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.498631 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.475221 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.470741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,7),-0.229063 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.265932 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.157529 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.3656 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.273224 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.342796 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.471212 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.112239 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.268236 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),-0.389152 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.642243 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.504601 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.244597 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0861251 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.134564 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.023127 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.341525 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.548462 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.509495 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.581448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
