# _root_ Olyanok is egyszerűen együtt élnek csak , akiknek semmi kifogásuk sincs sem az egyházi , sem a világi esküvő ellen — írja Trost .
#goldHeads=5,5,5,5,22,5,5,11,10,11,1,11,11,13,11,11,19,19,20,11,22,0,22,22,
#predictedHeads=5,5,5,5,22,5,5,11,10,11,22,11,14,11,22,22,19,19,20,22,22,0,22,22,
(11,20),(20,16),-0.230119 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.177495 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.366714 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.117113 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.109693 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.286359 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.308166 # DEPENDENCYPART_GRANDPAR
(11,22),(22,2),-0.576429 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.595422 # DEPENDENCYPART_GRANDPAR
(11,22),(22,4),-0.119235 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.287885 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.00114401 # DEPENDENCYPART_GRANDPAR
(11,22),(22,7),-0.525927 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.103295 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),0.136255 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-0.96649 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),-0.232634 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.0295376 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),-0.132854 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.254468 # DEPENDENCYPART_GRANDPAR
(11,22),(22,16),-0.26029 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.296827 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.390205 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.232208 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.269508 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.266287 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.392854 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.88793 # DEPENDENCYPART_GRANDPAR
(11,23),(23,13),0.125848 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.209865 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.215581 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.1364 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.0961341 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.147611 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.200607 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.21456 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.118156 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0778425 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.194154 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.047097 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.0651891 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),-0.129339 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-0.837953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,14),-0.196754 # DEPENDENCYPART_GRANDPAR
(12,1),(1,15),-0.501583 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.436666 # DEPENDENCYPART_GRANDPAR
(12,1),(1,18),-0.564941 # DEPENDENCYPART_GRANDPAR
(12,1),(1,19),-0.554825 # DEPENDENCYPART_GRANDPAR
(12,1),(1,20),-0.411523 # DEPENDENCYPART_GRANDPAR
(12,1),(1,21),-0.623984 # DEPENDENCYPART_GRANDPAR
(12,1),(1,22),-0.413376 # DEPENDENCYPART_GRANDPAR
(12,1),(1,23),-0.51859 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),-0.845173 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0820827 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),0.0528564 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.0450093 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0894891 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.0586597 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0581045 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),-0.00793861 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.469016 # DEPENDENCYPART_GRANDPAR
(12,2),(2,20),-0.385335 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.627729 # DEPENDENCYPART_GRANDPAR
(12,2),(2,22),-0.526517 # DEPENDENCYPART_GRANDPAR
(12,2),(2,24),-0.810198 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.0699981 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.152686 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.0969507 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.163326 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.0278092 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.0082389 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),-0.0784054 # DEPENDENCYPART_GRANDPAR
(12,3),(3,22),-0.439037 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-0.782292 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.119673 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.09689 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.020039 # DEPENDENCYPART_GRANDPAR
(12,4),(4,22),-0.444663 # DEPENDENCYPART_GRANDPAR
(12,4),(4,24),-0.780649 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.12668 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.105688 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.101305 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.154475 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.153164 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.154351 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.253358 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.125016 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0904533 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),-0.155639 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.18427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.427496 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.466784 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.802232 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.782987 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.834978 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.591394 # DEPENDENCYPART_GRANDPAR
(12,5),(5,21),-0.93202 # DEPENDENCYPART_GRANDPAR
(12,5),(5,22),-0.765508 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.895271 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-1.03178 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0789252 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.113994 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.156171 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0485488 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.024248 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.00343379 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.35038 # DEPENDENCYPART_GRANDPAR
(12,6),(6,22),-0.446144 # DEPENDENCYPART_GRANDPAR
(12,6),(6,24),-0.781487 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0651818 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.835914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-0.196754 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.55528 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.0400383 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.169952 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.117013 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0708327 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.13288 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),0.0185844 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.366853 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0790245 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0648323 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0770916 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.123958 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.182185 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0215519 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.100307 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.174114 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0292405 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.0184254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.1846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.42783 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.467055 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.802482 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.783308 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.719086 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.83525 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.931254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.591415 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.932338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.766533 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.895019 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-1.0324 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.365072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.160687 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.105482 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.207497 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-0.509325 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.602167 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.666594 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.345984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.248802 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0669794 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.549206 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-0.630366 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.570682 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.629972 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.83575 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.564708 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.563356 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.689265 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.750992 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.397064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.211811 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.207092 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),-0.0814826 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0970261 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.183554 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.0259831 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.0320783 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.187297 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),0.0672311 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),0.0622188 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.380953 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.602167 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.249391 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.0626772 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.474782 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.130442 # DEPENDENCYPART_GRANDPAR
(12,19),(19,14),0.195396 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),-0.0665947 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.000246698 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.171868 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.174132 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.241401 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-0.582103 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-0.51576 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.626649 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.406164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,14),0.147641 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0804015 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.00487639 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.149962 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.22033 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0162886 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.237795 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),0.0434412 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-0.76097 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.919293 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.785801 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.847933 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.07831 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.756345 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.842283 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.85414 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-1.01197 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.9935 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.389989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.0917636 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.166518 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.146861 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.0112982 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.229343 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.201472 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.0640992 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),0.0380102 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.234331 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.0656052 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.407809 # DEPENDENCYPART_GRANDPAR
(12,23),(23,13),0.130442 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),-0.171868 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),0.0539681 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.282941 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.258598 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.243781 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.0845597 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.266858 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.213268 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.283486 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.139695 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.277646 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.199458 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.302507 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.172801 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-0.84732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.353507 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.38431 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.348228 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.486486 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.516887 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.26081 # DEPENDENCYPART_GRANDPAR
(13,12),(12,21),-0.311799 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.462769 # DEPENDENCYPART_GRANDPAR
(13,12),(12,23),-0.572345 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.49537 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-0.543909 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.563539 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.46102 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.418176 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.51132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.0839547 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.563539 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.51132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,17),-0.267007 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.372797 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.380685 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.364326 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.604893 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.372484 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.264171 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.592496 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.305564 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.533282 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.341612 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),-0.329949 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.811558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.450482 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.362242 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.444389 # DEPENDENCYPART_GRANDPAR
(14,1),(1,19),-0.510532 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.383043 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.511739 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.101332 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.687679 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-0.792379 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.533277 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.329944 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.811558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,19),-0.510987 # DEPENDENCYPART_GRANDPAR
(14,11),(11,1),-0.58317 # DEPENDENCYPART_GRANDPAR
(14,11),(11,2),-0.278009 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.370557 # DEPENDENCYPART_GRANDPAR
(14,11),(11,4),-0.312837 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.581647 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),-0.321191 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.269178 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.574021 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.299304 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.460939 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),-0.340177 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.235103 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-0.917283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.591942 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.526043 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.555431 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.550121 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.640858 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.390363 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.660664 # DEPENDENCYPART_GRANDPAR
(14,11),(11,22),-0.332107 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.818005 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-0.824515 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.689541 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.40167 # DEPENDENCYPART_GRANDPAR
(14,12),(12,3),-0.448838 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.41066 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.692896 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.438885 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.364992 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.677561 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.396156 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.566541 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.431955 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.146149 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.927797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.553041 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.455378 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.560617 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.633107 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.423475 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.586934 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.327312 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.810254 # DEPENDENCYPART_GRANDPAR
(14,12),(12,24),-0.821397 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.338732 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-0.920814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.540383 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.553645 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.131942 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.197881 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.237811 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.265106 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.171253 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.0887404 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.289945 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.0994124 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.189618 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.129331 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.0394724 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.168367 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),-0.335318 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.748057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,18),-0.320619 # DEPENDENCYPART_GRANDPAR
(16,1),(1,19),-0.403797 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.189168 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.476033 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.286885 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.327574 # DEPENDENCYPART_GRANDPAR
(16,1),(1,24),-0.7826 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.0846611 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.0025858 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.0822129 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.140035 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),0.0055623 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),0.0472066 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),-0.00793076 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.780407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,20),-0.16298 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.479778 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.400026 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-0.747624 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.0725766 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.188493 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.134154 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.213872 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.0801245 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.11619 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0783975 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.312546 # DEPENDENCYPART_GRANDPAR
(16,3),(3,24),-0.719719 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.155481 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.147161 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.0731364 # DEPENDENCYPART_GRANDPAR
(16,4),(4,22),-0.318172 # DEPENDENCYPART_GRANDPAR
(16,4),(4,24),-0.718075 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.129259 # DEPENDENCYPART_GRANDPAR
