# _root_ Orbán egyetlen " házon belüli " kritikusa , Tölgyessy_Péter már hónapokkal ezelőtt jelezte , hogy a kormányfő megválasztása után egyfajta elnöki rendszer kiépítésébe fogott .
#goldHeads=7,7,7,5,7,7,13,13,13,13,12,13,0,13,13,17,24,19,24,22,22,23,24,13,13,
#predictedHeads=2,4,4,5,7,7,13,13,13,13,12,13,0,13,13,17,18,19,24,22,22,23,24,13,13,
(15,11),(11,8),-0.106417 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0961568 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.143535 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.0588928 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.164713 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),0.0985006 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.349098 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.294342 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.163927 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.301573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.189035 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.0956143 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.127307 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.147483 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.291579 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.573931 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.590778 # DEPENDENCYPART_GRANDPAR
(15,12),(12,24),-0.375268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.153879 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),0.149359 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.343539 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.283045 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.111399 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.296014 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.177738 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.195287 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.11601 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.0606759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.280101 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0478679 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.34318 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.07859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.719476 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.973659 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.938974 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.297335 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.575237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.731399 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.990404 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.828889 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.737819 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-1.17383 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.325528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.270915 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),0.0936098 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.894997 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.848658 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.272102 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0154576 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.177732 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.095833 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.259479 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.586663 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.970306 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.537573 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.88491 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.828455 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.237642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.0917378 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0924663 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.121974 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.410902 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0237334 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0139685 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.173428 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.58666 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.537572 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.828455 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.23763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.0917296 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0925171 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.122024 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.410914 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.151799 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.367915 # DEPENDENCYPART_GRANDPAR
(15,22),(22,5),-0.622456 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-0.59215 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.54768 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.894997 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.848658 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.329849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.272393 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.0157441 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.0453378 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.311865 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.0382926 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.122091 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.257318 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.848658 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.329843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.271923 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.0157865 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.0453802 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.311868 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.0394655 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.120918 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.00198682 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-1.21958 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-1.06233 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-1.34919 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.845368 # DEPENDENCYPART_GRANDPAR
(15,24),(24,6),-1.01481 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-1.24389 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.877923 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-1.18216 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.845885 # DEPENDENCYPART_GRANDPAR
(15,24),(24,11),-1.3458 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.793848 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-1.22421 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-1.15722 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.273626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),-0.203328 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.0522839 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.0701749 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.41938 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),0.140234 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.0155014 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0268955 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.180266 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.537269 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.762752 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.92291 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.723018 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.662489 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.747956 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.689882 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.600702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.0135354 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.115344 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.0497155 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.221764 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.276773 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.274384 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-1.05385 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-1.23902 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.856985 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-1.22503 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.74397 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-1.1666 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.638316 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-1.04129 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.632032 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.875572 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.628407 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.471568 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.639989 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.02316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.577658 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.474572 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.514171 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.576005 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.793103 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.513748 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.817128 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.4939 # DEPENDENCYPART_GRANDPAR
(17,22),(22,2),-1.60899 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-1.59703 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-0.914565 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.961984 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.700721 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.885449 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.885656 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-1.08496 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.482883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.0358647 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.136182 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0463017 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.00527564 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.376118 # DEPENDENCYPART_GRANDPAR
(18,13),(13,1),-0.483172 # DEPENDENCYPART_GRANDPAR
(18,13),(13,2),-0.663127 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.453139 # DEPENDENCYPART_GRANDPAR
(18,13),(13,4),-0.598762 # DEPENDENCYPART_GRANDPAR
(18,13),(13,5),-0.688593 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-0.354452 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.926154 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.33121 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.489622 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.352818 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.541983 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.386878 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.311987 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.18609 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.00759817 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),0.0595878 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.27522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.500255 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.637068 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.67919 # DEPENDENCYPART_GRANDPAR
(18,13),(13,22),-0.717113 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-1.03968 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-1.03607 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.93424 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.550581 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.669673 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.666626 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.696096 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.410226 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.994018 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.370275 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.557486 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.385068 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.6094 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.444702 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.291444 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.346852 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.128839 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.27963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.653258 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.695381 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.721516 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.04409 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.05171 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.935412 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.672587 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.224453 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.207871 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.778434 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.661568 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.970975 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.765156 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.505898 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.568677 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.53517 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.334343 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.323657 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.825648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.164143 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.241177 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.181121 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.501452 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-1.03965 # DEPENDENCYPART_GRANDPAR
(18,22),(22,5),-1.0681 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.667602 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.778279 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.520597 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.59251 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.547248 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.397822 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.38619 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.737627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.178201 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.132355 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.186456 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.626571 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.59251 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.547248 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.397822 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.38619 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.73758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.178195 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.131176 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.185277 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.175575 # DEPENDENCYPART_GRANDPAR
(19,9),(9,2),-0.201138 # DEPENDENCYPART_GRANDPAR
(19,9),(9,3),-0.0803488 # DEPENDENCYPART_GRANDPAR
(19,9),(9,4),-0.190929 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.189829 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.034378 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.142894 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.123743 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.244541 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.188719 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.773146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,25),-0.547121 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),-0.255308 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.201627 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.0808393 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.191419 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.190318 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.0348684 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.143384 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.124234 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.180936 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.132468 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-0.773146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.100386 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.0700983 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0234209 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.44456 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.0344344 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0292861 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.0550434 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0227353 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.28627 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.128487 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.44456 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.463454 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.459329 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.60018 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.482378 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.439677 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.415932 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.384666 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.441437 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.141983 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.184925 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.389973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.191706 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.00454254 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.0234376 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.459328 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.482378 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.415932 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.384666 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.441437 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.141983 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.184926 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.389972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.269768 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.710046 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.690287 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-0.464164 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.491525 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.451505 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.436678 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.392704 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.494252 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.200848 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.243793 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.473566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.205688 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.0845537 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.0244408 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.436678 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.392704 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.494252 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.200848 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.243793 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.473566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.206858 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0857235 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0276458 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.464565 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.337238 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.0411912 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.305306 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.166684 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.158481 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.48383 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-0.562818 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-0.685277 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.286149 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),-0.286545 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.300917 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.174461 # DEPENDENCYPART_GRANDPAR
(20,11),(11,5),-0.375418 # DEPENDENCYPART_GRANDPAR
(20,11),(11,6),-0.246124 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.317459 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.158111 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.190131 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.250699 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.199343 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.28192 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.325424 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.350943 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.170715 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.405453 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.29615 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.313712 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.113916 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.186385 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.258415 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.172084 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.0128485 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.488637 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-0.527533 # DEPENDENCYPART_GRANDPAR
(20,13),(13,1),-0.333247 # DEPENDENCYPART_GRANDPAR
(20,13),(13,2),-0.367079 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.392359 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.221559 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.446017 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.337565 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.364556 # DEPENDENCYPART_GRANDPAR
