# _root_ A Realbank kárvallott , körülbelül 2600 részvényesének soraiban még nem tört ki a pereskedési láz , de várható .
#goldHeads=2,7,7,7,7,7,8,11,11,11,17,11,15,15,11,17,0,17,17,
#predictedHeads=2,7,7,7,7,7,11,11,11,11,17,11,15,15,11,17,0,17,17,
(3,6),(6,11),-0.0767367 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.2725 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.286839 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.437598 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.716651 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.498764 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.400727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.126287 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0440259 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.253059 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.204665 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.716651 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.498764 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.400727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.126287 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0440259 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.253059 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.0458765 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.0255955 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.159449 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.0571327 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.197986 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),-0.153438 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.000380579 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.105854 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.0104469 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.358639 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.0117545 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0596364 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.509888 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.675296 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.46099 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.425975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.259647 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.0702463 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.267053 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.0457251 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.0597482 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0763198 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0367268 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.0615335 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.240896 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.219715 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.201648 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),0.00790867 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.0297672 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.259032 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.377932 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.716651 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.400727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),-0.126287 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.0440259 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.253059 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.089811 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0212527 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.0652581 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.302713 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.168334 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0722731 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),0.0599425 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.197923 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.376437 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.453258 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.418709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),-0.00433271 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),-0.0191252 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),-0.189522 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),0.030973 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.136446 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.0370659 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.0181637 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0133078 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.237861 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.186317 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.226381 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),0.154724 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.350654 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.4126 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.436815 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),0.0122852 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.233269 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),0.0503628 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),0.155836 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.0165867 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),0.00457281 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0366348 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.239323 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.160827 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.206991 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),0.0298736 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0221852 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.488916 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.179905 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.268517 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.275611 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.556783 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.48439 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.685392 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0514229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.280388 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.306641 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.845785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.257774 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.500837 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.477779 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.432976 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.473525 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.652662 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.596103 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.630372 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.645017 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.82737 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.562454 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.673085 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.409026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),-0.131088 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.132403 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.305971 # DEPENDENCYPART_GRANDPAR
(5,6),(6,18),-0.322539 # DEPENDENCYPART_GRANDPAR
(5,6),(6,19),-0.511366 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.540753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.64627 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.659842 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.694753 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.478312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.10652 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.158049 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.540753 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.64627 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.659842 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.694753 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.478312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.10652 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.0371034 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.10877 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.334219 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.349099 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.336427 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.557752 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.612445 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.399571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.108837 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.0996976 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.0766396 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.167008 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.32414 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.298157 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.316987 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.558583 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.521914 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.635541 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.632988 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.742633 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.472326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.0917331 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.108948 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.0858904 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.0533502 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.0434795 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.151283 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.167432 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.259015 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.260002 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.278593 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.314188 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.31038 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.45762 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.540753 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.659842 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.694753 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.478312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),0.10652 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),0.00165289 # DEPENDENCYPART_GRANDPAR
(5,15),(15,10),-0.0494324 # DEPENDENCYPART_GRANDPAR
(5,15),(15,11),-0.0907738 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.202167 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.210323 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.314603 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.346289 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.336364 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.55775 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.607408 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.629986 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.68666 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-0.525247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),0.0859621 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.138444 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.115386 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.0175747 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.12423 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.126283 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.208512 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.298126 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.29027 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.236685 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-0.36268 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-0.467587 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.250205 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.339562 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.961998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.803417 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.575713 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.759227 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.449347 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.472376 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.353812 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.942489 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.718553 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.599804 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.555013 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.581756 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.812554 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.713467 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.74876 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.98775 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.650059 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.865331 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.815611 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.696057 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.518932 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.569155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.316076 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.259439 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.446753 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.39222 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.365152 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.628999 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.843841 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.78545 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.737832 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.5178 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.576693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),-0.386391 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.267643 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.228744 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.307251 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.317704 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.356063 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.293386 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.395761 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.341136 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.400274 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.35345 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.593577 # DEPENDENCYPART_GRANDPAR
(6,15),(15,1),-0.650059 # DEPENDENCYPART_GRANDPAR
(6,15),(15,3),-0.815611 # DEPENDENCYPART_GRANDPAR
(6,15),(15,4),-0.696057 # DEPENDENCYPART_GRANDPAR
(6,15),(15,5),-0.518932 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.569155 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,9),-0.247707 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),-0.290403 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.180538 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.406214 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.268863 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.370552 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.38941 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.365089 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.664541 # DEPENDENCYPART_GRANDPAR
(6,18),(18,2),-0.81551 # DEPENDENCYPART_GRANDPAR
(6,18),(18,5),-0.52062 # DEPENDENCYPART_GRANDPAR
(6,18),(18,6),-0.613558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,18),(18,7),-0.379101 # DEPENDENCYPART_GRANDPAR
(6,18),(18,8),-0.260352 # DEPENDENCYPART_GRANDPAR
(6,18),(18,9),-0.22055 # DEPENDENCYPART_GRANDPAR
(6,18),(18,10),-0.308993 # DEPENDENCYPART_GRANDPAR
(6,18),(18,11),-0.195059 # DEPENDENCYPART_GRANDPAR
(6,18),(18,13),-0.389155 # DEPENDENCYPART_GRANDPAR
(6,18),(18,14),-0.29917 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.473101 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.401682 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.414157 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.670366 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.138051 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),0.104503 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.263434 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.209843 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.35637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,11),-0.931507 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-1.00811 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),0.0857428 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.0637532 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.305479 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.200663 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.22955 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.29384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),-0.943475 # DEPENDENCYPART_GRANDPAR
(7,3),(3,10),-0.485645 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.916906 # DEPENDENCYPART_GRANDPAR
(7,3),(3,15),-0.702859 # DEPENDENCYPART_GRANDPAR
(7,3),(3,16),-0.456686 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.442594 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.955252 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.912048 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.243868 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.252182 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.332015 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.217297 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.22783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.877462 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.572781 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.899997 # DEPENDENCYPART_GRANDPAR
(7,5),(5,15),-0.636847 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.437111 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.418901 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.884979 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.307066 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.368134 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.371058 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.884965 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.887444 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.644349 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.918557 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-0.883708 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.475794 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.677041 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.612039 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.664464 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.617192 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.655009 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.758441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.258027 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.289691 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.0603676 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.560006 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),0.158186 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.303338 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),0.0646621 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.0338824 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.953397 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.884698 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-1.01462 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.284578 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.165143 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),0.0226176 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.0658448 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.0535891 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-1.04045 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.46215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,10),-0.546759 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.870097 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.687437 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.464186 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.537567 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.961767 # DEPENDENCYPART_GRANDPAR
(8,3),(3,19),-0.867598 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.0149721 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),0.0440546 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.00391908 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.041336 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-1.05796 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.39614 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.477714 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.853188 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.621424 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.444611 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-0.513874 # DEPENDENCYPART_GRANDPAR
(8,5),(5,19),-0.840528 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-0.0781699 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.0400375 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.104551 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.40364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,11),-0.840635 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.628927 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.925072 # DEPENDENCYPART_GRANDPAR
(8,6),(6,19),-0.839258 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.307674 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),0.0260816 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),0.146946 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.0376609 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),0.0441152 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.018629 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.52469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,2),-0.320957 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.225896 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.291892 # DEPENDENCYPART_GRANDPAR
