# _root_ Aki elsőnek ér a tájékozódási pontokra , azé a tojás , és a legtöbb tojás tulajdonosa lesz a tojáskereső verseny győztese .
#goldHeads=3,3,8,6,6,3,8,12,10,8,12,0,15,15,16,17,12,20,20,21,17,12,
#predictedHeads=3,3,12,6,6,3,3,10,10,3,12,0,15,15,16,17,12,20,20,21,17,12,
(21,8),(21,14),0.0437189 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.0320586 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0278857 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.0935779 # DEPENDENCYPART_SIBL
(21,8),(21,18),0.0681594 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.0556773 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0405114 # DEPENDENCYPART_SIBL
(21,8),(21,22),0.0231965 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.640464 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.792781 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.318346 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.0280712 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0214295 # DEPENDENCYPART_SIBL
(21,10),(21,16),-0.00961695 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.151133 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.318346 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.044003 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0372706 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.0413256 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.231586 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.408123 # DEPENDENCYPART_SIBL
(21,11),(21,14),-0.024018 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0555487 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0583598 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.156932 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.408123 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0248307 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.038578 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.0238545 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.38659 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.000926507 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.101615 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.104593 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.12726 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.38659 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.00239867 # DEPENDENCYPART_SIBL
(21,12),(21,20),0.0886112 # DEPENDENCYPART_SIBL
(21,12),(21,22),0.0197197 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0858411 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0116197 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0170759 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.206806 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.662013 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.155343 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00174372 # DEPENDENCYPART_SIBL
(21,13),(21,22),-0.0285178 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00672874 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.00138628 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.10233 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.377473 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0306345 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0151808 # DEPENDENCYPART_SIBL
(21,14),(21,22),0.0193082 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.00961695 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.151133 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.318346 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.044003 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0372706 # DEPENDENCYPART_SIBL
(21,15),(21,22),0.0413256 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.158444 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.311058 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0510153 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0335558 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0365953 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.355097 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0674876 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0557916 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.132782 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.155343 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00174372 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0285178 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0142087 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.00437613 # DEPENDENCYPART_SIBL
(21,20),(21,22),0.0413238 # DEPENDENCYPART_SIBL
(0,2),(2,3),0.661252 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.122456 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.00383576 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.168111 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.344412 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.175833 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0369336 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.0504964 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.529278 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.0289729 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),-0.381956 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.169052 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.288962 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),0.327677 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.210233 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0898417 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),-0.00606457 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.0184756 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.106382 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),0.417191 # DEPENDENCYPART_GRANDPAR
(0,3),(3,22),2.56289 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.4295 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.652302 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.0888093 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.0501607 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.526788 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.00656956 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.121779 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.194138 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.378456 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.252325 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.175946 # DEPENDENCYPART_GRANDPAR
(0,8),(8,17),-0.180145 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.52545 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),-0.268865 # DEPENDENCYPART_GRANDPAR
(0,8),(8,21),0.254708 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),2.12163 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.845352 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.0578566 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.118328 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.825388 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0284848 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.591306 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.000271893 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.585071 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),-0.351934 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.134356 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.315827 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.239986 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),0.366207 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.184413 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),-0.33237 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),0.191206 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),2.4702 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.106169 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),0.336435 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),-0.56671 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),-0.178051 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),-0.221927 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),0.271822 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.266135 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.772834 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),-0.103267 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.0315057 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.200505 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.761212 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.485807 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),-0.362161 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.31198 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),-0.344962 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.376088 # DEPENDENCYPART_GRANDPAR
(0,17),(17,20),-0.12793 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),0.395643 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),2.49842 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.565681 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,3),-0.771609 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.165101 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.295483 # DEPENDENCYPART_GRANDPAR
(1,5),(5,17),-0.530103 # DEPENDENCYPART_GRANDPAR
(1,5),(5,22),-1.03324 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.551107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.017567 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.721236 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.131583 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.22166 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.272284 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.158048 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.328415 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.261312 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.241311 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.284467 # DEPENDENCYPART_GRANDPAR
(1,6),(6,16),-0.19596 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.482917 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.199048 # DEPENDENCYPART_GRANDPAR
(1,6),(6,22),-1.02104 # DEPENDENCYPART_GRANDPAR
(1,10),(10,2),-0.017567 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.721236 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.131642 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.221766 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.381102 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.200078 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.0102856 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.0739639 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.328415 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.284467 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.482917 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.361084 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-1.02104 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.721236 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.131642 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.221766 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.381102 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.200078 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.0102856 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.0739639 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.112506 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.256209 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.199082 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.163157 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.236624 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.19596 # DEPENDENCYPART_GRANDPAR
(1,15),(15,20),-0.361084 # DEPENDENCYPART_GRANDPAR
(1,15),(15,21),-0.199048 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.722517 # DEPENDENCYPART_GRANDPAR
(1,16),(16,6),-0.382687 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.201606 # DEPENDENCYPART_GRANDPAR
(1,16),(16,8),-0.0117601 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.0724623 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.114091 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.257738 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.200372 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.161655 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.237905 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.24051 # DEPENDENCYPART_GRANDPAR
(1,16),(16,20),-0.368242 # DEPENDENCYPART_GRANDPAR
(1,16),(16,21),-0.206207 # DEPENDENCYPART_GRANDPAR
(1,16),(16,22),-1.02393 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.828315 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.391286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),0.0283495 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0709866 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.0443553 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.179791 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.247242 # DEPENDENCYPART_GRANDPAR
(2,3),(3,9),-0.192175 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.3063 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.121346 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.109287 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.195531 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.43007 # DEPENDENCYPART_GRANDPAR
(2,3),(3,16),-0.626183 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.0485253 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.445658 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.656745 # DEPENDENCYPART_GRANDPAR
(2,3),(3,22),-0.677209 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.815444 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.383923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0694239 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0217429 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0463569 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.210691 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.353628 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.152246 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.105306 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.206446 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.477397 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.669377 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.0469341 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.704901 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.740786 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.383923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0694239 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0218019 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.046463 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.056378 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.202906 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.282831 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.242326 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.152246 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.477397 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.0469341 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.491396 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.740786 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),0.0892956 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),0.242672 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.0113558 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.224047 # DEPENDENCYPART_GRANDPAR
(3,1),(1,16),-0.149207 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.1248 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,6),-0.0334552 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.287483 # DEPENDENCYPART_GRANDPAR
(3,4),(4,5),0.187982 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.0489917 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.0694155 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.798276 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.20637 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.151247 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.132905 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-1.00663 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.180519 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.353128 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.738626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.223998 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.196849 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0626104 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),0.120545 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.0629948 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.0310566 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0840491 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.0921458 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.00540729 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.0073927 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.141489 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.93479 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),0.209611 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.790867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.0120794 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.175806 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0732761 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.133055 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0566238 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.00496262 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.0189875 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.079636 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.00109299 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.0528605 # DEPENDENCYPART_GRANDPAR
(3,8),(8,19),-0.200674 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.190758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.127346 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.879637 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),0.0766136 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.353128 # DEPENDENCYPART_GRANDPAR
(3,10),(10,3),-0.738762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,10),(10,4),0.223744 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.196502 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.357106 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.016134 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),0.117261 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),0.00787066 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),0.0630676 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.0920732 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.00732003 # DEPENDENCYPART_GRANDPAR
(3,10),(10,20),-0.200282 # DEPENDENCYPART_GRANDPAR
(3,10),(10,22),-0.934717 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.858873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,5),-0.0717902 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.229974 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.174494 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.126702 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),-0.0366632 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0240466 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.048889 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.229524 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.32211 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.306582 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.22887 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.43171 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.502537 # DEPENDENCYPART_GRANDPAR
(3,12),(12,20),-0.417707 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.354292 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-1.09386 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.0749823 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0144353 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.0481321 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.206324 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.930182 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.738762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.223744 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),0.196502 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),0.357106 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.016134 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),0.117261 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.00787066 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.103085 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.109471 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.0511817 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.107338 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.12526 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.00533462 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.200282 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.141417 # DEPENDENCYPART_GRANDPAR
(3,16),(16,3),-0.738353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,16),(16,6),0.357343 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),-0.0159735 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.117481 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.0142168 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),0.103322 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),0.109632 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),-0.0507824 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.100992 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.124851 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.109369 # DEPENDENCYPART_GRANDPAR
(3,16),(16,20),-0.216386 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.157521 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-0.943353 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),0.0992944 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.788653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.154576 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.100017 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.289253 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.174913 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.019893 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.0612975 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.0352916 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.0493079 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.171255 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.176507 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.182225 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.177399 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.104778 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.113098 # DEPENDENCYPART_GRANDPAR
