# _root_ " Előzőleg minden békés , tárgyalásos lehetőséggel megpróbálkoztunk , ám ezek kudarcot vallottak " — emlékeztetett .
#goldHeads=16,8,7,7,7,7,8,16,8,8,13,13,8,16,16,0,16,
#predictedHeads=16,8,7,7,7,7,8,10,10,16,13,13,16,16,16,0,16,
(0,16),(16,12),-0.549813 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.236842 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),0.390942 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.932472 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),2.14877 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.500243 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.435825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0413163 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.194321 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.209924 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.151536 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.183091 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.314635 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.289827 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.243095 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.520692 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.41842 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.299274 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.653604 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.500243 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.435825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.0417239 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0795547 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.109888 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.1811 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.310683 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.289827 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.241104 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.518716 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.416444 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.297282 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.652561 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.517899 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.543116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.0207547 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0985773 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.063229 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.154648 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.164114 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.309028 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.327954 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.224118 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.455838 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.440482 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.280296 # DEPENDENCYPART_GRANDPAR
(2,7),(7,17),-0.666258 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.571209 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.513503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.0518951 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.119032 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.229924 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.175119 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0742174 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.28209 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.25113 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.226105 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.2722 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.189255 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.48554 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.429761 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.246699 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.580696 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.506089 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.560128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),-0.18762 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.116607 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.244032 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0757009 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.136578 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.236921 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.28091 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.311433 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.295486 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.571431 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.442771 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.351089 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.555961 # DEPENDENCYPART_GRANDPAR
(2,12),(12,3),-0.0207548 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.100234 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),-0.0632303 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.156304 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.0097618 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.101403 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.183545 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.206394 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.23033 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.224198 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.45592 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.440564 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.280377 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.666339 # DEPENDENCYPART_GRANDPAR
(2,13),(13,1),-0.571209 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.512573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.0522833 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.119033 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.230468 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.17512 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.072293 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.130948 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.350782 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.220389 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.236554 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.276051 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.484912 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.429132 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.247402 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.580752 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.571209 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.513503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,4),-0.119033 # DEPENDENCYPART_GRANDPAR
(2,16),(16,5),-0.229924 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),-0.17512 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.0737847 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.130588 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.350239 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.220358 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.236166 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.278418 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.190807 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.541243 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),-0.401298 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.579692 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.426923 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.510436 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.81096 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.525313 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.678629 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.916058 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.652509 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.718315 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.603197 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.675215 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.643344 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.685112 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.622742 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-1.12301 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.121185 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.716546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.390472 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.297635 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.129468 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.8828 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.385236 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.309377 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.402765 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.659831 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.482317 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.548234 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.495811 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.715594 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0991593 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.174967 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.452102 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.509942 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.557454 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.303284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0542358 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.566505 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.0881588 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.00424681 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.343536 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.145371 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.25164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.179516 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.432742 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.471741 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.516699 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.575663 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.311329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.0485572 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.107924 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.422224 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0041215 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.11191 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.199255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.000200729 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.172269 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.0352345 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.32068 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.507826 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.499826 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.553317 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.338385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.183749 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.0808511 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.211599 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0713359 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.0738779 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.00619582 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),0.0447272 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.261948 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.090756 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.250011 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.0991941 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.330473 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.458122 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.51802 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.340831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0412048 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.0780805 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.303043 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.461057 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.0464414 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0634388 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0605452 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.393141 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.213465 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.293747 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.228545 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.33327 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.507826 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.499942 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.55333 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.338386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.184292 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),0.0808505 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.213524 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.542974 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.179056 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.0184806 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.0470734 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0596534 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.0901276 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.249382 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.0998966 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.330529 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.507826 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.499826 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.338385 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),-0.183749 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.0808509 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.212032 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.542614 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.178512 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.0185124 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.0466852 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.0620207 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.319859 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.188652 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.253005 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.329468 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.227102 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.347583 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.23256 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.773175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,7),-0.224818 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-1.0599 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.429939 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.434179 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.547415 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.727014 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.555514 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.60669 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.517601 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.780068 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.205076 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.148161 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.234515 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.143094 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.3184 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.213014 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.774222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.25028 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.04361 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.417805 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.42508 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.710727 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.544048 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.592835 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.501314 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-0.773646 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.613765 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.47302 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.63316 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.721952 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.583161 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.392656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.121131 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.114928 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.0499034 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),-0.066727 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0951491 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.328111 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),-0.162888 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),-0.307401 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.119964 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.393926 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.564062 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.491214 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.73097 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.543041 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.39746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.209207 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.638157 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.00173915 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.137382 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.202212 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.460324 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.28664 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.352181 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.250335 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.397744 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.613765 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.473136 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.633173 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.721952 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.583161 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.392656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.123055 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.718041 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.221725 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.104287 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),-0.118536 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.199421 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.162259 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.306773 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.120666 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.393982 # DEPENDENCYPART_GRANDPAR
(6,16),(16,1),-0.613765 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-0.473021 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-0.721952 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.583161 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.392656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,7),0.121564 # DEPENDENCYPART_GRANDPAR
(6,16),(16,8),-0.717681 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.221181 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.104255 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.118148 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.201788 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.385008 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.259816 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.309428 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.392922 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.236505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.142088 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.230973 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),0.0840192 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.887622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.756408 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.431964 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.334436 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.421087 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.472281 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.429934 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.404814 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.460481 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.798062 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.254577 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.285981 # DEPENDENCYPART_GRANDPAR
(7,4),(4,1),-0.161204 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.101089 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.219974 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.266545 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),0.0912854 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-0.954216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.774592 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-0.451949 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.357858 # DEPENDENCYPART_GRANDPAR
(7,4),(4,13),-0.490466 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-0.45066 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.423126 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.478665 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-0.825534 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.150725 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.0937162 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.212295 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.144742 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.180402 # DEPENDENCYPART_GRANDPAR
(7,6),(6,8),-0.773464 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.451574 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-0.357482 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.489338 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.450284 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-0.42275 # DEPENDENCYPART_GRANDPAR
(7,6),(6,16),-0.477538 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.825158 # DEPENDENCYPART_GRANDPAR
