# _root_ 1998 márciusában az ÁPTF a Riverbank név használatát sem engedélyezte egy kft számára , mondván , nem végez pénzügyi szolgáltatási tevékenységet .
#goldHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,15,20,21,18,10,
#predictedHeads=2,10,4,10,7,7,8,10,10,0,12,13,10,10,10,10,18,10,21,21,18,10,
(21,5),(21,18),0.200332 # DEPENDENCYPART_SIBL
(21,5),(21,19),0.147033 # DEPENDENCYPART_SIBL
(21,5),(21,20),0.139718 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.153198 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.173109 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0405871 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.0438101 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.641686 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.186985 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.641686 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.277193 # DEPENDENCYPART_SIBL
(21,6),(21,18),0.153198 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0613962 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0433796 # DEPENDENCYPART_SIBL
(21,10),(21,11),-0.278482 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0239444 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.04125 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.313877 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.0435608 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.313877 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.121024 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0345937 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0540351 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0672475 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0925258 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.0426151 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.345541 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.0299484 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.345541 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0947346 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.154557 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.24414 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.236108 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.0100277 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.192743 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0623974 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.192743 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.120155 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.0631082 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0210016 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0344278 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.207962 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.10401 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.207962 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.17313 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0796679 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0287832 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.0153942 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0665473 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0456322 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.156434 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.140124 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0433929 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0224844 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0503977 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.160284 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.069779 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.00249626 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0155875 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.156434 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.140124 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0433929 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0224844 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.0558031 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0616759 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0435922 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0540381 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0672506 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.00249693 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.238504 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.130738 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.0691687 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.190118 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),0.95752 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.613579 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.178801 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.82615 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.280766 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.240908 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.449464 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.084167 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.145736 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.0247868 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),1.14977 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.173728 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.0626458 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.603971 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.565466 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.805829 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.016478 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.0369107 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.01711 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.604704 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.543756 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.0831912 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.14476 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.023811 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),1.14978 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.0626467 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.0378865 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),2.01711 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.698648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.0352708 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.0856893 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.664142 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.578767 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.655483 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),1.90546 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.258026 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.562296 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.481087 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.221472 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.58741 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.164192 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),-0.102623 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),-0.223583 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.0123913 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0396833 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.0267294 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),0.526499 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.484121 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.441125 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),0.0717783 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),0.593355 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),-0.138141 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),-0.299469 # DEPENDENCYPART_GRANDPAR
(0,10),(10,21),-0.0789349 # DEPENDENCYPART_GRANDPAR
(0,10),(10,22),2.20059 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),-0.331104 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.338748 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),-0.361508 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),-0.0365978 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.024971 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.0959891 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.981385 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.586362 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.423647 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.338273 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),0.548414 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),-0.238952 # DEPENDENCYPART_GRANDPAR
(0,12),(12,22),1.8052 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.672817 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),0.00943933 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.111521 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.0399575 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),0.473872 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),0.461778 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.0581306 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.598956 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),-0.164604 # DEPENDENCYPART_GRANDPAR
(0,15),(15,20),-0.325908 # DEPENDENCYPART_GRANDPAR
(0,15),(15,21),-0.141516 # DEPENDENCYPART_GRANDPAR
(0,15),(15,22),1.84286 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.734546 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.00786926 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),0.481532 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.396157 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),-0.117697 # DEPENDENCYPART_GRANDPAR
(0,17),(17,21),-0.180164 # DEPENDENCYPART_GRANDPAR
(0,17),(17,22),1.84804 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.256128 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.557548 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),-0.482979 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.216725 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.589303 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.16894 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.107371 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.228331 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.0142841 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.705528 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.79529 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.0808252 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.259693 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.365316 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.283469 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.279942 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.147706 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.1414 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),-0.302728 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),-0.079033 # DEPENDENCYPART_GRANDPAR
(0,18),(18,22),2.19497 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.337499 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),0.998552 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),0.0426432 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-0.101639 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),0.516525 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),0.364962 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),0.114776 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.655574 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),-0.341756 # DEPENDENCYPART_GRANDPAR
(0,19),(19,21),-0.212953 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.189529 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.100098 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.438749 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.406469 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.463268 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.238423 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.471756 # DEPENDENCYPART_GRANDPAR
(1,4),(4,21),-0.575564 # DEPENDENCYPART_GRANDPAR
(1,4),(4,22),-0.959651 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.100092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.258958 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.315162 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.575432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.188765 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.100092 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.258958 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.315162 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.399142 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.462914 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.428104 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.515942 # DEPENDENCYPART_GRANDPAR
(1,8),(8,1),-0.575432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,8),(8,2),-0.188765 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.100092 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.258958 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.315162 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.399142 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.366862 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.238423 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),-0.428104 # DEPENDENCYPART_GRANDPAR
(1,8),(8,13),-0.471756 # DEPENDENCYPART_GRANDPAR
(1,8),(8,15),-0.515942 # DEPENDENCYPART_GRANDPAR
(1,8),(8,21),-0.574533 # DEPENDENCYPART_GRANDPAR
(1,10),(10,1),-0.584085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,10),(10,2),-0.270261 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.136352 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.336075 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.349305 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.480497 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),-0.448217 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.505016 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.355257 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.446003 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.406743 # DEPENDENCYPART_GRANDPAR
(1,10),(10,14),-0.588314 # DEPENDENCYPART_GRANDPAR
(1,10),(10,15),-0.472631 # DEPENDENCYPART_GRANDPAR
(1,10),(10,16),-0.564946 # DEPENDENCYPART_GRANDPAR
(1,10),(10,17),-0.555589 # DEPENDENCYPART_GRANDPAR
(1,10),(10,18),-0.119572 # DEPENDENCYPART_GRANDPAR
(1,10),(10,19),-0.374419 # DEPENDENCYPART_GRANDPAR
(1,10),(10,20),-0.359293 # DEPENDENCYPART_GRANDPAR
(1,10),(10,21),-0.542546 # DEPENDENCYPART_GRANDPAR
(1,10),(10,22),-0.908957 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.584091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),-0.271223 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.136352 # DEPENDENCYPART_GRANDPAR
(1,18),(18,4),-0.337038 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),-0.349305 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),-0.48146 # DEPENDENCYPART_GRANDPAR
(1,18),(18,7),-0.449179 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.505979 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.355257 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.263896 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),-0.560013 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.436931 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.436817 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.678178 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.516634 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.65481 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.603549 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.374419 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.359293 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.538977 # DEPENDENCYPART_GRANDPAR
(1,18),(18,22),-0.909902 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.618486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,10),-0.250115 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.438582 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.450254 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.479481 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.601115 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.58063 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.127949 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.361149 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.60153 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.489931 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.419011 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.344017 # DEPENDENCYPART_GRANDPAR
(2,1),(1,8),-0.728744 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.64297 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.735583 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.706518 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-0.936222 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.818008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.170389 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.0642486 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.010746 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.373981 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.281616 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.179066 # DEPENDENCYPART_GRANDPAR
(2,4),(4,21),-0.391768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,22),-0.582338 # DEPENDENCYPART_GRANDPAR
(2,6),(6,3),0.170396 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0124103 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0382707 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),-0.557444 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.817242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),0.170396 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),-0.0124103 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.0382707 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.058545 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.371591 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),-0.0584073 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.206459 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.557444 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.817242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.170396 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.0124105 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.0382708 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.0585448 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),0.133539 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.279934 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.0584074 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.177384 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.206459 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.388701 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.487284 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.97467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.153284 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.165846 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.0638942 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0991345 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.0241399 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.408867 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.155094 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.157455 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.176469 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.225488 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.258487 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.198793 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.14134 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.466361 # DEPENDENCYPART_GRANDPAR
(2,10),(10,19),-0.416815 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.43906 # DEPENDENCYPART_GRANDPAR
(2,10),(10,21),-0.36552 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.598116 # DEPENDENCYPART_GRANDPAR
(2,12),(12,3),0.181696 # DEPENDENCYPART_GRANDPAR
(2,12),(12,4),-0.113187 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.0046677 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.0422582 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),0.0327364 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.351991 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.289928 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),-0.0921941 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.143895 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.117201 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.4156 # DEPENDENCYPART_GRANDPAR
(2,12),(12,21),-0.346566 # DEPENDENCYPART_GRANDPAR
(2,12),(12,22),-0.587885 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.894542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,4),-0.0896842 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.0187551 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),0.0562395 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.328488 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.0992904 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.139105 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.11241 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.4266 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.374394 # DEPENDENCYPART_GRANDPAR
(2,13),(13,21),-0.405653 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.658963 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.921656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,7),0.0291257 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.355602 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.171925 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.128966 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.16083 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.199136 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.456596 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-0.431575 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),-0.453797 # DEPENDENCYPART_GRANDPAR
(2,15),(15,21),-0.422137 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),-0.650321 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.487284 # DEPENDENCYPART_GRANDPAR
(2,18),(18,2),-0.975647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,18),(18,3),0.153274 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.166823 # DEPENDENCYPART_GRANDPAR
(2,18),(18,5),-0.0639044 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),-0.100111 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.0251166 # DEPENDENCYPART_GRANDPAR
(2,18),(18,8),-0.409844 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.155104 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.28278 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.139171 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.102674 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.191062 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.242834 # DEPENDENCYPART_GRANDPAR
