# _root_ Az ezredfordulón nemcsak a közlekedés és a hírközlés , de a háztartás , a munka és a szórakozás tempója is a sokszorosa a száz évvel ezelőttinek .
#goldHeads=2,20,20,5,6,20,8,6,20,20,12,19,19,15,19,19,18,19,20,0,22,20,26,25,26,20,20,
#predictedHeads=2,3,10,5,6,10,8,6,10,0,12,19,19,15,19,19,18,19,20,26,22,26,25,25,26,10,10,
(16,15),(15,7),-0.0842009 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0305175 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.123484 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.173127 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.500968 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,22),-0.192253 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.505642 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.301998 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.690924 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.510599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.514309 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.16952 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-0.949323 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.756803 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.991771 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.771551 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.941276 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.608033 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.651838 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.505642 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.85457 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.57392 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.301998 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.690924 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.510599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.514309 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0319532 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.135022 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.173159 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.185035 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.320873 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.930529 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.797493 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.922481 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.628895 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.686382 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.835775 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.594782 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.672129 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.428145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.616925 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0615311 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.118382 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.0925867 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.110294 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.166755 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.257209 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.405332 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.239752 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.301998 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.514309 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.0319607 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.0888116 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.00518401 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.0799439 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.0511229 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.185035 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.317234 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.456796 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.354558 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.166203 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.0950231 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.000252169 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.254616 # DEPENDENCYPART_GRANDPAR
(16,25),(25,15),-0.690924 # DEPENDENCYPART_GRANDPAR
(16,25),(25,16),-0.511763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,25),(25,17),0.511372 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.0306503 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),0.0875012 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),0.00402248 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),0.0770072 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.108395 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.0894479 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.106911 # DEPENDENCYPART_GRANDPAR
(16,26),(26,2),-0.88067 # DEPENDENCYPART_GRANDPAR
(16,26),(26,3),-0.742186 # DEPENDENCYPART_GRANDPAR
(16,26),(26,5),-0.923118 # DEPENDENCYPART_GRANDPAR
(16,26),(26,6),-0.757089 # DEPENDENCYPART_GRANDPAR
(16,26),(26,8),-0.872622 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-0.58198 # DEPENDENCYPART_GRANDPAR
(16,26),(26,10),-0.638054 # DEPENDENCYPART_GRANDPAR
(16,26),(26,12),-0.785916 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-0.547867 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-0.62227 # DEPENDENCYPART_GRANDPAR
(16,26),(26,16),-0.519763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,26),(26,18),-0.020215 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.0366291 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),0.0140985 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),0.10238 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.15926 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0640753 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.135817 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.306364 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.316402 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.561881 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.310432 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.504622 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.307395 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.508963 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.308495 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.231677 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.288353 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.440747 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.300751 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.239886 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.320903 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.918665 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.436528 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.540975 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.441652 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.61322 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.442416 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-0.545148 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.5825 # DEPENDENCYPART_GRANDPAR
(17,16),(16,27),-0.547934 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.582194 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.647018 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.00307281 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),-0.101374 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.100047 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.392983 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.364258 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.0930346 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.161079 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.20375 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.226196 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.701961 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.630262 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.595816 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.924469 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.469378 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.846656 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.751653 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.860656 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.59837 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-1.16216 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-1.16477 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-1.1854 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.986839 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-1.06119 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.745297 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.749882 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.986223 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.887751 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.774675 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.83294 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.594316 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.615155 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.97472 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.519628 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.504863 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.730602 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.632478 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.639801 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.430993 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.756244 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.492404 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.680352 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.17782 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.07039 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.438365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.0167266 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),-0.133333 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.173834 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0124175 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.207666 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.229549 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.0271065 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.386511 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.435496 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.588655 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),-0.339652 # DEPENDENCYPART_GRANDPAR
(19,2),(2,27),-0.940397 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.654759 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.977852 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.23467 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.69695 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.670713 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.668408 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.256145 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),-0.377846 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.407846 # DEPENDENCYPART_GRANDPAR
(19,3),(3,13),-0.199014 # DEPENDENCYPART_GRANDPAR
(19,3),(3,16),-0.140449 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-1.29764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.7758 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),-0.681612 # DEPENDENCYPART_GRANDPAR
(19,3),(3,25),-0.966196 # DEPENDENCYPART_GRANDPAR
(19,3),(3,26),-0.543291 # DEPENDENCYPART_GRANDPAR
(19,3),(3,27),-0.909406 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.435496 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.924897 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.835266 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.078851 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.560113 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.672292 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.961704 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.892145 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.323136 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.733303 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.162536 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.567149 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.171103 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.361676 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.306587 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.113972 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.0332164 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.119963 # DEPENDENCYPART_GRANDPAR
(19,6),(6,18),0.233154 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-1.3062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.781085 # DEPENDENCYPART_GRANDPAR
(19,6),(6,22),-0.922469 # DEPENDENCYPART_GRANDPAR
(19,6),(6,24),-0.6865 # DEPENDENCYPART_GRANDPAR
(19,6),(6,25),-0.974762 # DEPENDENCYPART_GRANDPAR
(19,6),(6,26),-0.549593 # DEPENDENCYPART_GRANDPAR
(19,6),(6,27),-0.914358 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.435496 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),-0.924897 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.078851 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.696496 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.625012 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0285098 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.256874 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),-0.292725 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.199743 # DEPENDENCYPART_GRANDPAR
(19,8),(8,26),-0.608453 # DEPENDENCYPART_GRANDPAR
(19,8),(8,27),-0.940397 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.993902 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.904787 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.765501 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.730064 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.263843 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.736959 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.449757 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.158447 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.424029 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.170972 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.150657 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.149007 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.115711 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.3004 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.778523 # DEPENDENCYPART_GRANDPAR
(19,10),(10,22),-0.916673 # DEPENDENCYPART_GRANDPAR
(19,10),(10,24),-0.683686 # DEPENDENCYPART_GRANDPAR
(19,10),(10,25),-0.968966 # DEPENDENCYPART_GRANDPAR
(19,10),(10,26),-0.546648 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.911808 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.403989 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.25009 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.175551 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.075001 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.69284 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.621162 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.0246598 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.664298 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.275634 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.357615 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.00917814 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.201311 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.030368 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.238588 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.36778 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.795392 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.608453 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-0.940397 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.0907132 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.25595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,7),-0.0336937 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),0.000144224 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.412167 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.217925 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.961704 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.892145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.733303 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.727432 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.704761 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.451635 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.45191 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.238957 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.448028 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.394504 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.0211757 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.169717 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.123713 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.233154 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.3062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.781085 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.922469 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.6865 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.974762 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.549593 # DEPENDENCYPART_GRANDPAR
(19,16),(16,27),-0.914358 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.126243 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.872218 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.00532816 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),0.223109 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.123412 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0947479 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.257739 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.984046 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.3494 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.16817 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.09246 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.628213 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.741606 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.836823 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.571082 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.558144 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.449134 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.253938 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.292153 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.899344 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.612809 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.554382 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.381745 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.61102 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.240243 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.563374 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.366155 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.331526 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.357742 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.769846 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.409555 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.532204 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.369773 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.257256 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.55141 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.141274 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.540193 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.462697 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.455536 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.457804 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.665519 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.623734 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.467127 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.331528 # DEPENDENCYPART_GRANDPAR
(19,25),(25,18),-0.357743 # DEPENDENCYPART_GRANDPAR
(19,25),(25,19),-0.771446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,25),(25,20),-0.410775 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),-0.53545 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.387714 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.530556 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.278664 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.247129 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.379154 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.356413 # DEPENDENCYPART_GRANDPAR
(20,2),(2,27),-0.699147 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.287826 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.339275 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.325887 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.457653 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.524744 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.389923 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.371369 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.398375 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),-0.425657 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.189945 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.304574 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),-0.25518 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-0.955228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,24),-0.39593 # DEPENDENCYPART_GRANDPAR
(20,3),(3,25),-0.895813 # DEPENDENCYPART_GRANDPAR
(20,3),(3,26),-0.47667 # DEPENDENCYPART_GRANDPAR
(20,3),(3,27),-0.716492 # DEPENDENCYPART_GRANDPAR
(20,8),(8,1),-0.247129 # DEPENDENCYPART_GRANDPAR
(20,8),(8,2),-0.287564 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-0.242285 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.353621 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-0.423232 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),-0.199655 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.313577 # DEPENDENCYPART_GRANDPAR
(20,8),(8,12),-0.344919 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.132153 # DEPENDENCYPART_GRANDPAR
(20,8),(8,26),-0.48173 # DEPENDENCYPART_GRANDPAR
(20,8),(8,27),-0.699147 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.361072 # DEPENDENCYPART_GRANDPAR
