# _root_ A laikus már-már azt hinné : a megbírált játékos serényen magába száll , s a legközelebbi buszjárattal kolostorba vonul , hogy csöndes magányban felülvizsgálja nézeteit a védekezést illetően .
#goldHeads=2,5,5,5,0,5,9,9,12,12,12,4,4,4,17,17,19,19,4,19,19,23,24,19,24,27,28,24,5,
#predictedHeads=2,5,5,5,0,5,9,9,12,12,12,4,12,4,17,17,19,19,4,19,19,23,24,4,24,27,28,24,5,
(19,9),(9,6),-0.461085 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.0798992 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.260343 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.683642 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.16337 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),-0.144578 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.315923 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.45141 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),0.242009 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.347148 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.542112 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.184654 # DEPENDENCYPART_GRANDPAR
(19,10),(10,29),-1.05358 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),0.0447771 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.57658 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.126721 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.175971 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.232508 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.368318 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.0719971 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.354433 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.434605 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.247133 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.376326 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.244416 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.105892 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0688876 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.324384 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.222601 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),0.0620167 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.985287 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.351076 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.303402 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.308846 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.0314467 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.484096 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),0.00532985 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-0.203113 # DEPENDENCYPART_GRANDPAR
(19,12),(12,28),-0.256529 # DEPENDENCYPART_GRANDPAR
(19,12),(12,29),-0.860656 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.822952 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.386043 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.435947 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.650328 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.649726 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.599368 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.681449 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.492067 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.570494 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.510894 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.00979277 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.530498 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.0338011 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.126783 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.27756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.586759 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.482063 # DEPENDENCYPART_GRANDPAR
(19,14),(14,22),-0.621105 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.418425 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.776737 # DEPENDENCYPART_GRANDPAR
(19,14),(14,25),-0.381649 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.590091 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.567427 # DEPENDENCYPART_GRANDPAR
(19,14),(14,29),-1.13657 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0965755 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.356954 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.38762 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.126939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),0.0841226 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.256584 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.149284 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.129446 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.166499 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0653345 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.229734 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.224462 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),0.0841226 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.385406 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.166499 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.0653345 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.229734 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.224462 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.310179 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.475782 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-0.61249 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.12205 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-0.528988 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-0.685509 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.802099 # DEPENDENCYPART_GRANDPAR
(19,21),(21,6),-0.860108 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.983248 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-0.705788 # DEPENDENCYPART_GRANDPAR
(19,21),(21,12),-0.72455 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-0.619139 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.541125 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.775173 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.280014 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.440598 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.967105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.502173 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.489878 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.248766 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.779208 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.208952 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.420432 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.43326 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.927275 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),-0.191237 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.0592531 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-0.526222 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.822909 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.715608 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.598862 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.508216 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.38061 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.784993 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.291326 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.451911 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.710048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.0935903 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.0172511 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0819713 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),0.165539 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.0459417 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.0433426 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.689029 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-0.130351 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-0.256871 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.481517 # DEPENDENCYPART_GRANDPAR
(19,24),(24,6),-0.628017 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.550226 # DEPENDENCYPART_GRANDPAR
(19,24),(24,10),-0.358286 # DEPENDENCYPART_GRANDPAR
(19,24),(24,12),-0.403968 # DEPENDENCYPART_GRANDPAR
(19,24),(24,13),-0.357734 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.288473 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.0600381 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.427671 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),0.153008 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.00757571 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.76205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.235622 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.0553497 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.20441 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.0406051 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.127389 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.256846 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0876264 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.127424 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.736022 # DEPENDENCYPART_GRANDPAR
(19,25),(25,15),-0.38061 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0777807 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.128583 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.20609 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.246387 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.0459422 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.0436928 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.161818 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.333259 # DEPENDENCYPART_GRANDPAR
(19,28),(28,17),-0.123015 # DEPENDENCYPART_GRANDPAR
(19,28),(28,18),-0.283599 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.751153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,20),-0.15325 # DEPENDENCYPART_GRANDPAR
(19,28),(28,21),-0.045983 # DEPENDENCYPART_GRANDPAR
(19,28),(28,22),-0.202442 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),0.0457245 # DEPENDENCYPART_GRANDPAR
(19,28),(28,24),-0.250519 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),0.0825234 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.325793 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.125941 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.786941 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.0363602 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.397985 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.26525 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.391288 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.376897 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.240123 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.379191 # DEPENDENCYPART_GRANDPAR
(21,3),(3,19),-0.30448 # DEPENDENCYPART_GRANDPAR
(21,3),(3,24),-0.436027 # DEPENDENCYPART_GRANDPAR
(21,3),(3,29),-0.942446 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.403081 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.316638 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.505324 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.415499 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),-0.171026 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.308732 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.257674 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),-0.493227 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.0875283 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.2751 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.000286514 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),-0.209044 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),-0.0565249 # DEPENDENCYPART_GRANDPAR
(21,4),(4,19),-0.418516 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),-0.295926 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-0.833483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.468339 # DEPENDENCYPART_GRANDPAR
(21,4),(4,23),-0.220872 # DEPENDENCYPART_GRANDPAR
(21,4),(4,24),-0.415697 # DEPENDENCYPART_GRANDPAR
(21,4),(4,25),-0.563064 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-0.830865 # DEPENDENCYPART_GRANDPAR
(21,4),(4,28),-0.701204 # DEPENDENCYPART_GRANDPAR
(21,4),(4,29),-1.04667 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.0385178 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.326375 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.20047 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.128577 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.494798 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.171512 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.0940032 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.25584 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.180651 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.365571 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.477763 # DEPENDENCYPART_GRANDPAR
(21,5),(5,13),-0.0856623 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.281192 # DEPENDENCYPART_GRANDPAR
(21,5),(5,17),-0.155746 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.00322737 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),-0.403052 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),-0.29406 # DEPENDENCYPART_GRANDPAR
(21,5),(5,21),-1.1634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,5),(5,22),-0.724063 # DEPENDENCYPART_GRANDPAR
(21,5),(5,23),-0.602669 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.76865 # DEPENDENCYPART_GRANDPAR
(21,5),(5,25),-0.944773 # DEPENDENCYPART_GRANDPAR
(21,5),(5,27),-1.21266 # DEPENDENCYPART_GRANDPAR
(21,5),(5,28),-0.957588 # DEPENDENCYPART_GRANDPAR
(21,5),(5,29),-1.20281 # DEPENDENCYPART_GRANDPAR
(21,9),(9,1),-0.0407523 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0442593 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.410299 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.410008 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.0543429 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.0632055 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.396817 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.234656 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.0972521 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.510332 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.382088 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.0759583 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.103923 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.257966 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.421026 # DEPENDENCYPART_GRANDPAR
(21,10),(10,29),-0.942521 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.0392552 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.327453 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.20315 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.128604 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.426347 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.300353 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),0.05584 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.0796935 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.187775 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.166342 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.22669 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0903769 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.282919 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.227931 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.0750743 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.159587 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.00706829 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),-0.404719 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.298774 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.1634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.724063 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.602669 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-0.76865 # DEPENDENCYPART_GRANDPAR
(21,12),(12,25),-0.944773 # DEPENDENCYPART_GRANDPAR
(21,12),(12,27),-1.21266 # DEPENDENCYPART_GRANDPAR
(21,12),(12,28),-0.957588 # DEPENDENCYPART_GRANDPAR
(21,12),(12,29),-1.20281 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.414244 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.296131 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.181308 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.533794 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.471577 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.180833 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.27542 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.267481 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.521809 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.343826 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.196985 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.00413359 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.230709 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0781897 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.383106 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.304307 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-0.835311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.500785 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.272994 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.527394 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.615098 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.882987 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.733631 # DEPENDENCYPART_GRANDPAR
(21,14),(14,29),-0.974107 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.232585 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0212 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.043698 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),0.058735 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.0593197 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.145968 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.397637 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.126286 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.270773 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.00397673 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.109233 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),0.058735 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.175543 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.126286 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.270773 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.00397673 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.109233 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0785694 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.286165 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.733996 # DEPENDENCYPART_GRANDPAR
(21,19),(19,2),-0.331324 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.203292 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.131824 # DEPENDENCYPART_GRANDPAR
(21,19),(19,5),-0.428857 # DEPENDENCYPART_GRANDPAR
(21,19),(19,6),-0.300918 # DEPENDENCYPART_GRANDPAR
(21,19),(19,7),0.0533301 # DEPENDENCYPART_GRANDPAR
(21,19),(19,8),-0.0828893 # DEPENDENCYPART_GRANDPAR
(21,19),(19,9),-0.191647 # DEPENDENCYPART_GRANDPAR
(21,19),(19,10),-0.169538 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.229909 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.416759 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.217222 # DEPENDENCYPART_GRANDPAR
(21,19),(19,14),-0.362875 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.00142817 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),0.0878498 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0930667 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.0594523 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.28612 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.1634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.724063 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.60288 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.76865 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.944984 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-1.14237 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-1.21287 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.957588 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-1.20281 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.777429 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.322575 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,7),-0.466459 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.58684 # DEPENDENCYPART_GRANDPAR
(21,23),(23,10),-0.673489 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.589235 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.726048 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.521217 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.416101 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.848068 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.695549 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.998264 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.797632 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.414789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.111869 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.140234 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.12666 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.20681 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-1.40283 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-0.972667 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.77781 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-1.4143 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-1.12502 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-1.26426 # DEPENDENCYPART_GRANDPAR
(21,24),(24,10),-0.8964 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.40221 # DEPENDENCYPART_GRANDPAR
(21,24),(24,13),-0.897795 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-1.05867 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.742418 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-0.639013 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.16457 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-1.01205 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.32768 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.10619 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.358573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
