# _root_ Külön biztató , hogy a részvények nemcsak a hazai , hanem a külföldi befektetők számára is újra vonzóak .
#goldHeads=4,4,4,0,6,18,18,18,8,18,18,14,14,15,18,18,18,4,4,
#predictedHeads=4,4,4,0,6,7,4,14,14,11,4,14,14,15,18,18,18,11,4,
(0,11),(11,13),-0.225934 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),-0.259974 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.153992 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.179089 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.0118305 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.390154 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),2.18252 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.471168 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),0.0604602 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),-0.228653 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.110101 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.306192 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),-0.128237 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.309541 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),-0.933718 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.6935 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.604046 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.268678 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.218963 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0771656 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),1.52219 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.580875 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.809987 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.488191 # DEPENDENCYPART_GRANDPAR
(0,16),(16,4),0.527592 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.239168 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.0206101 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.299494 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.643492 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.726758 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),-0.354677 # DEPENDENCYPART_GRANDPAR
(0,16),(16,14),-0.254153 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),-0.0135276 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.12514 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.335869 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),2.05026 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.716127 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.457946 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.0148523 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.061253 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.00181663 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.555859 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.448292 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.361137 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.0259098 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.020293 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),0.111604 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),1.71794 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.558459 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.159046 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),0.356102 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.0570209 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),0.0635912 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),-0.187431 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.0296516 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.460312 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.826356 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.574421 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.31897 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.0386377 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.123121 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.0539905 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),1.68038 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.370717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.197638 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0740157 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.171627 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.241002 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.112474 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.205882 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.248203 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.371662 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.283158 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),-0.491879 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.496316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),0.0377272 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.184018 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.150729 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.164125 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.282784 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.185117 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.208929 # DEPENDENCYPART_GRANDPAR
(1,4),(4,13),-0.395452 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.227073 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.38776 # DEPENDENCYPART_GRANDPAR
(1,4),(4,17),-0.252214 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.319941 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.420811 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.476412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.127274 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.0710174 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),0.0129851 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.215164 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.175075 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.261685 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.497974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),0.0436181 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.15651 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0285474 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.221181 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.0992471 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.431542 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.268713 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.182249 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.206416 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.381383 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.202644 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.14383 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.375172 # DEPENDENCYPART_GRANDPAR
(1,7),(7,17),-0.255227 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.305872 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.437703 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.509958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.0416244 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.131964 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0376241 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.105128 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.102746 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.412747 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.279625 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.0468004 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.544948 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.387922 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.195768 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.153016 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.360084 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.255667 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.312412 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.398913 # DEPENDENCYPART_GRANDPAR
(1,14),(14,1),-0.476412 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,14),(14,2),0.127629 # DEPENDENCYPART_GRANDPAR
(1,14),(14,3),-0.0710172 # DEPENDENCYPART_GRANDPAR
(1,14),(14,5),-0.215531 # DEPENDENCYPART_GRANDPAR
(1,14),(14,6),-0.00354142 # DEPENDENCYPART_GRANDPAR
(1,14),(14,7),-0.0551697 # DEPENDENCYPART_GRANDPAR
(1,14),(14,8),-0.402122 # DEPENDENCYPART_GRANDPAR
(1,14),(14,9),-0.190342 # DEPENDENCYPART_GRANDPAR
(1,14),(14,10),0.0141467 # DEPENDENCYPART_GRANDPAR
(1,14),(14,11),-0.139832 # DEPENDENCYPART_GRANDPAR
(1,14),(14,12),-0.511482 # DEPENDENCYPART_GRANDPAR
(1,14),(14,13),-0.302477 # DEPENDENCYPART_GRANDPAR
(1,14),(14,15),-0.175707 # DEPENDENCYPART_GRANDPAR
(1,14),(14,17),-0.262316 # DEPENDENCYPART_GRANDPAR
(1,15),(15,2),0.0585994 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.148927 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.0608465 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.0837889 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.25864 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.063763 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.156277 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.51039 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.369944 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.136051 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.368052 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.208597 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.275101 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.508658 # DEPENDENCYPART_GRANDPAR
(1,16),(16,1),-0.498115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,16),(16,2),0.0577498 # DEPENDENCYPART_GRANDPAR
(1,16),(16,3),-0.16605 # DEPENDENCYPART_GRANDPAR
(1,16),(16,4),-0.0383334 # DEPENDENCYPART_GRANDPAR
(1,16),(16,7),-0.103302 # DEPENDENCYPART_GRANDPAR
(1,16),(16,9),-0.263507 # DEPENDENCYPART_GRANDPAR
(1,16),(16,10),-0.0808861 # DEPENDENCYPART_GRANDPAR
(1,16),(16,11),-0.18291 # DEPENDENCYPART_GRANDPAR
(1,16),(16,12),-0.543751 # DEPENDENCYPART_GRANDPAR
(1,16),(16,13),-0.370632 # DEPENDENCYPART_GRANDPAR
(1,16),(16,14),-0.20193 # DEPENDENCYPART_GRANDPAR
(1,16),(16,15),-0.106365 # DEPENDENCYPART_GRANDPAR
(1,16),(16,17),-0.300003 # DEPENDENCYPART_GRANDPAR
(1,16),(16,18),-0.316864 # DEPENDENCYPART_GRANDPAR
(1,16),(16,19),-0.437337 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.868203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.475805 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.442505 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.435262 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.404536 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.489393 # DEPENDENCYPART_GRANDPAR
(2,1),(1,14),-0.628997 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.341575 # DEPENDENCYPART_GRANDPAR
(2,1),(1,16),-0.507421 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.79149 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.380768 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.476477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.0832736 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.105456 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.107837 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.29361 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.29528 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.165459 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.356681 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.298521 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.192253 # DEPENDENCYPART_GRANDPAR
(2,4),(4,17),-0.310816 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.36156 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-0.429606 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.373318 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.462449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.1337 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0986832 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.195025 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),0.03104 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.173951 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.366562 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0843894 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.130087 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.00632181 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.0429264 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.240264 # DEPENDENCYPART_GRANDPAR
(2,9),(9,10),-0.197361 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.306105 # DEPENDENCYPART_GRANDPAR
(2,9),(9,16),-0.184632 # DEPENDENCYPART_GRANDPAR
(2,9),(9,18),-0.342782 # DEPENDENCYPART_GRANDPAR
(2,9),(9,19),-0.509329 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.374733 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.481341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.0387303 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.0948213 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.00522281 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.0394672 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.249323 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.186238 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.0562603 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.422704 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.347343 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.267805 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.0688843 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.162523 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.312797 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.352223 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.40721 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.373318 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.462094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.1337 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.195392 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),0.0108134 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.0505539 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.305569 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.163304 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.15123 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.147499 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.39967 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.227533 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),0.0309803 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.17401 # DEPENDENCYPART_GRANDPAR
(2,16),(16,1),-0.375694 # DEPENDENCYPART_GRANDPAR
(2,16),(16,2),-0.463606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,16),(16,3),-0.0749907 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),-0.0916964 # DEPENDENCYPART_GRANDPAR
(2,16),(16,7),-0.0361721 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.168512 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),-0.0925206 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),-0.1277 # DEPENDENCYPART_GRANDPAR
(2,16),(16,12),-0.36566 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.227321 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.216473 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.0570075 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.367385 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),-0.364868 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-0.455149 # DEPENDENCYPART_GRANDPAR
(2,18),(18,1),-0.36656 # DEPENDENCYPART_GRANDPAR
(2,18),(18,3),-0.139567 # DEPENDENCYPART_GRANDPAR
(2,18),(18,4),-0.0843734 # DEPENDENCYPART_GRANDPAR
(2,18),(18,6),0.00704551 # DEPENDENCYPART_GRANDPAR
(2,18),(18,7),-0.0429104 # DEPENDENCYPART_GRANDPAR
(2,18),(18,9),-0.155873 # DEPENDENCYPART_GRANDPAR
(2,18),(18,10),-0.157097 # DEPENDENCYPART_GRANDPAR
(2,18),(18,11),-0.132128 # DEPENDENCYPART_GRANDPAR
(2,18),(18,12),-0.334362 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.218559 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.186692 # DEPENDENCYPART_GRANDPAR
(2,18),(18,15),0.0587816 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.157573 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.212561 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.508637 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0623261 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.376598 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.679832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,6),-0.424476 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.375645 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.423573 # DEPENDENCYPART_GRANDPAR
(4,1),(1,14),-0.706271 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.370686 # DEPENDENCYPART_GRANDPAR
(4,1),(1,16),-0.329597 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.840972 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.20733 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.386892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.67494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-0.458843 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.428445 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.440926 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.420502 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.740638 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.325671 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.414003 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.841047 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.668357 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.449959 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.889533 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.303569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.246271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),0.0508906 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.301026 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.704929 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.449524 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.914072 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.295289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.12071 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.118649 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.0128083 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.124554 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),0.042715 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.359976 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.0886061 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),0.0336775 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),0.167717 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),-0.305718 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),0.00304556 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.44636 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.662865 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.211372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0654544 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.225564 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.106916 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.300327 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.0535939 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.114864 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),0.0741407 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),0.0129792 # DEPENDENCYPART_GRANDPAR
(4,9),(9,19),-0.531184 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.704131 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.44961 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.914481 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.295622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,6),0.136848 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),0.0585765 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.337719 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),0.00237552 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),0.110026 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.379078 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.362634 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.0775112 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.0279001 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.205929 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.300535 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),0.000387458 # DEPENDENCYPART_GRANDPAR
(4,11),(11,19),-0.403665 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.300607 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.424221 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.0404618 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.668357 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.449959 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.889533 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),-0.246638 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.149699 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.0263095 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.48151 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0848069 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.0204023 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.046049 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.605124 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.430996 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.0509322 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.300984 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-0.703327 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-0.448303 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-0.913613 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.161971 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,7),0.195499 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.154337 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.211968 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.126127 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),-0.369753 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.18699 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.0333775 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.222869 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.327631 # DEPENDENCYPART_GRANDPAR
