# _root_ Szívet melengető érzés , hogy Európában még mindig mekkora kultusza van , és a mostani negyvenévesek milyen nosztalgiával emlegetik őt .
#goldHeads=2,3,5,5,0,11,11,11,10,11,13,13,5,16,16,19,18,19,13,19,5,
#predictedHeads=2,3,5,5,13,11,11,11,10,11,13,13,0,16,16,19,18,19,13,19,13,
(1,7),(7,13),-0.0281365 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.0414998 # DEPENDENCYPART_GRANDPAR
(1,7),(7,21),-0.690086 # DEPENDENCYPART_GRANDPAR
(1,11),(11,1),-0.50242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,11),(11,2),0.320986 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.0266675 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.180395 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.030311 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.395178 # DEPENDENCYPART_GRANDPAR
(1,11),(11,7),-0.135109 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0282717 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),0.0643038 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.214519 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.117935 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.0771698 # DEPENDENCYPART_GRANDPAR
(1,11),(11,14),-0.469106 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),-0.63538 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.596679 # DEPENDENCYPART_GRANDPAR
(1,11),(11,17),-0.122831 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.344558 # DEPENDENCYPART_GRANDPAR
(1,11),(11,19),-0.0355332 # DEPENDENCYPART_GRANDPAR
(1,11),(11,20),-0.0700743 # DEPENDENCYPART_GRANDPAR
(1,11),(11,21),-0.597782 # DEPENDENCYPART_GRANDPAR
(1,13),(13,1),-0.377664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,13),(13,2),0.191024 # DEPENDENCYPART_GRANDPAR
(1,13),(13,3),0.10043 # DEPENDENCYPART_GRANDPAR
(1,13),(13,4),0.0346166 # DEPENDENCYPART_GRANDPAR
(1,13),(13,5),-0.0398223 # DEPENDENCYPART_GRANDPAR
(1,13),(13,6),-0.268328 # DEPENDENCYPART_GRANDPAR
(1,13),(13,7),-0.200243 # DEPENDENCYPART_GRANDPAR
(1,13),(13,8),-0.11426 # DEPENDENCYPART_GRANDPAR
(1,13),(13,10),-0.0874221 # DEPENDENCYPART_GRANDPAR
(1,13),(13,11),0.00089224 # DEPENDENCYPART_GRANDPAR
(1,13),(13,12),0.0975236 # DEPENDENCYPART_GRANDPAR
(1,13),(13,14),-0.536251 # DEPENDENCYPART_GRANDPAR
(1,13),(13,15),-0.65629 # DEPENDENCYPART_GRANDPAR
(1,13),(13,16),-0.6103 # DEPENDENCYPART_GRANDPAR
(1,13),(13,18),-0.370911 # DEPENDENCYPART_GRANDPAR
(1,13),(13,19),-0.0735089 # DEPENDENCYPART_GRANDPAR
(1,13),(13,21),-0.63376 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.511878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,3),-0.0361254 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.170227 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.0299585 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.405869 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),-0.129278 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.0285206 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.223977 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.012176 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.10732 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.00173966 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.463036 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.387166 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.348781 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.0381595 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.366638 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.07435 # DEPENDENCYPART_GRANDPAR
(1,19),(19,21),-0.606547 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-0.890565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.565792 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.532106 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.735665 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.526838 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.480225 # DEPENDENCYPART_GRANDPAR
(2,1),(1,13),-0.578032 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.515643 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.909386 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.70094 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.455772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.0311768 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.131604 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.315809 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.233689 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.410816 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.227326 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.26312 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.258237 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.393451 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.402218 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-0.271295 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.737296 # DEPENDENCYPART_GRANDPAR
(2,5),(5,21),-0.542742 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.441129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0338817 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.184756 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.111831 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.239 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.244237 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.510572 # DEPENDENCYPART_GRANDPAR
(2,11),(11,1),-0.686918 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.470553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.125558 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),-0.331818 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.174279 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),-0.292936 # DEPENDENCYPART_GRANDPAR
(2,11),(11,7),-0.230452 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.208964 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.107287 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),-0.387774 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),-0.146018 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.158281 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),-0.408595 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),-0.299479 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.315523 # DEPENDENCYPART_GRANDPAR
(2,11),(11,17),-0.271701 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),-0.248031 # DEPENDENCYPART_GRANDPAR
(2,11),(11,19),-0.106526 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.616974 # DEPENDENCYPART_GRANDPAR
(2,11),(11,21),-0.488933 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.110289 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.03871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.498548 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.688605 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.553318 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.476768 # DEPENDENCYPART_GRANDPAR
(3,1),(1,13),-0.472271 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.342814 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.897125 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.442057 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.450812 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.626285 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.461672 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.454374 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.448717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.110159 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0773338 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.230706 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.56719 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.502844 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.0467131 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.556027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.114653 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0531246 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.205931 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.305849 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),4.11303e-05 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-0.148202 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-0.0472374 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-0.597504 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.100702 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.381055 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.588777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.24062 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.105571 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.236228 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.163294 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.103158 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.120948 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.261152 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.063089 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),-0.199671 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.504677 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.650958 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.514934 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.291162 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.351803 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.0433516 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.235987 # DEPENDENCYPART_GRANDPAR
(3,11),(11,21),-0.50728 # DEPENDENCYPART_GRANDPAR
(3,19),(19,1),-0.112338 # DEPENDENCYPART_GRANDPAR
(3,19),(19,3),-0.598235 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,19),(19,4),-0.230452 # DEPENDENCYPART_GRANDPAR
(3,19),(19,5),-0.105218 # DEPENDENCYPART_GRANDPAR
(3,19),(19,6),-0.246919 # DEPENDENCYPART_GRANDPAR
(3,19),(19,7),-0.157463 # DEPENDENCYPART_GRANDPAR
(3,19),(19,8),-0.103407 # DEPENDENCYPART_GRANDPAR
(3,19),(19,10),-0.27061 # DEPENDENCYPART_GRANDPAR
(3,19),(19,11),-0.068747 # DEPENDENCYPART_GRANDPAR
(3,19),(19,12),-0.0646968 # DEPENDENCYPART_GRANDPAR
(3,19),(19,13),-0.136549 # DEPENDENCYPART_GRANDPAR
(3,19),(19,14),-0.510561 # DEPENDENCYPART_GRANDPAR
(3,19),(19,15),-0.421189 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.285481 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),-0.218445 # DEPENDENCYPART_GRANDPAR
(3,19),(19,18),-0.381938 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.240263 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.516045 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.0554215 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0899678 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.287154 # DEPENDENCYPART_GRANDPAR
(5,1),(1,6),-0.18559 # DEPENDENCYPART_GRANDPAR
(5,1),(1,7),-0.288233 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.471253 # DEPENDENCYPART_GRANDPAR
(5,1),(1,13),-0.457995 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.667668 # DEPENDENCYPART_GRANDPAR
(5,1),(1,21),-1.10776 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.106496 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.792406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.126811 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.460741 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0278777 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.0876362 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.283614 # DEPENDENCYPART_GRANDPAR
(5,3),(3,6),-0.18559 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.288233 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.471253 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.667668 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.10776 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.439886 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.575507 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.724341 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.421252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,10),0.193264 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.194069 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.733333 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.700684 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.482733 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.709174 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.29066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.508533 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.230355 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.17724 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),0.103495 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.000656874 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.723125 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.793458 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.439884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.575507 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.724341 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.421034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.479262 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0341134 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0341144 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.305872 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.128394 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.193967 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0504856 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.0868263 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),0.00704029 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.731974 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.10206 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.667116 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-0.884109 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-1.03863 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.319169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.60042 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.108642 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.12286 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.269426 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.207518 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.0295795 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.0194367 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.613112 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.200356 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),0.0257634 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.344039 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.122166 # DEPENDENCYPART_GRANDPAR
(5,11),(11,19),-0.0174905 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0711578 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.702167 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-0.784358 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.442396 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-0.566406 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.751516 # DEPENDENCYPART_GRANDPAR
(5,13),(13,5),-0.395894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,13),(13,6),0.541275 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.125137 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.110003 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.146845 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),0.270454 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),0.302663 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.685183 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.269479 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.0289502 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.151166 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.0227712 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.714938 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),0.167994 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),0.0239846 # DEPENDENCYPART_GRANDPAR
(5,15),(15,14),-0.72866 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),0.00424817 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.168642 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.328821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.182475 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.188603 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.168087 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),0.0240219 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.728636 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.219297 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.166817 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.0929293 # DEPENDENCYPART_GRANDPAR
(5,19),(19,1),-1.10996 # DEPENDENCYPART_GRANDPAR
(5,19),(19,3),-0.89201 # DEPENDENCYPART_GRANDPAR
(5,19),(19,4),-1.0329 # DEPENDENCYPART_GRANDPAR
(5,19),(19,5),-0.364829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,19),(19,6),0.506479 # DEPENDENCYPART_GRANDPAR
(5,19),(19,7),0.0846411 # DEPENDENCYPART_GRANDPAR
(5,19),(19,8),0.0960042 # DEPENDENCYPART_GRANDPAR
(5,19),(19,10),0.11481 # DEPENDENCYPART_GRANDPAR
(5,19),(19,11),0.153084 # DEPENDENCYPART_GRANDPAR
(5,19),(19,12),0.167745 # DEPENDENCYPART_GRANDPAR
(5,19),(19,13),-0.0146362 # DEPENDENCYPART_GRANDPAR
(5,19),(19,14),-0.840241 # DEPENDENCYPART_GRANDPAR
(5,19),(19,15),-0.22506 # DEPENDENCYPART_GRANDPAR
(5,19),(19,16),0.0158022 # DEPENDENCYPART_GRANDPAR
(5,19),(19,17),-0.507527 # DEPENDENCYPART_GRANDPAR
(5,19),(19,18),-0.161917 # DEPENDENCYPART_GRANDPAR
(5,19),(19,20),-0.088681 # DEPENDENCYPART_GRANDPAR
(5,19),(19,21),-0.715146 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.351757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,11),0.127408 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.0787465 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),-0.780117 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.198606 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.253257 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-1.09437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,11),-0.829864 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.341356 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.436913 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.379715 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.1567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.487098 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.84496 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-0.75361 # DEPENDENCYPART_GRANDPAR
(6,3),(3,21),-0.887487 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.397113 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.530765 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.70309 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.534724 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.09977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.478478 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.659771 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.879203 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.380865 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.50503 # DEPENDENCYPART_GRANDPAR
(6,5),(5,15),-0.950551 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.76843 # DEPENDENCYPART_GRANDPAR
(6,5),(5,19),-0.784501 # DEPENDENCYPART_GRANDPAR
(6,5),(5,20),-0.6348 # DEPENDENCYPART_GRANDPAR
(6,5),(5,21),-0.858866 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.821954 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.902635 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.12719 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.780374 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.633675 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.559041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.139845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.187666 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.111614 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0307997 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.548591 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.360245 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.383876 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.346451 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.488355 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),-0.0496763 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.153715 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.453164 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.308406 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.252578 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.352286 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.0585444 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.0581792 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.10925 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.04974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,11),-0.606887 # DEPENDENCYPART_GRANDPAR
(7,1),(1,13),-0.70852 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.746619 # DEPENDENCYPART_GRANDPAR
(7,1),(1,21),-0.99225 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.338887 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.406529 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.0527042 # DEPENDENCYPART_GRANDPAR
(7,3),(3,6),-0.106158 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.04974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,11),-0.606887 # DEPENDENCYPART_GRANDPAR
(7,3),(3,19),-0.746619 # DEPENDENCYPART_GRANDPAR
(7,3),(3,21),-0.99225 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.314762 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.416392 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.165702 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.235444 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.169098 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.06134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,10),-0.603103 # DEPENDENCYPART_GRANDPAR
