# _root_ De például a májjal már más a helyzet : a sertés mája más enzimeket termel , mint az emberé , más nagyságú vörösvérsejteket hoz létre és így tovább .
#goldHeads=0,6,4,6,6,1,8,6,1,11,12,15,14,15,26,15,15,19,15,26,22,23,24,26,24,1,28,26,1,
#predictedHeads=0,15,4,2,15,8,8,15,1,11,12,15,14,15,1,15,15,19,24,24,23,23,24,26,24,13,28,24,1,
(15,26),(26,15),-0.838998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,26),(26,16),-0.25686 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),-0.0919927 # DEPENDENCYPART_GRANDPAR
(15,26),(26,19),-0.0121524 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),-0.121775 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.369917 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),-0.517024 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.0127934 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.152395 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.488013 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),-0.364314 # DEPENDENCYPART_GRANDPAR
(15,26),(26,29),-0.995164 # DEPENDENCYPART_GRANDPAR
(15,27),(27,15),-0.772888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,27),(27,17),0.0415984 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),0.00563501 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),-0.0862851 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.0668305 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.85427 # DEPENDENCYPART_GRANDPAR
(15,28),(28,15),-0.763342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,28),(28,17),0.0313372 # DEPENDENCYPART_GRANDPAR
(15,28),(28,19),-0.00384278 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),-0.39565 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),0.021103 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),-0.0777571 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.287143 # DEPENDENCYPART_GRANDPAR
(15,28),(28,29),-0.861597 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.0150249 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.269595 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-1.5512e-06 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.0963155 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.208402 # DEPENDENCYPART_GRANDPAR
(17,1),(1,12),-0.272137 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.285029 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),-0.302366 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-0.828864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,20),-0.352085 # DEPENDENCYPART_GRANDPAR
(17,1),(1,22),-0.54202 # DEPENDENCYPART_GRANDPAR
(17,1),(1,24),-0.594104 # DEPENDENCYPART_GRANDPAR
(17,1),(1,29),-0.934333 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.117786 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.230958 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.0714684 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.0598773 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.233087 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.17302 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.2335 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),-0.0814387 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.223793 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),-0.319468 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),-0.541052 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.313154 # DEPENDENCYPART_GRANDPAR
(17,2),(2,24),-0.503562 # DEPENDENCYPART_GRANDPAR
(17,2),(2,26),-0.575693 # DEPENDENCYPART_GRANDPAR
(17,2),(2,29),-0.903143 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.161747 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.0146224 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.189151 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.122687 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),0.00202142 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.16228 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.0637718 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.236876 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.176914 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.237395 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.0853331 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.225353 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-0.785824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,24),-0.502665 # DEPENDENCYPART_GRANDPAR
(17,5),(5,26),-0.575527 # DEPENDENCYPART_GRANDPAR
(17,5),(5,29),-0.903364 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.00108587 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.110367 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.26122 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.223624 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.284105 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.121704 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.132043 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.321886 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.316227 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.560114 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.318798 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.466478 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.159744 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.0120014 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.196741 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.178611 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.00193422 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.0559359 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.0868725 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.284543 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.141102 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.201582 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.0495206 # DEPENDENCYPART_GRANDPAR
(17,8),(8,28),-0.655489 # DEPENDENCYPART_GRANDPAR
(17,8),(8,29),-0.914283 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.189151 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),0.0579738 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.0792828 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.0217643 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.161747 # DEPENDENCYPART_GRANDPAR
(17,12),(12,2),-0.0146224 # DEPENDENCYPART_GRANDPAR
(17,12),(12,3),-0.189151 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.181401 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.00068674 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),0.0579738 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.0792828 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.0190224 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.23127 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),0.0217643 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.123463 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0481688 # DEPENDENCYPART_GRANDPAR
(17,12),(12,28),-0.655484 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.207987 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.132043 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.316227 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.560114 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.572036 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.587353 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.466478 # DEPENDENCYPART_GRANDPAR
(17,13),(13,26),-0.573478 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.0146224 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),-0.181401 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-0.00068674 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.0579738 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.0792828 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.0190224 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),0.0217643 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.123463 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.183944 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.00727174 # DEPENDENCYPART_GRANDPAR
(17,14),(14,28),-0.655484 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.261176 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.0367484 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.253416 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.27689 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),0.0166265 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.100622 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.143548 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.0970984 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.186812 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.0425006 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.218952 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.279432 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.151324 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.127371 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.39286 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.13268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.668922 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.937399 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.624042 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.788621 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.754244 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.964638 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.821068 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.813798 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.873474 # DEPENDENCYPART_GRANDPAR
(17,15),(15,27),-0.899325 # DEPENDENCYPART_GRANDPAR
(17,15),(15,28),-0.906206 # DEPENDENCYPART_GRANDPAR
(17,15),(15,29),-1.153 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.485378 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.53608 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.775697 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.341702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0351039 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.170455 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0600769 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.0628484 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.231101 # DEPENDENCYPART_GRANDPAR
(17,22),(22,18),0.0457365 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.071201 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.128376 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.111897 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.850175 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.53608 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.758594 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.775697 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.341702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.0351039 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.0738006 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.143408 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.110094 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0397734 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.211955 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.231101 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-0.970979 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-0.725885 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-1.20889 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-0.647145 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-0.717902 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-1.03792 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-0.935937 # DEPENDENCYPART_GRANDPAR
(17,24),(24,11),-1.15095 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-1.21143 # DEPENDENCYPART_GRANDPAR
(17,24),(24,13),-0.768604 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-1.05937 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-1.17992 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-1.0713 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.352578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),-0.106621 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.044614 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.0655593 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.238494 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.0884413 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.071853 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.154062 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.198665 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.246992 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.262183 # DEPENDENCYPART_GRANDPAR
(17,24),(24,29),-0.567595 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.0201777 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.0202339 # DEPENDENCYPART_GRANDPAR
(17,26),(26,1),-0.675616 # DEPENDENCYPART_GRANDPAR
(17,26),(26,9),-0.662582 # DEPENDENCYPART_GRANDPAR
(17,26),(26,13),-0.561651 # DEPENDENCYPART_GRANDPAR
(17,26),(26,15),-0.957713 # DEPENDENCYPART_GRANDPAR
(17,26),(26,16),-0.797937 # DEPENDENCYPART_GRANDPAR
(17,26),(26,17),-0.360601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,26),(26,19),0.0917998 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),0.220544 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.110649 # DEPENDENCYPART_GRANDPAR
(17,26),(26,22),-0.0661892 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),0.0645608 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),0.160028 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.230193 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.240843 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.517399 # DEPENDENCYPART_GRANDPAR
(17,28),(28,15),-0.860002 # DEPENDENCYPART_GRANDPAR
(17,28),(28,17),-0.274082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,28),(28,19),0.0500699 # DEPENDENCYPART_GRANDPAR
(17,28),(28,22),-0.0197726 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),0.0228308 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.0641711 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.142251 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.523514 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.564278 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),-0.610558 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.503404 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),-0.329838 # DEPENDENCYPART_GRANDPAR
(19,6),(6,12),-0.520791 # DEPENDENCYPART_GRANDPAR
(19,6),(6,13),-0.421619 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),-0.228951 # DEPENDENCYPART_GRANDPAR
(19,6),(6,15),-0.18998 # DEPENDENCYPART_GRANDPAR
(19,6),(6,16),-0.251889 # DEPENDENCYPART_GRANDPAR
(19,6),(6,19),-0.690076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,6),(6,20),-0.267607 # DEPENDENCYPART_GRANDPAR
(19,6),(6,24),0.0371216 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.504331 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.228951 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),-0.251889 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.690076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.127312 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),0.128282 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),0.0371216 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),0.0508608 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.664915 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.818867 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.57384 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.557106 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.618123 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.591076 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.549577 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.312137 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.50309 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.50697 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.21125 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.32713 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.327014 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.05281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.570714 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.174367 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.234447 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.448898 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.407059 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.284421 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-0.490534 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.696758 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.656019 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.610286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.242984 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.00538473 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.780678 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.837466 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.679791 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.605856 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.537381 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.716274 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.523128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.200682 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.000640403 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.333344 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.110201 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.131481 # DEPENDENCYPART_GRANDPAR
(19,28),(28,15),-0.524086 # DEPENDENCYPART_GRANDPAR
(19,28),(28,17),-0.502445 # DEPENDENCYPART_GRANDPAR
(19,28),(28,19),-0.625907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,28),(28,22),0.306517 # DEPENDENCYPART_GRANDPAR
(19,28),(28,23),0.192451 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),0.0715397 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.0532795 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.401454 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.438763 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.22703 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.691748 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.743114 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,11),-0.509431 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.275474 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.33567 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.507776 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.491511 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.482779 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.280361 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.705562 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.699044 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.145664 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.465378 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.46647 # DEPENDENCYPART_GRANDPAR
(21,26),(26,1),-0.556524 # DEPENDENCYPART_GRANDPAR
(21,26),(26,9),-0.533094 # DEPENDENCYPART_GRANDPAR
(21,26),(26,13),-0.27591 # DEPENDENCYPART_GRANDPAR
(21,26),(26,15),-0.555873 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-0.504272 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.497533 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.246617 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.702058 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.83939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.339078 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.795045 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.738217 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.567186 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.555576 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.818261 # DEPENDENCYPART_GRANDPAR
(22,19),(19,6),-0.323145 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.314911 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.145338 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.0360192 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.213796 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.335624 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-0.863512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.38937 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-0.575537 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-0.715888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.222155 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.41201 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-1.14962 # DEPENDENCYPART_GRANDPAR
(23,11),(11,6),-0.366882 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),-0.997874 # DEPENDENCYPART_GRANDPAR
(23,11),(11,10),-0.794486 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.944058 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.716541 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.28601 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.359315 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),-0.0676659 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-0.574495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-0.0103342 # DEPENDENCYPART_GRANDPAR
(23,13),(13,26),0.156863 # DEPENDENCYPART_GRANDPAR
(23,14),(14,2),-0.631875 # DEPENDENCYPART_GRANDPAR
(23,14),(14,4),-0.781443 # DEPENDENCYPART_GRANDPAR
(23,14),(14,5),-0.338698 # DEPENDENCYPART_GRANDPAR
(23,14),(14,6),-0.366882 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.997874 # DEPENDENCYPART_GRANDPAR
(23,14),(14,8),-0.862021 # DEPENDENCYPART_GRANDPAR
(23,14),(14,10),-0.794486 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.677485 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.934367 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.19988 # DEPENDENCYPART_GRANDPAR
(23,14),(14,28),-0.491554 # DEPENDENCYPART_GRANDPAR
(23,17),(17,1),-0.634692 # DEPENDENCYPART_GRANDPAR
(23,17),(17,2),-0.715558 # DEPENDENCYPART_GRANDPAR
(23,17),(17,4),-0.789892 # DEPENDENCYPART_GRANDPAR
(23,17),(17,5),-0.386713 # DEPENDENCYPART_GRANDPAR
(23,17),(17,6),-0.513295 # DEPENDENCYPART_GRANDPAR
(23,17),(17,8),-0.862258 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.672973 # DEPENDENCYPART_GRANDPAR
(23,17),(17,11),-0.685933 # DEPENDENCYPART_GRANDPAR
