# _root_ Európában elsősorban az olaszok és a franciák híresek kávézóikról , ahol a fekete ital számos változatát készítik , fogyasztásuk pedig mindennapos szertartássá vált .
#goldHeads=9,9,4,5,9,7,5,9,0,9,17,14,14,16,16,17,9,17,23,23,22,23,17,9,
#predictedHeads=17,23,4,5,17,7,8,9,5,23,17,14,14,16,16,17,0,17,23,23,22,23,17,17,
(16,11),(11,19),-0.519041 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.455691 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.692355 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.815355 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),0.116105 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.435673 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.183868 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.143609 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.701094 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.438975 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.117823 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.749887 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.349154 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.061603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.549411 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.738746 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.556495 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.173999 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.282596 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),0.171372 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0958902 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0513299 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.27667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,19),-0.647735 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.623543 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.724149 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.855581 # DEPENDENCYPART_GRANDPAR
(16,15),(15,9),-0.667956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.41583 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0711735 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0340017 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.451332 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.569272 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.52678 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.583816 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.680147 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.814189 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.413261 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.354034 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.816862 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.395941 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.678735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.424943 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.217825 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.306487 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.201342 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.107394 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.11623 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.791729 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.617843 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-1.17274 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.711672 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-0.970968 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.12781 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.97568 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.557401 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.606625 # DEPENDENCYPART_GRANDPAR
(16,23),(23,12),-0.350703 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.280353 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.759057 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.326454 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.855156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),-0.465804 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),-0.35664 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.226225 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.193433 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0996267 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.162874 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.454207 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.0521602 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.0917767 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.0301215 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.45661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,23),-0.344288 # DEPENDENCYPART_GRANDPAR
(17,1),(1,24),-1.09894 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0600259 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.0607455 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),0.0311348 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.245845 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.205269 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.131732 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.0601012 # DEPENDENCYPART_GRANDPAR
(17,2),(2,14),0.0898629 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),0.258547 # DEPENDENCYPART_GRANDPAR
(17,2),(2,17),-1.28916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,2),(2,18),-0.511771 # DEPENDENCYPART_GRANDPAR
(17,2),(2,19),0.0924406 # DEPENDENCYPART_GRANDPAR
(17,2),(2,20),-0.207572 # DEPENDENCYPART_GRANDPAR
(17,2),(2,23),-0.176703 # DEPENDENCYPART_GRANDPAR
(17,2),(2,24),-0.919874 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.008958 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.183074 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),0.218696 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.220142 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.401707 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.0169575 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.14394 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),0.0800104 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.256909 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.403716 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.216334 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.181872 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.156787 # DEPENDENCYPART_GRANDPAR
(17,5),(5,13),-0.0569932 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),0.0787962 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),0.172993 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),0.247482 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.53447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.6851 # DEPENDENCYPART_GRANDPAR
(17,5),(5,20),-0.385291 # DEPENDENCYPART_GRANDPAR
(17,5),(5,23),-0.422331 # DEPENDENCYPART_GRANDPAR
(17,5),(5,24),-1.09043 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.220666 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.0786882 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.147313 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),0.201367 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.175064 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.252181 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),0.270869 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.0984042 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),0.0717064 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),0.348303 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.289952 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.00823007 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.182469 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),0.220666 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),0.0786882 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),0.147313 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),0.201367 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.123815 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.141577 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.0271807 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),0.203787 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),0.2924 # DEPENDENCYPART_GRANDPAR
(17,9),(9,24),-1.09894 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-0.00582134 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.19536 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.153852 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.154036 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0790367 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.247721 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.28895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.511514 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),0.093299 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.318827 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.176495 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-0.919693 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.310498 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.255067 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.119241 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),0.343898 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.0075142 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.181753 # DEPENDENCYPART_GRANDPAR
(17,14),(14,3),0.221382 # DEPENDENCYPART_GRANDPAR
(17,14),(14,4),0.0794041 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),0.147463 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),0.202083 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.123099 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.140861 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.0806575 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0715613 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.0610569 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.198989 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.197249 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.29183 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.372471 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.231536 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.382743 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.344281 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-1.09894 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.147713 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.0531807 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),0.301851 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),0.141064 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.147834 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.572762 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.0152769 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.273715 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.225216 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.99181 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.00823007 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.182469 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),0.220666 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),0.147313 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),0.201367 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.123815 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.141577 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.0813734 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.0722771 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0617728 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),0.198273 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.196533 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.214173 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.339063 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.231536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.344281 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.41684 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.378731 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.400784 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.164173 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.232515 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.952627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.18912 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.0218991 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.206542 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0287045 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-0.551724 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.513345 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.131731 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.168168 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-1.07765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.371588 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.206692 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.491774 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.230843 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.214389 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.815427 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.055641 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.0639561 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.01132 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.29032 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.247792 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.071143 # DEPENDENCYPART_GRANDPAR
(17,22),(22,5),-0.365689 # DEPENDENCYPART_GRANDPAR
(17,22),(22,6),-0.413746 # DEPENDENCYPART_GRANDPAR
(17,22),(22,7),-0.736906 # DEPENDENCYPART_GRANDPAR
(17,22),(22,8),-0.726516 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.41684 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.378731 # DEPENDENCYPART_GRANDPAR
(17,22),(22,14),-0.400784 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.164173 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.232515 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.952627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),-0.18912 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.37345 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.146008 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.214096 # DEPENDENCYPART_GRANDPAR
(17,23),(23,1),-0.188732 # DEPENDENCYPART_GRANDPAR
(17,23),(23,2),-0.224224 # DEPENDENCYPART_GRANDPAR
(17,23),(23,3),-0.0736107 # DEPENDENCYPART_GRANDPAR
(17,23),(23,4),-0.116998 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-0.0885821 # DEPENDENCYPART_GRANDPAR
(17,23),(23,7),-0.302384 # DEPENDENCYPART_GRANDPAR
(17,23),(23,8),-0.373932 # DEPENDENCYPART_GRANDPAR
(17,23),(23,9),-0.261809 # DEPENDENCYPART_GRANDPAR
(17,23),(23,10),-0.294654 # DEPENDENCYPART_GRANDPAR
(17,23),(23,11),-0.0532377 # DEPENDENCYPART_GRANDPAR
(17,23),(23,12),-0.100752 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.0261465 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),0.0337381 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),0.199089 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),0.202007 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.999538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.301588 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.302506 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.248275 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.319199 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.10962 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.678682 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.686872 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.00862063 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.264971 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.45105 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.410171 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.443498 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.731594 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.428151 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.477157 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.650359 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.242073 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-1.27066 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.129443 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.187742 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.363699 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.423287 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.707087 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.291423 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.137514 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.16015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.525905 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.778739 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.727394 # DEPENDENCYPART_GRANDPAR
(19,15),(15,9),-0.240904 # DEPENDENCYPART_GRANDPAR
(19,15),(15,11),-0.496932 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.665832 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.836979 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.278853 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.196802 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.03919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.486178 # DEPENDENCYPART_GRANDPAR
(19,15),(15,23),-0.734737 # DEPENDENCYPART_GRANDPAR
(19,15),(15,24),-0.686003 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.410171 # DEPENDENCYPART_GRANDPAR
(19,16),(16,2),-0.443498 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.731594 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.476874 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.650359 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.242073 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-1.27066 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.129443 # DEPENDENCYPART_GRANDPAR
(19,16),(16,10),-0.187741 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.363699 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.423287 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.707087 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.167392 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.268868 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.16015 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,23),-0.778739 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.387655 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.511741 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.91354 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.411455 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.567141 # DEPENDENCYPART_GRANDPAR
(19,17),(17,6),-0.816151 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.221717 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-1.35424 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.107903 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.271929 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.398786 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.589079 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.783377 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.145852 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.375723 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.236915 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.313603 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.09859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.56956 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.27482 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.430349 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.793816 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.697596 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.805826 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.53186 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.702089 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.670213 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.609336 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.556198 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.650183 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.0278977 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0443865 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.527499 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.378815 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-0.716998 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.67291 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.572452 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.562274 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.64927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.160547 # DEPENDENCYPART_GRANDPAR
(19,22),(22,5),-0.84482 # DEPENDENCYPART_GRANDPAR
(19,22),(22,6),-1.23499 # DEPENDENCYPART_GRANDPAR
(19,22),(22,7),-0.721435 # DEPENDENCYPART_GRANDPAR
(19,22),(22,8),-1.73341 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.00792 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.15701 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.644382 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.738694 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.735446 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.587056 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.586108 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.562217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.145322 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.217814 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.52432 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.48072 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.199508 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.462854 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.340192 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.0575267 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.23319 # DEPENDENCYPART_GRANDPAR
(20,2),(2,14),-0.272646 # DEPENDENCYPART_GRANDPAR
(20,2),(2,16),-0.245172 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),0.0294763 # DEPENDENCYPART_GRANDPAR
(20,2),(2,18),-0.253027 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),-0.111707 # DEPENDENCYPART_GRANDPAR
(20,2),(2,20),-1.00936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,2),(2,23),-0.423041 # DEPENDENCYPART_GRANDPAR
(20,2),(2,24),-0.720011 # DEPENDENCYPART_GRANDPAR
