# _root_ Önkéntesek hordták a vizet és az élelmet , a törmelék elszállítását — ha kellett , puszta kézzel — maguk szervezték meg .
#goldHeads=2,0,4,2,2,7,2,2,10,11,20,13,20,13,14,17,14,13,20,2,20,2,
#predictedHeads=2,0,4,2,2,7,2,2,10,11,2,13,2,2,14,17,20,20,20,2,20,2,
(20,1),(20,5),0.129349 # DEPENDENCYPART_SIBL
(20,1),(20,7),-0.0382366 # DEPENDENCYPART_SIBL
(20,1),(20,8),0.0956371 # DEPENDENCYPART_SIBL
(20,1),(20,10),-0.0309984 # DEPENDENCYPART_SIBL
(20,1),(20,11),-0.0309984 # DEPENDENCYPART_SIBL
(20,1),(20,12),0.0359373 # DEPENDENCYPART_SIBL
(20,1),(20,13),0.0217047 # DEPENDENCYPART_SIBL
(20,1),(20,14),-0.029696 # DEPENDENCYPART_SIBL
(20,1),(20,15),0.0956371 # DEPENDENCYPART_SIBL
(20,1),(20,16),0.00070204 # DEPENDENCYPART_SIBL
(20,1),(20,17),-0.0124717 # DEPENDENCYPART_SIBL
(20,1),(20,18),0.0359373 # DEPENDENCYPART_SIBL
(20,1),(20,19),-0.0606501 # DEPENDENCYPART_SIBL
(20,1),(20,21),0.0884336 # DEPENDENCYPART_SIBL
(20,1),(20,22),0.00695274 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.0293674 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.00880016 # DEPENDENCYPART_SIBL
(20,2),(20,7),-0.0291746 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0787019 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.0265438 # DEPENDENCYPART_SIBL
(20,2),(20,11),-0.0265438 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.299933 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.0714577 # DEPENDENCYPART_SIBL
(20,2),(20,14),-0.0508098 # DEPENDENCYPART_SIBL
(20,2),(20,15),0.0787019 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.00494199 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0156059 # DEPENDENCYPART_SIBL
(20,2),(20,18),0.299933 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0545669 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0315925 # DEPENDENCYPART_SIBL
(20,2),(20,22),0.0156647 # DEPENDENCYPART_SIBL
(20,4),(20,5),0.130466 # DEPENDENCYPART_SIBL
(20,4),(20,7),-0.0379179 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0943685 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0307737 # DEPENDENCYPART_SIBL
(20,4),(20,11),-0.0307737 # DEPENDENCYPART_SIBL
(20,4),(20,12),0.0359298 # DEPENDENCYPART_SIBL
(20,4),(20,13),0.0224592 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.0286973 # DEPENDENCYPART_SIBL
(20,4),(20,15),0.0943685 # DEPENDENCYPART_SIBL
(20,4),(20,16),0.00195555 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.012247 # DEPENDENCYPART_SIBL
(20,4),(20,18),0.0359298 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0593966 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0890056 # DEPENDENCYPART_SIBL
(20,4),(20,22),0.0062564 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0221327 # DEPENDENCYPART_SIBL
(20,5),(20,8),-0.0199348 # DEPENDENCYPART_SIBL
(20,5),(20,10),0.0241498 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0241498 # DEPENDENCYPART_SIBL
(20,5),(20,12),0.00916701 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.0827327 # DEPENDENCYPART_SIBL
(20,5),(20,14),0.0408273 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0199348 # DEPENDENCYPART_SIBL
(20,5),(20,16),0.00763974 # DEPENDENCYPART_SIBL
(20,5),(20,17),0.0394706 # DEPENDENCYPART_SIBL
(20,5),(20,18),0.00916701 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0857552 # DEPENDENCYPART_SIBL
(20,5),(20,21),0.027414 # DEPENDENCYPART_SIBL
(20,5),(20,22),-0.00390509 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.0956371 # DEPENDENCYPART_SIBL
(20,7),(20,10),-0.0309984 # DEPENDENCYPART_SIBL
(20,7),(20,11),-0.0309984 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0359373 # DEPENDENCYPART_SIBL
(20,7),(20,13),0.0217047 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.029696 # DEPENDENCYPART_SIBL
(20,7),(20,15),0.0956371 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.00070204 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.0124717 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0359373 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.0606501 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0884237 # DEPENDENCYPART_SIBL
(20,7),(20,22),0.00689436 # DEPENDENCYPART_SIBL
(20,8),(20,10),-0.00692861 # DEPENDENCYPART_SIBL
(20,8),(20,11),-0.00692861 # DEPENDENCYPART_SIBL
(20,8),(20,12),0.00468932 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.00854751 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0229362 # DEPENDENCYPART_SIBL
(20,8),(20,15),0.00513268 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.00899628 # DEPENDENCYPART_SIBL
(20,8),(20,17),0.00210415 # DEPENDENCYPART_SIBL
(20,8),(20,18),0.00468932 # DEPENDENCYPART_SIBL
(20,8),(20,19),-0.00372631 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.0427109 # DEPENDENCYPART_SIBL
(20,8),(20,22),0.0213227 # DEPENDENCYPART_SIBL
(20,10),(20,11),-0.0309984 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.0359373 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0217047 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.029696 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0956371 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.00070204 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0124717 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0359373 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0606501 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.0884336 # DEPENDENCYPART_SIBL
(20,10),(20,22),0.00695274 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0359373 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0217047 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.029696 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0956371 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.00070204 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0124717 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0359373 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0606501 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0884336 # DEPENDENCYPART_SIBL
(20,11),(20,22),0.00695274 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0185248 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0332867 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0208054 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0178906 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0626534 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.756249 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0293925 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0220728 # DEPENDENCYPART_SIBL
(20,12),(20,22),0.109061 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.466172 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.775315 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.141287 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.0307341 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.292035 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0721329 # DEPENDENCYPART_SIBL
(20,13),(20,21),0.00711884 # DEPENDENCYPART_SIBL
(20,13),(20,22),0.0200598 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0593285 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.00956996 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0113231 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.280844 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.0557296 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.0229628 # DEPENDENCYPART_SIBL
(20,14),(20,22),-0.0174289 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.00899628 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00210415 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.00468932 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00372631 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0427109 # DEPENDENCYPART_SIBL
(20,15),(20,22),0.0213227 # DEPENDENCYPART_SIBL
(20,16),(20,17),-0.00432486 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.103203 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.052564 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0191047 # DEPENDENCYPART_SIBL
(20,16),(20,22),0.00178033 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0449526 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0538907 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.0733135 # DEPENDENCYPART_SIBL
(20,17),(20,22),-0.00816901 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0293925 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0220728 # DEPENDENCYPART_SIBL
(20,18),(20,22),0.109061 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0389422 # DEPENDENCYPART_SIBL
(20,19),(20,22),-0.0103686 # DEPENDENCYPART_SIBL
(20,21),(20,22),0.0174755 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.212317 # DEPENDENCYPART_SIBL
(21,7),(21,10),0.0370913 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0370913 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0210584 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.123121 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.212317 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0599834 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0385154 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.0210584 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.0211858 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.00626761 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0123502 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0123502 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.104867 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0844276 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.06193 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0148276 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.014553 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.104867 # DEPENDENCYPART_SIBL
(21,8),(21,19),0.020705 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0217639 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0370913 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0210584 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.123121 # DEPENDENCYPART_SIBL
(21,10),(21,15),0.212317 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0599834 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0385154 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.0210584 # DEPENDENCYPART_SIBL
(21,10),(21,19),0.0211858 # DEPENDENCYPART_SIBL
(21,10),(21,22),0.00629184 # DEPENDENCYPART_SIBL
(21,11),(21,12),-0.0210584 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.123121 # DEPENDENCYPART_SIBL
(21,11),(21,15),0.212317 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0599834 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0385154 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0210584 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0211858 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00629184 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.146122 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.150876 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.11396 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0774328 # DEPENDENCYPART_SIBL
(21,12),(21,18),0.505221 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0969499 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.00367983 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.642871 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.197093 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.112031 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.248976 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.179545 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.138666 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0148276 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.014553 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.104867 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.020705 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0217639 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0583448 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.101786 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0486972 # DEPENDENCYPART_SIBL
(21,16),(21,22),0.0593201 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0163577 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0283509 # DEPENDENCYPART_SIBL
(21,17),(21,22),0.00290065 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0969499 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.00367983 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.119864 # DEPENDENCYPART_SIBL
(0,1),(1,2),1.07743 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.020131 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.185176 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.559017 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),1.9981 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.639364 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),-0.293047 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),-0.0220563 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.0358477 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.418205 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0496388 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.232888 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),-0.428178 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.163751 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.00482037 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.190998 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.00564209 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.491208 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.235952 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.412968 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.230686 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),0.11417 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.351138 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.281309 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.18453 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.683137 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),1.0823 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.493822 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.179771 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.356032 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.265913 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.185867 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.380013 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),-0.221082 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),-0.092029 # DEPENDENCYPART_GRANDPAR
(0,5),(5,13),0.157424 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),0.832309 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.188931 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),-0.443069 # DEPENDENCYPART_GRANDPAR
(0,5),(5,18),0.213139 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),0.714309 # DEPENDENCYPART_GRANDPAR
(0,5),(5,22),2.09948 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.833048 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),1.07036 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.0298496 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.231281 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.0587876 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),0.493186 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.172898 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.0139666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),0.178607 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),0.673264 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.188225 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.25315 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.329941 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.209253 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.207025 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),0.53991 # DEPENDENCYPART_GRANDPAR
(0,13),(13,21),-0.314018 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),2.03641 # DEPENDENCYPART_GRANDPAR
(0,14),(14,1),0.636195 # DEPENDENCYPART_GRANDPAR
(0,14),(14,2),0.699003 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),-0.225791 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.062395 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.255748 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),0.150985 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),-0.369751 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),-0.21082 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.398617 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.109032 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.272691 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),-0.39744 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),-0.227675 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.15956 # DEPENDENCYPART_GRANDPAR
(0,14),(14,19),-0.278271 # DEPENDENCYPART_GRANDPAR
(0,14),(14,20),0.397454 # DEPENDENCYPART_GRANDPAR
(0,14),(14,21),-0.276337 # DEPENDENCYPART_GRANDPAR
(0,14),(14,22),2.23553 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.886307 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),0.0659175 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),0.462204 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),0.457973 # DEPENDENCYPART_GRANDPAR
(0,19),(19,22),1.75618 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.636087 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.634876 # DEPENDENCYPART_GRANDPAR
(0,20),(20,4),-0.225899 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.00110868 # DEPENDENCYPART_GRANDPAR
(0,20),(20,7),-0.255855 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),0.0749087 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.369859 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.210928 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.302504 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.18683 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.205492 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.0779728 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.508357 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.432916 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.607672 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.530992 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),-0.283039 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),2.18158 # DEPENDENCYPART_GRANDPAR
(0,21),(21,7),-0.169085 # DEPENDENCYPART_GRANDPAR
(0,21),(21,8),0.145805 # DEPENDENCYPART_GRANDPAR
(0,21),(21,10),-0.283197 # DEPENDENCYPART_GRANDPAR
(0,21),(21,11),-0.124266 # DEPENDENCYPART_GRANDPAR
(0,21),(21,12),0.0942868 # DEPENDENCYPART_GRANDPAR
(0,21),(21,13),0.0984413 # DEPENDENCYPART_GRANDPAR
(0,21),(21,15),0.148869 # DEPENDENCYPART_GRANDPAR
(0,21),(21,16),-0.393921 # DEPENDENCYPART_GRANDPAR
(0,21),(21,17),-0.344053 # DEPENDENCYPART_GRANDPAR
(0,21),(21,18),0.399455 # DEPENDENCYPART_GRANDPAR
(0,21),(21,19),-0.251191 # DEPENDENCYPART_GRANDPAR
(0,21),(21,22),1.85115 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.575689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.251004 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.109747 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.14383 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.361026 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.233591 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.169467 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),-0.338029 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-0.191253 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.297887 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.105371 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-0.163545 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.157357 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.236156 # DEPENDENCYPART_GRANDPAR
(1,2),(2,16),-0.382836 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.479628 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.274754 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.0551318 # DEPENDENCYPART_GRANDPAR
(1,2),(2,21),-0.289264 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-0.623387 # DEPENDENCYPART_GRANDPAR
(1,4),(4,2),-0.286285 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.236935 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.257053 # DEPENDENCYPART_GRANDPAR
(1,17),(17,2),-0.286239 # DEPENDENCYPART_GRANDPAR
(1,17),(17,3),-0.238284 # DEPENDENCYPART_GRANDPAR
(1,17),(17,4),-0.0110254 # DEPENDENCYPART_GRANDPAR
(1,17),(17,5),-0.0355516 # DEPENDENCYPART_GRANDPAR
(1,17),(17,6),-0.272221 # DEPENDENCYPART_GRANDPAR
(1,17),(17,7),-0.134057 # DEPENDENCYPART_GRANDPAR
(1,17),(17,8),-0.057637 # DEPENDENCYPART_GRANDPAR
(1,17),(17,9),-0.325309 # DEPENDENCYPART_GRANDPAR
(1,17),(17,10),-0.0917187 # DEPENDENCYPART_GRANDPAR
(1,17),(17,11),-0.198353 # DEPENDENCYPART_GRANDPAR
(1,17),(17,12),-0.0424157 # DEPENDENCYPART_GRANDPAR
(1,17),(17,13),-0.0796409 # DEPENDENCYPART_GRANDPAR
(1,17),(17,14),-0.0494732 # DEPENDENCYPART_GRANDPAR
(1,17),(17,15),-0.124326 # DEPENDENCYPART_GRANDPAR
(1,17),(17,16),-0.194216 # DEPENDENCYPART_GRANDPAR
(1,17),(17,18),-0.208756 # DEPENDENCYPART_GRANDPAR
(1,17),(17,20),0.0369279 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.575898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),-0.307222 # DEPENDENCYPART_GRANDPAR
(1,20),(20,4),-0.168132 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),-0.0839135 # DEPENDENCYPART_GRANDPAR
(1,20),(20,7),-0.291844 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.186097 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.249396 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),-0.356031 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.0396208 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.0969203 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.0723437 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.252786 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.163144 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.533927 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.209004 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),0.0144477 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.28941 # DEPENDENCYPART_GRANDPAR
(1,20),(20,22),-0.624103 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.34984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,4),-0.191302 # DEPENDENCYPART_GRANDPAR
(2,1),(1,17),-0.567605 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.866412 # DEPENDENCYPART_GRANDPAR
(2,1),(1,22),-1.36633 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.845038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.370087 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.182341 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.239272 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.963757 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.327444 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.292536 # DEPENDENCYPART_GRANDPAR
