# _root_ Még inkább meglepődtek a vizsgálódók azon , hogy az idősek és fiatalok értékválasztása alig különbözött : az 55 éven felüliek 97 százaléka , a 15-24 évesek 93 százaléka említette első helyen a családot .
#goldHeads=2,3,0,5,3,3,3,3,10,13,13,13,15,15,6,3,20,19,20,22,22,29,29,26,26,28,28,29,3,31,29,33,29,3,
#predictedHeads=3,3,0,5,3,3,3,3,10,15,13,13,15,15,3,15,19,19,20,22,22,29,29,26,26,28,28,29,15,31,29,33,29,3,
(15,6),(6,34),-0.944763 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.301465 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),-0.420684 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.710993 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.546711 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.293753 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.45461 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.256904 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.218455 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.154205 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),-0.0468233 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.107404 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.37705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.608164 # DEPENDENCYPART_GRANDPAR
(15,8),(8,20),-0.208424 # DEPENDENCYPART_GRANDPAR
(15,8),(8,23),-0.369489 # DEPENDENCYPART_GRANDPAR
(15,8),(8,29),-0.479285 # DEPENDENCYPART_GRANDPAR
(15,8),(8,34),-1.30824 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.173558 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.169948 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.0383684 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.316424 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.238237 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.23365 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.345291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.540506 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.476273 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.180295 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.365191 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.433631 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.0564022 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.221703 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0701739 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.177556 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.35995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.581584 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.342454 # DEPENDENCYPART_GRANDPAR
(15,11),(11,29),-0.462186 # DEPENDENCYPART_GRANDPAR
(15,11),(11,34),-1.28303 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.314738 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.137585 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.111071 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.105501 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),0.184084 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),0.116913 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.164682 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),0.302543 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.326725 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.146997 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.100591 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.112183 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.29128 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.174749 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.107501 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.157999 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.201452 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.0533014 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.202358 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.179914 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.261844 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.00741089 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.150075 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.135406 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.242945 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.411215 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.289517 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),0.00489318 # DEPENDENCYPART_GRANDPAR
(15,14),(14,29),-0.21663 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.388684 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0834792 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.935367 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.426606 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.282726 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),-0.132314 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0216703 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.065582 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),0.281306 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.270883 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.42484 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.358399 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.241482 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.133883 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.195052 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.836813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.152385 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.00309597 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.155663 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.139009 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.226765 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.133468 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.0175349 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.214716 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.13766 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.202623 # DEPENDENCYPART_GRANDPAR
(15,20),(20,28),0.0107357 # DEPENDENCYPART_GRANDPAR
(15,20),(20,29),0.006106 # DEPENDENCYPART_GRANDPAR
(15,20),(20,31),-0.190301 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.0834792 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),-0.057169 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.0640389 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.300347 # DEPENDENCYPART_GRANDPAR
(15,21),(21,26),-0.0347963 # DEPENDENCYPART_GRANDPAR
(15,21),(21,29),0.0889303 # DEPENDENCYPART_GRANDPAR
(15,21),(21,34),-0.85572 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.935468 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.426707 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.349084 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.410329 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-0.302731 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.282827 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),-0.115098 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.0336518 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0401432 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.00118886 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.390981 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.164929 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.114577 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.156543 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),0.0561274 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.14443 # DEPENDENCYPART_GRANDPAR
(15,22),(22,28),0.191436 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),0.138127 # DEPENDENCYPART_GRANDPAR
(15,22),(22,31),0.00445947 # DEPENDENCYPART_GRANDPAR
(15,22),(22,33),0.250296 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),-0.0344758 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),-0.148681 # DEPENDENCYPART_GRANDPAR
(15,26),(26,4),-0.935367 # DEPENDENCYPART_GRANDPAR
(15,26),(26,9),-0.426606 # DEPENDENCYPART_GRANDPAR
(15,26),(26,17),0.021734 # DEPENDENCYPART_GRANDPAR
(15,26),(26,18),-0.0652924 # DEPENDENCYPART_GRANDPAR
(15,26),(26,19),-0.0127443 # DEPENDENCYPART_GRANDPAR
(15,26),(26,20),0.370707 # DEPENDENCYPART_GRANDPAR
(15,26),(26,21),-0.190078 # DEPENDENCYPART_GRANDPAR
(15,26),(26,22),0.269978 # DEPENDENCYPART_GRANDPAR
(15,26),(26,23),0.153527 # DEPENDENCYPART_GRANDPAR
(15,26),(26,24),-0.131175 # DEPENDENCYPART_GRANDPAR
(15,26),(26,25),-0.178028 # DEPENDENCYPART_GRANDPAR
(15,26),(26,27),-0.166091 # DEPENDENCYPART_GRANDPAR
(15,26),(26,28),0.163539 # DEPENDENCYPART_GRANDPAR
(15,26),(26,31),-0.0277694 # DEPENDENCYPART_GRANDPAR
(15,26),(26,33),0.218067 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),-0.181957 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),0.22905 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),-0.0344758 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.169907 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.034046 # DEPENDENCYPART_GRANDPAR
(15,27),(27,31),-0.0865391 # DEPENDENCYPART_GRANDPAR
(15,27),(27,33),0.159372 # DEPENDENCYPART_GRANDPAR
(15,28),(28,4),-0.935468 # DEPENDENCYPART_GRANDPAR
(15,28),(28,14),-0.282827 # DEPENDENCYPART_GRANDPAR
(15,28),(28,17),0.0336518 # DEPENDENCYPART_GRANDPAR
(15,28),(28,18),-0.0401432 # DEPENDENCYPART_GRANDPAR
(15,28),(28,19),0.00118886 # DEPENDENCYPART_GRANDPAR
(15,28),(28,20),0.390981 # DEPENDENCYPART_GRANDPAR
(15,28),(28,21),-0.164929 # DEPENDENCYPART_GRANDPAR
(15,28),(28,22),0.28288 # DEPENDENCYPART_GRANDPAR
(15,28),(28,23),0.176237 # DEPENDENCYPART_GRANDPAR
(15,28),(28,24),-0.119315 # DEPENDENCYPART_GRANDPAR
(15,28),(28,25),-0.152879 # DEPENDENCYPART_GRANDPAR
(15,28),(28,26),0.031273 # DEPENDENCYPART_GRANDPAR
(15,28),(28,27),-0.140801 # DEPENDENCYPART_GRANDPAR
(15,28),(28,31),0.00445947 # DEPENDENCYPART_GRANDPAR
(15,28),(28,33),0.250296 # DEPENDENCYPART_GRANDPAR
(15,29),(29,1),0.0248305 # DEPENDENCYPART_GRANDPAR
(15,29),(29,2),-0.216206 # DEPENDENCYPART_GRANDPAR
(15,29),(29,3),-0.417529 # DEPENDENCYPART_GRANDPAR
(15,29),(29,6),-0.140061 # DEPENDENCYPART_GRANDPAR
(15,29),(29,7),-0.325345 # DEPENDENCYPART_GRANDPAR
(15,29),(29,8),-0.521304 # DEPENDENCYPART_GRANDPAR
(15,29),(29,9),-0.109047 # DEPENDENCYPART_GRANDPAR
(15,29),(29,10),-0.114067 # DEPENDENCYPART_GRANDPAR
(15,29),(29,11),-0.067618 # DEPENDENCYPART_GRANDPAR
(15,29),(29,12),0.033376 # DEPENDENCYPART_GRANDPAR
(15,29),(29,13),0.141412 # DEPENDENCYPART_GRANDPAR
(15,29),(29,14),0.0666027 # DEPENDENCYPART_GRANDPAR
(15,29),(29,15),-0.833556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,29),(29,16),-0.312658 # DEPENDENCYPART_GRANDPAR
(15,29),(29,17),-0.0580532 # DEPENDENCYPART_GRANDPAR
(15,29),(29,18),-0.131057 # DEPENDENCYPART_GRANDPAR
(15,29),(29,19),-0.104165 # DEPENDENCYPART_GRANDPAR
(15,29),(29,20),0.243784 # DEPENDENCYPART_GRANDPAR
(15,29),(29,21),-0.255843 # DEPENDENCYPART_GRANDPAR
(15,29),(29,22),0.203084 # DEPENDENCYPART_GRANDPAR
(15,29),(29,23),0.0101083 # DEPENDENCYPART_GRANDPAR
(15,29),(29,24),-0.211964 # DEPENDENCYPART_GRANDPAR
(15,29),(29,25),-0.243793 # DEPENDENCYPART_GRANDPAR
(15,29),(29,26),-0.0738522 # DEPENDENCYPART_GRANDPAR
(15,29),(29,27),-0.231722 # DEPENDENCYPART_GRANDPAR
(15,29),(29,28),0.0803515 # DEPENDENCYPART_GRANDPAR
(15,29),(29,30),-0.0861752 # DEPENDENCYPART_GRANDPAR
(15,29),(29,31),-0.0839991 # DEPENDENCYPART_GRANDPAR
(15,29),(29,32),-0.119682 # DEPENDENCYPART_GRANDPAR
(15,29),(29,33),0.160662 # DEPENDENCYPART_GRANDPAR
(15,29),(29,34),-0.882796 # DEPENDENCYPART_GRANDPAR
(15,31),(31,17),0.0171016 # DEPENDENCYPART_GRANDPAR
(15,31),(31,21),-0.192307 # DEPENDENCYPART_GRANDPAR
(15,31),(31,24),-0.137447 # DEPENDENCYPART_GRANDPAR
(15,31),(31,25),-0.180257 # DEPENDENCYPART_GRANDPAR
(15,31),(31,26),0.0165166 # DEPENDENCYPART_GRANDPAR
(15,31),(31,27),-0.168179 # DEPENDENCYPART_GRANDPAR
(15,31),(31,28),0.146423 # DEPENDENCYPART_GRANDPAR
(15,31),(31,30),-0.0118307 # DEPENDENCYPART_GRANDPAR
(15,31),(31,32),-0.0788232 # DEPENDENCYPART_GRANDPAR
(15,31),(31,33),0.233612 # DEPENDENCYPART_GRANDPAR
(15,33),(33,24),-0.126976 # DEPENDENCYPART_GRANDPAR
(15,33),(33,30),-0.00881176 # DEPENDENCYPART_GRANDPAR
(15,33),(33,31),-0.0301876 # DEPENDENCYPART_GRANDPAR
(15,33),(33,32),-0.173562 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.727306 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-0.753184 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.698732 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.746798 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.763223 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.515659 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.552162 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.547007 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.459773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.25578 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.115458 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0797065 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0812186 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0738162 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0139176 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.0825553 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),0.0234706 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.149528 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.21114 # DEPENDENCYPART_GRANDPAR
(17,20),(20,31),-0.194667 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.426776 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-1.49061 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-1.31815 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.527328 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.662847 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.856312 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-1.44601 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.452786 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.961024 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-1.07687 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.518054 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-0.927027 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,22),-0.628443 # DEPENDENCYPART_GRANDPAR
(19,14),(14,29),-0.499702 # DEPENDENCYPART_GRANDPAR
(19,17),(17,20),-0.41866 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.834627 # DEPENDENCYPART_GRANDPAR
(19,22),(22,4),-1.60009 # DEPENDENCYPART_GRANDPAR
(19,22),(22,9),-1.57196 # DEPENDENCYPART_GRANDPAR
(19,22),(22,11),-0.78555 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.39756 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-1.5154 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.894884 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.944904 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.13187 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.860754 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.462083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.0787986 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.156726 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.207731 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0507509 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.0423837 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.0856543 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.320364 # DEPENDENCYPART_GRANDPAR
(19,22),(22,29),-0.139314 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.362673 # DEPENDENCYPART_GRANDPAR
(19,22),(22,33),-0.366435 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.271349 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.666059 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.252604 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.221035 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.455141 # DEPENDENCYPART_GRANDPAR
(20,1),(1,34),-0.848799 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.262781 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.659795 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.257023 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),-0.448877 # DEPENDENCYPART_GRANDPAR
(20,2),(2,34),-0.848781 # DEPENDENCYPART_GRANDPAR
(20,6),(6,1),-0.246705 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.281927 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.664862 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.275149 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.264507 # DEPENDENCYPART_GRANDPAR
(20,6),(6,8),-0.219736 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.157805 # DEPENDENCYPART_GRANDPAR
(20,6),(6,11),-0.113893 # DEPENDENCYPART_GRANDPAR
(20,6),(6,12),-0.608405 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.501051 # DEPENDENCYPART_GRANDPAR
(20,6),(6,14),-0.13928 # DEPENDENCYPART_GRANDPAR
(20,6),(6,15),-0.481055 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),-0.128208 # DEPENDENCYPART_GRANDPAR
(20,6),(6,18),0.0797938 # DEPENDENCYPART_GRANDPAR
(20,6),(6,19),0.061704 # DEPENDENCYPART_GRANDPAR
(20,6),(6,20),-0.6597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,21),-0.50165 # DEPENDENCYPART_GRANDPAR
(20,6),(6,22),-0.352286 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-0.323141 # DEPENDENCYPART_GRANDPAR
(20,6),(6,25),-0.64316 # DEPENDENCYPART_GRANDPAR
(20,6),(6,26),-0.422952 # DEPENDENCYPART_GRANDPAR
(20,6),(6,27),-0.674747 # DEPENDENCYPART_GRANDPAR
(20,6),(6,28),-0.498945 # DEPENDENCYPART_GRANDPAR
(20,6),(6,29),-0.210902 # DEPENDENCYPART_GRANDPAR
(20,6),(6,31),-0.735917 # DEPENDENCYPART_GRANDPAR
(20,6),(6,33),-0.619258 # DEPENDENCYPART_GRANDPAR
(20,6),(6,34),-0.814715 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.0986273 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.208318 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.0503576 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.218045 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.159105 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.0757303 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.0186427 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.425444 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.0924846 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.202781 # DEPENDENCYPART_GRANDPAR
(20,13),(13,6),-0.0485746 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.214362 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),-0.175784 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),-0.154193 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.0701934 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),0.0223243 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.479539 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.156065 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),-0.740362 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.301653 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),-0.26376 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.226329 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.121742 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.623868 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.516507 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.122852 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.048579 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.444329 # DEPENDENCYPART_GRANDPAR
(20,14),(14,29),-0.414725 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.215863 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.244346 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.664914 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.138364 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.276677 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.138031 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),-0.28096 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-0.124959 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),-0.25412 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.148311 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),-0.0794694 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.526866 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.418863 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.0958139 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.275048 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.171891 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0629177 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.0384229 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-0.76359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.50269 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.495005 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.464369 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.644199 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.563953 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.675787 # DEPENDENCYPART_GRANDPAR
(20,15),(15,28),-0.641664 # DEPENDENCYPART_GRANDPAR
(20,15),(15,29),-0.450233 # DEPENDENCYPART_GRANDPAR
(20,15),(15,31),-0.879052 # DEPENDENCYPART_GRANDPAR
(20,15),(15,33),-0.76026 # DEPENDENCYPART_GRANDPAR
(20,15),(15,34),-0.846072 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-0.767123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,17),-0.1307 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.0996126 # DEPENDENCYPART_GRANDPAR
(20,19),(19,9),-0.158595 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.0180716 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.0890939 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0412309 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.155527 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.531986 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.464229 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.259891 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.300166 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.361747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,26),-0.131428 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.0385892 # DEPENDENCYPART_GRANDPAR
(20,21),(21,34),-0.514577 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.564296 # DEPENDENCYPART_GRANDPAR
