# _root_ Mert csupán úgy adták elő a falhoz tapadó , földön vonagló vagy ölelkező " koreográfiákat " , amilyen szinten prózai színészektől kitelik .
#goldHeads=4,4,4,0,4,7,8,15,15,11,15,15,15,15,4,15,4,19,22,21,22,4,4,
#predictedHeads=4,4,4,0,4,7,8,15,4,11,15,15,15,15,4,15,4,22,20,21,22,4,4,
(20,7),(20,15),0.076847 # DEPENDENCYPART_SIBL
(20,7),(20,16),0.0895525 # DEPENDENCYPART_SIBL
(20,7),(20,17),0.282618 # DEPENDENCYPART_SIBL
(20,7),(20,18),0.0466282 # DEPENDENCYPART_SIBL
(20,7),(20,19),0.076767 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0264769 # DEPENDENCYPART_SIBL
(20,10),(20,12),0.354961 # DEPENDENCYPART_SIBL
(20,10),(20,13),0.0264769 # DEPENDENCYPART_SIBL
(20,10),(20,14),0.0882568 # DEPENDENCYPART_SIBL
(20,10),(20,15),0.0749253 # DEPENDENCYPART_SIBL
(20,10),(20,16),0.0882568 # DEPENDENCYPART_SIBL
(20,10),(20,17),0.28012 # DEPENDENCYPART_SIBL
(20,10),(20,18),0.0461071 # DEPENDENCYPART_SIBL
(20,10),(20,19),0.0748453 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.241192 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.0336596 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.120566 # DEPENDENCYPART_SIBL
(20,11),(20,15),0.0135812 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.120566 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.257201 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.040546 # DEPENDENCYPART_SIBL
(20,11),(20,19),0.0135279 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0226381 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0470482 # DEPENDENCYPART_SIBL
(20,12),(20,15),0.0345338 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0470482 # DEPENDENCYPART_SIBL
(20,12),(20,17),0.0709026 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0363714 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.0328793 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.120566 # DEPENDENCYPART_SIBL
(20,13),(20,15),0.0135812 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.120566 # DEPENDENCYPART_SIBL
(20,13),(20,17),0.257201 # DEPENDENCYPART_SIBL
(20,13),(20,18),0.040546 # DEPENDENCYPART_SIBL
(20,13),(20,19),0.0135279 # DEPENDENCYPART_SIBL
(20,14),(20,15),0.0420877 # DEPENDENCYPART_SIBL
(20,14),(20,16),0.0940994 # DEPENDENCYPART_SIBL
(20,14),(20,17),0.0248172 # DEPENDENCYPART_SIBL
(20,14),(20,18),0.0308132 # DEPENDENCYPART_SIBL
(20,14),(20,19),0.0404709 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.0895525 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.282618 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0466282 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.076767 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0248172 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0308132 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0404709 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.0152361 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.0454594 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0551253 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.0129962 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.155843 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.190771 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0128485 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.155843 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.179405 # DEPENDENCYPART_SIBL
(21,6),(21,13),0.155843 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.361265 # DEPENDENCYPART_SIBL
(21,6),(21,15),0.0129962 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.361265 # DEPENDENCYPART_SIBL
(21,6),(21,17),0.190771 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.00148199 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0129962 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.155949 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0462258 # DEPENDENCYPART_SIBL
(21,7),(21,9),0.641687 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0188428 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0462258 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.672687 # DEPENDENCYPART_SIBL
(21,7),(21,13),0.0462258 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.2264 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.018106 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.2264 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.641687 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0490027 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.018133 # DEPENDENCYPART_SIBL
(21,7),(21,20),0.0462 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.440921 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.00307534 # DEPENDENCYPART_SIBL
(21,8),(21,11),0.00535244 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.430139 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.00535244 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.237265 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.00307406 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.237265 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.440921 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0025034 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.00307422 # DEPENDENCYPART_SIBL
(21,8),(21,20),0.00533116 # DEPENDENCYPART_SIBL
(21,9),(21,10),0.0551011 # DEPENDENCYPART_SIBL
(21,9),(21,11),0.0253304 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.397369 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0253304 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0935034 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.0569251 # DEPENDENCYPART_SIBL
(21,9),(21,16),-0.0935034 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0456326 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0291324 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.0538911 # DEPENDENCYPART_SIBL
(21,9),(21,20),0.0251056 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0461668 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.670868 # DEPENDENCYPART_SIBL
(21,10),(21,13),0.0461668 # DEPENDENCYPART_SIBL
(21,10),(21,14),0.225201 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0198496 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.225201 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.639289 # DEPENDENCYPART_SIBL
(21,10),(21,18),0.0485751 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0198766 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.046141 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.430139 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.00535244 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.237265 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.00307406 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.237265 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.440921 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0025034 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.00307422 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.00533116 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0247679 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0205395 # DEPENDENCYPART_SIBL
(21,12),(21,15),0.0141049 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0205395 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0351237 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0212857 # DEPENDENCYPART_SIBL
(21,12),(21,19),0.0125561 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0247892 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.237265 # DEPENDENCYPART_SIBL
(21,13),(21,15),-0.00307406 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.237265 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.440921 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0025034 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.00307422 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00533116 # DEPENDENCYPART_SIBL
(21,14),(21,15),0.0232761 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.138501 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0127322 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0186855 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0217122 # DEPENDENCYPART_SIBL
(21,14),(21,20),0.0677776 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.2264 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.641687 # DEPENDENCYPART_SIBL
(21,15),(21,18),0.0490027 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.018133 # DEPENDENCYPART_SIBL
(21,15),(21,20),0.0462 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0127322 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0186855 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0217122 # DEPENDENCYPART_SIBL
(21,16),(21,20),0.0677776 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0291324 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0538911 # DEPENDENCYPART_SIBL
(21,17),(21,20),0.0251056 # DEPENDENCYPART_SIBL
(21,18),(21,19),-0.0426049 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.0478971 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.0460935 # DEPENDENCYPART_SIBL
(22,1),(22,2),-0.0376499 # DEPENDENCYPART_SIBL
(22,1),(22,3),-0.115646 # DEPENDENCYPART_SIBL
(22,1),(22,4),0.0636102 # DEPENDENCYPART_SIBL
(22,1),(22,6),-0.121812 # DEPENDENCYPART_SIBL
(22,1),(22,7),-0.086342 # DEPENDENCYPART_SIBL
(22,1),(22,8),-0.03642 # DEPENDENCYPART_SIBL
(22,1),(22,9),0.106904 # DEPENDENCYPART_SIBL
(22,1),(22,10),-0.0909209 # DEPENDENCYPART_SIBL
(22,1),(22,11),-0.03642 # DEPENDENCYPART_SIBL
(22,1),(22,12),-0.0437034 # DEPENDENCYPART_SIBL
(22,1),(22,13),-0.03642 # DEPENDENCYPART_SIBL
(22,1),(22,14),-0.00415804 # DEPENDENCYPART_SIBL
(22,1),(22,15),-0.0862161 # DEPENDENCYPART_SIBL
(22,1),(22,16),-0.00415804 # DEPENDENCYPART_SIBL
(22,1),(22,17),0.106904 # DEPENDENCYPART_SIBL
(22,1),(22,18),-0.110927 # DEPENDENCYPART_SIBL
(22,1),(22,19),-0.0888062 # DEPENDENCYPART_SIBL
(22,1),(22,20),-0.03642 # DEPENDENCYPART_SIBL
(22,1),(22,21),-0.0862161 # DEPENDENCYPART_SIBL
(22,1),(22,23),-0.0361222 # DEPENDENCYPART_SIBL
(22,2),(22,3),-0.0225058 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0168482 # DEPENDENCYPART_SIBL
(22,2),(22,6),-0.100079 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.00684267 # DEPENDENCYPART_SIBL
(22,2),(22,8),0.00340257 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.0460248 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.0120604 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.00340257 # DEPENDENCYPART_SIBL
(22,2),(22,12),0.0273722 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.00340257 # DEPENDENCYPART_SIBL
(22,2),(22,14),-0.00860648 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.00715076 # DEPENDENCYPART_SIBL
(22,2),(22,16),-0.00860648 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.0460248 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0554302 # DEPENDENCYPART_SIBL
(22,2),(22,19),-0.008192 # DEPENDENCYPART_SIBL
(22,2),(22,20),0.00340257 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.00715076 # DEPENDENCYPART_SIBL
(22,2),(22,23),0.0827292 # DEPENDENCYPART_SIBL
(22,3),(22,4),-0.0583849 # DEPENDENCYPART_SIBL
(22,3),(22,6),-0.132383 # DEPENDENCYPART_SIBL
(22,3),(22,7),-0.0622035 # DEPENDENCYPART_SIBL
(22,3),(22,8),-0.0369027 # DEPENDENCYPART_SIBL
(22,3),(22,9),-0.0135365 # DEPENDENCYPART_SIBL
(22,3),(22,10),-0.0674213 # DEPENDENCYPART_SIBL
(22,3),(22,11),-0.0369027 # DEPENDENCYPART_SIBL
(22,3),(22,12),-0.0149792 # DEPENDENCYPART_SIBL
(22,3),(22,13),-0.0369027 # DEPENDENCYPART_SIBL
(22,3),(22,14),-0.046072 # DEPENDENCYPART_SIBL
(22,3),(22,15),-0.0625116 # DEPENDENCYPART_SIBL
(22,3),(22,16),-0.046072 # DEPENDENCYPART_SIBL
(22,3),(22,17),-0.0135365 # DEPENDENCYPART_SIBL
(22,3),(22,18),-0.0939794 # DEPENDENCYPART_SIBL
(22,3),(22,19),-0.0635529 # DEPENDENCYPART_SIBL
(22,3),(22,20),-0.0369027 # DEPENDENCYPART_SIBL
(22,3),(22,21),-0.0625116 # DEPENDENCYPART_SIBL
(22,3),(22,23),-0.00113524 # DEPENDENCYPART_SIBL
(22,4),(22,6),-0.0670477 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.027344 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.00591612 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.075806 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0319164 # DEPENDENCYPART_SIBL
(22,4),(22,11),-0.00591612 # DEPENDENCYPART_SIBL
(22,4),(22,12),0.000433548 # DEPENDENCYPART_SIBL
(22,4),(22,13),-0.00591612 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.0460243 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0276521 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.0460243 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.075806 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0830807 # DEPENDENCYPART_SIBL
(22,4),(22,19),-0.0291732 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.00591612 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0276521 # DEPENDENCYPART_SIBL
(22,4),(22,23),0.0131853 # DEPENDENCYPART_SIBL
(22,6),(22,7),0.017772 # DEPENDENCYPART_SIBL
(22,6),(22,8),-0.0164009 # DEPENDENCYPART_SIBL
(22,6),(22,9),0.0102192 # DEPENDENCYPART_SIBL
(22,6),(22,10),0.0130667 # DEPENDENCYPART_SIBL
(22,6),(22,11),-0.0164009 # DEPENDENCYPART_SIBL
(22,6),(22,12),0.0611627 # DEPENDENCYPART_SIBL
(22,6),(22,13),-0.0164009 # DEPENDENCYPART_SIBL
(22,6),(22,14),0.0781621 # DEPENDENCYPART_SIBL
(22,6),(22,15),0.0174639 # DEPENDENCYPART_SIBL
(22,6),(22,16),0.0781621 # DEPENDENCYPART_SIBL
(22,6),(22,17),0.0102192 # DEPENDENCYPART_SIBL
(22,6),(22,18),-0.107354 # DEPENDENCYPART_SIBL
(22,6),(22,19),0.0164227 # DEPENDENCYPART_SIBL
(22,6),(22,20),-0.0163372 # DEPENDENCYPART_SIBL
(22,6),(22,21),0.0174639 # DEPENDENCYPART_SIBL
(22,6),(22,23),-0.0634118 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.000608091 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0956371 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.038842 # DEPENDENCYPART_SIBL
(22,7),(22,11),-0.000608091 # DEPENDENCYPART_SIBL
(22,7),(22,12),0.178867 # DEPENDENCYPART_SIBL
(22,7),(22,13),-0.000608091 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.00571623 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0309984 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.00571623 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.0956371 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0887235 # DEPENDENCYPART_SIBL
(22,7),(22,19),-0.0320934 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.000610364 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0309984 # DEPENDENCYPART_SIBL
(22,7),(22,23),0.00577279 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.048812 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.0192628 # DEPENDENCYPART_SIBL
(22,8),(22,11),-0.0218746 # DEPENDENCYPART_SIBL
(22,8),(22,12),0.119609 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.0218746 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0161883 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0150119 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.0161883 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.048812 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0786878 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.0160533 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0218746 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0150119 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0051115 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.0142152 # DEPENDENCYPART_SIBL
(22,9),(22,11),-0.00899597 # DEPENDENCYPART_SIBL
(22,9),(22,12),0.15078 # DEPENDENCYPART_SIBL
(22,9),(22,13),-0.00899597 # DEPENDENCYPART_SIBL
(22,9),(22,14),-0.0459047 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.00692861 # DEPENDENCYPART_SIBL
(22,9),(22,16),-0.0459047 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.00513268 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.0611518 # DEPENDENCYPART_SIBL
(22,9),(22,19),-0.0129389 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.00909772 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.00692861 # DEPENDENCYPART_SIBL
(22,9),(22,23),0.0213227 # DEPENDENCYPART_SIBL
(22,10),(22,11),-0.00747648 # DEPENDENCYPART_SIBL
(22,10),(22,12),0.168431 # DEPENDENCYPART_SIBL
(22,10),(22,13),-0.00747648 # DEPENDENCYPART_SIBL
(22,10),(22,14),-0.00304045 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0412012 # DEPENDENCYPART_SIBL
(22,10),(22,16),-0.00304045 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.0849245 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.096379 # DEPENDENCYPART_SIBL
(22,10),(22,19),-0.0422963 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.00747876 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0412012 # DEPENDENCYPART_SIBL
(22,10),(22,23),0.00181885 # DEPENDENCYPART_SIBL
(22,11),(22,12),0.119609 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0218746 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0161883 # DEPENDENCYPART_SIBL
(22,11),(22,15),-0.0150119 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.0161883 # DEPENDENCYPART_SIBL
(22,11),(22,17),0.048812 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0786878 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0160533 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0218746 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0150119 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.0051115 # DEPENDENCYPART_SIBL
(22,12),(22,13),0.0109616 # DEPENDENCYPART_SIBL
(22,12),(22,14),-0.04307 # DEPENDENCYPART_SIBL
(22,12),(22,15),-0.0186886 # DEPENDENCYPART_SIBL
(22,12),(22,16),-0.04307 # DEPENDENCYPART_SIBL
(22,12),(22,17),0.0820154 # DEPENDENCYPART_SIBL
(22,12),(22,18),-0.0949969 # DEPENDENCYPART_SIBL
(22,12),(22,19),-0.0212787 # DEPENDENCYPART_SIBL
(22,12),(22,20),0.0109616 # DEPENDENCYPART_SIBL
(22,12),(22,21),-0.0186886 # DEPENDENCYPART_SIBL
(22,12),(22,23),-0.0258184 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.0161883 # DEPENDENCYPART_SIBL
(22,13),(22,15),-0.0150119 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0161883 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.048812 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0786878 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0160533 # DEPENDENCYPART_SIBL
(22,13),(22,20),-0.0218746 # DEPENDENCYPART_SIBL
(22,13),(22,21),-0.0150119 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.0051115 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.0279 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.10802 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0346737 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0819297 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0315195 # DEPENDENCYPART_SIBL
(22,14),(22,20),0.000666242 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0279 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0271273 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.00571623 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.0956371 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0887235 # DEPENDENCYPART_SIBL
(22,15),(22,19),-0.0320934 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.000610364 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0309984 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.00695274 # DEPENDENCYPART_SIBL
(22,16),(22,17),-0.0346737 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.0819297 # DEPENDENCYPART_SIBL
(22,16),(22,19),-0.0315195 # DEPENDENCYPART_SIBL
(22,16),(22,20),0.000666242 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0279 # DEPENDENCYPART_SIBL
(22,16),(22,23),0.0271273 # DEPENDENCYPART_SIBL
(22,17),(22,18),-0.0611518 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.0129389 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.00909772 # DEPENDENCYPART_SIBL
(22,17),(22,21),-0.00692861 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.0213227 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0142042 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.00413474 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.013163 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.0298717 # DEPENDENCYPART_SIBL
(22,19),(22,20),0.00018808 # DEPENDENCYPART_SIBL
(22,19),(22,21),-0.0298337 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.00622641 # DEPENDENCYPART_SIBL
(22,20),(22,21),-0.0150438 # DEPENDENCYPART_SIBL
(22,20),(22,23),0.0051115 # DEPENDENCYPART_SIBL
(22,21),(22,23),0.00695274 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.264241 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.976725 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.123279 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0911388 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.0544517 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.482437 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),0.406456 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),2.30211 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.759266 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.744095 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),-0.258768 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.183759 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.0008 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.768438 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.378164 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.733618 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),2.0043 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.514201 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.0850116 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0663265 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.178295 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.727564 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),-0.125483 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.00999531 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),0.108079 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.0350721 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),-0.151559 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.343748 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.164674 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.0943133 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.29238 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),-0.00748239 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.499377 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.130663 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),-0.317205 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),-0.326019 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),-0.133109 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),0.164962 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.33171 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.768349 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.379965 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.857088 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),-0.163901 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),-0.0163352 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),-0.330798 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.0577005 # DEPENDENCYPART_GRANDPAR
(0,5),(5,17),0.550177 # DEPENDENCYPART_GRANDPAR
