# _root_ Nem volt nagy , ám a másodikhoz már elkelt a segítség , én nyúltam alá a merítőhálóval .
#goldHeads=2,5,2,5,0,7,9,9,5,11,9,5,14,5,14,17,14,5,
#predictedHeads=2,5,2,5,0,7,9,9,5,11,9,9,14,5,14,17,14,5,
(2,14),(14,17),-0.315696 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-1.03244 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.992647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.0543758 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.367647 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.159579 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.156376 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.240859 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.287845 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.131373 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.267994 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.407332 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.395532 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-1.08752 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.446705 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.1822 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.41702 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.604791 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.341552 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.879186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.516277 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.428386 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.621143 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-0.49237 # DEPENDENCYPART_GRANDPAR
(3,1),(1,11),-0.652596 # DEPENDENCYPART_GRANDPAR
(3,1),(1,12),-0.473201 # DEPENDENCYPART_GRANDPAR
(3,1),(1,14),-0.767964 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.884817 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.218843 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.879609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.558258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.484635 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.531292 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.679168 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.467598 # DEPENDENCYPART_GRANDPAR
(3,2),(2,9),-0.531915 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.68056 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.710621 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.515181 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-0.807509 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.625303 # DEPENDENCYPART_GRANDPAR
(3,2),(2,17),-0.683251 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.881621 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.610933 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.787162 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.499929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.0786497 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.254068 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.256751 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.201525 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.223356 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.288204 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.292664 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.498949 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.260834 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.49691 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.753022 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.484624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.170757 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.0716006 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.191794 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.121395 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.0620062 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.175043 # DEPENDENCYPART_GRANDPAR
(3,7),(7,17),-0.147673 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.659667 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.7913 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.498845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),-0.307214 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.09775 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),-0.245001 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.266696 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.148294 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.320849 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.193016 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.159116 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),-0.233525 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.374243 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.255677 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.446591 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.165646 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),-0.498758 # DEPENDENCYPART_GRANDPAR
(3,11),(11,4),-0.170018 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.19329 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),-0.164505 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.180472 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.104829 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.342559 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.119636 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.338506 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.147673 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.518094 # DEPENDENCYPART_GRANDPAR
(3,14),(14,1),-0.659667 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.7913 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.498845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),-0.307214 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.09775 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.245001 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.266234 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.148294 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.153332 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.394269 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.296455 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.264137 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.260013 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.255677 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.446591 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.165646 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.498758 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.341062 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.255862 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.318369 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.466804 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.148005 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0744718 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.165718 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.565556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,7),-0.369024 # DEPENDENCYPART_GRANDPAR
(5,1),(1,9),-0.168115 # DEPENDENCYPART_GRANDPAR
(5,1),(1,11),-0.678067 # DEPENDENCYPART_GRANDPAR
(5,1),(1,12),-0.121001 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-0.444587 # DEPENDENCYPART_GRANDPAR
(5,1),(1,18),-0.687596 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.0207534 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.0753324 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.140515 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-0.917306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.391058 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-0.79173 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.399367 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.509228 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.714525 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-1.10077 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.454979 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.7857 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-0.571287 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.11548 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.950303 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.0352289 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),0.00625433 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.154053 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.564353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.404037 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.161436 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.713081 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.117999 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.437907 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.727784 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.689217 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.402799 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.127725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,11),-0.142217 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.548867 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.445644 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.67275 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.147207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.162647 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),0.250371 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),0.398524 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.0942581 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.108961 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-0.449381 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.545713 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.389793 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.655051 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.0573679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,7),0.227065 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.0226172 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),0.418149 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),0.147941 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.0365757 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.305586 # DEPENDENCYPART_GRANDPAR
(5,9),(9,1),-0.81315 # DEPENDENCYPART_GRANDPAR
(5,9),(9,2),-0.874619 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.664377 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.977236 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.106242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.15456 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),0.155291 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.290964 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.0111356 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.0815969 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.354624 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),0.468129 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),0.152188 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),0.185325 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.140527 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.0962999 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.299494 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.67275 # DEPENDENCYPART_GRANDPAR
(5,11),(11,6),0.16115 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),0.220584 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),0.241309 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),0.393108 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.162316 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),0.333752 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.121146 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.108961 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-0.368438 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.81315 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.874619 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.664377 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.977236 # DEPENDENCYPART_GRANDPAR
(5,14),(14,5),-0.106242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,14),(14,6),0.15456 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),0.155754 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.290964 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),0.394405 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),-0.168906 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.152058 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),0.311225 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),0.425861 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),0.185325 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.140527 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.0962999 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.299494 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.160819 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),0.414704 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),0.0903994 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.290211 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.351385 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.255768 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.237489 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.187039 # DEPENDENCYPART_GRANDPAR
(6,3),(3,7),-0.38628 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.520305 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.631886 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.515324 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.569569 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-0.69688 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-0.625909 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.336857 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.303428 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),0.0383631 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.413413 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-0.928394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.397958 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.397465 # DEPENDENCYPART_GRANDPAR
(6,5),(5,9),-0.566431 # DEPENDENCYPART_GRANDPAR
(6,5),(5,11),-0.643564 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.522044 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.615695 # DEPENDENCYPART_GRANDPAR
(6,5),(5,17),-0.708557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-0.624638 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.637271 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.659457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.0373402 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0687501 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.157901 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.444422 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.201335 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.200968 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-0.32767 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.306308 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.859997 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.657401 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.635044 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.529304 # DEPENDENCYPART_GRANDPAR
(7,2),(2,6),-0.805086 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-1.02929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.396288 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-0.597348 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.541194 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.662328 # DEPENDENCYPART_GRANDPAR
(7,2),(2,12),-0.616505 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-0.217119 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.53209 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-0.743782 # DEPENDENCYPART_GRANDPAR
(7,2),(2,18),-0.814977 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.850885 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.209828 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.539668 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.543723 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.01495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,9),-0.560638 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.647989 # DEPENDENCYPART_GRANDPAR
(7,3),(3,12),-0.578281 # DEPENDENCYPART_GRANDPAR
(7,3),(3,14),-0.180409 # DEPENDENCYPART_GRANDPAR
(7,3),(3,17),-0.729443 # DEPENDENCYPART_GRANDPAR
(7,3),(3,18),-0.831104 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.921157 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.332467 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.876899 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.692242 # DEPENDENCYPART_GRANDPAR
(7,5),(5,6),-0.761453 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.00782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),-0.423884 # DEPENDENCYPART_GRANDPAR
(7,5),(5,9),-0.596703 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.640863 # DEPENDENCYPART_GRANDPAR
(7,5),(5,12),-0.571059 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.216474 # DEPENDENCYPART_GRANDPAR
(7,5),(5,17),-0.722318 # DEPENDENCYPART_GRANDPAR
(7,5),(5,18),-0.814361 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.807721 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.579954 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.598682 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.11958 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.54656 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.17279 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.863334 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.89567 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.585468 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,11),-0.282423 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.26489 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.104407 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.363133 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.516017 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.20694 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-0.591362 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.19027 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.914448 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.963317 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.1316 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.63768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.0154134 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.184555 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.211979 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.312271 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.261494 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.116265 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.241197 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.348661 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.293433 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.465326 # DEPENDENCYPART_GRANDPAR
(7,11),(11,4),-0.906638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,6),-1.19432 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.479538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,8),-0.0946908 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),-0.152041 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),-0.173169 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.227558 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.208565 # DEPENDENCYPART_GRANDPAR
(7,11),(11,17),-0.314973 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.450286 # DEPENDENCYPART_GRANDPAR
(7,17),(17,10),-0.171672 # DEPENDENCYPART_GRANDPAR
(7,17),(17,13),-0.204984 # DEPENDENCYPART_GRANDPAR
(7,17),(17,15),-0.201155 # DEPENDENCYPART_GRANDPAR
(7,17),(17,16),-0.335778 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.131886 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.149714 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.148274 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.0216678 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),-0.109682 # DEPENDENCYPART_GRANDPAR
(8,1),(1,9),-0.442933 # DEPENDENCYPART_GRANDPAR
(8,1),(1,11),-0.482918 # DEPENDENCYPART_GRANDPAR
(8,1),(1,12),-0.458996 # DEPENDENCYPART_GRANDPAR
(8,1),(1,14),-0.365937 # DEPENDENCYPART_GRANDPAR
(8,1),(1,18),-0.759673 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.0466028 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.0766765 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.181642 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),0.0315447 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.108055 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.0889267 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-0.828277 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.503471 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.356094 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.567744 # DEPENDENCYPART_GRANDPAR
(8,2),(2,12),-0.524306 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.426476 # DEPENDENCYPART_GRANDPAR
(8,2),(2,15),-0.497648 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.676122 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.775865 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.134425 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.222245 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.0880101 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),0.00121112 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.0829456 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.430264 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.511613 # DEPENDENCYPART_GRANDPAR
(8,3),(3,12),-0.451714 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.353268 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-0.619991 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.757665 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.149356 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.276943 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.167442 # DEPENDENCYPART_GRANDPAR
