# _root_ Kouchnerhez hasonlóan a tanács többi tagja sem tudja még , miképpen lehetne szavatolni a szerb kisebbség biztonságát , s így a kérdés valószínűleg még többször napirendre kerül a testület ülésein .
#goldHeads=2,8,4,6,6,8,8,19,8,8,13,8,12,16,16,17,13,19,0,27,22,27,27,27,27,27,19,29,30,27,19,
#predictedHeads=2,8,4,6,6,8,8,19,8,8,12,8,12,16,16,17,13,19,0,27,22,27,27,26,26,27,19,29,30,27,19,
(13,19),(19,16),-0.000296275 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0369614 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.320846 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.222969 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.143906 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.269012 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.203908 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.440547 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.222016 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.338755 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-0.344922 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.450405 # DEPENDENCYPART_GRANDPAR
(13,19),(19,31),-1.09027 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.459758 # DEPENDENCYPART_GRANDPAR
(13,20),(20,12),-0.396533 # DEPENDENCYPART_GRANDPAR
(13,20),(20,13),-0.521067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,20),(20,15),-0.0699669 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.147245 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.110568 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),-0.136312 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.015066 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0462899 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.0306596 # DEPENDENCYPART_GRANDPAR
(13,20),(20,27),0.0291656 # DEPENDENCYPART_GRANDPAR
(13,20),(20,29),-0.15367 # DEPENDENCYPART_GRANDPAR
(13,20),(20,30),-0.259054 # DEPENDENCYPART_GRANDPAR
(13,20),(20,31),-0.962233 # DEPENDENCYPART_GRANDPAR
(13,22),(22,14),0.238481 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),0.0306618 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.00373486 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.0106307 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),0.0373455 # DEPENDENCYPART_GRANDPAR
(13,22),(22,26),0.0711266 # DEPENDENCYPART_GRANDPAR
(13,23),(23,8),-0.457833 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),0.162309 # DEPENDENCYPART_GRANDPAR
(13,23),(23,17),0.125632 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.144899 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),0.0266753 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.0399741 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),0.0278153 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.214157 # DEPENDENCYPART_GRANDPAR
(13,23),(23,26),0.0137584 # DEPENDENCYPART_GRANDPAR
(13,23),(23,30),-0.214636 # DEPENDENCYPART_GRANDPAR
(13,24),(24,16),0.134978 # DEPENDENCYPART_GRANDPAR
(13,24),(24,17),0.0983003 # DEPENDENCYPART_GRANDPAR
(13,24),(24,18),-0.16515 # DEPENDENCYPART_GRANDPAR
(13,24),(24,20),0.00831999 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),0.0126428 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.041778 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.242766 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.0479878 # DEPENDENCYPART_GRANDPAR
(13,24),(24,27),0.0115576 # DEPENDENCYPART_GRANDPAR
(13,24),(24,29),-0.170998 # DEPENDENCYPART_GRANDPAR
(13,24),(24,30),-0.276382 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),0.0816988 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),0.104229 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),0.0386933 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),0.0905465 # DEPENDENCYPART_GRANDPAR
(13,25),(25,29),-0.108137 # DEPENDENCYPART_GRANDPAR
(13,25),(25,30),-0.213644 # DEPENDENCYPART_GRANDPAR
(13,26),(26,14),0.228242 # DEPENDENCYPART_GRANDPAR
(13,26),(26,15),0.083698 # DEPENDENCYPART_GRANDPAR
(13,26),(26,16),0.279293 # DEPENDENCYPART_GRANDPAR
(13,26),(26,18),-0.0324178 # DEPENDENCYPART_GRANDPAR
(13,26),(26,19),0.0704151 # DEPENDENCYPART_GRANDPAR
(13,26),(26,20),0.0307613 # DEPENDENCYPART_GRANDPAR
(13,26),(26,21),-0.0139736 # DEPENDENCYPART_GRANDPAR
(13,26),(26,22),0.152006 # DEPENDENCYPART_GRANDPAR
(13,26),(26,23),-0.0137973 # DEPENDENCYPART_GRANDPAR
(13,26),(26,24),0.0240115 # DEPENDENCYPART_GRANDPAR
(13,26),(26,25),-0.19642 # DEPENDENCYPART_GRANDPAR
(13,26),(26,29),-0.0503141 # DEPENDENCYPART_GRANDPAR
(13,26),(26,30),-0.153306 # DEPENDENCYPART_GRANDPAR
(13,27),(27,1),-0.492223 # DEPENDENCYPART_GRANDPAR
(13,27),(27,2),-0.240522 # DEPENDENCYPART_GRANDPAR
(13,27),(27,4),-0.376513 # DEPENDENCYPART_GRANDPAR
(13,27),(27,5),-0.230442 # DEPENDENCYPART_GRANDPAR
(13,27),(27,6),-0.26064 # DEPENDENCYPART_GRANDPAR
(13,27),(27,7),-0.242083 # DEPENDENCYPART_GRANDPAR
(13,27),(27,8),-0.401932 # DEPENDENCYPART_GRANDPAR
(13,27),(27,9),0.0517019 # DEPENDENCYPART_GRANDPAR
(13,27),(27,10),-0.371157 # DEPENDENCYPART_GRANDPAR
(13,27),(27,12),-0.338563 # DEPENDENCYPART_GRANDPAR
(13,27),(27,13),-0.531856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,27),(27,15),-0.0484946 # DEPENDENCYPART_GRANDPAR
(13,27),(27,16),0.196794 # DEPENDENCYPART_GRANDPAR
(13,27),(27,17),0.160777 # DEPENDENCYPART_GRANDPAR
(13,27),(27,18),-0.170464 # DEPENDENCYPART_GRANDPAR
(13,27),(27,19),-0.0470381 # DEPENDENCYPART_GRANDPAR
(13,27),(27,20),-0.0218587 # DEPENDENCYPART_GRANDPAR
(13,27),(27,21),-0.104086 # DEPENDENCYPART_GRANDPAR
(13,27),(27,22),0.0592438 # DEPENDENCYPART_GRANDPAR
(13,27),(27,23),-0.0605833 # DEPENDENCYPART_GRANDPAR
(13,27),(27,24),-0.0157958 # DEPENDENCYPART_GRANDPAR
(13,27),(27,25),-0.270163 # DEPENDENCYPART_GRANDPAR
(13,27),(27,26),-0.0105284 # DEPENDENCYPART_GRANDPAR
(13,27),(27,28),-0.172771 # DEPENDENCYPART_GRANDPAR
(13,27),(27,29),-0.0974973 # DEPENDENCYPART_GRANDPAR
(13,27),(27,30),-0.19615 # DEPENDENCYPART_GRANDPAR
(13,27),(27,31),-0.967588 # DEPENDENCYPART_GRANDPAR
(13,29),(29,21),-0.0108145 # DEPENDENCYPART_GRANDPAR
(13,29),(29,25),-0.19576 # DEPENDENCYPART_GRANDPAR
(13,29),(29,28),-0.233278 # DEPENDENCYPART_GRANDPAR
(13,30),(30,23),-0.0137823 # DEPENDENCYPART_GRANDPAR
(13,30),(30,24),0.0240266 # DEPENDENCYPART_GRANDPAR
(13,30),(30,25),-0.196405 # DEPENDENCYPART_GRANDPAR
(13,30),(30,26),0.0694941 # DEPENDENCYPART_GRANDPAR
(13,30),(30,28),-0.236422 # DEPENDENCYPART_GRANDPAR
(13,30),(30,29),-0.0398644 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.680458 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,15),-0.88481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,2),-0.922229 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.79801 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.963591 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.59196 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.315429 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.329596 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.195403 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0774471 # DEPENDENCYPART_GRANDPAR
(16,9),(9,27),-0.727519 # DEPENDENCYPART_GRANDPAR
(16,9),(9,31),-0.876353 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.704716 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.997181 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-1.09589 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.479043 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-1.11704 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.87454 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.532312 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.292647 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.454931 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.42365 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.453634 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.32437 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.486531 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0178293 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.930351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.502659 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.550753 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.408323 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.505118 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.66394 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.611473 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.540629 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.575928 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.704698 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.589622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.77424 # DEPENDENCYPART_GRANDPAR
(16,13),(13,29),-0.776867 # DEPENDENCYPART_GRANDPAR
(16,13),(13,30),-0.716598 # DEPENDENCYPART_GRANDPAR
(16,13),(13,31),-0.886344 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.148718 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.351963 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.338603 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.392069 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.69731 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0360765 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.132845 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),0.271816 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.21009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,19),-0.553838 # DEPENDENCYPART_GRANDPAR
(17,7),(7,31),-0.881111 # DEPENDENCYPART_GRANDPAR
(17,9),(9,1),-0.474176 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.712978 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.369991 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.184144 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),0.0598952 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.126927 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.277735 # DEPENDENCYPART_GRANDPAR
(17,9),(9,27),-0.733165 # DEPENDENCYPART_GRANDPAR
(17,9),(9,31),-0.881448 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.517444 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.362733 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.242754 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.145001 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),0.237892 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),0.405987 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),0.498937 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.80993 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-1.18802 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.688417 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.675971 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-1.05492 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.589922 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.500964 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.502144 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.294161 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.593575 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.189815 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.0990421 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),0.101522 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.263059 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.819843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.108545 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.257784 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.0995753 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.352723 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.351997 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.328865 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.202547 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.487389 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.22023 # DEPENDENCYPART_GRANDPAR
(17,19),(19,30),-0.252305 # DEPENDENCYPART_GRANDPAR
(17,19),(19,31),-0.496952 # DEPENDENCYPART_GRANDPAR
(17,27),(27,1),-0.819964 # DEPENDENCYPART_GRANDPAR
(17,27),(27,2),-1.18044 # DEPENDENCYPART_GRANDPAR
(17,27),(27,4),-0.698451 # DEPENDENCYPART_GRANDPAR
(17,27),(27,5),-0.668611 # DEPENDENCYPART_GRANDPAR
(17,27),(27,6),-1.06273 # DEPENDENCYPART_GRANDPAR
(17,27),(27,7),-0.587101 # DEPENDENCYPART_GRANDPAR
(17,27),(27,8),-0.491418 # DEPENDENCYPART_GRANDPAR
(17,27),(27,9),-0.46638 # DEPENDENCYPART_GRANDPAR
(17,27),(27,10),-0.332716 # DEPENDENCYPART_GRANDPAR
(17,27),(27,12),-0.583838 # DEPENDENCYPART_GRANDPAR
(17,27),(27,13),-0.180347 # DEPENDENCYPART_GRANDPAR
(17,27),(27,15),0.108721 # DEPENDENCYPART_GRANDPAR
(17,27),(27,16),-0.273165 # DEPENDENCYPART_GRANDPAR
(17,27),(27,17),-0.888855 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,27),(27,18),-0.295843 # DEPENDENCYPART_GRANDPAR
(17,27),(27,19),-0.220528 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),-0.12967 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),-0.448287 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),-0.110237 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),-0.221199 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.240745 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.259983 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.19933 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.569125 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.183179 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.208596 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-0.554546 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.0583192 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),0.163518 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),0.1654 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),0.201895 # DEPENDENCYPART_GRANDPAR
(19,1),(1,31),-0.918067 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.28351 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.0907546 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.160918 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.136227 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),0.211739 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),0.153689 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.167383 # DEPENDENCYPART_GRANDPAR
(19,2),(2,12),0.190044 # DEPENDENCYPART_GRANDPAR
(19,2),(2,13),0.139196 # DEPENDENCYPART_GRANDPAR
(19,2),(2,17),0.481607 # DEPENDENCYPART_GRANDPAR
(19,2),(2,19),-0.794112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,2),(2,27),-0.356137 # DEPENDENCYPART_GRANDPAR
(19,2),(2,31),-0.907072 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.341638 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.00970845 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.125974 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),0.163518 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.294899 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.0733039 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.0148034 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.143808 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.214917 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.326062 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),0.0090002 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.12649 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.176152 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.235523 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.0740873 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.158572 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),0.157859 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.171669 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),0.258956 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),0.208232 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),0.509846 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-0.795378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,31),-0.905812 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),-0.241585 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.121781 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),-0.0482765 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.0936866 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),-0.104205 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),0.137236 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),0.258809 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),0.0758734 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.111017 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.189686 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.140328 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),0.0918206 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),-0.18157 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.0471939 # DEPENDENCYPART_GRANDPAR
(19,8),(8,16),0.333482 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.431171 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),-0.157511 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.17786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,20),-0.630769 # DEPENDENCYPART_GRANDPAR
(19,8),(8,22),-0.984933 # DEPENDENCYPART_GRANDPAR
(19,8),(8,23),-0.675743 # DEPENDENCYPART_GRANDPAR
(19,8),(8,24),-0.779121 # DEPENDENCYPART_GRANDPAR
(19,8),(8,25),-0.871087 # DEPENDENCYPART_GRANDPAR
(19,8),(8,26),-1.06091 # DEPENDENCYPART_GRANDPAR
(19,8),(8,27),-0.738467 # DEPENDENCYPART_GRANDPAR
(19,8),(8,29),-1.51838 # DEPENDENCYPART_GRANDPAR
(19,8),(8,30),-1.11879 # DEPENDENCYPART_GRANDPAR
(19,8),(8,31),-1.2042 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.185831 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),0.196777 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),0.250534 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),0.213869 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.198186 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.264248 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),0.213524 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-0.362568 # DEPENDENCYPART_GRANDPAR
(19,9),(9,31),-0.905873 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.235755 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),0.130752 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),-0.0878559 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.0952333 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.143067 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),0.261453 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),0.228425 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.216377 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),0.290142 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.0109768 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.0907158 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.178315 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),0.0540356 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.338427 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.436116 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.157124 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.17745 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,12),(12,20),-0.630198 # DEPENDENCYPART_GRANDPAR
(19,12),(12,22),-0.986196 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.675172 # DEPENDENCYPART_GRANDPAR
(19,12),(12,24),-0.778582 # DEPENDENCYPART_GRANDPAR
(19,12),(12,25),-0.870641 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-1.06217 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-0.736954 # DEPENDENCYPART_GRANDPAR
(19,12),(12,29),-1.51964 # DEPENDENCYPART_GRANDPAR
(19,12),(12,30),-1.12006 # DEPENDENCYPART_GRANDPAR
(19,12),(12,31),-1.20373 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.249154 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),0.10991 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.0597283 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.101256 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.116076 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),0.129667 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),0.236375 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.200043 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.191997 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.231751 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.014321 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),0.232311 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.18081 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.0505153 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.337026 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.434715 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.153085 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.17732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.629734 # DEPENDENCYPART_GRANDPAR
(19,13),(13,21),-0.920416 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.983341 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.674708 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.778086 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.870617 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-1.05932 # DEPENDENCYPART_GRANDPAR
(19,13),(13,27),-0.736688 # DEPENDENCYPART_GRANDPAR
(19,13),(13,29),-1.51678 # DEPENDENCYPART_GRANDPAR
(19,13),(13,30),-1.1172 # DEPENDENCYPART_GRANDPAR
(19,13),(13,31),-1.20373 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.109365 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),0.0178572 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.1259 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),0.0895958 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.107316 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.061451 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.00669613 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),0.137812 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.0895996 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),0.156486 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0639136 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.00513144 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.28476 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0606103 # DEPENDENCYPART_GRANDPAR
