# _root_ Wrighték repülésének évében Henry_Ford autógyárat alapított , ahol 1924-ig 10_millió , 1927-ig 15_millió darab készült a legendás T-modellből .
#goldHeads=2,6,6,6,6,0,6,6,6,6,6,15,14,15,6,18,18,15,6,
#predictedHeads=2,6,6,5,6,0,6,15,10,12,12,15,14,15,6,18,18,15,6,
(0,15),(15,11),0.113323 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0363158 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.14184 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.549775 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.40953 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.227641 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.0423216 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),2.12455 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.521484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.393235 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.110654 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.403338 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.520903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.0665874 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.11237 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-0.0973119 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.403354 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-0.125502 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.172465 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.523855 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.426165 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.521485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.0671686 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.271921 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.0967118 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.404453 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.524954 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.521484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),-0.0671684 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.27192 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),0.0133637 # DEPENDENCYPART_GRANDPAR
(1,5),(5,7),-0.125089 # DEPENDENCYPART_GRANDPAR
(1,5),(5,9),-0.252743 # DEPENDENCYPART_GRANDPAR
(1,5),(5,10),-0.181796 # DEPENDENCYPART_GRANDPAR
(1,5),(5,11),-0.0743645 # DEPENDENCYPART_GRANDPAR
(1,5),(5,12),-0.284669 # DEPENDENCYPART_GRANDPAR
(1,5),(5,13),-0.200958 # DEPENDENCYPART_GRANDPAR
(1,5),(5,14),-0.372868 # DEPENDENCYPART_GRANDPAR
(1,5),(5,15),-0.523839 # DEPENDENCYPART_GRANDPAR
(1,5),(5,18),-0.427527 # DEPENDENCYPART_GRANDPAR
(1,5),(5,19),-0.574066 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.682133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.227817 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.437459 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.144542 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.134394 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.188666 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.135834 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.314194 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.240751 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),-0.137941 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.345957 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.262246 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.34321 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.598027 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.333899 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.383744 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.576367 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.680895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),-0.226579 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.43622 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.143304 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.133155 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.41441 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.232646 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.067923 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.271493 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.196227 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.181921 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.303766 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.220055 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.424255 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.753175 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.346669 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.392168 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.591981 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.34884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-1.07718 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.709248 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.758665 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.983065 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-1.10509 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.0735 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.396146 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.750327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.237051 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.283391 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.574341 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.284102 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.329592 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.710822 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.546433 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.396146 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.750908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.480043 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.282791 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.57544 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.711921 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.3346 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.911557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.645581 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.269223 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.320473 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.347266 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.226753 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.599291 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.397878 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.273772 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.62975 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.412578 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.326513 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.784994 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.433137 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.504011 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.680032 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.961479 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.32201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.407411 # DEPENDENCYPART_GRANDPAR
(3,1),(1,5),-0.636669 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.816391 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.985219 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.908986 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.052253 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.32201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.407411 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.816391 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.528769 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-1.55912 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.72516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.161269 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.408347 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),-0.591635 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.528768 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.55912 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.72516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.190229 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.128917 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.279729 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0256108 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.055834 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.314683 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),-0.0472443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.135271 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.59052 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.352099 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-0.512799 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.467221 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-1.49757 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.890431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0325903 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.198499 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.192916 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.103263 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.341984 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.0853706 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.119833 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.376776 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.109337 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.10563 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.66513 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.388204 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.308333 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.515522 # DEPENDENCYPART_GRANDPAR
(3,10),(10,1),-0.407721 # DEPENDENCYPART_GRANDPAR
(3,10),(10,4),0.121324 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),-0.107933 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.388779 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),-0.114004 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0187663 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.261894 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.136029 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.50474 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.237301 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.251496 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.722626 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.458354 # DEPENDENCYPART_GRANDPAR
(3,10),(10,18),-0.458162 # DEPENDENCYPART_GRANDPAR
(3,10),(10,19),-0.622636 # DEPENDENCYPART_GRANDPAR
(3,15),(15,1),-0.46738 # DEPENDENCYPART_GRANDPAR
(3,15),(15,2),-1.49773 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.889193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,4),0.0338288 # DEPENDENCYPART_GRANDPAR
(3,15),(15,5),-0.197261 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.418731 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),-0.236901 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.0353576 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.297793 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),-0.0393554 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),-0.163818 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.333093 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.0656543 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.186205 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.595041 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.400974 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.316758 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.531136 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-1.55912 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),-0.392993 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.294124 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.0353522 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0295257 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.329086 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.061647 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.0171055 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.586978 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.214341 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.512799 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),0.0266095 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.478913 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.985793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.352318 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-1.02908 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.957145 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.935492 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.384181 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.478913 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.985793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,6),-1.02908 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.385896 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.0960472 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.985794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.352319 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.02908 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.525345 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.589125 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.957145 # DEPENDENCYPART_GRANDPAR
(4,3),(3,18),-0.781206 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-0.861171 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.571322 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.118224 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.387863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,7),-0.151317 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.151636 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.13408 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.109151 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.234978 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.159138 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.190009 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.562865 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.307293 # DEPENDENCYPART_GRANDPAR
(4,5),(5,19),-0.539721 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.799625 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.509776 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.056868 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.545769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.0858745 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.214894 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.152433 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.213087 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.193035 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.172728 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.296266 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.220426 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.160351 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.637054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.539509 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.263509 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.542023 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.799784 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.509935 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.0570267 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.54453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.087113 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.631414 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.258873 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.0845217 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.170386 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.148511 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.216707 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.254075 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.178235 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.241395 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.70063 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.552279 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.271934 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.557636 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.167074 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.23149 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),0.0561819 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-0.816975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,6),-0.528357 # DEPENDENCYPART_GRANDPAR
(5,1),(1,15),-0.506642 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.819902 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.327615 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.23149 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.0561819 # DEPENDENCYPART_GRANDPAR
(5,2),(2,6),-0.528357 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.32933 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.289731 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.0567629 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-0.816976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.528357 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.554631 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.409313 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.506642 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.582308 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.32873 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.289131 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),0.10906 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-0.816976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.528357 # DEPENDENCYPART_GRANDPAR
(5,4),(4,15),-0.506642 # DEPENDENCYPART_GRANDPAR
(5,9),(9,3),-0.244602 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.420703 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.288234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),-0.100749 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.165275 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),0.0840596 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.137291 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.105398 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),-0.358932 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.215127 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.00159817 # DEPENDENCYPART_GRANDPAR
(5,9),(9,15),-0.241972 # DEPENDENCYPART_GRANDPAR
(5,9),(9,18),-0.212373 # DEPENDENCYPART_GRANDPAR
(5,9),(9,19),-0.531472 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.68356 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.420703 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.288234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.100749 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.165275 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0840596 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.0613237 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.105398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.358672 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.214867 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.00159816 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.241972 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.466703 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.212373 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.531472 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-0.68356 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.420703 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.165275 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),0.0840596 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.0613237 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),0.0675179 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.0123724 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.214867 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.00159816 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.241972 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.466703 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.212373 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.531472 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),-0.165276 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.0840591 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.0613242 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),0.0675174 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0123729 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.156456 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-0.212373 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-0.531474 # DEPENDENCYPART_GRANDPAR
(5,14),(14,1),-0.804606 # DEPENDENCYPART_GRANDPAR
(5,14),(14,2),-0.765007 # DEPENDENCYPART_GRANDPAR
(5,14),(14,3),-0.365648 # DEPENDENCYPART_GRANDPAR
(5,14),(14,4),-0.541749 # DEPENDENCYPART_GRANDPAR
(5,14),(14,6),-0.104812 # DEPENDENCYPART_GRANDPAR
(5,14),(14,7),-0.154331 # DEPENDENCYPART_GRANDPAR
(5,14),(14,8),0.00649779 # DEPENDENCYPART_GRANDPAR
(5,14),(14,9),-0.0988346 # DEPENDENCYPART_GRANDPAR
(5,14),(14,10),0.0300027 # DEPENDENCYPART_GRANDPAR
(5,14),(14,11),-0.00142786 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.193967 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.050162 # DEPENDENCYPART_GRANDPAR
(5,14),(14,18),-0.0878773 # DEPENDENCYPART_GRANDPAR
(5,15),(15,1),-0.743218 # DEPENDENCYPART_GRANDPAR
(5,15),(15,2),-0.703618 # DEPENDENCYPART_GRANDPAR
(5,15),(15,3),-0.30445 # DEPENDENCYPART_GRANDPAR
(5,15),(15,4),-0.480361 # DEPENDENCYPART_GRANDPAR
(5,15),(15,5),-0.377544 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,15),(15,6),-0.130689 # DEPENDENCYPART_GRANDPAR
(5,15),(15,7),-0.288159 # DEPENDENCYPART_GRANDPAR
(5,15),(15,8),0.0674812 # DEPENDENCYPART_GRANDPAR
(5,15),(15,9),-0.0972013 # DEPENDENCYPART_GRANDPAR
