# _root_ 1994-ben Márkus_Gyulával közösen alapítója volt a privatizációk lebonyolítására szakosodott Márkus_Pénzügyi_Gazdasági_Tanácsadó_Kft.-nek , amely utóbb fiktív cégnek bizonyult ( HVG , 1998. február 28. ) .
#goldHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,5,18,22,22,18,18,5,
#predictedHeads=5,3,5,5,0,7,8,9,10,5,5,16,16,15,16,5,18,16,18,22,22,18,18,5,
(16,6),(16,7),-0.00120598 # DEPENDENCYPART_SIBL
(16,6),(16,8),-0.00120598 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0143226 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.00120598 # DEPENDENCYPART_SIBL
(16,6),(16,11),0.0100944 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.172032 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0488361 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.0137667 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.00388068 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.080302 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.0127488 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.0437719 # DEPENDENCYPART_SIBL
(16,6),(16,21),-0.0256866 # DEPENDENCYPART_SIBL
(16,6),(16,22),-0.0256821 # DEPENDENCYPART_SIBL
(16,6),(16,23),-0.0888715 # DEPENDENCYPART_SIBL
(16,6),(16,24),-0.0625485 # DEPENDENCYPART_SIBL
(16,7),(16,8),-0.0632248 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.00235133 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.0632248 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.0892938 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.196685 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.006932 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00189117 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0705115 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.0553914 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0293483 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0217792 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0174375 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.0174372 # DEPENDENCYPART_SIBL
(16,7),(16,23),-0.074366 # DEPENDENCYPART_SIBL
(16,7),(16,24),0.00377046 # DEPENDENCYPART_SIBL
(16,8),(16,9),0.00235133 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.0632248 # DEPENDENCYPART_SIBL
(16,8),(16,11),0.0892938 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.196685 # DEPENDENCYPART_SIBL
(16,8),(16,13),0.006932 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.00189117 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.0705115 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0553914 # DEPENDENCYPART_SIBL
(16,8),(16,18),0.0293483 # DEPENDENCYPART_SIBL
(16,8),(16,19),-0.0217792 # DEPENDENCYPART_SIBL
(16,8),(16,21),-0.0174375 # DEPENDENCYPART_SIBL
(16,8),(16,22),-0.0174372 # DEPENDENCYPART_SIBL
(16,8),(16,23),-0.074366 # DEPENDENCYPART_SIBL
(16,8),(16,24),0.00377046 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0275632 # DEPENDENCYPART_SIBL
(16,9),(16,11),0.0548081 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.135015 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0133269 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.00622485 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0302379 # DEPENDENCYPART_SIBL
(16,9),(16,17),-0.0491951 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0251643 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.00841717 # DEPENDENCYPART_SIBL
(16,9),(16,21),0.00814482 # DEPENDENCYPART_SIBL
(16,9),(16,22),0.00814483 # DEPENDENCYPART_SIBL
(16,9),(16,23),-0.0385713 # DEPENDENCYPART_SIBL
(16,9),(16,24),0.00648854 # DEPENDENCYPART_SIBL
(16,10),(16,11),0.0892938 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.196685 # DEPENDENCYPART_SIBL
(16,10),(16,13),0.006932 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00189117 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0705115 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0553914 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0293483 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0217792 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0174375 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0174372 # DEPENDENCYPART_SIBL
(16,10),(16,23),-0.074366 # DEPENDENCYPART_SIBL
(16,10),(16,24),0.00377046 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.198383 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0321008 # DEPENDENCYPART_SIBL
(16,11),(16,14),0.00588601 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.0282453 # DEPENDENCYPART_SIBL
(16,11),(16,17),-0.0868585 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0227736 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0109659 # DEPENDENCYPART_SIBL
(16,11),(16,21),-0.0191925 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0191856 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0291284 # DEPENDENCYPART_SIBL
(16,11),(16,24),0.0221831 # DEPENDENCYPART_SIBL
(16,12),(16,13),0.0144083 # DEPENDENCYPART_SIBL
(16,12),(16,14),0.0316256 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.00354576 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0333864 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0448302 # DEPENDENCYPART_SIBL
(16,12),(16,19),-0.0168118 # DEPENDENCYPART_SIBL
(16,12),(16,21),0.0319919 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0319919 # DEPENDENCYPART_SIBL
(16,12),(16,23),-0.0600938 # DEPENDENCYPART_SIBL
(16,12),(16,24),-0.0590549 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.000354603 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.0276463 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.067645 # DEPENDENCYPART_SIBL
(16,13),(16,18),0.0314684 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0425225 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.00192717 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.00192716 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.0730806 # DEPENDENCYPART_SIBL
(16,13),(16,24),-0.000703767 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0302487 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0492323 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0251643 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00837925 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00814481 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00814482 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0386085 # DEPENDENCYPART_SIBL
(16,14),(16,24),0.00648853 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0706778 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0203509 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0437784 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0264349 # DEPENDENCYPART_SIBL
(16,15),(16,22),-0.0264346 # DEPENDENCYPART_SIBL
(16,15),(16,23),-0.0896524 # DEPENDENCYPART_SIBL
(16,15),(16,24),-0.000896268 # DEPENDENCYPART_SIBL
(16,17),(16,18),0.0101 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0134674 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.024056 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.024049 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0966973 # DEPENDENCYPART_SIBL
(16,17),(16,24),-0.00727217 # DEPENDENCYPART_SIBL
(16,18),(16,19),0.0651905 # DEPENDENCYPART_SIBL
(16,18),(16,21),-0.0112353 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0112312 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0221591 # DEPENDENCYPART_SIBL
(16,18),(16,24),0.0321584 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.0710712 # DEPENDENCYPART_SIBL
(16,19),(16,22),0.0710852 # DEPENDENCYPART_SIBL
(16,19),(16,23),-0.0258354 # DEPENDENCYPART_SIBL
(16,19),(16,24),0.0478107 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0190057 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.000640586 # DEPENDENCYPART_SIBL
(16,21),(16,24),0.00588373 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.00065658 # DEPENDENCYPART_SIBL
(16,22),(16,24),0.00588916 # DEPENDENCYPART_SIBL
(16,23),(16,24),-0.0149291 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.00978018 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0293503 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0687402 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0532145 # DEPENDENCYPART_SIBL
(18,13),(18,19),0.0375933 # DEPENDENCYPART_SIBL
(18,13),(18,20),0.0296147 # DEPENDENCYPART_SIBL
(18,13),(18,21),0.0198515 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.0198675 # DEPENDENCYPART_SIBL
(18,13),(18,23),0.0181397 # DEPENDENCYPART_SIBL
(18,13),(18,24),0.1227 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00423222 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.112424 # DEPENDENCYPART_SIBL
(18,14),(18,17),0.222204 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.0029586 # DEPENDENCYPART_SIBL
(18,14),(18,20),0.00505825 # DEPENDENCYPART_SIBL
(18,14),(18,21),-0.00102901 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.00101295 # DEPENDENCYPART_SIBL
(18,14),(18,23),-0.0233378 # DEPENDENCYPART_SIBL
(18,14),(18,24),-0.00847398 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.152217 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.174286 # DEPENDENCYPART_SIBL
(18,15),(18,19),0.0272464 # DEPENDENCYPART_SIBL
(18,15),(18,20),0.0585141 # DEPENDENCYPART_SIBL
(18,15),(18,21),0.0112197 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.011236 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0430013 # DEPENDENCYPART_SIBL
(18,15),(18,24),0.0426959 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0933672 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0272174 # DEPENDENCYPART_SIBL
(18,16),(18,20),0.0310057 # DEPENDENCYPART_SIBL
(18,16),(18,21),0.00288033 # DEPENDENCYPART_SIBL
(18,16),(18,22),0.00289645 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.00114222 # DEPENDENCYPART_SIBL
(18,16),(18,24),0.121662 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.231648 # DEPENDENCYPART_SIBL
(18,17),(18,20),0.111281 # DEPENDENCYPART_SIBL
(18,17),(18,21),0.110106 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.110157 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.57302 # DEPENDENCYPART_SIBL
(18,17),(18,24),0.0552357 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.14753 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.319763 # DEPENDENCYPART_SIBL
(18,19),(18,22),0.319816 # DEPENDENCYPART_SIBL
(18,19),(18,23),0.106467 # DEPENDENCYPART_SIBL
(18,19),(18,24),0.0356203 # DEPENDENCYPART_SIBL
(18,20),(18,21),0.0202761 # DEPENDENCYPART_SIBL
(18,20),(18,22),0.0202943 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.105111 # DEPENDENCYPART_SIBL
(18,20),(18,24),0.109617 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0267098 # DEPENDENCYPART_SIBL
(18,21),(18,23),0.153536 # DEPENDENCYPART_SIBL
(18,21),(18,24),0.00654658 # DEPENDENCYPART_SIBL
(18,22),(18,23),0.153603 # DEPENDENCYPART_SIBL
(18,22),(18,24),0.00658628 # DEPENDENCYPART_SIBL
(18,23),(18,24),-0.0135592 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.151485 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.158227 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00338416 # DEPENDENCYPART_SIBL
(20,17),(20,24),-0.0342956 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.322421 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0273395 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.0487823 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0115565 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.0154377 # DEPENDENCYPART_SIBL
(20,21),(20,24),-0.00652103 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.0681021 # DEPENDENCYPART_SIBL
(21,9),(21,14),0.0092788 # DEPENDENCYPART_SIBL
(21,9),(21,15),-0.0030781 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.113554 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.228713 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.00780697 # DEPENDENCYPART_SIBL
(21,9),(21,19),0.44092 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.0230145 # DEPENDENCYPART_SIBL
(21,9),(21,23),-0.05574 # DEPENDENCYPART_SIBL
(21,13),(21,14),-0.00977764 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0293507 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0687402 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0500695 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.0212234 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0581319 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.130642 # DEPENDENCYPART_SIBL
(21,13),(21,23),-0.0216051 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.00311478 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.113539 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.228691 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.00784364 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.44089 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0230296 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0558516 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.152419 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.178036 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0250647 # DEPENDENCYPART_SIBL
(21,15),(21,19),0.640623 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0176565 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0819568 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0965115 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0589185 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.315055 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0251899 # DEPENDENCYPART_SIBL
(21,16),(21,23),-0.0388221 # DEPENDENCYPART_SIBL
(21,17),(21,18),0.00648815 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0290197 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0810777 # DEPENDENCYPART_SIBL
(21,17),(21,23),0.374455 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.636107 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0405908 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.103812 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0586158 # DEPENDENCYPART_SIBL
(21,19),(21,23),-0.0292323 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0588917 # DEPENDENCYPART_SIBL
(22,2),(22,4),-0.0157839 # DEPENDENCYPART_SIBL
(22,2),(22,7),-0.018106 # DEPENDENCYPART_SIBL
(22,2),(22,8),-0.018106 # DEPENDENCYPART_SIBL
(22,2),(22,9),0.0439987 # DEPENDENCYPART_SIBL
(22,2),(22,10),-0.018106 # DEPENDENCYPART_SIBL
(22,2),(22,11),0.641687 # DEPENDENCYPART_SIBL
(22,2),(22,13),0.189268 # DEPENDENCYPART_SIBL
(22,2),(22,14),0.0491438 # DEPENDENCYPART_SIBL
(22,2),(22,15),-0.0204119 # DEPENDENCYPART_SIBL
(22,2),(22,16),0.153198 # DEPENDENCYPART_SIBL
(22,2),(22,17),0.17901 # DEPENDENCYPART_SIBL
(22,2),(22,18),-0.0265208 # DEPENDENCYPART_SIBL
(22,2),(22,19),0.641687 # DEPENDENCYPART_SIBL
(22,2),(22,20),-0.0166365 # DEPENDENCYPART_SIBL
(22,2),(22,21),-0.0297029 # DEPENDENCYPART_SIBL
(22,2),(22,23),-0.0785934 # DEPENDENCYPART_SIBL
(22,2),(22,24),0.041682 # DEPENDENCYPART_SIBL
(22,4),(22,7),-0.0235396 # DEPENDENCYPART_SIBL
(22,4),(22,8),-0.0235396 # DEPENDENCYPART_SIBL
(22,4),(22,9),0.0397099 # DEPENDENCYPART_SIBL
(22,4),(22,10),-0.0235396 # DEPENDENCYPART_SIBL
(22,4),(22,11),0.631174 # DEPENDENCYPART_SIBL
(22,4),(22,13),0.186085 # DEPENDENCYPART_SIBL
(22,4),(22,14),0.044855 # DEPENDENCYPART_SIBL
(22,4),(22,15),-0.0258455 # DEPENDENCYPART_SIBL
(22,4),(22,16),0.150404 # DEPENDENCYPART_SIBL
(22,4),(22,17),0.172369 # DEPENDENCYPART_SIBL
(22,4),(22,18),-0.0319544 # DEPENDENCYPART_SIBL
(22,4),(22,19),0.631174 # DEPENDENCYPART_SIBL
(22,4),(22,20),-0.0194054 # DEPENDENCYPART_SIBL
(22,4),(22,21),-0.0351365 # DEPENDENCYPART_SIBL
(22,4),(22,23),-0.0703901 # DEPENDENCYPART_SIBL
(22,4),(22,24),0.0561027 # DEPENDENCYPART_SIBL
(22,7),(22,8),-0.018106 # DEPENDENCYPART_SIBL
(22,7),(22,9),0.0439987 # DEPENDENCYPART_SIBL
(22,7),(22,10),-0.018106 # DEPENDENCYPART_SIBL
(22,7),(22,11),0.641687 # DEPENDENCYPART_SIBL
(22,7),(22,13),0.189268 # DEPENDENCYPART_SIBL
(22,7),(22,14),0.0491438 # DEPENDENCYPART_SIBL
(22,7),(22,15),-0.0204119 # DEPENDENCYPART_SIBL
(22,7),(22,16),0.153198 # DEPENDENCYPART_SIBL
(22,7),(22,17),0.17901 # DEPENDENCYPART_SIBL
(22,7),(22,18),-0.0265208 # DEPENDENCYPART_SIBL
(22,7),(22,19),0.641687 # DEPENDENCYPART_SIBL
(22,7),(22,20),-0.0166365 # DEPENDENCYPART_SIBL
(22,7),(22,21),-0.0297029 # DEPENDENCYPART_SIBL
(22,7),(22,23),-0.0785934 # DEPENDENCYPART_SIBL
(22,7),(22,24),0.041682 # DEPENDENCYPART_SIBL
(22,8),(22,9),0.0439987 # DEPENDENCYPART_SIBL
(22,8),(22,10),-0.018106 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.641687 # DEPENDENCYPART_SIBL
(22,8),(22,13),0.189268 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.0491438 # DEPENDENCYPART_SIBL
(22,8),(22,15),-0.0204119 # DEPENDENCYPART_SIBL
(22,8),(22,16),0.153198 # DEPENDENCYPART_SIBL
(22,8),(22,17),0.17901 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.0265208 # DEPENDENCYPART_SIBL
(22,8),(22,19),0.641687 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.0166365 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.0297029 # DEPENDENCYPART_SIBL
(22,8),(22,23),-0.0785934 # DEPENDENCYPART_SIBL
(22,8),(22,24),0.041682 # DEPENDENCYPART_SIBL
(22,9),(22,10),-0.00307406 # DEPENDENCYPART_SIBL
(22,9),(22,11),0.440921 # DEPENDENCYPART_SIBL
(22,9),(22,13),0.0681021 # DEPENDENCYPART_SIBL
(22,9),(22,14),0.00927895 # DEPENDENCYPART_SIBL
(22,9),(22,15),-0.00307406 # DEPENDENCYPART_SIBL
(22,9),(22,16),0.113554 # DEPENDENCYPART_SIBL
(22,9),(22,17),0.228714 # DEPENDENCYPART_SIBL
(22,9),(22,18),-0.00780292 # DEPENDENCYPART_SIBL
(22,9),(22,19),0.440921 # DEPENDENCYPART_SIBL
(22,9),(22,20),-0.0230145 # DEPENDENCYPART_SIBL
(22,9),(22,21),-0.0063513 # DEPENDENCYPART_SIBL
(22,9),(22,23),-0.05574 # DEPENDENCYPART_SIBL
(22,9),(22,24),-0.00425058 # DEPENDENCYPART_SIBL
(22,10),(22,11),0.641687 # DEPENDENCYPART_SIBL
(22,10),(22,13),0.189268 # DEPENDENCYPART_SIBL
(22,10),(22,14),0.0491438 # DEPENDENCYPART_SIBL
(22,10),(22,15),-0.0204119 # DEPENDENCYPART_SIBL
(22,10),(22,16),0.153198 # DEPENDENCYPART_SIBL
(22,10),(22,17),0.17901 # DEPENDENCYPART_SIBL
(22,10),(22,18),-0.0265208 # DEPENDENCYPART_SIBL
(22,10),(22,19),0.641687 # DEPENDENCYPART_SIBL
(22,10),(22,20),-0.0166365 # DEPENDENCYPART_SIBL
(22,10),(22,21),-0.0297029 # DEPENDENCYPART_SIBL
(22,10),(22,23),-0.0785934 # DEPENDENCYPART_SIBL
(22,10),(22,24),0.041682 # DEPENDENCYPART_SIBL
(22,11),(22,13),0.0617565 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0457307 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0569251 # DEPENDENCYPART_SIBL
(22,11),(22,16),0.140124 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.190746 # DEPENDENCYPART_SIBL
(22,11),(22,18),0.0369574 # DEPENDENCYPART_SIBL
(22,11),(22,19),0.0456326 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.0586158 # DEPENDENCYPART_SIBL
(22,11),(22,21),0.0491526 # DEPENDENCYPART_SIBL
(22,11),(22,23),-0.0292323 # DEPENDENCYPART_SIBL
(22,11),(22,24),0.0238545 # DEPENDENCYPART_SIBL
(22,13),(22,14),-0.00977749 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.0293547 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.0687402 # DEPENDENCYPART_SIBL
(22,13),(22,17),-0.0500691 # DEPENDENCYPART_SIBL
(22,13),(22,18),0.0212275 # DEPENDENCYPART_SIBL
(22,13),(22,19),0.0581326 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.130642 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0256298 # DEPENDENCYPART_SIBL
(22,13),(22,23),-0.0216051 # DEPENDENCYPART_SIBL
(22,13),(22,24),0.122862 # DEPENDENCYPART_SIBL
(22,14),(22,15),-0.00311074 # DEPENDENCYPART_SIBL
(22,14),(22,16),0.113539 # DEPENDENCYPART_SIBL
(22,14),(22,17),0.228691 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0078396 # DEPENDENCYPART_SIBL
(22,14),(22,19),0.440891 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.0230296 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.00638798 # DEPENDENCYPART_SIBL
(22,14),(22,23),-0.0558516 # DEPENDENCYPART_SIBL
(22,14),(22,24),-0.00428777 # DEPENDENCYPART_SIBL
(22,15),(22,16),0.152419 # DEPENDENCYPART_SIBL
(22,15),(22,17),0.178037 # DEPENDENCYPART_SIBL
(22,15),(22,18),-0.0250604 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.640624 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.0176563 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0282425 # DEPENDENCYPART_SIBL
(22,15),(22,23),-0.0819518 # DEPENDENCYPART_SIBL
(22,15),(22,24),0.0433359 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.0965126 # DEPENDENCYPART_SIBL
(22,16),(22,18),-0.058914 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.315057 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.0251895 # DEPENDENCYPART_SIBL
(22,16),(22,21),-0.0539666 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0388221 # DEPENDENCYPART_SIBL
(22,16),(22,24),0.121674 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.00649219 # DEPENDENCYPART_SIBL
(22,17),(22,19),-0.029019 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.0810777 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.020436 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.374455 # DEPENDENCYPART_SIBL
(22,17),(22,24),-0.0295239 # DEPENDENCYPART_SIBL
(22,18),(22,19),0.636108 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.0405904 # DEPENDENCYPART_SIBL
(22,18),(22,21),-0.0759856 # DEPENDENCYPART_SIBL
(22,18),(22,23),-0.103807 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.0502516 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.0586158 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0491526 # DEPENDENCYPART_SIBL
(22,19),(22,23),-0.0292323 # DEPENDENCYPART_SIBL
(22,19),(22,24),0.0238545 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.00629283 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0588917 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0200856 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.0863887 # DEPENDENCYPART_SIBL
(22,21),(22,24),0.0367661 # DEPENDENCYPART_SIBL
(22,23),(22,24),0.0285417 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.288657 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.121958 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.231927 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.912273 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.148351 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.232917 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.17311 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.000359931 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),0.512671 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),0.828219 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.314683 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.299018 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),0.390653 # DEPENDENCYPART_GRANDPAR
(0,1),(1,24),2.20085 # DEPENDENCYPART_GRANDPAR
