# _root_ Óriási tévedés azt gondolni , hogy szórólapot terjeszteni semmivel sem nehezebb , mint mondjuk influenzát .
#goldHeads=2,4,4,0,4,4,8,3,8,8,8,8,8,3,14,4,
#predictedHeads=2,4,4,0,4,4,8,3,8,8,8,3,3,3,14,4,
(3,2),(2,1),-0.364663 # DEPENDENCYPART_GRANDPAR
(3,2),(2,4),-0.496837 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.55435 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.381069 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.361468 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.391966 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.594431 # DEPENDENCYPART_GRANDPAR
(3,2),(2,16),-0.783437 # DEPENDENCYPART_GRANDPAR
(3,4),(4,1),-0.787643 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.723406 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.160326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.180073 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),0.0239285 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.249953 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.130202 # DEPENDENCYPART_GRANDPAR
(3,4),(4,9),0.182373 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),0.348249 # DEPENDENCYPART_GRANDPAR
(3,4),(4,11),0.0741184 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),0.0378144 # DEPENDENCYPART_GRANDPAR
(3,4),(4,13),0.144096 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),0.198282 # DEPENDENCYPART_GRANDPAR
(3,4),(4,15),0.03659 # DEPENDENCYPART_GRANDPAR
(3,4),(4,16),-0.340867 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.756279 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.666368 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.434408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),-0.229327 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.405127 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0185943 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.134028 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.101274 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.157529 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.0495967 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.0584426 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.231957 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.45025 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.690339 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-0.231662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.0634446 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.128659 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.000673337 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.022073 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),0.0250533 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),0.117955 # DEPENDENCYPART_GRANDPAR
(3,7),(7,15),-0.0650733 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.786292 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.720126 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.161134 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.0245865 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.142684 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0363387 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.318851 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),0.183371 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),0.348258 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.0747902 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),0.0365874 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.144105 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.19828 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),0.0356125 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.344135 # DEPENDENCYPART_GRANDPAR
(3,10),(10,2),-0.603313 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0967798 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.0584955 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.00699386 # DEPENDENCYPART_GRANDPAR
(3,10),(10,11),-0.0745092 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.0243115 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),-0.00630408 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),0.0439983 # DEPENDENCYPART_GRANDPAR
(3,10),(10,15),-0.188557 # DEPENDENCYPART_GRANDPAR
(3,10),(10,16),-0.49881 # DEPENDENCYPART_GRANDPAR
(3,11),(11,1),-0.740885 # DEPENDENCYPART_GRANDPAR
(3,11),(11,2),-0.637004 # DEPENDENCYPART_GRANDPAR
(3,11),(11,3),-0.28804 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,11),(11,4),-0.132021 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.264031 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.100181 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.0654891 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),0.00335403 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),0.0586931 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),0.221909 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.00775551 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.0420148 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),0.0732865 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.115986 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.470533 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.751694 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.654679 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.416195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),-0.20722 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.429148 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.205865 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.00866417 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0708585 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),0.116425 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.134288 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.21126 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0649779 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.181945 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.489137 # DEPENDENCYPART_GRANDPAR
(3,14),(14,2),-0.721687 # DEPENDENCYPART_GRANDPAR
(3,14),(14,3),-0.16651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,14),(14,4),0.0129714 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.15195 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),0.0223384 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),0.303509 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),0.148345 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),0.204543 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),0.377972 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.171414 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.065938 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.1364 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),0.0244151 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.355146 # DEPENDENCYPART_GRANDPAR
(3,15),(15,7),0.188328 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),0.0987627 # DEPENDENCYPART_GRANDPAR
(3,15),(15,10),0.253563 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.104075 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),0.0892288 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),0.0809496 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),0.140816 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.44746 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-0.930223 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.554548 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.595575 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.19247 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.557015 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.411592 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),0.233509 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.03051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.658421 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.606722 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-0.292761 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.812952 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.890101 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-1.33634 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),0.182656 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.361301 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-0.27755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.153931 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.197105 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),0.0438734 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),0.460213 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.196207 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.0501369 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-0.213851 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),0.0636006 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.0901042 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),0.368457 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-0.239505 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.927783 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.326421 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.202315 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.0702572 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.787253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.568164 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.378054 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.361965 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.64118 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.329521 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.39156 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.441227 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.661432 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-1.11689 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.213627 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.0153638 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.528867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.15802 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.190298 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.244583 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),0.0109804 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),0.124434 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.280476 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),0.0228144 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),0.235524 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),0.360115 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.582156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.301727 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.264285 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.090613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.141265 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.176125 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.342302 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.0716928 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.106609 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),0.095379 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.331135 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.927799 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),0.109509 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.245529 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.136562 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.150556 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.386308 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.0482438 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.139109 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),0.0409332 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.400692 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.964039 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.191554 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.0450681 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),0.0966675 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.586349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),-0.259267 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.268425 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.127485 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),0.151393 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.285545 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.101317 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.0708848 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.144134 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),0.0201505 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.436851 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.976287 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.2925 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.156874 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.0223021 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.657882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,5),-0.455956 # DEPENDENCYPART_GRANDPAR
(4,13),(13,6),-0.398444 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.225724 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0808467 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.21258 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.508928 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.238424 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.293774 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.503537 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-1.0575 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),0.229881 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),0.357937 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.585446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.302537 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.26917 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0997346 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.152295 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.262232 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.140614 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.345063 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0850061 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.137148 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.347711 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.94284 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),-0.00407704 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.170111 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.136785 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.231185 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.0595109 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.0916811 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.125447 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.909075 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.0663988 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.254884 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-0.774473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,8),-0.406556 # DEPENDENCYPART_GRANDPAR
(6,1),(1,9),-0.514661 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.286677 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0996021 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),-0.0185514 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.316797 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.266094 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.416558 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.4231 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.667033 # DEPENDENCYPART_GRANDPAR
(6,2),(2,16),-0.956645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.0173795 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.139406 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.00580197 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.255818 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-0.821795 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.2008 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.392827 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.593766 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.356482 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.390288 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-0.479115 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.552202 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.631173 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.601739 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.05066 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.0799631 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.0655839 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.130967 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.253958 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.15171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.584528 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.74578 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.777809 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.577619 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.647362 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.745365 # DEPENDENCYPART_GRANDPAR
(6,4),(4,13),-0.867758 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.981622 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-0.985467 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.2068 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.824155 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.55494 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.585547 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.757525 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.403101 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,11),0.111857 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),0.0261437 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),0.0216344 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),0.102466 # DEPENDENCYPART_GRANDPAR
(6,8),(8,1),-0.650837 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-1.13932 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.780204 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.914794 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-1.06609 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.347071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.425352 # DEPENDENCYPART_GRANDPAR
(6,8),(8,9),-0.0719599 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),0.234471 # DEPENDENCYPART_GRANDPAR
(6,8),(8,11),0.0984987 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.0617522 # DEPENDENCYPART_GRANDPAR
(6,8),(8,13),-0.0673263 # DEPENDENCYPART_GRANDPAR
(6,8),(8,14),0.00431174 # DEPENDENCYPART_GRANDPAR
(6,8),(8,15),0.0925621 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.567458 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-0.384292 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-0.765161 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-0.535762 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.575555 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.737321 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.310887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.478079 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.234225 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),-0.119342 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.178922 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0234201 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.0894542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.0736405 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),0.0224756 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.633404 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-0.426967 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-0.809833 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-0.584183 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-0.667092 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-0.780208 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.347036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.458237 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),0.322629 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.190133 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.0834526 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.115712 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.0273627 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),0.168484 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.505187 # DEPENDENCYPART_GRANDPAR
(6,14),(14,2),-1.14093 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-0.780227 # DEPENDENCYPART_GRANDPAR
(6,14),(14,4),-0.914813 # DEPENDENCYPART_GRANDPAR
(6,14),(14,5),-1.06611 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.361144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.407121 # DEPENDENCYPART_GRANDPAR
(6,14),(14,8),0.166334 # DEPENDENCYPART_GRANDPAR
(6,14),(14,9),-0.219412 # DEPENDENCYPART_GRANDPAR
(6,14),(14,10),0.0583324 # DEPENDENCYPART_GRANDPAR
(6,14),(14,11),0.0577334 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),0.0548942 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.0462809 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),0.0864103 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.571174 # DEPENDENCYPART_GRANDPAR
(6,15),(15,7),0.400538 # DEPENDENCYPART_GRANDPAR
(6,15),(15,9),-0.221469 # DEPENDENCYPART_GRANDPAR
(6,15),(15,10),0.0210996 # DEPENDENCYPART_GRANDPAR
(6,15),(15,11),-0.0426588 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.00392275 # DEPENDENCYPART_GRANDPAR
(6,15),(15,13),-0.129658 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0853959 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.580862 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.65659 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.172062 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.363963 # DEPENDENCYPART_GRANDPAR
(7,2),(2,7),-0.890065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,2),(2,8),-0.535334 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.55326 # DEPENDENCYPART_GRANDPAR
(7,2),(2,15),-0.575726 # DEPENDENCYPART_GRANDPAR
(7,2),(2,16),-0.776336 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.717898 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.857115 # DEPENDENCYPART_GRANDPAR
