# _root_ A jogszabályok nem voltak ilyen szabadok , de utasításba adtam , hogy minden kétes esetben a kutató javára kell dönteni .
#goldHeads=2,4,4,8,6,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
#predictedHeads=2,4,4,8,4,4,8,0,10,8,10,10,15,15,20,17,18,20,10,19,8,
(15,18),(15,21),0.0424154 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0942732 # DEPENDENCYPART_SIBL
(17,13),(17,15),-0.0887111 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0552073 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0264791 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.00527397 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.66781 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.0116686 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.322644 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.000713871 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0145761 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.105326 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0793278 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0248891 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0563969 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.408123 # DEPENDENCYPART_SIBL
(18,11),(18,17),0.0559801 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0484792 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.111647 # DEPENDENCYPART_SIBL
(18,12),(18,15),-0.097412 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.403357 # DEPENDENCYPART_SIBL
(18,12),(18,17),-0.0944261 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.0961113 # DEPENDENCYPART_SIBL
(18,13),(18,15),-0.086873 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.0643978 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0852751 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.00527401 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.664134 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.00488272 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.318968 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00602981 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0129765 # DEPENDENCYPART_SIBL
(19,2),(19,3),0.00938202 # DEPENDENCYPART_SIBL
(19,2),(19,4),0.00988704 # DEPENDENCYPART_SIBL
(19,2),(19,5),-0.0247305 # DEPENDENCYPART_SIBL
(19,2),(19,6),-0.00940373 # DEPENDENCYPART_SIBL
(19,2),(19,7),0.146627 # DEPENDENCYPART_SIBL
(19,2),(19,8),0.0323786 # DEPENDENCYPART_SIBL
(19,2),(19,9),-0.0798668 # DEPENDENCYPART_SIBL
(19,2),(19,10),0.0035108 # DEPENDENCYPART_SIBL
(19,2),(19,11),0.146627 # DEPENDENCYPART_SIBL
(19,2),(19,12),0.035318 # DEPENDENCYPART_SIBL
(19,2),(19,13),-0.125659 # DEPENDENCYPART_SIBL
(19,2),(19,14),-0.00940436 # DEPENDENCYPART_SIBL
(19,2),(19,15),-0.0758806 # DEPENDENCYPART_SIBL
(19,2),(19,16),-0.0753363 # DEPENDENCYPART_SIBL
(19,2),(19,17),-0.0798508 # DEPENDENCYPART_SIBL
(19,2),(19,18),-0.0801358 # DEPENDENCYPART_SIBL
(19,2),(19,20),-0.013983 # DEPENDENCYPART_SIBL
(19,2),(19,21),-0.0381532 # DEPENDENCYPART_SIBL
(19,3),(19,4),0.0225441 # DEPENDENCYPART_SIBL
(19,3),(19,5),-0.0636243 # DEPENDENCYPART_SIBL
(19,3),(19,6),0.0951582 # DEPENDENCYPART_SIBL
(19,3),(19,7),0.254916 # DEPENDENCYPART_SIBL
(19,3),(19,8),0.116179 # DEPENDENCYPART_SIBL
(19,3),(19,9),-0.0400185 # DEPENDENCYPART_SIBL
(19,3),(19,10),0.0235394 # DEPENDENCYPART_SIBL
(19,3),(19,11),0.254916 # DEPENDENCYPART_SIBL
(19,3),(19,12),0.100099 # DEPENDENCYPART_SIBL
(19,3),(19,13),-0.0823946 # DEPENDENCYPART_SIBL
(19,3),(19,14),0.0951582 # DEPENDENCYPART_SIBL
(19,3),(19,15),-0.0519432 # DEPENDENCYPART_SIBL
(19,3),(19,16),-0.0873012 # DEPENDENCYPART_SIBL
(19,3),(19,17),-0.0373803 # DEPENDENCYPART_SIBL
(19,3),(19,18),-0.040023 # DEPENDENCYPART_SIBL
(19,3),(19,20),0.134461 # DEPENDENCYPART_SIBL
(19,3),(19,21),0.0298114 # DEPENDENCYPART_SIBL
(19,4),(19,5),-0.0189887 # DEPENDENCYPART_SIBL
(19,4),(19,6),-0.00965506 # DEPENDENCYPART_SIBL
(19,4),(19,7),0.166551 # DEPENDENCYPART_SIBL
(19,4),(19,8),0.032972 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0516284 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.00988188 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.166551 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0454788 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.105455 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.00965576 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0585782 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.069664 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0520009 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0516284 # DEPENDENCYPART_SIBL
(19,4),(19,20),-0.0131221 # DEPENDENCYPART_SIBL
(19,4),(19,21),0.0254123 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.047441 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.13178 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0454901 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0642753 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.0127965 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.13178 # DEPENDENCYPART_SIBL
(19,5),(19,12),0.0377022 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.098602 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.047441 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0738356 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.122517 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0616371 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0642798 # DEPENDENCYPART_SIBL
(19,5),(19,20),-0.0360782 # DEPENDENCYPART_SIBL
(19,5),(19,21),-0.0364786 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.151082 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.130371 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0338524 # DEPENDENCYPART_SIBL
(19,6),(19,10),0.0314763 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.151082 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0982488 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0950477 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0127172 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0410035 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.191338 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0343016 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.03404 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.0312097 # DEPENDENCYPART_SIBL
(19,6),(19,21),-0.0353273 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.208289 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0691078 # DEPENDENCYPART_SIBL
(19,7),(19,10),-0.0105225 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.0412447 # DEPENDENCYPART_SIBL
(19,7),(19,12),-0.00275419 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.13011 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.0470563 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.0766899 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.144058 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.0704468 # DEPENDENCYPART_SIBL
(19,7),(19,18),-0.0700076 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0347492 # DEPENDENCYPART_SIBL
(19,7),(19,21),0.0450996 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0911443 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0749812 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.231769 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.00109405 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.11249 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.00254543 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.102958 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.111824 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0909029 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0913693 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.0385617 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.198352 # DEPENDENCYPART_SIBL
(19,9),(19,10),0.00512455 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.148526 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0371486 # DEPENDENCYPART_SIBL
(19,9),(19,13),-0.124404 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.00810126 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0739458 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0740814 # DEPENDENCYPART_SIBL
(19,9),(19,17),-0.077916 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.078201 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.025498 # DEPENDENCYPART_SIBL
(19,9),(19,21),-0.044622 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.143785 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0465887 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.110277 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.00873263 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0591371 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0712608 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0525598 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0521874 # DEPENDENCYPART_SIBL
(19,10),(19,20),-0.0311745 # DEPENDENCYPART_SIBL
(19,10),(19,21),0.00157943 # DEPENDENCYPART_SIBL
(19,11),(19,12),-0.00275419 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.13011 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.0470563 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.0766899 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.144058 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0704468 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0700076 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0347492 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0450996 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.0591373 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.0575812 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.161576 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.103587 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.14951 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.149976 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.034122 # DEPENDENCYPART_SIBL
(19,12),(19,21),0.0189951 # DEPENDENCYPART_SIBL
(19,13),(19,14),-0.050984 # DEPENDENCYPART_SIBL
(19,13),(19,15),-0.209752 # DEPENDENCYPART_SIBL
(19,13),(19,16),-0.0274032 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.200493 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.200265 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.180114 # DEPENDENCYPART_SIBL
(19,13),(19,21),-0.135963 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0410041 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.191338 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0343022 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0340406 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0312097 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0353273 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.060614 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0376218 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.0379067 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0247938 # DEPENDENCYPART_SIBL
(19,15),(19,21),-0.0436028 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0142028 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0144364 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0209087 # DEPENDENCYPART_SIBL
(19,16),(19,21),-0.0821856 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0737748 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0323556 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0568675 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.025498 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0446445 # DEPENDENCYPART_SIBL
(19,20),(19,21),0.0403919 # DEPENDENCYPART_SIBL
(20,2),(20,3),0.0237013 # DEPENDENCYPART_SIBL
(20,2),(20,4),-0.00261538 # DEPENDENCYPART_SIBL
(20,2),(20,5),-0.0219206 # DEPENDENCYPART_SIBL
(20,2),(20,6),-1.92753e-05 # DEPENDENCYPART_SIBL
(20,2),(20,7),0.0948818 # DEPENDENCYPART_SIBL
(20,2),(20,8),0.0491927 # DEPENDENCYPART_SIBL
(20,2),(20,9),-0.0266451 # DEPENDENCYPART_SIBL
(20,2),(20,10),-0.00899163 # DEPENDENCYPART_SIBL
(20,2),(20,11),0.0948818 # DEPENDENCYPART_SIBL
(20,2),(20,12),0.0468917 # DEPENDENCYPART_SIBL
(20,2),(20,13),-0.120811 # DEPENDENCYPART_SIBL
(20,2),(20,14),-1.99136e-05 # DEPENDENCYPART_SIBL
(20,2),(20,15),-0.0223918 # DEPENDENCYPART_SIBL
(20,2),(20,16),-0.0612076 # DEPENDENCYPART_SIBL
(20,2),(20,17),-0.0266291 # DEPENDENCYPART_SIBL
(20,2),(20,18),-0.0269141 # DEPENDENCYPART_SIBL
(20,2),(20,19),-0.0198912 # DEPENDENCYPART_SIBL
(20,2),(20,21),0.0170092 # DEPENDENCYPART_SIBL
(20,3),(20,4),-0.025332 # DEPENDENCYPART_SIBL
(20,3),(20,5),-0.07367 # DEPENDENCYPART_SIBL
(20,3),(20,6),0.0643226 # DEPENDENCYPART_SIBL
(20,3),(20,7),0.105171 # DEPENDENCYPART_SIBL
(20,3),(20,8),0.050827 # DEPENDENCYPART_SIBL
(20,3),(20,9),-0.0345783 # DEPENDENCYPART_SIBL
(20,3),(20,10),-0.0243367 # DEPENDENCYPART_SIBL
(20,3),(20,11),0.105171 # DEPENDENCYPART_SIBL
(20,3),(20,12),0.0289998 # DEPENDENCYPART_SIBL
(20,3),(20,13),-0.123764 # DEPENDENCYPART_SIBL
(20,3),(20,14),0.0643226 # DEPENDENCYPART_SIBL
(20,3),(20,15),-0.0462358 # DEPENDENCYPART_SIBL
(20,3),(20,16),-0.114232 # DEPENDENCYPART_SIBL
(20,3),(20,17),-0.03194 # DEPENDENCYPART_SIBL
(20,3),(20,18),-0.0345827 # DEPENDENCYPART_SIBL
(20,3),(20,19),-0.0299917 # DEPENDENCYPART_SIBL
(20,3),(20,21),-0.00959281 # DEPENDENCYPART_SIBL
(20,4),(20,5),-0.0207552 # DEPENDENCYPART_SIBL
(20,4),(20,6),-0.00576997 # DEPENDENCYPART_SIBL
(20,4),(20,7),0.101418 # DEPENDENCYPART_SIBL
(20,4),(20,8),0.0337851 # DEPENDENCYPART_SIBL
(20,4),(20,9),-0.0235632 # DEPENDENCYPART_SIBL
(20,4),(20,10),-0.0236693 # DEPENDENCYPART_SIBL
(20,4),(20,11),0.101418 # DEPENDENCYPART_SIBL
(20,4),(20,12),-0.0497341 # DEPENDENCYPART_SIBL
(20,4),(20,13),-0.110068 # DEPENDENCYPART_SIBL
(20,4),(20,14),-0.00577068 # DEPENDENCYPART_SIBL
(20,4),(20,15),-0.0302458 # DEPENDENCYPART_SIBL
(20,4),(20,16),-0.0644903 # DEPENDENCYPART_SIBL
(20,4),(20,17),-0.0239357 # DEPENDENCYPART_SIBL
(20,4),(20,18),-0.0235632 # DEPENDENCYPART_SIBL
(20,4),(20,19),-0.0306736 # DEPENDENCYPART_SIBL
(20,4),(20,21),0.0390169 # DEPENDENCYPART_SIBL
(20,5),(20,6),-0.0587979 # DEPENDENCYPART_SIBL
(20,5),(20,7),0.0148983 # DEPENDENCYPART_SIBL
(20,5),(20,8),0.0112807 # DEPENDENCYPART_SIBL
(20,5),(20,9),-0.038696 # DEPENDENCYPART_SIBL
(20,5),(20,10),-0.0411694 # DEPENDENCYPART_SIBL
(20,5),(20,11),0.0148983 # DEPENDENCYPART_SIBL
(20,5),(20,12),-0.00225354 # DEPENDENCYPART_SIBL
(20,5),(20,13),-0.119729 # DEPENDENCYPART_SIBL
(20,5),(20,14),-0.058798 # DEPENDENCYPART_SIBL
(20,5),(20,15),-0.0479891 # DEPENDENCYPART_SIBL
(20,5),(20,16),-0.129185 # DEPENDENCYPART_SIBL
(20,5),(20,17),-0.0360578 # DEPENDENCYPART_SIBL
(20,5),(20,18),-0.0387005 # DEPENDENCYPART_SIBL
(20,5),(20,19),-0.0461169 # DEPENDENCYPART_SIBL
(20,5),(20,21),-0.0342734 # DEPENDENCYPART_SIBL
(20,6),(20,7),0.04809 # DEPENDENCYPART_SIBL
(20,6),(20,8),0.115523 # DEPENDENCYPART_SIBL
(20,6),(20,9),-0.0128177 # DEPENDENCYPART_SIBL
(20,6),(20,10),-0.00321386 # DEPENDENCYPART_SIBL
(20,6),(20,11),0.04809 # DEPENDENCYPART_SIBL
(20,6),(20,12),0.0788512 # DEPENDENCYPART_SIBL
(20,6),(20,13),-0.114518 # DEPENDENCYPART_SIBL
(20,6),(20,14),-0.0219392 # DEPENDENCYPART_SIBL
(20,6),(20,15),-0.0197017 # DEPENDENCYPART_SIBL
(20,6),(20,16),-0.20151 # DEPENDENCYPART_SIBL
(20,6),(20,17),-0.0132669 # DEPENDENCYPART_SIBL
(20,6),(20,18),-0.0130053 # DEPENDENCYPART_SIBL
(20,6),(20,19),-0.00470884 # DEPENDENCYPART_SIBL
(20,6),(20,21),0.00486651 # DEPENDENCYPART_SIBL
(20,7),(20,8),0.251195 # DEPENDENCYPART_SIBL
(20,7),(20,9),-0.00634586 # DEPENDENCYPART_SIBL
(20,7),(20,10),0.0140842 # DEPENDENCYPART_SIBL
(20,7),(20,11),0.00234267 # DEPENDENCYPART_SIBL
(20,7),(20,12),0.0290961 # DEPENDENCYPART_SIBL
(20,7),(20,13),-0.112767 # DEPENDENCYPART_SIBL
(20,7),(20,14),-0.0106043 # DEPENDENCYPART_SIBL
(20,7),(20,15),-0.0136608 # DEPENDENCYPART_SIBL
(20,7),(20,16),-0.10768 # DEPENDENCYPART_SIBL
(20,7),(20,17),-0.00768487 # DEPENDENCYPART_SIBL
(20,7),(20,18),-0.00724566 # DEPENDENCYPART_SIBL
(20,7),(20,19),-0.00303204 # DEPENDENCYPART_SIBL
(20,7),(20,21),0.0195805 # DEPENDENCYPART_SIBL
(20,8),(20,9),-0.0689756 # DEPENDENCYPART_SIBL
(20,8),(20,10),0.038323 # DEPENDENCYPART_SIBL
(20,8),(20,11),0.0921216 # DEPENDENCYPART_SIBL
(20,8),(20,12),-0.0194334 # DEPENDENCYPART_SIBL
(20,8),(20,13),-0.126042 # DEPENDENCYPART_SIBL
(20,8),(20,14),-0.0131578 # DEPENDENCYPART_SIBL
(20,8),(20,15),-0.0805225 # DEPENDENCYPART_SIBL
(20,8),(20,16),-0.119218 # DEPENDENCYPART_SIBL
(20,8),(20,17),-0.0687342 # DEPENDENCYPART_SIBL
(20,8),(20,18),-0.0692006 # DEPENDENCYPART_SIBL
(20,8),(20,19),0.0213782 # DEPENDENCYPART_SIBL
(20,8),(20,21),0.207085 # DEPENDENCYPART_SIBL
(20,9),(20,10),-0.00737788 # DEPENDENCYPART_SIBL
(20,9),(20,11),0.0967809 # DEPENDENCYPART_SIBL
(20,9),(20,12),0.0487223 # DEPENDENCYPART_SIBL
(20,9),(20,13),-0.119556 # DEPENDENCYPART_SIBL
(20,9),(20,14),0.00128319 # DEPENDENCYPART_SIBL
(20,9),(20,15),-0.0204569 # DEPENDENCYPART_SIBL
(20,9),(20,16),-0.0599527 # DEPENDENCYPART_SIBL
(20,9),(20,17),-0.0246943 # DEPENDENCYPART_SIBL
(20,9),(20,18),-0.0249793 # DEPENDENCYPART_SIBL
(20,9),(20,19),-0.0182774 # DEPENDENCYPART_SIBL
(20,9),(20,21),0.0105405 # DEPENDENCYPART_SIBL
(20,10),(20,11),0.0786524 # DEPENDENCYPART_SIBL
(20,10),(20,12),-0.0508441 # DEPENDENCYPART_SIBL
(20,10),(20,13),-0.11489 # DEPENDENCYPART_SIBL
(20,10),(20,14),-0.00484754 # DEPENDENCYPART_SIBL
(20,10),(20,15),-0.0308048 # DEPENDENCYPART_SIBL
(20,10),(20,16),-0.0660871 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.0244946 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0241222 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0394037 # DEPENDENCYPART_SIBL
(20,10),(20,21),0.015184 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0290961 # DEPENDENCYPART_SIBL
(20,11),(20,13),-0.112767 # DEPENDENCYPART_SIBL
(20,11),(20,14),-0.0106043 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0136608 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.10768 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.00768487 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.00724566 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.00303204 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0195805 # DEPENDENCYPART_SIBL
(20,12),(20,13),-0.0720829 # DEPENDENCYPART_SIBL
(20,12),(20,14),-0.0669289 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.137729 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.10893 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.125929 # DEPENDENCYPART_SIBL
(20,12),(20,18),-0.126395 # DEPENDENCYPART_SIBL
(20,12),(20,19),0.062552 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0162779 # DEPENDENCYPART_SIBL
(20,13),(20,14),-0.0109642 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.138393 # DEPENDENCYPART_SIBL
(20,13),(20,16),0.0110879 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.129668 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.12944 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0678131 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0658054 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0197023 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.20151 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0132676 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.013006 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.00470884 # DEPENDENCYPART_SIBL
(20,14),(20,21),0.00486651 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.0457221 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0171261 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.0168411 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.00263271 # DEPENDENCYPART_SIBL
(20,15),(20,21),0.0219077 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0199165 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0196828 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0213018 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0636473 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0205531 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.0160012 # DEPENDENCYPART_SIBL
(20,17),(20,21),-0.00170502 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0182774 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.010518 # DEPENDENCYPART_SIBL
(20,19),(20,21),0.0227037 # DEPENDENCYPART_SIBL
(0,3),(3,2),0.620202 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.250759 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.0160377 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.74166 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.0591142 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.468691 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.134878 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.211585 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.274623 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.210965 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.211606 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0397391 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.307845 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.334793 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.373054 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),-0.594489 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.189929 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),-0.14623 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.0804824 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.24094 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.235032 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),0.0126488 # DEPENDENCYPART_GRANDPAR
(0,4),(4,21),2.10869 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.542102 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.865617 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.21531 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.231538 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.314285 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.139819 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.282911 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.245317 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),-0.0207649 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.152386 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.605804 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.378944 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),0.818872 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),-0.142386 # DEPENDENCYPART_GRANDPAR
