# _root_ És van egy elvem , ami lehet , hogy sokak szemében nem lesz szimpatikus : nem szeretnék semminek a mártírja lenni .
#goldHeads=0,1,4,2,2,7,2,7,7,11,13,13,7,13,1,17,1,17,20,21,17,1,
#predictedHeads=2,0,4,2,2,7,2,7,7,11,13,13,9,13,13,17,13,21,20,21,17,2,
(17,5),(17,8),0.0413607 # DEPENDENCYPART_SIBL
(17,5),(17,9),0.0476854 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0114456 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.026534 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0461179 # DEPENDENCYPART_SIBL
(17,5),(17,13),0.0396301 # DEPENDENCYPART_SIBL
(17,5),(17,14),0.00997801 # DEPENDENCYPART_SIBL
(17,5),(17,15),-0.0790729 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.0461179 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0467261 # DEPENDENCYPART_SIBL
(17,5),(17,19),0.0506675 # DEPENDENCYPART_SIBL
(17,5),(17,20),0.0403191 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.0919668 # DEPENDENCYPART_SIBL
(17,5),(17,22),0.126393 # DEPENDENCYPART_SIBL
(17,6),(17,7),-0.0297435 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.080079 # DEPENDENCYPART_SIBL
(17,6),(17,9),0.0907804 # DEPENDENCYPART_SIBL
(17,6),(17,10),0.0160454 # DEPENDENCYPART_SIBL
(17,6),(17,11),0.0529286 # DEPENDENCYPART_SIBL
(17,6),(17,12),0.0195223 # DEPENDENCYPART_SIBL
(17,6),(17,13),-0.0184014 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.00476605 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0595104 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.0195223 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.0376824 # DEPENDENCYPART_SIBL
(17,6),(17,19),-0.0419699 # DEPENDENCYPART_SIBL
(17,6),(17,20),-0.0567927 # DEPENDENCYPART_SIBL
(17,6),(17,21),-0.0737137 # DEPENDENCYPART_SIBL
(17,6),(17,22),-0.0486874 # DEPENDENCYPART_SIBL
(17,7),(17,8),0.0904794 # DEPENDENCYPART_SIBL
(17,7),(17,9),-0.0694096 # DEPENDENCYPART_SIBL
(17,7),(17,10),-0.042789 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0534108 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0239713 # DEPENDENCYPART_SIBL
(17,7),(17,13),-0.05175 # DEPENDENCYPART_SIBL
(17,7),(17,14),-0.0255727 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0187315 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.0239713 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.0122351 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.0179714 # DEPENDENCYPART_SIBL
(17,7),(17,20),0.0164824 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0242644 # DEPENDENCYPART_SIBL
(17,7),(17,22),0.0586303 # DEPENDENCYPART_SIBL
(17,8),(17,9),0.0476854 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0114456 # DEPENDENCYPART_SIBL
(17,8),(17,11),0.026534 # DEPENDENCYPART_SIBL
(17,8),(17,12),0.0461179 # DEPENDENCYPART_SIBL
(17,8),(17,13),0.0396301 # DEPENDENCYPART_SIBL
(17,8),(17,14),0.00997801 # DEPENDENCYPART_SIBL
(17,8),(17,15),-0.0790729 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0461179 # DEPENDENCYPART_SIBL
(17,8),(17,18),0.0467261 # DEPENDENCYPART_SIBL
(17,8),(17,19),0.0506675 # DEPENDENCYPART_SIBL
(17,8),(17,20),0.0403191 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.0919668 # DEPENDENCYPART_SIBL
(17,8),(17,22),0.126393 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0388025 # DEPENDENCYPART_SIBL
(17,9),(17,11),-0.113404 # DEPENDENCYPART_SIBL
(17,9),(17,12),-0.0133891 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0669452 # DEPENDENCYPART_SIBL
(17,9),(17,14),-0.0719332 # DEPENDENCYPART_SIBL
(17,9),(17,15),0.0139945 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0133891 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.0284218 # DEPENDENCYPART_SIBL
(17,9),(17,19),-0.0389646 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0212763 # DEPENDENCYPART_SIBL
(17,9),(17,21),-0.00432242 # DEPENDENCYPART_SIBL
(17,9),(17,22),0.0522994 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0222855 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0141702 # DEPENDENCYPART_SIBL
(17,10),(17,13),-0.0365852 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0240407 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0531635 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0141702 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.00106946 # DEPENDENCYPART_SIBL
(17,10),(17,19),0.00158721 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.00530196 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.0025374 # DEPENDENCYPART_SIBL
(17,10),(17,22),0.0210461 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0427779 # DEPENDENCYPART_SIBL
(17,11),(17,13),-0.00546289 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.012039 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.00265956 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.0427779 # DEPENDENCYPART_SIBL
(17,11),(17,18),-0.012113 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.00916438 # DEPENDENCYPART_SIBL
(17,11),(17,20),-0.00666226 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0344644 # DEPENDENCYPART_SIBL
(17,11),(17,22),0.0582598 # DEPENDENCYPART_SIBL
(17,12),(17,13),-0.0280415 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0672413 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.0273515 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0667125 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0210369 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.0729923 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0090232 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0854222 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.0125248 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0130048 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0595136 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0273567 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0297119 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0386906 # DEPENDENCYPART_SIBL
(17,13),(17,20),-0.022475 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.00781933 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0468158 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0324123 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0231117 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0186677 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.00583007 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0053297 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.00501391 # DEPENDENCYPART_SIBL
(17,14),(17,22),0.029358 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.059698 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.00607567 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.00726318 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0992586 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.0490729 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0515054 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0210369 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.0729923 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0090232 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0854222 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0125248 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0872055 # DEPENDENCYPART_SIBL
(17,18),(17,20),0.00535478 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0448027 # DEPENDENCYPART_SIBL
(17,18),(17,22),0.0160196 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.00679713 # DEPENDENCYPART_SIBL
(17,19),(17,21),-0.0416893 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.00568043 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0398756 # DEPENDENCYPART_SIBL
(17,20),(17,22),0.00740389 # DEPENDENCYPART_SIBL
(17,21),(17,22),0.0790019 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0157805 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.448274 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.0690963 # DEPENDENCYPART_SIBL
(21,1),(21,2),0.133153 # DEPENDENCYPART_SIBL
(21,1),(21,4),-0.0371836 # DEPENDENCYPART_SIBL
(21,1),(21,5),0.145551 # DEPENDENCYPART_SIBL
(21,1),(21,6),-0.154154 # DEPENDENCYPART_SIBL
(21,1),(21,7),0.0626436 # DEPENDENCYPART_SIBL
(21,1),(21,8),0.145551 # DEPENDENCYPART_SIBL
(21,1),(21,9),-0.0165744 # DEPENDENCYPART_SIBL
(21,1),(21,10),-0.0203931 # DEPENDENCYPART_SIBL
(21,1),(21,11),-0.0268879 # DEPENDENCYPART_SIBL
(21,1),(21,12),-0.0150457 # DEPENDENCYPART_SIBL
(21,1),(21,13),0.0839542 # DEPENDENCYPART_SIBL
(21,1),(21,14),-0.0310681 # DEPENDENCYPART_SIBL
(21,1),(21,15),-0.0136858 # DEPENDENCYPART_SIBL
(21,1),(21,16),-0.0150457 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.0895144 # DEPENDENCYPART_SIBL
(21,1),(21,18),-0.0873714 # DEPENDENCYPART_SIBL
(21,1),(21,19),-0.104143 # DEPENDENCYPART_SIBL
(21,1),(21,20),-0.0371836 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.0760294 # DEPENDENCYPART_SIBL
(21,2),(21,4),-0.0183522 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.0607634 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.107683 # DEPENDENCYPART_SIBL
(21,2),(21,7),-0.0459288 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.0607634 # DEPENDENCYPART_SIBL
(21,2),(21,9),-0.0417012 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0243049 # DEPENDENCYPART_SIBL
(21,2),(21,11),-0.0157176 # DEPENDENCYPART_SIBL
(21,2),(21,12),0.00529934 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0239497 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.00675587 # DEPENDENCYPART_SIBL
(21,2),(21,15),0.0140987 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.00529934 # DEPENDENCYPART_SIBL
(21,2),(21,17),-0.0315042 # DEPENDENCYPART_SIBL
(21,2),(21,18),-0.0585569 # DEPENDENCYPART_SIBL
(21,2),(21,19),-0.0645697 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.0183522 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.00669582 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0987049 # DEPENDENCYPART_SIBL
(21,4),(21,6),-0.118874 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0157362 # DEPENDENCYPART_SIBL
(21,4),(21,8),0.0987049 # DEPENDENCYPART_SIBL
(21,4),(21,9),0.0619017 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.00171957 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0110872 # DEPENDENCYPART_SIBL
(21,4),(21,12),0.0556336 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.00625443 # DEPENDENCYPART_SIBL
(21,4),(21,14),0.0188723 # DEPENDENCYPART_SIBL
(21,4),(21,15),-0.0107534 # DEPENDENCYPART_SIBL
(21,4),(21,16),0.0556336 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.00508864 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0623733 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0488289 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.00557294 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0120667 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.164518 # DEPENDENCYPART_SIBL
(21,5),(21,7),-0.0135173 # DEPENDENCYPART_SIBL
(21,5),(21,8),-0.00983871 # DEPENDENCYPART_SIBL
(21,5),(21,9),0.0270667 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.0352547 # DEPENDENCYPART_SIBL
(21,5),(21,11),-0.0077306 # DEPENDENCYPART_SIBL
(21,5),(21,12),0.0221867 # DEPENDENCYPART_SIBL
(21,5),(21,13),0.0133528 # DEPENDENCYPART_SIBL
(21,5),(21,14),-0.0117712 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.119128 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0221867 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.00220182 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.0551283 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.111024 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.00447407 # DEPENDENCYPART_SIBL
(21,5),(21,22),-0.00919353 # DEPENDENCYPART_SIBL
(21,6),(21,7),-0.0259812 # DEPENDENCYPART_SIBL
(21,6),(21,8),0.059599 # DEPENDENCYPART_SIBL
(21,6),(21,9),0.102961 # DEPENDENCYPART_SIBL
(21,6),(21,10),0.0221198 # DEPENDENCYPART_SIBL
(21,6),(21,11),0.0607273 # DEPENDENCYPART_SIBL
(21,6),(21,12),0.0314727 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0146391 # DEPENDENCYPART_SIBL
(21,6),(21,14),0.00437811 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0690369 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0314727 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0106445 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.147171 # DEPENDENCYPART_SIBL
(21,6),(21,19),0.0623765 # DEPENDENCYPART_SIBL
(21,6),(21,20),0.0563322 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0837351 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0471819 # DEPENDENCYPART_SIBL
(21,7),(21,9),-0.0737882 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0512722 # DEPENDENCYPART_SIBL
(21,7),(21,11),-0.0647828 # DEPENDENCYPART_SIBL
(21,7),(21,12),-0.0272088 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.062308 # DEPENDENCYPART_SIBL
(21,7),(21,14),-0.0300473 # DEPENDENCYPART_SIBL
(21,7),(21,15),-0.0101618 # DEPENDENCYPART_SIBL
(21,7),(21,16),-0.0272088 # DEPENDENCYPART_SIBL
(21,7),(21,17),-0.0698913 # DEPENDENCYPART_SIBL
(21,7),(21,18),-0.107532 # DEPENDENCYPART_SIBL
(21,7),(21,19),-0.092725 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.0674173 # DEPENDENCYPART_SIBL
(21,7),(21,22),0.0132354 # DEPENDENCYPART_SIBL
(21,8),(21,9),0.0270667 # DEPENDENCYPART_SIBL
(21,8),(21,10),-0.0352547 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0077306 # DEPENDENCYPART_SIBL
(21,8),(21,12),0.0221867 # DEPENDENCYPART_SIBL
(21,8),(21,13),0.0133528 # DEPENDENCYPART_SIBL
(21,8),(21,14),-0.0117712 # DEPENDENCYPART_SIBL
(21,8),(21,15),-0.119128 # DEPENDENCYPART_SIBL
(21,8),(21,16),0.0221867 # DEPENDENCYPART_SIBL
(21,8),(21,17),0.00220182 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0551283 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.111024 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.00447407 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.00919353 # DEPENDENCYPART_SIBL
(21,9),(21,10),-0.0362649 # DEPENDENCYPART_SIBL
(21,9),(21,11),-0.115356 # DEPENDENCYPART_SIBL
(21,9),(21,12),0.00203607 # DEPENDENCYPART_SIBL
(21,9),(21,13),0.064435 # DEPENDENCYPART_SIBL
(21,9),(21,14),-0.0632388 # DEPENDENCYPART_SIBL
(21,9),(21,15),0.000964176 # DEPENDENCYPART_SIBL
(21,9),(21,16),0.00203607 # DEPENDENCYPART_SIBL
(21,9),(21,17),0.0669063 # DEPENDENCYPART_SIBL
(21,9),(21,18),-0.0299956 # DEPENDENCYPART_SIBL
(21,9),(21,19),-0.11149 # DEPENDENCYPART_SIBL
(21,9),(21,20),-0.125277 # DEPENDENCYPART_SIBL
(21,9),(21,22),-0.00114689 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.0196506 # DEPENDENCYPART_SIBL
(21,10),(21,12),0.0194159 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0389496 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.0200321 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0687314 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.0194159 # DEPENDENCYPART_SIBL
(21,10),(21,17),-0.0360271 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.100016 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.0727664 # DEPENDENCYPART_SIBL
(21,10),(21,20),0.0165799 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0160738 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0496704 # DEPENDENCYPART_SIBL
(21,11),(21,13),-0.00896388 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.0183141 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.0160495 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.0496704 # DEPENDENCYPART_SIBL
(21,11),(21,17),-0.00779808 # DEPENDENCYPART_SIBL
(21,11),(21,18),-0.0650828 # DEPENDENCYPART_SIBL
(21,11),(21,19),-0.0515384 # DEPENDENCYPART_SIBL
(21,11),(21,20),-0.00983838 # DEPENDENCYPART_SIBL
(21,11),(21,22),-0.00825656 # DEPENDENCYPART_SIBL
(21,12),(21,13),-0.0350986 # DEPENDENCYPART_SIBL
(21,12),(21,14),0.0683755 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0539935 # DEPENDENCYPART_SIBL
(21,12),(21,16),-0.0677398 # DEPENDENCYPART_SIBL
(21,12),(21,17),-0.0335502 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0663581 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.116151 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0320245 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0265825 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.00853017 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0306202 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0241192 # DEPENDENCYPART_SIBL
(21,13),(21,17),-0.0187234 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0485938 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0555045 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.00480237 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0014209 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0423888 # DEPENDENCYPART_SIBL
(21,14),(21,16),-0.0122744 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.00398721 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0651711 # DEPENDENCYPART_SIBL
(21,14),(21,19),-0.195951 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.00200926 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0110906 # DEPENDENCYPART_SIBL
(21,15),(21,16),-0.0708712 # DEPENDENCYPART_SIBL
(21,15),(21,17),0.0341997 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.0445551 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0983186 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0696415 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0505941 # DEPENDENCYPART_SIBL
(21,16),(21,17),-0.0335502 # DEPENDENCYPART_SIBL
(21,16),(21,18),-0.0663581 # DEPENDENCYPART_SIBL
(21,16),(21,19),-0.116151 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.0320245 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.0265825 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0787611 # DEPENDENCYPART_SIBL
(21,17),(21,19),-0.0716421 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0246816 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.009809 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0664822 # DEPENDENCYPART_SIBL
(21,18),(21,20),0.00679487 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0354866 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.020839 # DEPENDENCYPART_SIBL
(21,19),(21,22),-0.0802225 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.0120667 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.916028 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.026815 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.357626 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),0.415324 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),0.194199 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),0.0913102 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.394604 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.296258 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),-0.0562675 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),0.328915 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),0.0767171 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),0.109102 # DEPENDENCYPART_GRANDPAR
(0,1),(1,16),-0.16678 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),0.209817 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),0.00939094 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),2.00643 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.888838 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.188513 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.439411 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.171776 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.226309 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.275984 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.132432 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.381075 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.133887 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.0256114 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),0.158181 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),-0.040893 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),0.204401 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),-0.084901 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),0.0448764 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),-0.159002 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),2.26169 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),1.0107 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.624764 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.534406 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.490773 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.198977 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.438892 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.296845 # DEPENDENCYPART_GRANDPAR
(0,4),(4,13),0.372086 # DEPENDENCYPART_GRANDPAR
(0,4),(4,17),0.24035 # DEPENDENCYPART_GRANDPAR
(0,4),(4,22),1.99283 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.938582 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.373972 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),-0.517608 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.093299 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.222639 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),-0.226537 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),0.28087 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.183887 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),-0.384188 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.133283 # DEPENDENCYPART_GRANDPAR
(0,7),(7,12),0.0511029 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.199944 # DEPENDENCYPART_GRANDPAR
(0,7),(7,14),-0.0355415 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.207707 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),-0.0594094 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),0.0914847 # DEPENDENCYPART_GRANDPAR
(0,7),(7,21),-0.112393 # DEPENDENCYPART_GRANDPAR
(0,7),(7,22),2.21572 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),1.24903 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.833053 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.347601 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.783648 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),0.170113 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.495675 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.620221 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.347601 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),-0.269353 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.295451 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),0.0994122 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.118812 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),0.174515 # DEPENDENCYPART_GRANDPAR
(0,9),(9,21),-0.0259116 # DEPENDENCYPART_GRANDPAR
(0,9),(9,22),2.16166 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.88704 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.346147 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),-0.544851 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.078541 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.174877 # DEPENDENCYPART_GRANDPAR
