# _root_ — Azt a határtalan boldogságot nem lehet leírni , amikor a bagi fiúk a második vonalba jutottak — mondja Lajtos_István , a RO-LA_Kft. egyik társtulajdonosa .
#goldHeads=19,5,5,5,8,7,19,7,7,17,13,13,17,16,16,17,2,19,0,19,19,23,25,25,19,19,
#predictedHeads=19,8,5,5,8,7,19,7,19,17,13,13,17,16,16,17,19,19,0,19,19,23,25,25,19,19,
(13,2),(2,9),-0.375541 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),-0.448917 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.0678555 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.479509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,16),-0.0898712 # DEPENDENCYPART_GRANDPAR
(13,2),(2,17),0.0682932 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.0315652 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),-0.120394 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.147437 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),-0.0697645 # DEPENDENCYPART_GRANDPAR
(13,2),(2,23),-0.147837 # DEPENDENCYPART_GRANDPAR
(13,2),(2,24),-0.334316 # DEPENDENCYPART_GRANDPAR
(13,2),(2,25),-0.281751 # DEPENDENCYPART_GRANDPAR
(13,2),(2,26),-0.548757 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.557527 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.631348 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.47148 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-0.490974 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.768016 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.555514 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.580701 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.744563 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.643298 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.211764 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.982477 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,26),-0.828734 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.559859 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.75377 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.51411 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.175392 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.1158 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.339759 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-0.856841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,17),-0.459784 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.648022 # DEPENDENCYPART_GRANDPAR
(13,6),(6,26),-0.788604 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.628975 # DEPENDENCYPART_GRANDPAR
(13,7),(7,2),-0.678629 # DEPENDENCYPART_GRANDPAR
(13,7),(7,3),-0.917391 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.740408 # DEPENDENCYPART_GRANDPAR
(13,7),(7,5),-0.424661 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.468967 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.1662 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.437902 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.401278 # DEPENDENCYPART_GRANDPAR
(13,7),(7,11),-0.351071 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),0.0857976 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-0.924024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.393396 # DEPENDENCYPART_GRANDPAR
(13,7),(7,16),-0.534386 # DEPENDENCYPART_GRANDPAR
(13,7),(7,17),-0.507592 # DEPENDENCYPART_GRANDPAR
(13,7),(7,18),-0.398455 # DEPENDENCYPART_GRANDPAR
(13,7),(7,19),-0.696093 # DEPENDENCYPART_GRANDPAR
(13,7),(7,20),-0.591953 # DEPENDENCYPART_GRANDPAR
(13,7),(7,21),-0.431414 # DEPENDENCYPART_GRANDPAR
(13,7),(7,23),-0.592352 # DEPENDENCYPART_GRANDPAR
(13,7),(7,25),-0.726279 # DEPENDENCYPART_GRANDPAR
(13,7),(7,26),-0.79905 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.622581 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.667085 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.910355 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.726423 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.40445 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.461999 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.340385 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.451374 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.402024 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.357752 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0843021 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-0.920922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.393275 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.531284 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.50548 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.397399 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.693981 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.429403 # DEPENDENCYPART_GRANDPAR
(13,8),(8,23),-0.58925 # DEPENDENCYPART_GRANDPAR
(13,8),(8,25),-0.723178 # DEPENDENCYPART_GRANDPAR
(13,8),(8,26),-0.798935 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.465684 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.393632 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-0.854364 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,16),-0.464726 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.461497 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.316541 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.649735 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.378699 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.656599 # DEPENDENCYPART_GRANDPAR
(13,10),(10,26),-0.788914 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0413825 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.481013 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.490162 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.289796 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.223639 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.154321 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.280957 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.345006 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.201746 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.127872 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-1.02037 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.767264 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.638743 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.572211 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.72113 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.786115 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.763738 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.515371 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.384546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0242729 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.186178 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.0173392 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.273824 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.173416 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.173815 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.970253 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.954988 # DEPENDENCYPART_GRANDPAR
(13,17),(17,3),-1.26647 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-1.03136 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-0.84144 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.799599 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.655793 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.587429 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.728939 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.772834 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.701017 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.441399 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.541854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.0498967 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.161302 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.152216 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0497172 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.377365 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.151876 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.131752 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.353959 # DEPENDENCYPART_GRANDPAR
(13,17),(17,23),-0.152275 # DEPENDENCYPART_GRANDPAR
(13,17),(17,24),-0.314872 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.286179 # DEPENDENCYPART_GRANDPAR
(13,17),(17,26),-0.449816 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.9704 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.955701 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-1.26648 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-1.03139 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.843572 # DEPENDENCYPART_GRANDPAR
(13,19),(19,6),-0.801025 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.657146 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.588782 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.729229 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.77426 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.701023 # DEPENDENCYPART_GRANDPAR
(13,19),(19,12),-0.441425 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.549936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0501779 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.160314 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.160298 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.085207 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),0.0630641 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.164827 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.114608 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.354191 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.165226 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.313485 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.29913 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.428448 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),-0.0242729 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.186178 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0669919 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0122446 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0475653 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.173815 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.191711 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.307725 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-0.432963 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.341076 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.191711 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),-0.307725 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.526743 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.579079 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,19),-0.283258 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.709445 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.653421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.551863 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.918407 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.533957 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.588675 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.609688 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.547581 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.542514 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.55895 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.486435 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.72508 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.466106 # DEPENDENCYPART_GRANDPAR
(15,13),(13,16),-0.651531 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.597084 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.678716 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.625716 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.88813 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.708241 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.932529 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-1.08409 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.964435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,1),-1.09594 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.999393 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.925916 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.28248 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.96363 # DEPENDENCYPART_GRANDPAR
(15,19),(19,6),-0.993916 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-1.05438 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.993089 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.931405 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.893609 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.860488 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.08966 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.94233 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.812574 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.596054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.249319 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.223901 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.271833 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.40269 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.314978 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.46517 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.44709 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.577501 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.533531 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.673497 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.675744 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.829158 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-1.01166 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.523681 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.14421 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.166771 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.344641 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.5148 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.402377 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.72981 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.265523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,17),-0.108711 # DEPENDENCYPART_GRANDPAR
(16,2),(2,18),-0.137388 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),0.186752 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),0.0879622 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.165002 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),0.101182 # DEPENDENCYPART_GRANDPAR
(16,2),(2,24),-0.159549 # DEPENDENCYPART_GRANDPAR
(16,2),(2,25),0.182708 # DEPENDENCYPART_GRANDPAR
(16,2),(2,26),-0.519883 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.620865 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.925107 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-1.06251 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.0378197 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0642961 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.308859 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.653348 # DEPENDENCYPART_GRANDPAR
(16,6),(6,17),-0.636788 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.340875 # DEPENDENCYPART_GRANDPAR
(16,6),(6,26),-0.75973 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.689981 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.75367 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-1.07739 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.911746 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.973059 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.565561 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.114696 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.407003 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.467161 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.640925 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.248724 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.754608 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.498678 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.710038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.684596 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.504279 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.388946 # DEPENDENCYPART_GRANDPAR
(16,7),(7,20),-0.356553 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.526652 # DEPENDENCYPART_GRANDPAR
(16,7),(7,23),-0.343333 # DEPENDENCYPART_GRANDPAR
(16,7),(7,25),-0.26182 # DEPENDENCYPART_GRANDPAR
(16,7),(7,26),-0.770176 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.683587 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.742126 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-1.07035 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.897761 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.952849 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.558593 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.202812 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.420474 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.467908 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.647606 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.25022 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.730375 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.505359 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.706936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.682484 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.503222 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.386834 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.52464 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.340231 # DEPENDENCYPART_GRANDPAR
(16,8),(8,25),-0.258718 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.770062 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-1.01408 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.362733 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.679791 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.640377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.638501 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.422364 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.342588 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.473936 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.19214 # DEPENDENCYPART_GRANDPAR
(16,10),(10,26),-0.760041 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.375904 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.656664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,2),-0.565203 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.838195 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0860661 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.102817 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.250058 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.41089 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.491601 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.61652 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.655741 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.904559 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.814636 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.974389 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.499531 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.100987 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.116396 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.316202 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.511123 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.46896 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.387147 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.479622 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.768491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.667266 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.461783 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.371232 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.415006 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.516831 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.401787 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-0.79986 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.111725 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.802099 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.562278 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.32717 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.03141 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.03074 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-1.42648 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.20273 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.39197 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-0.897619 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.519574 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.537278 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.69833 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.840143 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.990877 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.775947 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-1.11011 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.84863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.440682 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.335949 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.262212 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0427592 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0705731 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.209845 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.181625 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.0837928 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.138717 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.165329 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.399574 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.911346 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.510638 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),-0.243996 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0935787 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.142802 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.0752037 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.016944 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),0.156734 # DEPENDENCYPART_GRANDPAR
