# _root_ E párt a gyakorlatban szigorúan hierarchikus rendet szab , még akkor is , ha hivatalos ideológiája — mint a kommunistáké — egalitárius .
#goldHeads=2,8,4,8,6,7,8,0,8,14,14,14,14,8,16,22,18,22,20,18,18,14,8,
#predictedHeads=2,8,4,8,6,7,8,0,8,18,8,8,8,8,16,18,18,8,20,22,22,18,8,
(12,20),(20,15),0.0766796 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.164041 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.0505642 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.0867555 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.329806 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.0970156 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.109152 # DEPENDENCYPART_GRANDPAR
(12,22),(22,2),-0.694294 # DEPENDENCYPART_GRANDPAR
(12,22),(22,4),-0.799194 # DEPENDENCYPART_GRANDPAR
(12,22),(22,7),-0.816875 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.671157 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.521113 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.586342 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-0.410848 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.314927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.0683193 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),0.091821 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),0.100267 # DEPENDENCYPART_GRANDPAR
(12,22),(22,16),0.162293 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.0504342 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.0649595 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.24412 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.0133167 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.0459707 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.355306 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0190919 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.272646 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.255564 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.155707 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.134503 # DEPENDENCYPART_GRANDPAR
(14,1),(1,8),-0.265092 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.100812 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.177826 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),0.0233355 # DEPENDENCYPART_GRANDPAR
(14,1),(1,12),0.0254043 # DEPENDENCYPART_GRANDPAR
(14,1),(1,13),-0.210128 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.622716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,15),-0.308621 # DEPENDENCYPART_GRANDPAR
(14,1),(1,16),-0.235987 # DEPENDENCYPART_GRANDPAR
(14,1),(1,17),-0.240893 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.22565 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.461525 # DEPENDENCYPART_GRANDPAR
(14,1),(1,21),-0.375076 # DEPENDENCYPART_GRANDPAR
(14,1),(1,22),-0.50136 # DEPENDENCYPART_GRANDPAR
(14,1),(1,23),-0.711106 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.0990478 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.532428 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.20363 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.212274 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.112417 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.0654878 # DEPENDENCYPART_GRANDPAR
(14,2),(2,8),-0.246252 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.126711 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.315242 # DEPENDENCYPART_GRANDPAR
(14,2),(2,22),-0.564765 # DEPENDENCYPART_GRANDPAR
(14,2),(2,23),-0.661632 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.103647 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.0128033 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.548043 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.134606 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),0.00268754 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.425446 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.249923 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0943771 # DEPENDENCYPART_GRANDPAR
(14,5),(5,23),-0.651033 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.134606 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.00326382 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.423371 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.249347 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.203599 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.098331 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.0181188 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.536702 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.237191 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.231653 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.128198 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),0.0205095 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.564638 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.250789 # DEPENDENCYPART_GRANDPAR
(14,8),(8,2),-0.0608085 # DEPENDENCYPART_GRANDPAR
(14,8),(8,3),-0.538793 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.314386 # DEPENDENCYPART_GRANDPAR
(14,8),(8,5),-0.266036 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.161343 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-0.186751 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.238268 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.241217 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.05581 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0813684 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),-0.347584 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-0.989832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.583837 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.616895 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-0.555528 # DEPENDENCYPART_GRANDPAR
(14,8),(8,18),-0.570632 # DEPENDENCYPART_GRANDPAR
(14,8),(8,20),-0.842433 # DEPENDENCYPART_GRANDPAR
(14,8),(8,21),-0.689711 # DEPENDENCYPART_GRANDPAR
(14,8),(8,22),-0.776576 # DEPENDENCYPART_GRANDPAR
(14,8),(8,23),-0.90099 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.0607787 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.228466 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.0807542 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.112495 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.226069 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.630603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.218548 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.219384 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.222541 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.444087 # DEPENDENCYPART_GRANDPAR
(14,10),(10,21),-0.353568 # DEPENDENCYPART_GRANDPAR
(14,10),(10,23),-0.6496 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0701894 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),-0.237898 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),-0.0870701 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.172051 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.114197 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),-0.230528 # DEPENDENCYPART_GRANDPAR
(14,11),(11,15),-0.317065 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.218144 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.219535 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.443682 # DEPENDENCYPART_GRANDPAR
(14,11),(11,21),-0.353719 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-0.649752 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.201862 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.0824199 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.274479 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.174483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.198001 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.04983 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.0635893 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-0.672517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.367168 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.29934 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.25083 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.264475 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.524878 # DEPENDENCYPART_GRANDPAR
(14,12),(12,21),-0.385014 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.559907 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.678915 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.591932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.372119 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.488518 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.681445 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.152462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,18),0.211206 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.118966 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.593407 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.941928 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-0.917354 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.703062 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.600028 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.779257 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.825167 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.592568 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.597869 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.378055 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.498379 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.701884 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.158701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.12702 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.115268 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.139623 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.0189151 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.0928072 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.618513 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.648352 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.900177 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.698947 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.595912 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.761939 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.902016 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.611248 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.630088 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.410463 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.531316 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.720564 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.177656 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.137808 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.393705 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.25234 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.252026 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),0.175112 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.0262961 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.191732 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.158701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.12702 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.400043 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.113412 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.227611 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.232975 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.0189151 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.0928072 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.606078 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.85775 # DEPENDENCYPART_GRANDPAR
(14,22),(22,7),-0.719631 # DEPENDENCYPART_GRANDPAR
(14,22),(22,8),-0.814173 # DEPENDENCYPART_GRANDPAR
(14,22),(22,9),-0.572129 # DEPENDENCYPART_GRANDPAR
(14,22),(22,10),-0.591932 # DEPENDENCYPART_GRANDPAR
(14,22),(22,11),-0.372119 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.488518 # DEPENDENCYPART_GRANDPAR
(14,22),(22,13),-0.681445 # DEPENDENCYPART_GRANDPAR
(14,22),(22,14),-0.152462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.136526 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.38931 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),0.217678 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.24556 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.178281 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),0.163771 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0834948 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.308985 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.842646 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.692347 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.447695 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.411133 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.520441 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.366347 # DEPENDENCYPART_GRANDPAR
(15,10),(10,16),-0.554137 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.617496 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.543533 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.68351 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.604971 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.794595 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.822012 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.679804 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.426193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.436024 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.412198 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.525389 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-0.88372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.55398 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.617639 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.683353 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.605115 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.79474 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.638286 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.831308 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.761044 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.546659 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.492543 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.52445 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.431215 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.372689 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.893036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.596184 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.610913 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.544134 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.725556 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.598389 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.64031 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.788538 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.534082 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.814596 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.655338 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.623035 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.689925 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.805886 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.743249 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.531887 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.439042 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.462267 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.451629 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.622964 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.892534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.592645 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.609727 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.542391 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.722017 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.597202 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.639808 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.787715 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.846278 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.2098 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.05021 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.919601 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.986546 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.20117 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.0363 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.737622 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.724719 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.756092 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.778702 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.828699 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.724155 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.51304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.116906 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.224209 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.300356 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.277847 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.339502 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.46675 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.726605 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.468179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.108864 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.323819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.204285 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.315692 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.231626 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.205672 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.853463 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.122205 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.489393 # DEPENDENCYPART_GRANDPAR
(16,1),(1,6),-0.183083 # DEPENDENCYPART_GRANDPAR
(16,1),(1,7),-0.678203 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.595635 # DEPENDENCYPART_GRANDPAR
(16,1),(1,9),-0.161376 # DEPENDENCYPART_GRANDPAR
(16,1),(1,10),-0.281931 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.167869 # DEPENDENCYPART_GRANDPAR
(16,1),(1,12),-0.0276688 # DEPENDENCYPART_GRANDPAR
(16,1),(1,13),-0.155898 # DEPENDENCYPART_GRANDPAR
(16,1),(1,14),-0.100898 # DEPENDENCYPART_GRANDPAR
(16,1),(1,15),0.287024 # DEPENDENCYPART_GRANDPAR
(16,1),(1,16),-0.872658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,1),(1,17),-0.191798 # DEPENDENCYPART_GRANDPAR
(16,1),(1,18),-0.32501 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.271147 # DEPENDENCYPART_GRANDPAR
(16,1),(1,21),-0.315528 # DEPENDENCYPART_GRANDPAR
(16,1),(1,22),-0.311954 # DEPENDENCYPART_GRANDPAR
(16,1),(1,23),-0.527411 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.288529 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.822872 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),0.194535 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.272356 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.690703 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),0.169941 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0406633 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.0858864 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-0.788011 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.272356 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.690127 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),0.172016 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.0412396 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.424856 # DEPENDENCYPART_GRANDPAR
(16,7),(7,1),-0.288532 # DEPENDENCYPART_GRANDPAR
(16,7),(7,2),-0.822875 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),0.194653 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.0956535 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.482668 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.177216 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.164971 # DEPENDENCYPART_GRANDPAR
(16,7),(7,22),-0.732548 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.443312 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.804521 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.0288648 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.072334 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.566868 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.260796 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.632277 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.242808 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.230497 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.117523 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.0731569 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.23733 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.0931242 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.428966 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.2651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.564305 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.71866 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.663589 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.688036 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.658576 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.771354 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.722372 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.665425 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.182479 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0411078 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.125941 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.0606474 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.19947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.483409 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.643455 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.597964 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.607139 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.761362 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.700016 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.654237 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.162537 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.351414 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0446303 # DEPENDENCYPART_GRANDPAR
