# _root_ — A kérdés provokatív , ám — bár ezt senki nem mondta ki — a le nem fektetett etikai normákból kiolvasható , hogy egy MÁV-vezérnek nem illik lecövekelni egyetlen párt mellé sem .
#goldHeads=6,3,4,6,6,0,23,23,12,12,12,23,12,23,20,18,18,20,20,23,23,23,6,25,28,27,23,27,30,31,28,27,6,
#predictedHeads=8,3,8,8,8,8,12,0,12,12,12,8,12,12,20,18,18,20,20,21,23,23,8,25,27,27,23,27,30,31,28,12,8,
(20,9),(9,18),0.115102 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.143876 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-0.872102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),-0.0914781 # DEPENDENCYPART_GRANDPAR
(20,9),(9,22),-0.107603 # DEPENDENCYPART_GRANDPAR
(20,9),(9,23),-0.0523766 # DEPENDENCYPART_GRANDPAR
(20,9),(9,25),-0.374089 # DEPENDENCYPART_GRANDPAR
(20,9),(9,26),-0.12432 # DEPENDENCYPART_GRANDPAR
(20,9),(9,27),0.162296 # DEPENDENCYPART_GRANDPAR
(20,9),(9,28),0.0650228 # DEPENDENCYPART_GRANDPAR
(20,9),(9,29),-0.358472 # DEPENDENCYPART_GRANDPAR
(20,9),(9,30),-0.466284 # DEPENDENCYPART_GRANDPAR
(20,9),(9,31),-0.254827 # DEPENDENCYPART_GRANDPAR
(20,9),(9,32),-0.294835 # DEPENDENCYPART_GRANDPAR
(20,9),(9,33),-0.597524 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.548321 # DEPENDENCYPART_GRANDPAR
(20,11),(11,3),-0.827586 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.437065 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-0.438911 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.499213 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.133788 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.162562 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.186468 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.215242 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.18431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,22),-0.410386 # DEPENDENCYPART_GRANDPAR
(20,17),(17,27),-0.271124 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.320478 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.368282 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.123408 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.214675 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.29135 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0528944 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.242646 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.453062 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.286999 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.214675 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.0528944 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.17871 # DEPENDENCYPART_GRANDPAR
(20,31),(31,21),-0.00172841 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.284522 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),-0.221851 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.374226 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.547197 # DEPENDENCYPART_GRANDPAR
(21,3),(3,31),-0.432271 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),-0.4159 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),-0.667439 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.334207 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),-0.610394 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),-0.496019 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),-0.201337 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),-0.179487 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),-0.234984 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),-0.182644 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),-0.199184 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),-0.01717 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),-0.0101615 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-0.854419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,22),-0.466995 # DEPENDENCYPART_GRANDPAR
(21,6),(6,23),-0.393157 # DEPENDENCYPART_GRANDPAR
(21,6),(6,26),-0.424409 # DEPENDENCYPART_GRANDPAR
(21,6),(6,27),-0.430194 # DEPENDENCYPART_GRANDPAR
(21,6),(6,28),-0.570523 # DEPENDENCYPART_GRANDPAR
(21,6),(6,29),-0.812341 # DEPENDENCYPART_GRANDPAR
(21,6),(6,32),-0.56886 # DEPENDENCYPART_GRANDPAR
(21,6),(6,33),-0.769723 # DEPENDENCYPART_GRANDPAR
(21,8),(8,1),-0.355809 # DEPENDENCYPART_GRANDPAR
(21,8),(8,3),-0.316952 # DEPENDENCYPART_GRANDPAR
(21,8),(8,4),-0.610801 # DEPENDENCYPART_GRANDPAR
(21,8),(8,5),-0.451747 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.278067 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),-0.285129 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),-0.182066 # DEPENDENCYPART_GRANDPAR
(21,8),(8,13),-0.062538 # DEPENDENCYPART_GRANDPAR
(21,8),(8,14),0.00435682 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),0.0774522 # DEPENDENCYPART_GRANDPAR
(21,8),(8,21),-0.854409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,8),(8,22),-0.466979 # DEPENDENCYPART_GRANDPAR
(21,8),(8,23),-0.392756 # DEPENDENCYPART_GRANDPAR
(21,8),(8,27),-0.429233 # DEPENDENCYPART_GRANDPAR
(21,8),(8,28),-0.569562 # DEPENDENCYPART_GRANDPAR
(21,8),(8,33),-0.769654 # DEPENDENCYPART_GRANDPAR
(21,9),(9,3),-0.243138 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.547877 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.340689 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.25315 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.189419 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.125728 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.212679 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),-0.256986 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.0973209 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),0.0443418 # DEPENDENCYPART_GRANDPAR
(21,9),(9,17),-0.0401961 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.136313 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),-0.0282329 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),-0.0366142 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-0.741954 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,9),(9,22),-0.358423 # DEPENDENCYPART_GRANDPAR
(21,9),(9,23),-0.284244 # DEPENDENCYPART_GRANDPAR
(21,9),(9,25),-0.368508 # DEPENDENCYPART_GRANDPAR
(21,9),(9,26),-0.326542 # DEPENDENCYPART_GRANDPAR
(21,9),(9,27),-0.206336 # DEPENDENCYPART_GRANDPAR
(21,9),(9,28),-0.346665 # DEPENDENCYPART_GRANDPAR
(21,9),(9,29),-0.783269 # DEPENDENCYPART_GRANDPAR
(21,9),(9,30),-0.538715 # DEPENDENCYPART_GRANDPAR
(21,9),(9,31),-0.382257 # DEPENDENCYPART_GRANDPAR
(21,9),(9,32),-0.485421 # DEPENDENCYPART_GRANDPAR
(21,9),(9,33),-0.742922 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.35823 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.383031 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.28755 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),-0.220157 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.332952 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),-0.361761 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.581175 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.236774 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.548336 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.356905 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.223365 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.291081 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.165889 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.235827 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.120935 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.166578 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0919806 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.0864939 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.265212 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),0.027454 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.0592298 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),-0.101431 # DEPENDENCYPART_GRANDPAR
(21,12),(12,19),0.00664824 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.0563877 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-0.845433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.507309 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-0.466288 # DEPENDENCYPART_GRANDPAR
(21,12),(12,25),-0.501012 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-0.473689 # DEPENDENCYPART_GRANDPAR
(21,12),(12,27),-0.435804 # DEPENDENCYPART_GRANDPAR
(21,12),(12,28),-0.576126 # DEPENDENCYPART_GRANDPAR
(21,12),(12,29),-0.783953 # DEPENDENCYPART_GRANDPAR
(21,12),(12,30),-0.669556 # DEPENDENCYPART_GRANDPAR
(21,12),(12,31),-0.397077 # DEPENDENCYPART_GRANDPAR
(21,12),(12,32),-0.567112 # DEPENDENCYPART_GRANDPAR
(21,12),(12,33),-0.77381 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0263042 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.0817754 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.107878 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.000202042 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.00243638 # DEPENDENCYPART_GRANDPAR
(21,17),(17,22),-0.471425 # DEPENDENCYPART_GRANDPAR
(21,17),(17,27),-0.401806 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.268722 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.268849 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.309478 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.137641 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.0676448 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.0963662 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0386917 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.415647 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.383225 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.137641 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.0963662 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.181588 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.533408 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.179972 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.474581 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.146187 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.0324275 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.116271 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.0391257 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.114051 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0562114 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.0543814 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.0536982 # DEPENDENCYPART_GRANDPAR
(21,20),(20,31),-0.432271 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-0.585862 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.489184 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.440339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),-0.128535 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0494835 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.244797 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.380969 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.11623 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.0507538 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.405684 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.471319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,23),-0.0294009 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.0489051 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.319371 # DEPENDENCYPART_GRANDPAR
(21,27),(27,1),-0.73751 # DEPENDENCYPART_GRANDPAR
(21,27),(27,5),-0.70829 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-0.65332 # DEPENDENCYPART_GRANDPAR
(21,27),(27,7),-0.66683 # DEPENDENCYPART_GRANDPAR
(21,27),(27,8),-0.588684 # DEPENDENCYPART_GRANDPAR
(21,27),(27,9),-0.596881 # DEPENDENCYPART_GRANDPAR
(21,27),(27,11),-0.592361 # DEPENDENCYPART_GRANDPAR
(21,27),(27,12),-0.660692 # DEPENDENCYPART_GRANDPAR
(21,27),(27,14),-0.482663 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.544506 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.419878 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.48196 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.373881 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.450486 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.468124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),-0.263261 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.106019 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.260903 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.102135 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.107675 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.139031 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.446395 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.167329 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.0639987 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.200647 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.391002 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),-0.137229 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-0.585863 # DEPENDENCYPART_GRANDPAR
(21,30),(30,24),-0.245888 # DEPENDENCYPART_GRANDPAR
(21,30),(30,25),-0.00390095 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),-0.0805968 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.152727 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.467718 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.0512793 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.00289371 # DEPENDENCYPART_GRANDPAR
(23,3),(3,31),-0.39112 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.0402671 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),0.0180598 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.548218 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.323284 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.489336 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),0.0535806 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),-0.339838 # DEPENDENCYPART_GRANDPAR
(23,4),(4,12),-0.396168 # DEPENDENCYPART_GRANDPAR
(23,4),(4,33),-0.888265 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.0551806 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.0831333 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.543199 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.561889 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.519606 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.0732001 # DEPENDENCYPART_GRANDPAR
(23,6),(6,8),-0.62426 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),-0.366551 # DEPENDENCYPART_GRANDPAR
(23,6),(6,11),-0.578557 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),-0.377604 # DEPENDENCYPART_GRANDPAR
(23,6),(6,14),0.138767 # DEPENDENCYPART_GRANDPAR
(23,6),(6,17),-0.28413 # DEPENDENCYPART_GRANDPAR
(23,6),(6,21),0.025553 # DEPENDENCYPART_GRANDPAR
(23,6),(6,22),-0.284544 # DEPENDENCYPART_GRANDPAR
(23,6),(6,23),-0.735682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,6),(6,26),-0.333019 # DEPENDENCYPART_GRANDPAR
(23,6),(6,27),-0.556243 # DEPENDENCYPART_GRANDPAR
(23,6),(6,28),-0.523315 # DEPENDENCYPART_GRANDPAR
(23,6),(6,29),-0.576224 # DEPENDENCYPART_GRANDPAR
(23,6),(6,32),-0.427132 # DEPENDENCYPART_GRANDPAR
(23,6),(6,33),-0.916955 # DEPENDENCYPART_GRANDPAR
(23,8),(8,1),-0.000220108 # DEPENDENCYPART_GRANDPAR
(23,8),(8,3),-0.528857 # DEPENDENCYPART_GRANDPAR
(23,8),(8,4),-0.565563 # DEPENDENCYPART_GRANDPAR
(23,8),(8,5),-0.480688 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.515084 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.0255475 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.356313 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.318022 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),0.161549 # DEPENDENCYPART_GRANDPAR
(23,8),(8,16),-0.342594 # DEPENDENCYPART_GRANDPAR
(23,8),(8,21),0.041903 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),-0.283226 # DEPENDENCYPART_GRANDPAR
(23,8),(8,23),-0.735024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,8),(8,27),-0.554978 # DEPENDENCYPART_GRANDPAR
(23,8),(8,28),-0.52205 # DEPENDENCYPART_GRANDPAR
(23,8),(8,33),-0.916637 # DEPENDENCYPART_GRANDPAR
(23,9),(9,3),-0.521143 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.599659 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.451182 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.605621 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),-0.697165 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-0.387117 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.611904 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),-0.465039 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),-0.371458 # DEPENDENCYPART_GRANDPAR
(23,9),(9,16),-0.394362 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),-0.317477 # DEPENDENCYPART_GRANDPAR
(23,9),(9,18),-0.119949 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),-0.0910455 # DEPENDENCYPART_GRANDPAR
(23,9),(9,20),-0.280864 # DEPENDENCYPART_GRANDPAR
(23,9),(9,21),-0.0213268 # DEPENDENCYPART_GRANDPAR
(23,9),(9,22),-0.33721 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-0.723144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,9),(9,25),-0.251733 # DEPENDENCYPART_GRANDPAR
(23,9),(9,26),-0.341789 # DEPENDENCYPART_GRANDPAR
(23,9),(9,27),-0.505854 # DEPENDENCYPART_GRANDPAR
(23,9),(9,28),-0.472926 # DEPENDENCYPART_GRANDPAR
(23,9),(9,29),-0.644659 # DEPENDENCYPART_GRANDPAR
(23,9),(9,30),-0.814236 # DEPENDENCYPART_GRANDPAR
(23,9),(9,31),-0.472069 # DEPENDENCYPART_GRANDPAR
(23,9),(9,32),-0.449616 # DEPENDENCYPART_GRANDPAR
(23,9),(9,33),-0.98759 # DEPENDENCYPART_GRANDPAR
(23,11),(11,1),0.0945874 # DEPENDENCYPART_GRANDPAR
(23,11),(11,3),-0.399436 # DEPENDENCYPART_GRANDPAR
(23,11),(11,7),0.06926 # DEPENDENCYPART_GRANDPAR
(23,11),(11,8),-0.468148 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.246143 # DEPENDENCYPART_GRANDPAR
(23,12),(12,1),0.00755712 # DEPENDENCYPART_GRANDPAR
(23,12),(12,2),0.0219767 # DEPENDENCYPART_GRANDPAR
(23,12),(12,3),-0.47682 # DEPENDENCYPART_GRANDPAR
(23,12),(12,4),-0.485248 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),-0.402984 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-0.514236 # DEPENDENCYPART_GRANDPAR
(23,12),(12,7),-0.0177702 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),-0.608366 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.291227 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.283834 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.394447 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.334533 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),0.162716 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),0.137185 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),-0.368107 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.297624 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),-0.0238473 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),0.00505604 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),-0.193557 # DEPENDENCYPART_GRANDPAR
(23,12),(12,21),0.0747747 # DEPENDENCYPART_GRANDPAR
(23,12),(12,22),-0.284061 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-1.06872 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,25),-0.609065 # DEPENDENCYPART_GRANDPAR
(23,12),(12,26),-0.638996 # DEPENDENCYPART_GRANDPAR
(23,12),(12,27),-0.809025 # DEPENDENCYPART_GRANDPAR
(23,12),(12,28),-0.776083 # DEPENDENCYPART_GRANDPAR
(23,12),(12,29),-0.779245 # DEPENDENCYPART_GRANDPAR
(23,12),(12,30),-1.16991 # DEPENDENCYPART_GRANDPAR
(23,12),(12,31),-0.635813 # DEPENDENCYPART_GRANDPAR
(23,12),(12,32),-0.682171 # DEPENDENCYPART_GRANDPAR
(23,12),(12,33),-1.14975 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.0412217 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.0123184 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.173384 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.325893 # DEPENDENCYPART_GRANDPAR
(23,17),(17,27),-0.475735 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.316635 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.550488 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.471953 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),0.359331 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.280837 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.256061 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.0093448 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.293288 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.467961 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),0.359331 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.256061 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.0597269 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),0.000836535 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),-0.468597 # DEPENDENCYPART_GRANDPAR
(23,20),(20,4),-0.492724 # DEPENDENCYPART_GRANDPAR
(23,20),(20,9),-0.240603 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-0.239732 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.494246 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.00945741 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.342107 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.199819 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.015124 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.0137793 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.391114 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.548218 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.545686 # DEPENDENCYPART_GRANDPAR
(23,21),(21,7),-0.0655944 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.635123 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.316635 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.550488 # DEPENDENCYPART_GRANDPAR
(23,21),(21,12),-0.471953 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-2.7464e-05 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),0.359331 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.256061 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.0597269 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.0308236 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.23557 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.334516 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.22712 # DEPENDENCYPART_GRANDPAR
