# _root_ Azt azonban elárulja , hogy az áremelés lehetetlen helyzetbe hozná a csapat költségvetését , hiszen a teljes kézilabdapénz egynegyedét a két kubai játékosra kellene fordítani .
#goldHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,1,1,18,18,19,25,23,23,23,25,1,24,3,
#predictedHeads=3,3,0,3,3,7,10,9,10,1,12,13,10,15,0,18,18,19,24,23,23,23,25,1,24,15,
(13,24),(24,20),-0.412447 # DEPENDENCYPART_GRANDPAR
(13,24),(24,21),-0.11831 # DEPENDENCYPART_GRANDPAR
(13,24),(24,22),-0.130184 # DEPENDENCYPART_GRANDPAR
(13,24),(24,23),-0.188876 # DEPENDENCYPART_GRANDPAR
(13,24),(24,25),-0.249879 # DEPENDENCYPART_GRANDPAR
(13,24),(24,26),-0.527314 # DEPENDENCYPART_GRANDPAR
(13,25),(25,1),-0.774898 # DEPENDENCYPART_GRANDPAR
(13,25),(25,2),-0.734708 # DEPENDENCYPART_GRANDPAR
(13,25),(25,3),-0.667454 # DEPENDENCYPART_GRANDPAR
(13,25),(25,4),-0.477343 # DEPENDENCYPART_GRANDPAR
(13,25),(25,5),-0.677126 # DEPENDENCYPART_GRANDPAR
(13,25),(25,7),-0.601132 # DEPENDENCYPART_GRANDPAR
(13,25),(25,8),-0.60282 # DEPENDENCYPART_GRANDPAR
(13,25),(25,9),-0.775587 # DEPENDENCYPART_GRANDPAR
(13,25),(25,10),-0.473941 # DEPENDENCYPART_GRANDPAR
(13,25),(25,12),-0.34387 # DEPENDENCYPART_GRANDPAR
(13,25),(25,13),-0.919308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,25),(25,14),-0.325284 # DEPENDENCYPART_GRANDPAR
(13,25),(25,15),-0.300753 # DEPENDENCYPART_GRANDPAR
(13,25),(25,16),-0.39542 # DEPENDENCYPART_GRANDPAR
(13,25),(25,17),-0.0810603 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),-0.0360933 # DEPENDENCYPART_GRANDPAR
(13,25),(25,19),-0.608364 # DEPENDENCYPART_GRANDPAR
(13,25),(25,20),-0.412392 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.116899 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.124314 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.165392 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.275087 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.542872 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.268163 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.00554112 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),0.0530321 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),0.23469 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.113713 # DEPENDENCYPART_GRANDPAR
(15,1),(1,8),0.139545 # DEPENDENCYPART_GRANDPAR
(15,1),(1,9),0.180874 # DEPENDENCYPART_GRANDPAR
(15,1),(1,10),0.129331 # DEPENDENCYPART_GRANDPAR
(15,1),(1,12),0.0476919 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),0.282243 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.142261 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-0.633312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,17),-0.178252 # DEPENDENCYPART_GRANDPAR
(15,1),(1,18),-0.26434 # DEPENDENCYPART_GRANDPAR
(15,1),(1,21),-0.593378 # DEPENDENCYPART_GRANDPAR
(15,1),(1,22),-0.408575 # DEPENDENCYPART_GRANDPAR
(15,1),(1,23),-0.266177 # DEPENDENCYPART_GRANDPAR
(15,1),(1,24),-0.123051 # DEPENDENCYPART_GRANDPAR
(15,1),(1,25),-0.170565 # DEPENDENCYPART_GRANDPAR
(15,1),(1,26),-0.736201 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.0175925 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.092456 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),0.079377 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),0.22225 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),0.272216 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),0.228703 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.115916 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.669694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,19),-0.422728 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.558211 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-0.354976 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-0.299307 # DEPENDENCYPART_GRANDPAR
(15,2),(2,25),-0.337454 # DEPENDENCYPART_GRANDPAR
(15,2),(2,26),-0.698403 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.118286 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),0.268219 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),0.0308169 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.262362 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.0193861 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.106355 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),0.220888 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),0.194949 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.157263 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),0.0561947 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),0.287267 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.164476 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-0.9886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,17),-0.480166 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-0.767457 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.696207 # DEPENDENCYPART_GRANDPAR
(15,3),(3,24),-0.558661 # DEPENDENCYPART_GRANDPAR
(15,3),(3,25),-0.59481 # DEPENDENCYPART_GRANDPAR
(15,3),(3,26),-0.936844 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),0.0604048 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),0.41158 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),0.134877 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),0.198334 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),0.011405 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),0.30675 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),0.305996 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.296704 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.681312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,24),-0.315374 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-0.353512 # DEPENDENCYPART_GRANDPAR
(15,5),(5,26),-0.706125 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.0721125 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.27503 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),0.0145783 # DEPENDENCYPART_GRANDPAR
(15,8),(8,2),0.306575 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.0338604 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),0.084403 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),0.286268 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),0.162481 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.0108864 # DEPENDENCYPART_GRANDPAR
(15,9),(9,1),-0.0408336 # DEPENDENCYPART_GRANDPAR
(15,9),(9,2),0.234423 # DEPENDENCYPART_GRANDPAR
(15,9),(9,3),0.0273841 # DEPENDENCYPART_GRANDPAR
(15,9),(9,4),0.0595079 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),0.21166 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),0.07194 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.0334443 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.190746 # DEPENDENCYPART_GRANDPAR
(15,9),(9,13),0.37644 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.112134 # DEPENDENCYPART_GRANDPAR
(15,10),(10,2),0.273309 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.0311196 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),0.0352025 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),0.315448 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),0.06388 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.0241372 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),0.241859 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.263176 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.177179 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.0600575 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.29113 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.161675 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-0.988652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.41507 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.480219 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.694408 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.76751 # DEPENDENCYPART_GRANDPAR
(15,10),(10,22),-0.710575 # DEPENDENCYPART_GRANDPAR
(15,10),(10,23),-0.696246 # DEPENDENCYPART_GRANDPAR
(15,10),(10,24),-0.558554 # DEPENDENCYPART_GRANDPAR
(15,10),(10,25),-0.594703 # DEPENDENCYPART_GRANDPAR
(15,10),(10,26),-0.936934 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.0720793 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0595166 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.420656 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0721125 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.0315374 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),0.188509 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),0.259541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0602006 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.129339 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.13947 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.3735 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.420656 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.375338 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-0.225375 # DEPENDENCYPART_GRANDPAR
(15,13),(13,25),-0.263629 # DEPENDENCYPART_GRANDPAR
(15,13),(13,26),-0.682511 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.219285 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.251886 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0117193 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.415111 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.50428 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.58103 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.345626 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.59089 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.214031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.141405 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.187529 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0405285 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.126326 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.334747 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.479488 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.244084 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.556895 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.372751 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.3426 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.354036 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),0.311571 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.317123 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.372092 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.00288309 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.0107067 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.254494 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.25518 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.370904 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.0138526 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.119604 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.415111 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.50428 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.58103 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.345626 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.214031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.141405 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.187529 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.348629 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.126942 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.127145 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.0329118 # DEPENDENCYPART_GRANDPAR
(15,24),(24,1),-0.699209 # DEPENDENCYPART_GRANDPAR
(15,24),(24,2),-0.53549 # DEPENDENCYPART_GRANDPAR
(15,24),(24,3),-0.882778 # DEPENDENCYPART_GRANDPAR
(15,24),(24,4),-0.707332 # DEPENDENCYPART_GRANDPAR
(15,24),(24,5),-0.587823 # DEPENDENCYPART_GRANDPAR
(15,24),(24,7),-1.0643 # DEPENDENCYPART_GRANDPAR
(15,24),(24,8),-0.498985 # DEPENDENCYPART_GRANDPAR
(15,24),(24,9),-0.772522 # DEPENDENCYPART_GRANDPAR
(15,24),(24,10),-0.74787 # DEPENDENCYPART_GRANDPAR
(15,24),(24,12),-0.904274 # DEPENDENCYPART_GRANDPAR
(15,24),(24,13),-0.668304 # DEPENDENCYPART_GRANDPAR
(15,24),(24,14),-0.902625 # DEPENDENCYPART_GRANDPAR
(15,24),(24,15),-0.194839 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,24),(24,16),0.12338 # DEPENDENCYPART_GRANDPAR
(15,24),(24,17),0.213627 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.221778 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0267043 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.144967 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.166946 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.0129202 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.21994 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),0.373613 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.275559 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.696731 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-0.535163 # DEPENDENCYPART_GRANDPAR
(15,25),(25,3),-0.88104 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-0.70677 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.587496 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-1.05909 # DEPENDENCYPART_GRANDPAR
(15,25),(25,8),-0.498701 # DEPENDENCYPART_GRANDPAR
(15,25),(25,9),-0.767317 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.746132 # DEPENDENCYPART_GRANDPAR
(15,25),(25,12),-0.899069 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.663099 # DEPENDENCYPART_GRANDPAR
(15,25),(25,14),-0.902063 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.185721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.135289 # DEPENDENCYPART_GRANDPAR
(15,25),(25,17),0.232007 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),0.26301 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),-0.0134107 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.133059 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.153653 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),0.00545968 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.261172 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.332059 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.316841 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.584135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),0.0446436 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.914457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,12),-1.23543 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-1.44397 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.949201 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),-0.131198 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.56077 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.185143 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.374545 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.562011 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.485051 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.887936 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.548772 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-0.690311 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.8802 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-1.2347 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.540784 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-1.25896 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.495149 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.73281 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.583668 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.494143 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.519958 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.332296 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.674513 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.129759 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-0.918869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,21),-0.350702 # DEPENDENCYPART_GRANDPAR
(18,10),(10,22),-0.47469 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.48436 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.588114 # DEPENDENCYPART_GRANDPAR
(18,10),(10,25),-0.443311 # DEPENDENCYPART_GRANDPAR
(18,10),(10,26),-0.756456 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-1.05277 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.553586 # DEPENDENCYPART_GRANDPAR
(18,12),(12,19),-0.582757 # DEPENDENCYPART_GRANDPAR
(18,13),(13,6),-1.05274 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.56342 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-1.19202 # DEPENDENCYPART_GRANDPAR
(18,13),(13,9),-0.514728 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.554274 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.546116 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.391426 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-0.980423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),-0.582757 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.545914 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.571332 # DEPENDENCYPART_GRANDPAR
(18,13),(13,25),-0.428093 # DEPENDENCYPART_GRANDPAR
(18,13),(13,26),-0.786238 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.510629 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.910188 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.606054 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.738541 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.935067 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.607595 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.27493 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.55891 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.48589 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.777576 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.590291 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.497857 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.553382 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.647808 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.235903 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.909313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.544347 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.382461 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.483818 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.474804 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.595649 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.452291 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.755571 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.253865 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.559016 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.561062 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.902061 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.809628 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.742782 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.451682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,23),-0.17598 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.299999 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),-0.158476 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.497809 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.454061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),-0.0491515 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.229696 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.739208 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-1.13891 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-1.02311 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.930673 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.715273 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.08061 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.728638 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.382491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),-0.113746 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.0180212 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.0208731 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),0.119582 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),0.131433 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-0.680581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,6),0.119612 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.453712 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),0.12983 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),-0.360848 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.130745 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.41963 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.182378 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),-0.231598 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-0.680581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,23),-0.184757 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.245479 # DEPENDENCYPART_GRANDPAR
(19,13),(13,25),-0.39392 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-0.608333 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.19081 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),0.130745 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.419631 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.515246 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.190163 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.137478 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.238338 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.401855 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-0.680581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.064886 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.184757 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.58472 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.268005 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-0.871582 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-0.967197 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.467902 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-0.160412 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.00426621 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.718939 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.440442 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.327436 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.635154 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.51368 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.686515 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-0.740987 # DEPENDENCYPART_GRANDPAR
