# _root_ Drága mulatság a washoku , de a legfinomabb alapanyagokból készítik , és elképesztő dúskálást lehet vele csapni .
#goldHeads=2,12,4,2,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
#predictedHeads=2,10,4,10,12,12,9,9,10,12,12,0,14,17,12,17,15,12,
(0,14),(14,2),0.668569 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),-0.594835 # DEPENDENCYPART_GRANDPAR
(0,14),(14,4),0.0933365 # DEPENDENCYPART_GRANDPAR
(0,14),(14,5),0.101313 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.623298 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),-0.757583 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.27522 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),-0.19004 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.699426 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.203893 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),0.116275 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),-0.601265 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.714028 # DEPENDENCYPART_GRANDPAR
(0,14),(14,17),0.344171 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),1.71857 # DEPENDENCYPART_GRANDPAR
(0,15),(15,1),0.394765 # DEPENDENCYPART_GRANDPAR
(0,15),(15,2),0.552608 # DEPENDENCYPART_GRANDPAR
(0,15),(15,3),-0.603626 # DEPENDENCYPART_GRANDPAR
(0,15),(15,4),0.0137585 # DEPENDENCYPART_GRANDPAR
(0,15),(15,5),0.0472238 # DEPENDENCYPART_GRANDPAR
(0,15),(15,6),0.576879 # DEPENDENCYPART_GRANDPAR
(0,15),(15,7),-0.766373 # DEPENDENCYPART_GRANDPAR
(0,15),(15,8),-0.226294 # DEPENDENCYPART_GRANDPAR
(0,15),(15,9),-0.306001 # DEPENDENCYPART_GRANDPAR
(0,15),(15,10),0.458622 # DEPENDENCYPART_GRANDPAR
(0,15),(15,11),0.149804 # DEPENDENCYPART_GRANDPAR
(0,15),(15,12),0.0121629 # DEPENDENCYPART_GRANDPAR
(0,15),(15,13),-0.552718 # DEPENDENCYPART_GRANDPAR
(0,15),(15,14),-0.564114 # DEPENDENCYPART_GRANDPAR
(0,15),(15,16),-0.539845 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),0.196454 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),1.94147 # DEPENDENCYPART_GRANDPAR
(0,17),(17,1),0.421357 # DEPENDENCYPART_GRANDPAR
(0,17),(17,2),0.623854 # DEPENDENCYPART_GRANDPAR
(0,17),(17,3),-0.582576 # DEPENDENCYPART_GRANDPAR
(0,17),(17,4),0.0432627 # DEPENDENCYPART_GRANDPAR
(0,17),(17,5),0.0785936 # DEPENDENCYPART_GRANDPAR
(0,17),(17,6),0.581756 # DEPENDENCYPART_GRANDPAR
(0,17),(17,7),-0.745324 # DEPENDENCYPART_GRANDPAR
(0,17),(17,8),-0.199702 # DEPENDENCYPART_GRANDPAR
(0,17),(17,9),-0.234754 # DEPENDENCYPART_GRANDPAR
(0,17),(17,10),0.492424 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.181174 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),0.0296257 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),-0.526127 # DEPENDENCYPART_GRANDPAR
(0,17),(17,14),-0.492867 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.312921 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),-0.685445 # DEPENDENCYPART_GRANDPAR
(0,17),(17,18),1.90206 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.453663 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),-0.201099 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.106683 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.120141 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.278107 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.101271 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),-0.309621 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.208154 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.103555 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.131601 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.274555 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.301738 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.33262 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.465485 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.21987 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.217765 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.527764 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.518596 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.913915 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.571604 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.0400287 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.600546 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.510271 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.514394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.0238195 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),-0.051583 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.125674 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.0889276 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),-0.183372 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.0482378 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.130685 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.231923 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.548014 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.539484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.0258262 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0689532 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.00888028 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.325588 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.695197 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.19047 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.272995 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.209428 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.229228 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.570047 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.333466 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.282182 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.171694 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.536732 # DEPENDENCYPART_GRANDPAR
(2,9),(9,1),-0.609818 # DEPENDENCYPART_GRANDPAR
(2,9),(9,2),-0.415005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,9),(9,3),-0.0195893 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),-0.0458561 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.0198909 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),-0.0820727 # DEPENDENCYPART_GRANDPAR
(2,9),(9,7),-0.247695 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.482573 # DEPENDENCYPART_GRANDPAR
(2,9),(9,14),-0.273227 # DEPENDENCYPART_GRANDPAR
(2,9),(9,15),-0.133012 # DEPENDENCYPART_GRANDPAR
(2,9),(9,17),-0.0355568 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.535848 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.571724 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.0452133 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0648598 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.148421 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0978328 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.273319 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.453299 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.166009 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.127739 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.218875 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.547789 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),-0.251687 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),-0.234838 # DEPENDENCYPART_GRANDPAR
(2,10),(10,16),-0.347358 # DEPENDENCYPART_GRANDPAR
(2,10),(10,17),-0.1287 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),-0.552538 # DEPENDENCYPART_GRANDPAR
(2,12),(12,1),-0.550959 # DEPENDENCYPART_GRANDPAR
(2,12),(12,2),-0.422041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,12),(12,4),-0.0603875 # DEPENDENCYPART_GRANDPAR
(2,12),(12,5),0.06588 # DEPENDENCYPART_GRANDPAR
(2,12),(12,6),-0.104096 # DEPENDENCYPART_GRANDPAR
(2,12),(12,7),-0.224183 # DEPENDENCYPART_GRANDPAR
(2,12),(12,8),-0.565851 # DEPENDENCYPART_GRANDPAR
(2,12),(12,9),-0.0163261 # DEPENDENCYPART_GRANDPAR
(2,12),(12,10),-0.0781257 # DEPENDENCYPART_GRANDPAR
(2,12),(12,11),0.0692252 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.571183 # DEPENDENCYPART_GRANDPAR
(2,12),(12,14),-0.301268 # DEPENDENCYPART_GRANDPAR
(2,12),(12,15),-0.278378 # DEPENDENCYPART_GRANDPAR
(2,12),(12,16),-0.395153 # DEPENDENCYPART_GRANDPAR
(2,12),(12,17),-0.176375 # DEPENDENCYPART_GRANDPAR
(2,12),(12,18),-0.571287 # DEPENDENCYPART_GRANDPAR
(2,14),(14,1),-0.609818 # DEPENDENCYPART_GRANDPAR
(2,14),(14,2),-0.415005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,14),(14,3),-0.0195893 # DEPENDENCYPART_GRANDPAR
(2,14),(14,4),-0.0458561 # DEPENDENCYPART_GRANDPAR
(2,14),(14,5),-0.0198909 # DEPENDENCYPART_GRANDPAR
(2,14),(14,6),-0.0820727 # DEPENDENCYPART_GRANDPAR
(2,14),(14,7),-0.247695 # DEPENDENCYPART_GRANDPAR
(2,14),(14,8),-0.482573 # DEPENDENCYPART_GRANDPAR
(2,14),(14,9),-0.00929041 # DEPENDENCYPART_GRANDPAR
(2,14),(14,10),-0.120118 # DEPENDENCYPART_GRANDPAR
(2,14),(14,11),-0.0165458 # DEPENDENCYPART_GRANDPAR
(2,14),(14,12),-0.110597 # DEPENDENCYPART_GRANDPAR
(2,14),(14,13),-0.35796 # DEPENDENCYPART_GRANDPAR
(2,14),(14,15),-0.133012 # DEPENDENCYPART_GRANDPAR
(2,14),(14,17),-0.0355568 # DEPENDENCYPART_GRANDPAR
(2,14),(14,18),-0.531286 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),-0.536569 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.598021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.0386452 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),-0.0632286 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.137698 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),-0.0761909 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),-0.266751 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.450938 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.192306 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),-0.137306 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),-0.134353 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),-0.144269 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.326316 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.335301 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.354781 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.120259 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.552875 # DEPENDENCYPART_GRANDPAR
(2,17),(17,1),-0.535848 # DEPENDENCYPART_GRANDPAR
(2,17),(17,2),-0.572685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,17),(17,3),-0.045213 # DEPENDENCYPART_GRANDPAR
(2,17),(17,4),-0.0640789 # DEPENDENCYPART_GRANDPAR
(2,17),(17,5),-0.14842 # DEPENDENCYPART_GRANDPAR
(2,17),(17,6),-0.0987734 # DEPENDENCYPART_GRANDPAR
(2,17),(17,7),-0.273319 # DEPENDENCYPART_GRANDPAR
(2,17),(17,8),-0.453298 # DEPENDENCYPART_GRANDPAR
(2,17),(17,9),-0.16697 # DEPENDENCYPART_GRANDPAR
(2,17),(17,10),-0.141063 # DEPENDENCYPART_GRANDPAR
(2,17),(17,11),-0.145075 # DEPENDENCYPART_GRANDPAR
(2,17),(17,12),-0.158959 # DEPENDENCYPART_GRANDPAR
(2,17),(17,13),-0.328677 # DEPENDENCYPART_GRANDPAR
(2,17),(17,14),-0.309966 # DEPENDENCYPART_GRANDPAR
(2,17),(17,15),-0.117809 # DEPENDENCYPART_GRANDPAR
(2,17),(17,16),-0.244561 # DEPENDENCYPART_GRANDPAR
(2,17),(17,18),-0.548357 # DEPENDENCYPART_GRANDPAR
(3,1),(1,15),-0.722744 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.692773 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.631114 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.650031 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),-0.0619999 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.368631 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.378133 # DEPENDENCYPART_GRANDPAR
(4,1),(1,18),-0.619389 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.267287 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.33059 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.807263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.435506 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.405492 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.55782 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.3156 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.515108 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.493234 # DEPENDENCYPART_GRANDPAR
(4,2),(2,14),-0.598227 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.382671 # DEPENDENCYPART_GRANDPAR
(4,2),(2,17),-0.403816 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.621406 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.273319 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-0.422511 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.504271 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.652204 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.738694 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.657584 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.455916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0433315 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.0868379 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),-0.175309 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.168862 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.00275058 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.274761 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.191523 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),-0.298113 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.209269 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0815176 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.0876648 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.227368 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-0.678162 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-0.774248 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-0.703398 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.452476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.0755216 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.0229495 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),-0.0649169 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.107275 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.15637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),0.00172466 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.0169756 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.64162 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.745504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.674736 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.470214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.160083 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.019894 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0935968 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0999937 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.153789 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.202375 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.182122 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.277647 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.149316 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.0357188 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.249096 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0459023 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.252226 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-0.652341 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-0.740962 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.467268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),-0.0146799 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),-0.0431399 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),-0.0393995 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),-0.153604 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),-0.0787458 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.113301 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.0942815 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.297703 # DEPENDENCYPART_GRANDPAR
(4,12),(12,14),-0.184032 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.0716664 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.280411 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.0860394 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.258085 # DEPENDENCYPART_GRANDPAR
(4,14),(14,1),-0.678162 # DEPENDENCYPART_GRANDPAR
(4,14),(14,2),-0.774248 # DEPENDENCYPART_GRANDPAR
(4,14),(14,3),-0.703398 # DEPENDENCYPART_GRANDPAR
(4,14),(14,4),-0.452476 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,14),(14,5),-0.0755216 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),-0.0229495 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),-0.0649169 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),-0.107275 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.0959952 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),0.0681066 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.155123 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0961358 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.230613 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.00172466 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.0169756 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.279803 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-0.519592 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-0.797237 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),0.0343076 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.171762 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.0838976 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.224115 # DEPENDENCYPART_GRANDPAR
(6,2),(2,6),-0.718773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,2),(2,9),-0.432027 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.226023 # DEPENDENCYPART_GRANDPAR
(6,2),(2,11),-0.245805 # DEPENDENCYPART_GRANDPAR
(6,2),(2,12),-0.342857 # DEPENDENCYPART_GRANDPAR
(6,2),(2,14),-0.763737 # DEPENDENCYPART_GRANDPAR
(6,2),(2,15),-0.528127 # DEPENDENCYPART_GRANDPAR
(6,2),(2,17),-0.551133 # DEPENDENCYPART_GRANDPAR
(6,2),(2,18),-0.80569 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),0.0742142 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.142221 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.215018 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),0.13013 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.0565856 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),0.0378237 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.110581 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-0.695609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,9),-0.328221 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.186852 # DEPENDENCYPART_GRANDPAR
(6,4),(4,11),-0.20944 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-0.318963 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.659932 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.28402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.200361 # DEPENDENCYPART_GRANDPAR
(6,8),(8,2),-0.621039 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.402315 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.256111 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.181199 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-0.386864 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-0.67662 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.45416 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.264627 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.638288 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.32261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.0400256 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.136147 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-0.077926 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),0.0195862 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.00198378 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.63059 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.01805 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.695455 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.528081 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.96986 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-0.291941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),0.0524683 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.216341 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.229827 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.165532 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.147343 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0514461 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.0498712 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),0.0535473 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.114563 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),0.0443973 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.417771 # DEPENDENCYPART_GRANDPAR
(6,12),(12,1),-0.390386 # DEPENDENCYPART_GRANDPAR
(6,12),(12,2),-0.668642 # DEPENDENCYPART_GRANDPAR
(6,12),(12,4),-0.289729 # DEPENDENCYPART_GRANDPAR
(6,12),(12,5),-0.665147 # DEPENDENCYPART_GRANDPAR
(6,12),(12,6),-0.276057 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,12),(12,7),0.179846 # DEPENDENCYPART_GRANDPAR
(6,12),(12,8),0.249071 # DEPENDENCYPART_GRANDPAR
(6,12),(12,9),0.328887 # DEPENDENCYPART_GRANDPAR
(6,12),(12,10),0.483376 # DEPENDENCYPART_GRANDPAR
(6,12),(12,11),0.300838 # DEPENDENCYPART_GRANDPAR
(6,12),(12,13),-0.0702733 # DEPENDENCYPART_GRANDPAR
(6,12),(12,14),-0.0182142 # DEPENDENCYPART_GRANDPAR
(6,12),(12,15),0.12425 # DEPENDENCYPART_GRANDPAR
(6,12),(12,16),-0.0304516 # DEPENDENCYPART_GRANDPAR
(6,12),(12,17),0.108867 # DEPENDENCYPART_GRANDPAR
(6,12),(12,18),-0.339496 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),0.181199 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),0.323129 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.403418 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.238973 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.157652 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.0235587 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.475792 # DEPENDENCYPART_GRANDPAR
(6,14),(14,1),-0.386864 # DEPENDENCYPART_GRANDPAR
