# _root_ Elébb egy , majd két téesz alakult a falu földjein : a Dózsa és a Petőfi , majd ezek egyesültek a nagy Egyetértésben .
#goldHeads=2,4,4,18,6,7,4,9,10,7,4,13,14,4,16,14,18,0,20,18,23,23,20,18,
#predictedHeads=4,4,4,0,6,7,4,9,10,7,7,13,14,7,16,14,18,7,20,18,23,23,20,4,
(10,20),(20,11),-0.306703 # DEPENDENCYPART_GRANDPAR
(10,20),(20,12),-0.318445 # DEPENDENCYPART_GRANDPAR
(10,20),(20,13),-0.270548 # DEPENDENCYPART_GRANDPAR
(10,20),(20,14),-0.247389 # DEPENDENCYPART_GRANDPAR
(10,20),(20,15),-0.476916 # DEPENDENCYPART_GRANDPAR
(10,20),(20,16),-0.426198 # DEPENDENCYPART_GRANDPAR
(10,20),(20,17),-0.221952 # DEPENDENCYPART_GRANDPAR
(10,20),(20,18),-0.118751 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),0.0259062 # DEPENDENCYPART_GRANDPAR
(10,20),(20,21),-0.565172 # DEPENDENCYPART_GRANDPAR
(10,20),(20,22),-0.618593 # DEPENDENCYPART_GRANDPAR
(10,20),(20,23),-0.725904 # DEPENDENCYPART_GRANDPAR
(10,20),(20,24),-0.512125 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.428373 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.0213366 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),-0.52937 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.71183 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.856321 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.69145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.285329 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.393318 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.274495 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.251675 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.25341 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.411332 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.500776 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.564484 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.66105 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.839403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.32467 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.440364 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.295372 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.341827 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.315161 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.6783 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.424974 # DEPENDENCYPART_GRANDPAR
(13,19),(19,24),-0.602983 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.0606022 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.139988 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.0322884 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.1169 # DEPENDENCYPART_GRANDPAR
(14,1),(1,6),-0.153729 # DEPENDENCYPART_GRANDPAR
(14,1),(1,7),-0.109068 # DEPENDENCYPART_GRANDPAR
(14,1),(1,9),-0.15522 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),-0.138923 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.200024 # DEPENDENCYPART_GRANDPAR
(14,1),(1,14),-0.972849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,1),(1,17),-0.525517 # DEPENDENCYPART_GRANDPAR
(14,1),(1,18),-0.448956 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.551173 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-0.747779 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),-0.187827 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),-0.126985 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),-0.0812059 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),-0.103224 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),-0.1362 # DEPENDENCYPART_GRANDPAR
(14,2),(2,7),-0.183342 # DEPENDENCYPART_GRANDPAR
(14,2),(2,9),-0.137467 # DEPENDENCYPART_GRANDPAR
(14,2),(2,10),-0.121394 # DEPENDENCYPART_GRANDPAR
(14,2),(2,11),-0.215237 # DEPENDENCYPART_GRANDPAR
(14,2),(2,13),-0.0111174 # DEPENDENCYPART_GRANDPAR
(14,2),(2,16),-0.684815 # DEPENDENCYPART_GRANDPAR
(14,2),(2,17),-0.509806 # DEPENDENCYPART_GRANDPAR
(14,2),(2,20),-0.528475 # DEPENDENCYPART_GRANDPAR
(14,2),(2,24),-0.737915 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.208253 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.210338 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.30429 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.189439 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.228056 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.22416 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.229039 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),-0.212964 # DEPENDENCYPART_GRANDPAR
(14,4),(4,11),-0.292274 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),-0.102688 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.01886 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.771978 # DEPENDENCYPART_GRANDPAR
(14,4),(4,17),-0.567037 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.495355 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.639575 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.806113 # DEPENDENCYPART_GRANDPAR
(14,4),(4,23),-0.978718 # DEPENDENCYPART_GRANDPAR
(14,4),(4,24),-0.781763 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.185637 # DEPENDENCYPART_GRANDPAR
(14,5),(5,2),-0.198513 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.188194 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.102379 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),-0.186782 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.136768 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),-0.120694 # DEPENDENCYPART_GRANDPAR
(14,5),(5,11),-0.222458 # DEPENDENCYPART_GRANDPAR
(14,5),(5,13),-0.0104178 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-0.737917 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),-0.211139 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),-0.165533 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),-0.210647 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),-0.139816 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.202593 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),-0.13759 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),-0.122467 # DEPENDENCYPART_GRANDPAR
(14,6),(6,18),-0.463112 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.121957 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),-0.149407 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.195941 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),-0.0620405 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.211936 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.157293 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),-0.144273 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.23337 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),-0.207452 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.388405 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0730681 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),-0.0971756 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.32723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.193029 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-1.16302 # DEPENDENCYPART_GRANDPAR
(14,7),(7,17),-0.893862 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.835665 # DEPENDENCYPART_GRANDPAR
(14,7),(7,19),-0.558765 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.928754 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-1.07381 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-1.36976 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-1.05112 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.202336 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.0369042 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.210854 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),-0.165248 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.206953 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.139531 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.202308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.190581 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.222233 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0352023 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.198293 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.304632 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),-0.0120902 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-0.986752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.795219 # DEPENDENCYPART_GRANDPAR
(14,10),(10,17),-0.549308 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.463112 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-0.562228 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.812742 # DEPENDENCYPART_GRANDPAR
(14,10),(10,24),-0.765636 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0352023 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.182139 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.795219 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.280117 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.504503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,22),-0.330761 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.301655 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.809779 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.514133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.510775 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.105998 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.199651 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.0318796 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.267297 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.708478 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.582949 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.667993 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.59346 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-0.637238 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.91058 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.896109 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.910943 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.896814 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.677694 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.786538 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.582932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.490644 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.0881281 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0942781 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.133648 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0327933 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.3734 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.280656 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.366275 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.775518 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.83562 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.66224 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.725344 # DEPENDENCYPART_GRANDPAR
(14,19),(19,14),-0.511708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,19),(19,16),-0.0934231 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0884325 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0299415 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.00716507 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.36654 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.216441 # DEPENDENCYPART_GRANDPAR
(14,19),(19,24),-0.403973 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.98468 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.822932 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.99273 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.931715 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.874601 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-1.29558 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.18318 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.772339 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-1.29675 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-1.28181 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-1.00089 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.554998 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.17153 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.53995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.439217 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),-0.0904613 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.13073 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.0558956 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.0922642 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.096533 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.293594 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.222291 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.341593 # DEPENDENCYPART_GRANDPAR
(14,22),(22,15),0.529642 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.145894 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.155981 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.240907 # DEPENDENCYPART_GRANDPAR
(14,23),(23,15),0.510532 # DEPENDENCYPART_GRANDPAR
(14,23),(23,16),0.0021955 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),-0.0198798 # DEPENDENCYPART_GRANDPAR
(14,23),(23,19),0.159127 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.175091 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.344531 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.39489 # DEPENDENCYPART_GRANDPAR
(15,14),(14,2),-0.392951 # DEPENDENCYPART_GRANDPAR
(15,14),(14,3),-0.348648 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),-0.301136 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.394815 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.52024 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.306776 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.465334 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.451565 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.235206 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.234057 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.305463 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-0.864254 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.336914 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.450684 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.375327 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.478468 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.576488 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.627533 # DEPENDENCYPART_GRANDPAR
(15,14),(14,23),-0.507937 # DEPENDENCYPART_GRANDPAR
(15,14),(14,24),-0.550114 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.525558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,19),-0.0895967 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.340088 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.178709 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.477317 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.293053 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.19906 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,19),-0.559388 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.870918 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.779002 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.667696 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),-0.595587 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.706983 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.940227 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.645997 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.72222 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.684838 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.63791 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.532807 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.541569 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.325099 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.13748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.522736 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.552674 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.538924 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.648961 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.763928 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.559885 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.744814 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.311637 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.784572 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.441338 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.702074 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.590694 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.558805 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.294289 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.749096 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),-0.196134 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.205848 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.265586 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.41409 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.159741 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.422526 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.08992 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.05618 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.881781 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.919146 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.94043 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.32762 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.922952 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.999228 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.10724 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.07223 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.914604 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.814964 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.928963 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.646566 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.717613 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.758805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.27678 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.18488 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.122051 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.436644 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.445771 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.123466 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.391934 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.780334 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.601177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,18),-0.166574 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.134456 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.423789 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.264688 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),0.225184 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),0.047918 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),0.0871068 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),0.0876236 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.133361 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.0993189 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.1232 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.0375606 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.0209039 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),0.182664 # DEPENDENCYPART_GRANDPAR
(18,1),(1,17),-0.0999913 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-0.772328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,20),-0.385544 # DEPENDENCYPART_GRANDPAR
(18,1),(1,24),-0.752984 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),0.149711 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.080148 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),0.072875 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),0.136061 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.0860839 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.0608953 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.0757006 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),0.00971652 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.00744611 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.00751469 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),0.252586 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),-0.0677613 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-0.363387 # DEPENDENCYPART_GRANDPAR
(18,2),(2,24),-0.743582 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.132732 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.123916 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.0488488 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),0.069134 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.163787 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),0.0448981 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.153119 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.0677014 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.0597632 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.0849326 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),0.0826871 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.175168 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.104344 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-0.812395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.464839 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.581051 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.515363 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-0.781301 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),0.15191 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.125962 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),0.0535862 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0531837 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),0.0574927 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.0749594 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),0.0104577 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.0146207 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.00677353 # DEPENDENCYPART_GRANDPAR
(18,5),(5,24),-0.743583 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.11823 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),0.168318 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),0.0330538 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),0.02136 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),0.0474618 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.110954 # DEPENDENCYPART_GRANDPAR
