# _root_ Akkoriban a cég — átmeneti sikerrel — megszerezte a Magyar_Nemzet , az Esti_Hírlap és az Expressz kiadói jogát , 1997 végén pedig megindította a Napi_Magyarország című napilapot .
#goldHeads=8,3,8,8,6,8,8,0,10,18,18,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
#predictedHeads=8,3,8,8,6,8,8,0,10,8,8,13,18,18,16,18,18,8,8,21,23,23,8,27,26,27,23,8,
(18,16),(16,21),-0.474232 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.70161 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-0.701413 # DEPENDENCYPART_GRANDPAR
(18,17),(17,1),-0.487676 # DEPENDENCYPART_GRANDPAR
(18,17),(17,3),-0.563698 # DEPENDENCYPART_GRANDPAR
(18,17),(17,6),-0.698977 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.179922 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.0840591 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.160516 # DEPENDENCYPART_GRANDPAR
(18,17),(17,11),0.00993287 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),0.32124 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),0.162883 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.241342 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.40647 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.52807 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.109986 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.411699 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.687006 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),0.0367353 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.731922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.0926589 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.108543 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.283008 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.222053 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.332476 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.475986 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.194521 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.7729 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.195193 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.449501 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.234264 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.109963 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.0843143 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),0.0106896 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.66088 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.0836 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.308186 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.208721 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.125993 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.235954 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.957972 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.632302 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.24599 # DEPENDENCYPART_GRANDPAR
(18,22),(22,7),-0.607669 # DEPENDENCYPART_GRANDPAR
(18,22),(22,8),-0.52139 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-0.707664 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-0.40031 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.384265 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.215794 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.0190777 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),0.0731951 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.750694 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.0577585 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.312196 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0373821 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.456686 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.144237 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.25466 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.415604 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-0.936469 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-1.11137 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.70412 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.829145 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-1.24995 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-0.679487 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.514327 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.131799 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.711341 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.43803 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.135379 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.387942 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.228309 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.0501489 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.0227546 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),0.0846612 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.820418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),-0.209505 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.305444 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.037898 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0745178 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.342734 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.0932252 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.0148219 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.203648 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.385267 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.328511 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.228093 # DEPENDENCYPART_GRANDPAR
(18,27),(27,3),-1.16861 # DEPENDENCYPART_GRANDPAR
(18,27),(27,10),-0.772896 # DEPENDENCYPART_GRANDPAR
(18,27),(27,12),-0.195193 # DEPENDENCYPART_GRANDPAR
(18,27),(27,13),-0.449497 # DEPENDENCYPART_GRANDPAR
(18,27),(27,14),-0.234264 # DEPENDENCYPART_GRANDPAR
(18,27),(27,15),-0.109963 # DEPENDENCYPART_GRANDPAR
(18,27),(27,16),-0.08431 # DEPENDENCYPART_GRANDPAR
(18,27),(27,17),0.0106896 # DEPENDENCYPART_GRANDPAR
(18,27),(27,18),-0.662729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,27),(27,19),-0.0809748 # DEPENDENCYPART_GRANDPAR
(18,27),(27,20),0.310424 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),0.122306 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.141709 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.328508 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),0.0132361 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.18639 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.370964 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.274934 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.23889 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.232827 # DEPENDENCYPART_GRANDPAR
(20,16),(16,21),-0.568083 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.608862 # DEPENDENCYPART_GRANDPAR
(20,16),(16,27),-0.751542 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.435003 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.469335 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.362023 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.314061 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.274934 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.512025 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.316851 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.23889 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.453035 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.176495 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.232827 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.422522 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.445689 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.3122 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.92453 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.568083 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.608561 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.608862 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.911234 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.751542 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-0.673684 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-0.963955 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-0.634895 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-0.904965 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.554696 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-0.628833 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.874453 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.844286 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.725247 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.668697 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.535946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.298089 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.466228 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.306285 # DEPENDENCYPART_GRANDPAR
(20,22),(22,1),-0.75395 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),-0.776463 # DEPENDENCYPART_GRANDPAR
(20,22),(22,6),-0.777349 # DEPENDENCYPART_GRANDPAR
(20,22),(22,7),-0.736025 # DEPENDENCYPART_GRANDPAR
(20,22),(22,8),-0.748301 # DEPENDENCYPART_GRANDPAR
(20,22),(22,10),-0.927351 # DEPENDENCYPART_GRANDPAR
(20,22),(22,11),-0.66092 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.86836 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.559677 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.837848 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.81706 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.688642 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.664053 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.535284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.114503 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.293659 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.470039 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.310362 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.592556 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.300682 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.299616 # DEPENDENCYPART_GRANDPAR
(20,27),(27,3),-0.880019 # DEPENDENCYPART_GRANDPAR
(20,27),(27,10),-0.963951 # DEPENDENCYPART_GRANDPAR
(20,27),(27,12),-0.634895 # DEPENDENCYPART_GRANDPAR
(20,27),(27,13),-0.904961 # DEPENDENCYPART_GRANDPAR
(20,27),(27,14),-0.554696 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.628833 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-0.874448 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-0.844286 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.725243 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.668697 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.534372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),-0.0826947 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),-0.251844 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),-0.300681 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.42475 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.211283 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.620843 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.146142 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.373243 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.391194 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.894907 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),-0.360315 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),-0.398855 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.950689 # DEPENDENCYPART_GRANDPAR
(21,10),(10,27),-0.9301 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.451547 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.146142 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.0838376 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),-0.894907 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.864424 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.980093 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.680326 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-1.22819 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.675859 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.367039 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.380926 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.77949 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.567166 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.3141 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.536985 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0950703 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.146194 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.161235 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.90112 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.27375 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.371828 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.21674 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.517446 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.991333 # DEPENDENCYPART_GRANDPAR
(21,14),(14,25),-0.801236 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.868524 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.806162 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.367969 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),-0.146142 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.0838376 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.0293091 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.27828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,23),-0.950689 # DEPENDENCYPART_GRANDPAR
(21,16),(16,27),-0.9301 # DEPENDENCYPART_GRANDPAR
(21,17),(17,1),-0.635541 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.824387 # DEPENDENCYPART_GRANDPAR
(21,17),(17,6),-1.06369 # DEPENDENCYPART_GRANDPAR
(21,17),(17,7),-0.50249 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),-0.210289 # DEPENDENCYPART_GRANDPAR
(21,17),(17,10),-0.615256 # DEPENDENCYPART_GRANDPAR
(21,17),(17,11),-0.333268 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.124463 # DEPENDENCYPART_GRANDPAR
(21,17),(17,13),-0.372751 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.183522 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.0699345 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.121537 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.416787 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.21574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,23),-0.936085 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.953687 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.590305 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-1.19608 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.222203 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.146142 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.747646 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.397916 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.0838376 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.505141 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.289706 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0293091 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.253927 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.185984 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.360315 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.398855 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.27828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.532977 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.950689 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.862844 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.9301 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.365086 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-1.12001 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.464482 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.15723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.493159 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.741767 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.809055 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.790718 # DEPENDENCYPART_GRANDPAR
(21,22),(22,1),-1.10522 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.934858 # DEPENDENCYPART_GRANDPAR
(21,22),(22,6),-1.61381 # DEPENDENCYPART_GRANDPAR
(21,22),(22,7),-0.930392 # DEPENDENCYPART_GRANDPAR
(21,22),(22,8),-0.647898 # DEPENDENCYPART_GRANDPAR
(21,22),(22,10),-1.16551 # DEPENDENCYPART_GRANDPAR
(21,22),(22,11),-0.743802 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.923005 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.640673 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-0.671791 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.584959 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.42672 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.730874 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.803532 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.766727 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.705506 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.413634 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.48028 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.483621 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.303948 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.446613 # DEPENDENCYPART_GRANDPAR
(21,27),(27,3),-1.4324 # DEPENDENCYPART_GRANDPAR
(21,27),(27,10),-1.23074 # DEPENDENCYPART_GRANDPAR
(21,27),(27,12),-0.638115 # DEPENDENCYPART_GRANDPAR
(21,27),(27,13),-0.988237 # DEPENDENCYPART_GRANDPAR
(21,27),(27,14),-0.659143 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.583586 # DEPENDENCYPART_GRANDPAR
(21,27),(27,16),-0.737023 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.647465 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-1.49195 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.760785 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.840135 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.682626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),-0.153217 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.303945 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.260116 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.216692 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.43493 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.681924 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.343312 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.173728 # DEPENDENCYPART_GRANDPAR
(22,1),(1,6),-0.646745 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.369955 # DEPENDENCYPART_GRANDPAR
(22,1),(1,8),-0.117155 # DEPENDENCYPART_GRANDPAR
(22,1),(1,11),-0.159132 # DEPENDENCYPART_GRANDPAR
(22,1),(1,28),-0.859315 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.342727 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.884353 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.70571 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.479359 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.268254 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.445545 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.170068 # DEPENDENCYPART_GRANDPAR
(22,6),(6,10),-0.530298 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.146576 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.06107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,23),-0.452188 # DEPENDENCYPART_GRANDPAR
(22,6),(6,28),-0.872129 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.287189 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.849696 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.689319 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.459235 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.228825 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.652213 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.485879 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.760259 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.600831 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.168611 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.337448 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.596976 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),-0.235326 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),-0.335188 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),-0.569181 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),-0.222417 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),-0.257708 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),-0.173973 # DEPENDENCYPART_GRANDPAR
(22,8),(8,20),-0.0761853 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),-0.0757157 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.40252 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),-0.768654 # DEPENDENCYPART_GRANDPAR
(22,8),(8,25),-1.29972 # DEPENDENCYPART_GRANDPAR
(22,8),(8,26),-0.69171 # DEPENDENCYPART_GRANDPAR
(22,8),(8,27),-1.1075 # DEPENDENCYPART_GRANDPAR
(22,8),(8,28),-1.11237 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.703379 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.145514 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.524962 # DEPENDENCYPART_GRANDPAR
(22,10),(10,18),-0.185686 # DEPENDENCYPART_GRANDPAR
(22,10),(10,19),-0.150876 # DEPENDENCYPART_GRANDPAR
(22,10),(10,20),-0.0237705 # DEPENDENCYPART_GRANDPAR
(22,10),(10,23),-0.452188 # DEPENDENCYPART_GRANDPAR
(22,10),(10,27),-0.803342 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.703379 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.338715 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.185686 # DEPENDENCYPART_GRANDPAR
(22,14),(14,1),-0.314006 # DEPENDENCYPART_GRANDPAR
(22,14),(14,3),-0.693295 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.401932 # DEPENDENCYPART_GRANDPAR
(22,14),(14,6),-0.6589 # DEPENDENCYPART_GRANDPAR
(22,14),(14,7),-0.428575 # DEPENDENCYPART_GRANDPAR
(22,14),(14,8),-0.215519 # DEPENDENCYPART_GRANDPAR
(22,14),(14,9),-0.712983 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.569878 # DEPENDENCYPART_GRANDPAR
(22,14),(14,11),-0.295408 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.334491 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.566023 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.280636 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.511244 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),-0.258291 # DEPENDENCYPART_GRANDPAR
