# _root_ Azon fáradozunk , hogy az utánpótlás-nevelésre fordítható öszszeg évről évre emelkedjen , ezzel is segítve a hazai labdarúgás kimozdulását a mély kátyúból .
#goldHeads=2,0,2,2,6,7,8,11,11,11,1,11,15,11,11,18,18,19,15,22,22,15,2,
#predictedHeads=2,0,2,2,6,7,9,9,11,11,1,11,15,15,1,18,18,19,15,22,22,15,2,
(15,13),(15,22),0.259868 # DEPENDENCYPART_SIBL
(15,13),(15,23),0.121192 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0468558 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.074621 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.074621 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.074621 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.112525 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0193207 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0193207 # DEPENDENCYPART_SIBL
(15,17),(15,22),0.0193207 # DEPENDENCYPART_SIBL
(15,17),(15,23),0.00966081 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.00543351 # DEPENDENCYPART_SIBL
(15,18),(15,22),0.00543351 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0195126 # DEPENDENCYPART_SIBL
(15,19),(15,22),0.00543351 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0195126 # DEPENDENCYPART_SIBL
(15,22),(15,23),0.0195126 # DEPENDENCYPART_SIBL
(16,17),(16,21),-0.000121905 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0783423 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.101479 # DEPENDENCYPART_SIBL
(17,13),(17,22),0.0966085 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.078072 # DEPENDENCYPART_SIBL
(17,15),(17,22),0.0434216 # DEPENDENCYPART_SIBL
(17,16),(17,22),0.0225364 # DEPENDENCYPART_SIBL
(18,5),(18,7),0.192336 # DEPENDENCYPART_SIBL
(18,5),(18,8),0.0938331 # DEPENDENCYPART_SIBL
(18,5),(18,11),0.159954 # DEPENDENCYPART_SIBL
(18,5),(18,12),0.213182 # DEPENDENCYPART_SIBL
(18,5),(18,13),0.00341092 # DEPENDENCYPART_SIBL
(18,5),(18,14),0.028472 # DEPENDENCYPART_SIBL
(18,5),(18,15),0.0121299 # DEPENDENCYPART_SIBL
(18,5),(18,16),-0.542227 # DEPENDENCYPART_SIBL
(18,5),(18,17),0.198791 # DEPENDENCYPART_SIBL
(18,5),(18,22),-0.00571552 # DEPENDENCYPART_SIBL
(18,7),(18,8),0.0636555 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.113165 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.440531 # DEPENDENCYPART_SIBL
(18,7),(18,13),-0.0075804 # DEPENDENCYPART_SIBL
(18,7),(18,14),0.236519 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0682315 # DEPENDENCYPART_SIBL
(18,7),(18,16),-0.663064 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0195307 # DEPENDENCYPART_SIBL
(18,7),(18,22),-0.00180831 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.0715783 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.203729 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.00740586 # DEPENDENCYPART_SIBL
(18,8),(18,14),0.186186 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0681136 # DEPENDENCYPART_SIBL
(18,8),(18,16),-0.299726 # DEPENDENCYPART_SIBL
(18,8),(18,17),-0.00316819 # DEPENDENCYPART_SIBL
(18,8),(18,22),-0.0103106 # DEPENDENCYPART_SIBL
(18,11),(18,12),0.313879 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0210334 # DEPENDENCYPART_SIBL
(18,11),(18,14),0.0697272 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0440048 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.353507 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0579812 # DEPENDENCYPART_SIBL
(18,11),(18,22),-0.00602675 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.03884 # DEPENDENCYPART_SIBL
(18,12),(18,14),0.0596429 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.068174 # DEPENDENCYPART_SIBL
(18,12),(18,16),-0.408123 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.0431694 # DEPENDENCYPART_SIBL
(18,12),(18,22),-0.00844461 # DEPENDENCYPART_SIBL
(18,13),(18,14),0.174311 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.104704 # DEPENDENCYPART_SIBL
(18,13),(18,16),0.120723 # DEPENDENCYPART_SIBL
(18,13),(18,17),0.0748576 # DEPENDENCYPART_SIBL
(18,13),(18,22),0.015187 # DEPENDENCYPART_SIBL
(18,14),(18,15),0.0184409 # DEPENDENCYPART_SIBL
(18,14),(18,16),-0.403875 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0629778 # DEPENDENCYPART_SIBL
(18,14),(18,22),-0.0158065 # DEPENDENCYPART_SIBL
(18,15),(18,16),-0.413335 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.00652206 # DEPENDENCYPART_SIBL
(18,15),(18,22),0.00956839 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.147974 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00331961 # DEPENDENCYPART_SIBL
(18,17),(18,22),0.0150511 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0504348 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0181914 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.153199 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.641687 # DEPENDENCYPART_SIBL
(19,6),(19,13),0.0390919 # DEPENDENCYPART_SIBL
(19,6),(19,14),0.354824 # DEPENDENCYPART_SIBL
(19,6),(19,15),0.187493 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.317123 # DEPENDENCYPART_SIBL
(19,6),(19,17),0.0491519 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.0181068 # DEPENDENCYPART_SIBL
(19,6),(19,20),-0.019421 # DEPENDENCYPART_SIBL
(19,6),(19,21),0.0445942 # DEPENDENCYPART_SIBL
(19,6),(19,22),0.00337853 # DEPENDENCYPART_SIBL
(19,6),(19,23),0.041682 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.00686505 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0715783 # DEPENDENCYPART_SIBL
(19,8),(19,12),0.203729 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.00740586 # DEPENDENCYPART_SIBL
(19,8),(19,14),0.186186 # DEPENDENCYPART_SIBL
(19,8),(19,15),0.0681136 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.299726 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.0031682 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.00686589 # DEPENDENCYPART_SIBL
(19,8),(19,20),-0.00925081 # DEPENDENCYPART_SIBL
(19,8),(19,21),0.0233057 # DEPENDENCYPART_SIBL
(19,8),(19,22),-0.0103106 # DEPENDENCYPART_SIBL
(19,8),(19,23),0.0289004 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.153199 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.641687 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0390919 # DEPENDENCYPART_SIBL
(19,9),(19,14),0.354824 # DEPENDENCYPART_SIBL
(19,9),(19,15),0.187493 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.317123 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0491519 # DEPENDENCYPART_SIBL
(19,9),(19,18),-0.0170941 # DEPENDENCYPART_SIBL
(19,9),(19,20),-0.019421 # DEPENDENCYPART_SIBL
(19,9),(19,21),0.0441118 # DEPENDENCYPART_SIBL
(19,9),(19,22),0.00439124 # DEPENDENCYPART_SIBL
(19,9),(19,23),0.041682 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.313879 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.0210334 # DEPENDENCYPART_SIBL
(19,11),(19,14),0.0697273 # DEPENDENCYPART_SIBL
(19,11),(19,15),0.0440048 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.353507 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.0579813 # DEPENDENCYPART_SIBL
(19,11),(19,18),-0.0504283 # DEPENDENCYPART_SIBL
(19,11),(19,20),-0.0173962 # DEPENDENCYPART_SIBL
(19,11),(19,21),0.0232484 # DEPENDENCYPART_SIBL
(19,11),(19,22),-0.00602675 # DEPENDENCYPART_SIBL
(19,11),(19,23),0.121936 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.03884 # DEPENDENCYPART_SIBL
(19,12),(19,14),0.0596429 # DEPENDENCYPART_SIBL
(19,12),(19,15),0.068174 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.408123 # DEPENDENCYPART_SIBL
(19,12),(19,17),0.0431695 # DEPENDENCYPART_SIBL
(19,12),(19,18),0.0569227 # DEPENDENCYPART_SIBL
(19,12),(19,20),-0.0387249 # DEPENDENCYPART_SIBL
(19,12),(19,21),-0.00378308 # DEPENDENCYPART_SIBL
(19,12),(19,22),-0.00844461 # DEPENDENCYPART_SIBL
(19,12),(19,23),0.0238545 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.174312 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.104704 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.120723 # DEPENDENCYPART_SIBL
(19,13),(19,17),0.0748577 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.0290099 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0197383 # DEPENDENCYPART_SIBL
(19,13),(19,21),0.00509818 # DEPENDENCYPART_SIBL
(19,13),(19,22),0.015187 # DEPENDENCYPART_SIBL
(19,13),(19,23),0.00965153 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.018441 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.403875 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0629777 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0543052 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0164522 # DEPENDENCYPART_SIBL
(19,14),(19,21),0.0273277 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0158065 # DEPENDENCYPART_SIBL
(19,14),(19,23),0.0872131 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.413335 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.00652207 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0291615 # DEPENDENCYPART_SIBL
(19,15),(19,20),-0.0258138 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0633291 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.00956839 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.123042 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.147974 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.012995 # DEPENDENCYPART_SIBL
(19,16),(19,20),-0.0110338 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.00427239 # DEPENDENCYPART_SIBL
(19,16),(19,22),-0.00331961 # DEPENDENCYPART_SIBL
(19,16),(19,23),-0.0285178 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00493741 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.031515 # DEPENDENCYPART_SIBL
(19,17),(19,21),0.00889088 # DEPENDENCYPART_SIBL
(19,17),(19,22),0.0150511 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.00591906 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0194219 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0445933 # DEPENDENCYPART_SIBL
(19,18),(19,22),0.00337755 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.0416804 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0119222 # DEPENDENCYPART_SIBL
(19,20),(19,22),0.0176082 # DEPENDENCYPART_SIBL
(19,20),(19,23),0.0357031 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0547232 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.105961 # DEPENDENCYPART_SIBL
(19,22),(19,23),0.0485651 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.101479 # DEPENDENCYPART_SIBL
(21,13),(21,18),0.045862 # DEPENDENCYPART_SIBL
(21,13),(21,19),0.0458641 # DEPENDENCYPART_SIBL
(21,13),(21,20),0.101479 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0676139 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.0676154 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.229753 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0765095 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0374868 # DEPENDENCYPART_SIBL
(21,19),(21,20),-0.0374868 # DEPENDENCYPART_SIBL
(22,8),(22,11),0.0715783 # DEPENDENCYPART_SIBL
(22,8),(22,13),-0.00740586 # DEPENDENCYPART_SIBL
(22,8),(22,14),0.186186 # DEPENDENCYPART_SIBL
(22,8),(22,15),0.0681136 # DEPENDENCYPART_SIBL
(22,8),(22,16),-0.299726 # DEPENDENCYPART_SIBL
(22,8),(22,17),-0.0031682 # DEPENDENCYPART_SIBL
(22,8),(22,18),-0.00686589 # DEPENDENCYPART_SIBL
(22,8),(22,19),-0.00686505 # DEPENDENCYPART_SIBL
(22,8),(22,20),-0.299726 # DEPENDENCYPART_SIBL
(22,8),(22,21),-0.017356 # DEPENDENCYPART_SIBL
(22,8),(22,23),0.0289004 # DEPENDENCYPART_SIBL
(22,11),(22,13),-0.0210334 # DEPENDENCYPART_SIBL
(22,11),(22,14),0.0697273 # DEPENDENCYPART_SIBL
(22,11),(22,15),0.0440048 # DEPENDENCYPART_SIBL
(22,11),(22,16),-0.353507 # DEPENDENCYPART_SIBL
(22,11),(22,17),-0.0579813 # DEPENDENCYPART_SIBL
(22,11),(22,18),-0.0504283 # DEPENDENCYPART_SIBL
(22,11),(22,19),-0.0504274 # DEPENDENCYPART_SIBL
(22,11),(22,20),-0.353507 # DEPENDENCYPART_SIBL
(22,11),(22,21),-0.0647414 # DEPENDENCYPART_SIBL
(22,11),(22,23),0.121936 # DEPENDENCYPART_SIBL
(22,13),(22,14),0.174312 # DEPENDENCYPART_SIBL
(22,13),(22,15),0.104704 # DEPENDENCYPART_SIBL
(22,13),(22,16),0.120723 # DEPENDENCYPART_SIBL
(22,13),(22,17),0.0748577 # DEPENDENCYPART_SIBL
(22,13),(22,18),-0.0290099 # DEPENDENCYPART_SIBL
(22,13),(22,19),-0.0290081 # DEPENDENCYPART_SIBL
(22,13),(22,20),0.120723 # DEPENDENCYPART_SIBL
(22,13),(22,21),0.0714783 # DEPENDENCYPART_SIBL
(22,13),(22,23),0.00965153 # DEPENDENCYPART_SIBL
(22,14),(22,15),0.018441 # DEPENDENCYPART_SIBL
(22,14),(22,16),-0.403875 # DEPENDENCYPART_SIBL
(22,14),(22,17),-0.0629777 # DEPENDENCYPART_SIBL
(22,14),(22,18),-0.0543052 # DEPENDENCYPART_SIBL
(22,14),(22,19),-0.0543027 # DEPENDENCYPART_SIBL
(22,14),(22,20),-0.403875 # DEPENDENCYPART_SIBL
(22,14),(22,21),-0.0671995 # DEPENDENCYPART_SIBL
(22,14),(22,23),0.0872131 # DEPENDENCYPART_SIBL
(22,15),(22,16),-0.413335 # DEPENDENCYPART_SIBL
(22,15),(22,17),-0.00652207 # DEPENDENCYPART_SIBL
(22,15),(22,18),0.0291615 # DEPENDENCYPART_SIBL
(22,15),(22,19),0.0291624 # DEPENDENCYPART_SIBL
(22,15),(22,20),-0.413335 # DEPENDENCYPART_SIBL
(22,15),(22,21),-0.0111206 # DEPENDENCYPART_SIBL
(22,15),(22,23),0.123042 # DEPENDENCYPART_SIBL
(22,16),(22,17),0.147974 # DEPENDENCYPART_SIBL
(22,16),(22,18),0.012995 # DEPENDENCYPART_SIBL
(22,16),(22,19),0.0129962 # DEPENDENCYPART_SIBL
(22,16),(22,20),-0.662013 # DEPENDENCYPART_SIBL
(22,16),(22,21),0.143725 # DEPENDENCYPART_SIBL
(22,16),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,17),(22,18),0.00493741 # DEPENDENCYPART_SIBL
(22,17),(22,19),0.00493841 # DEPENDENCYPART_SIBL
(22,17),(22,20),-0.6523 # DEPENDENCYPART_SIBL
(22,17),(22,21),0.0290598 # DEPENDENCYPART_SIBL
(22,17),(22,23),0.00591906 # DEPENDENCYPART_SIBL
(22,18),(22,19),-0.0181064 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.317123 # DEPENDENCYPART_SIBL
(22,18),(22,21),0.0429166 # DEPENDENCYPART_SIBL
(22,18),(22,23),0.0416804 # DEPENDENCYPART_SIBL
(22,19),(22,20),-0.317123 # DEPENDENCYPART_SIBL
(22,19),(22,21),0.0429187 # DEPENDENCYPART_SIBL
(22,19),(22,23),0.041682 # DEPENDENCYPART_SIBL
(22,20),(22,21),0.143725 # DEPENDENCYPART_SIBL
(22,20),(22,23),-0.0285178 # DEPENDENCYPART_SIBL
(22,21),(22,23),-0.00492056 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.37236 # DEPENDENCYPART_GRANDPAR
(0,1),(1,3),0.347272 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),0.186596 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.251214 # DEPENDENCYPART_GRANDPAR
(0,1),(1,7),-0.179051 # DEPENDENCYPART_GRANDPAR
(0,1),(1,8),-0.164359 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.137104 # DEPENDENCYPART_GRANDPAR
(0,1),(1,10),-0.237805 # DEPENDENCYPART_GRANDPAR
(0,1),(1,11),-0.350997 # DEPENDENCYPART_GRANDPAR
(0,1),(1,12),0.217057 # DEPENDENCYPART_GRANDPAR
(0,1),(1,13),-0.348309 # DEPENDENCYPART_GRANDPAR
(0,1),(1,14),-0.237425 # DEPENDENCYPART_GRANDPAR
(0,1),(1,15),-0.318565 # DEPENDENCYPART_GRANDPAR
(0,1),(1,17),-0.593188 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),-0.214295 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),-0.168649 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),-0.56252 # DEPENDENCYPART_GRANDPAR
(0,1),(1,22),-0.0269562 # DEPENDENCYPART_GRANDPAR
(0,1),(1,23),2.0208 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.259612 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.533171 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.650649 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.30457 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.0783001 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),-0.0198694 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.00273552 # DEPENDENCYPART_GRANDPAR
(0,2),(2,9),0.0359791 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),-0.0691076 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),-0.115596 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.402955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.147834 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.130259 # DEPENDENCYPART_GRANDPAR
(0,2),(2,15),-0.118908 # DEPENDENCYPART_GRANDPAR
(0,2),(2,17),-0.434697 # DEPENDENCYPART_GRANDPAR
(0,2),(2,18),-0.0413815 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.00426464 # DEPENDENCYPART_GRANDPAR
(0,2),(2,22),0.145958 # DEPENDENCYPART_GRANDPAR
(0,2),(2,23),2.4775 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.597824 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.845359 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.90352 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.207748 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.146429 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.0933123 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.193654 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.0384317 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.350475 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),0.233477 # DEPENDENCYPART_GRANDPAR
(0,4),(4,23),2.46284 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.651918 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.52753 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.351833 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),-0.260068 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.155374 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),-0.0819735 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.1227 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),-0.222982 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),-0.160507 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.300133 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.0333478 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.200224 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),-0.154578 # DEPENDENCYPART_GRANDPAR
(0,8),(8,22),-0.0128848 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.259612 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.377886 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.373881 # DEPENDENCYPART_GRANDPAR
(0,11),(11,4),0.175692 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),-0.410102 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),-0.283519 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),-0.105737 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.133166 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),-0.168227 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),-0.26051 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),0.402955 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),-0.147834 # DEPENDENCYPART_GRANDPAR
(0,11),(11,14),0.130259 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),-0.118908 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),-0.659201 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),-0.434697 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),-0.0413815 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),0.00426464 # DEPENDENCYPART_GRANDPAR
(0,11),(11,21),-0.403363 # DEPENDENCYPART_GRANDPAR
(0,11),(11,22),0.145958 # DEPENDENCYPART_GRANDPAR
(0,11),(11,23),2.4775 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-0.268629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.296825 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.0710916 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-0.0190411 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.136474 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-0.0159439 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),0.114646 # DEPENDENCYPART_GRANDPAR
(1,2),(2,9),0.0643769 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),0.0174476 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-0.127343 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),0.000601068 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),0.224494 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),0.272644 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),0.241982 # DEPENDENCYPART_GRANDPAR
(1,2),(2,17),-0.132266 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),0.08811 # DEPENDENCYPART_GRANDPAR
(1,2),(2,19),0.249205 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),0.107546 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.72212 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.504986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.602727 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.448859 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.34612 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.14934 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.144949 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.190291 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.348457 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.155102 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),0.117996 # DEPENDENCYPART_GRANDPAR
(1,4),(4,23),-0.791529 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.334739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,4),-0.0442013 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.0220726 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.390901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.540149 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.353975 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.161423 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0741332 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.315391 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.0435857 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.0879742 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),0.182884 # DEPENDENCYPART_GRANDPAR
(1,7),(7,23),-0.822005 # DEPENDENCYPART_GRANDPAR
(1,8),(8,2),-0.515723 # DEPENDENCYPART_GRANDPAR
(1,8),(8,3),-0.296997 # DEPENDENCYPART_GRANDPAR
(1,8),(8,4),-0.129916 # DEPENDENCYPART_GRANDPAR
(1,8),(8,5),-0.031501 # DEPENDENCYPART_GRANDPAR
(1,8),(8,6),-0.23529 # DEPENDENCYPART_GRANDPAR
(1,8),(8,7),-0.0550747 # DEPENDENCYPART_GRANDPAR
(1,8),(8,9),-0.0196192 # DEPENDENCYPART_GRANDPAR
(1,8),(8,10),-0.0648767 # DEPENDENCYPART_GRANDPAR
(1,8),(8,11),-0.204815 # DEPENDENCYPART_GRANDPAR
(1,8),(8,12),0.00154959 # DEPENDENCYPART_GRANDPAR
(1,8),(8,14),0.193787 # DEPENDENCYPART_GRANDPAR
(1,8),(8,18),0.00378758 # DEPENDENCYPART_GRANDPAR
(1,8),(8,19),0.164882 # DEPENDENCYPART_GRANDPAR
(1,8),(8,22),0.0232235 # DEPENDENCYPART_GRANDPAR
(1,9),(9,1),-0.335341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,9),(9,2),-0.465666 # DEPENDENCYPART_GRANDPAR
