# _root_ Szép_Tibor egyelőre nem kívánt nyilatkozni lapunknak , de annyit elmondott , hogy a munkakör betöltésének napjáig a munkavállaló visszaléphet .
#goldHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
#predictedHeads=4,4,4,8,4,5,8,0,10,8,10,10,14,15,19,19,18,19,9,8,
(19,4),(19,8),0.0318384 # DEPENDENCYPART_SIBL
(19,4),(19,9),-0.0719581 # DEPENDENCYPART_SIBL
(19,4),(19,10),-0.0330732 # DEPENDENCYPART_SIBL
(19,4),(19,11),0.0781158 # DEPENDENCYPART_SIBL
(19,4),(19,12),-0.0515564 # DEPENDENCYPART_SIBL
(19,4),(19,13),-0.0668393 # DEPENDENCYPART_SIBL
(19,4),(19,14),-0.0281592 # DEPENDENCYPART_SIBL
(19,4),(19,15),-0.0281592 # DEPENDENCYPART_SIBL
(19,4),(19,16),-0.0281592 # DEPENDENCYPART_SIBL
(19,4),(19,17),-0.0668393 # DEPENDENCYPART_SIBL
(19,4),(19,18),-0.0163967 # DEPENDENCYPART_SIBL
(19,4),(19,20),0.0153806 # DEPENDENCYPART_SIBL
(19,5),(19,6),-0.0241685 # DEPENDENCYPART_SIBL
(19,5),(19,7),0.0784582 # DEPENDENCYPART_SIBL
(19,5),(19,8),0.0325456 # DEPENDENCYPART_SIBL
(19,5),(19,9),-0.0712473 # DEPENDENCYPART_SIBL
(19,5),(19,10),-0.032354 # DEPENDENCYPART_SIBL
(19,5),(19,11),0.0784582 # DEPENDENCYPART_SIBL
(19,5),(19,12),-0.0508489 # DEPENDENCYPART_SIBL
(19,5),(19,13),-0.0661297 # DEPENDENCYPART_SIBL
(19,5),(19,14),-0.0263889 # DEPENDENCYPART_SIBL
(19,5),(19,15),-0.0263889 # DEPENDENCYPART_SIBL
(19,5),(19,16),-0.0263889 # DEPENDENCYPART_SIBL
(19,5),(19,17),-0.0661297 # DEPENDENCYPART_SIBL
(19,5),(19,18),-0.0146265 # DEPENDENCYPART_SIBL
(19,5),(19,20),0.0149813 # DEPENDENCYPART_SIBL
(19,6),(19,7),0.0944811 # DEPENDENCYPART_SIBL
(19,6),(19,8),0.0485763 # DEPENDENCYPART_SIBL
(19,6),(19,9),-0.0623058 # DEPENDENCYPART_SIBL
(19,6),(19,10),-0.0099557 # DEPENDENCYPART_SIBL
(19,6),(19,11),0.0944811 # DEPENDENCYPART_SIBL
(19,6),(19,12),0.0462592 # DEPENDENCYPART_SIBL
(19,6),(19,13),-0.0625464 # DEPENDENCYPART_SIBL
(19,6),(19,14),-0.0320254 # DEPENDENCYPART_SIBL
(19,6),(19,15),-0.0320254 # DEPENDENCYPART_SIBL
(19,6),(19,16),-0.0320254 # DEPENDENCYPART_SIBL
(19,6),(19,17),-0.0625464 # DEPENDENCYPART_SIBL
(19,6),(19,18),-0.00964771 # DEPENDENCYPART_SIBL
(19,6),(19,20),0.0208205 # DEPENDENCYPART_SIBL
(19,7),(19,8),0.252808 # DEPENDENCYPART_SIBL
(19,7),(19,9),-0.0562636 # DEPENDENCYPART_SIBL
(19,7),(19,10),0.0179005 # DEPENDENCYPART_SIBL
(19,7),(19,11),0.00513268 # DEPENDENCYPART_SIBL
(19,7),(19,12),0.0307099 # DEPENDENCYPART_SIBL
(19,7),(19,13),-0.10614 # DEPENDENCYPART_SIBL
(19,7),(19,14),-0.00692861 # DEPENDENCYPART_SIBL
(19,7),(19,15),-0.00692861 # DEPENDENCYPART_SIBL
(19,7),(19,16),-0.00692861 # DEPENDENCYPART_SIBL
(19,7),(19,17),-0.10614 # DEPENDENCYPART_SIBL
(19,7),(19,18),0.00622489 # DEPENDENCYPART_SIBL
(19,7),(19,20),0.0213227 # DEPENDENCYPART_SIBL
(19,8),(19,9),-0.0734389 # DEPENDENCYPART_SIBL
(19,8),(19,10),0.0384449 # DEPENDENCYPART_SIBL
(19,8),(19,11),0.0928255 # DEPENDENCYPART_SIBL
(19,8),(19,12),-0.019382 # DEPENDENCYPART_SIBL
(19,8),(19,13),-0.119208 # DEPENDENCYPART_SIBL
(19,8),(19,14),-0.0711823 # DEPENDENCYPART_SIBL
(19,8),(19,15),-0.0711823 # DEPENDENCYPART_SIBL
(19,8),(19,16),-0.0711823 # DEPENDENCYPART_SIBL
(19,8),(19,17),-0.119208 # DEPENDENCYPART_SIBL
(19,8),(19,18),-0.0573681 # DEPENDENCYPART_SIBL
(19,8),(19,20),0.207337 # DEPENDENCYPART_SIBL
(19,9),(19,10),-0.0217384 # DEPENDENCYPART_SIBL
(19,9),(19,11),0.0675035 # DEPENDENCYPART_SIBL
(19,9),(19,12),0.0905858 # DEPENDENCYPART_SIBL
(19,9),(19,13),0.0598059 # DEPENDENCYPART_SIBL
(19,9),(19,14),-0.0138343 # DEPENDENCYPART_SIBL
(19,9),(19,15),-0.0138343 # DEPENDENCYPART_SIBL
(19,9),(19,16),-0.0138343 # DEPENDENCYPART_SIBL
(19,9),(19,17),0.0598059 # DEPENDENCYPART_SIBL
(19,9),(19,18),0.00110441 # DEPENDENCYPART_SIBL
(19,9),(19,20),0.00747251 # DEPENDENCYPART_SIBL
(19,10),(19,11),0.0781996 # DEPENDENCYPART_SIBL
(19,10),(19,12),-0.0508452 # DEPENDENCYPART_SIBL
(19,10),(19,13),-0.0661293 # DEPENDENCYPART_SIBL
(19,10),(19,14),-0.0265151 # DEPENDENCYPART_SIBL
(19,10),(19,15),-0.0265151 # DEPENDENCYPART_SIBL
(19,10),(19,16),-0.0265151 # DEPENDENCYPART_SIBL
(19,10),(19,17),-0.0661293 # DEPENDENCYPART_SIBL
(19,10),(19,18),-0.0147526 # DEPENDENCYPART_SIBL
(19,10),(19,20),0.0155751 # DEPENDENCYPART_SIBL
(19,11),(19,12),0.0307099 # DEPENDENCYPART_SIBL
(19,11),(19,13),-0.10614 # DEPENDENCYPART_SIBL
(19,11),(19,14),-0.00692861 # DEPENDENCYPART_SIBL
(19,11),(19,15),-0.00692861 # DEPENDENCYPART_SIBL
(19,11),(19,16),-0.00692861 # DEPENDENCYPART_SIBL
(19,11),(19,17),-0.10614 # DEPENDENCYPART_SIBL
(19,11),(19,18),0.00622489 # DEPENDENCYPART_SIBL
(19,11),(19,20),0.0213227 # DEPENDENCYPART_SIBL
(19,12),(19,13),-0.108919 # DEPENDENCYPART_SIBL
(19,12),(19,14),-0.128377 # DEPENDENCYPART_SIBL
(19,12),(19,15),-0.128377 # DEPENDENCYPART_SIBL
(19,12),(19,16),-0.128377 # DEPENDENCYPART_SIBL
(19,12),(19,17),-0.108919 # DEPENDENCYPART_SIBL
(19,12),(19,18),-0.114563 # DEPENDENCYPART_SIBL
(19,12),(19,20),0.0165303 # DEPENDENCYPART_SIBL
(19,13),(19,14),0.0174639 # DEPENDENCYPART_SIBL
(19,13),(19,15),0.0174639 # DEPENDENCYPART_SIBL
(19,13),(19,16),0.0174639 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.125584 # DEPENDENCYPART_SIBL
(19,13),(19,18),0.0293653 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0634118 # DEPENDENCYPART_SIBL
(19,14),(19,15),-0.0309984 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0309984 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0619144 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.00862074 # DEPENDENCYPART_SIBL
(19,14),(19,20),0.00695274 # DEPENDENCYPART_SIBL
(19,15),(19,16),-0.0309984 # DEPENDENCYPART_SIBL
(19,15),(19,17),-0.0619144 # DEPENDENCYPART_SIBL
(19,15),(19,18),-0.00862074 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.00695274 # DEPENDENCYPART_SIBL
(19,16),(19,17),-0.0619144 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.00862074 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.00695274 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.0293653 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0634118 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.0046604 # DEPENDENCYPART_SIBL
(0,1),(1,4),0.649208 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),-0.0678352 # DEPENDENCYPART_GRANDPAR
(0,1),(1,9),-0.14403 # DEPENDENCYPART_GRANDPAR
(0,1),(1,19),0.318223 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.679821 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.467221 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),-0.00510228 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),-0.141484 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.23336 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.327611 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.23703 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.13367 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),1.57142 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.733257 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.745995 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),-0.0491401 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.210374 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.227777 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),0.353343 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.192993 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.113203 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),0.0896328 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),1.53667 # DEPENDENCYPART_GRANDPAR
(0,4),(4,1),0.555661 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.362896 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0367632 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0206189 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.115317 # DEPENDENCYPART_GRANDPAR
(0,4),(4,7),0.16358 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),0.202251 # DEPENDENCYPART_GRANDPAR
(0,4),(4,9),-0.283684 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),0.215396 # DEPENDENCYPART_GRANDPAR
(0,4),(4,11),0.193042 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),0.0340908 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.227512 # DEPENDENCYPART_GRANDPAR
(0,4),(4,15),0.0214784 # DEPENDENCYPART_GRANDPAR
(0,4),(4,16),0.0548418 # DEPENDENCYPART_GRANDPAR
(0,4),(4,18),-0.212706 # DEPENDENCYPART_GRANDPAR
(0,4),(4,19),0.112043 # DEPENDENCYPART_GRANDPAR
(0,4),(4,20),1.89269 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.559093 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.362317 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),-0.0385395 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.2147 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),-0.111388 # DEPENDENCYPART_GRANDPAR
(0,5),(5,7),0.160655 # DEPENDENCYPART_GRANDPAR
(0,5),(5,8),0.203978 # DEPENDENCYPART_GRANDPAR
(0,5),(5,9),-0.288396 # DEPENDENCYPART_GRANDPAR
(0,5),(5,10),0.208383 # DEPENDENCYPART_GRANDPAR
(0,5),(5,11),0.190117 # DEPENDENCYPART_GRANDPAR
(0,5),(5,12),0.0379174 # DEPENDENCYPART_GRANDPAR
(0,5),(5,14),-0.223584 # DEPENDENCYPART_GRANDPAR
(0,5),(5,15),0.0254073 # DEPENDENCYPART_GRANDPAR
(0,5),(5,16),0.0587707 # DEPENDENCYPART_GRANDPAR
(0,5),(5,19),0.105031 # DEPENDENCYPART_GRANDPAR
(0,5),(5,20),1.88904 # DEPENDENCYPART_GRANDPAR
(0,8),(8,1),0.688599 # DEPENDENCYPART_GRANDPAR
(0,8),(8,2),0.553033 # DEPENDENCYPART_GRANDPAR
(0,8),(8,3),0.173085 # DEPENDENCYPART_GRANDPAR
(0,8),(8,4),0.663462 # DEPENDENCYPART_GRANDPAR
(0,8),(8,5),0.185679 # DEPENDENCYPART_GRANDPAR
(0,8),(8,6),-0.181042 # DEPENDENCYPART_GRANDPAR
(0,8),(8,7),0.608459 # DEPENDENCYPART_GRANDPAR
(0,8),(8,9),-0.0802561 # DEPENDENCYPART_GRANDPAR
(0,8),(8,10),0.624516 # DEPENDENCYPART_GRANDPAR
(0,8),(8,11),0.228412 # DEPENDENCYPART_GRANDPAR
(0,8),(8,12),0.133743 # DEPENDENCYPART_GRANDPAR
(0,8),(8,14),-0.304592 # DEPENDENCYPART_GRANDPAR
(0,8),(8,15),-0.0556008 # DEPENDENCYPART_GRANDPAR
(0,8),(8,16),-0.0222375 # DEPENDENCYPART_GRANDPAR
(0,8),(8,18),-0.288678 # DEPENDENCYPART_GRANDPAR
(0,8),(8,19),0.521171 # DEPENDENCYPART_GRANDPAR
(0,8),(8,20),1.93203 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.607128 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),0.464837 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),-0.0125633 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.191737 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),0.162636 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),0.591689 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),-0.0045038 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.0394485 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.406157 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.374778 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),-0.125787 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),-0.0924239 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),-0.35893 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),-0.107863 # DEPENDENCYPART_GRANDPAR
(0,9),(9,20),1.46095 # DEPENDENCYPART_GRANDPAR
(0,10),(10,1),0.559465 # DEPENDENCYPART_GRANDPAR
(0,10),(10,2),0.362997 # DEPENDENCYPART_GRANDPAR
(0,10),(10,3),-0.0378604 # DEPENDENCYPART_GRANDPAR
(0,10),(10,4),0.216246 # DEPENDENCYPART_GRANDPAR
(0,10),(10,5),-0.266854 # DEPENDENCYPART_GRANDPAR
(0,10),(10,6),-0.302307 # DEPENDENCYPART_GRANDPAR
(0,10),(10,7),0.00228569 # DEPENDENCYPART_GRANDPAR
(0,10),(10,8),0.501069 # DEPENDENCYPART_GRANDPAR
(0,10),(10,9),-0.512003 # DEPENDENCYPART_GRANDPAR
(0,10),(10,11),0.191038 # DEPENDENCYPART_GRANDPAR
(0,10),(10,12),0.0384182 # DEPENDENCYPART_GRANDPAR
(0,10),(10,13),-0.879686 # DEPENDENCYPART_GRANDPAR
(0,10),(10,14),-0.224543 # DEPENDENCYPART_GRANDPAR
(0,10),(10,15),0.0244482 # DEPENDENCYPART_GRANDPAR
(0,10),(10,16),0.0578116 # DEPENDENCYPART_GRANDPAR
(0,10),(10,17),-0.870361 # DEPENDENCYPART_GRANDPAR
(0,10),(10,18),-0.209736 # DEPENDENCYPART_GRANDPAR
(0,10),(10,19),0.105869 # DEPENDENCYPART_GRANDPAR
(0,10),(10,20),1.88922 # DEPENDENCYPART_GRANDPAR
(0,12),(12,1),0.929119 # DEPENDENCYPART_GRANDPAR
(0,12),(12,2),0.676175 # DEPENDENCYPART_GRANDPAR
(0,12),(12,3),0.332911 # DEPENDENCYPART_GRANDPAR
(0,12),(12,4),0.68172 # DEPENDENCYPART_GRANDPAR
(0,12),(12,5),0.203958 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),0.0594778 # DEPENDENCYPART_GRANDPAR
(0,12),(12,7),0.531926 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),0.817181 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),-0.174634 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.446819 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),0.561388 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),-0.353989 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),-0.104998 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),-0.071635 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),-0.338075 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),0.259897 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),1.87457 # DEPENDENCYPART_GRANDPAR
(0,19),(19,1),0.559466 # DEPENDENCYPART_GRANDPAR
(0,19),(19,2),0.362997 # DEPENDENCYPART_GRANDPAR
(0,19),(19,3),-0.0378604 # DEPENDENCYPART_GRANDPAR
(0,19),(19,4),0.216246 # DEPENDENCYPART_GRANDPAR
(0,19),(19,5),-0.266854 # DEPENDENCYPART_GRANDPAR
(0,19),(19,6),-0.302306 # DEPENDENCYPART_GRANDPAR
(0,19),(19,7),0.00228746 # DEPENDENCYPART_GRANDPAR
(0,19),(19,8),0.501069 # DEPENDENCYPART_GRANDPAR
(0,19),(19,9),-0.512003 # DEPENDENCYPART_GRANDPAR
(0,19),(19,10),-0.0206815 # DEPENDENCYPART_GRANDPAR
(0,19),(19,11),0.0317488 # DEPENDENCYPART_GRANDPAR
(0,19),(19,12),-0.436539 # DEPENDENCYPART_GRANDPAR
(0,19),(19,13),-1.21404 # DEPENDENCYPART_GRANDPAR
(0,19),(19,14),-0.42976 # DEPENDENCYPART_GRANDPAR
(0,19),(19,15),-0.180769 # DEPENDENCYPART_GRANDPAR
(0,19),(19,16),-0.147406 # DEPENDENCYPART_GRANDPAR
(0,19),(19,17),-1.20472 # DEPENDENCYPART_GRANDPAR
(0,19),(19,18),-0.412818 # DEPENDENCYPART_GRANDPAR
(0,19),(19,20),1.88922 # DEPENDENCYPART_GRANDPAR
(1,4),(4,1),-0.697963 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,4),(4,2),-0.151806 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.160294 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-0.394769 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.482694 # DEPENDENCYPART_GRANDPAR
(1,4),(4,7),-0.238576 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.272784 # DEPENDENCYPART_GRANDPAR
(1,4),(4,9),-0.327459 # DEPENDENCYPART_GRANDPAR
(1,4),(4,10),-0.484123 # DEPENDENCYPART_GRANDPAR
(1,4),(4,11),-0.18405 # DEPENDENCYPART_GRANDPAR
(1,4),(4,12),-0.234059 # DEPENDENCYPART_GRANDPAR
(1,4),(4,14),-0.444453 # DEPENDENCYPART_GRANDPAR
(1,4),(4,15),-0.486183 # DEPENDENCYPART_GRANDPAR
(1,4),(4,16),-0.550673 # DEPENDENCYPART_GRANDPAR
(1,4),(4,18),-0.507167 # DEPENDENCYPART_GRANDPAR
(1,4),(4,19),-0.520059 # DEPENDENCYPART_GRANDPAR
(1,4),(4,20),-0.66247 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.539033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),-0.194737 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.191219 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.46714 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),-0.289237 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.153569 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.393339 # DEPENDENCYPART_GRANDPAR
(1,9),(9,2),-0.197864 # DEPENDENCYPART_GRANDPAR
(1,9),(9,4),-0.524172 # DEPENDENCYPART_GRANDPAR
(1,9),(9,5),-0.34622 # DEPENDENCYPART_GRANDPAR
(1,9),(9,6),-0.524838 # DEPENDENCYPART_GRANDPAR
(1,9),(9,7),-0.169775 # DEPENDENCYPART_GRANDPAR
(1,9),(9,8),-0.187225 # DEPENDENCYPART_GRANDPAR
(1,9),(9,10),-0.453768 # DEPENDENCYPART_GRANDPAR
(1,9),(9,11),-0.150109 # DEPENDENCYPART_GRANDPAR
(1,9),(9,12),-0.336165 # DEPENDENCYPART_GRANDPAR
(1,9),(9,14),-0.479797 # DEPENDENCYPART_GRANDPAR
(1,9),(9,15),-0.521528 # DEPENDENCYPART_GRANDPAR
(1,9),(9,16),-0.586017 # DEPENDENCYPART_GRANDPAR
(1,9),(9,18),-0.541813 # DEPENDENCYPART_GRANDPAR
(1,9),(9,19),-0.489712 # DEPENDENCYPART_GRANDPAR
(1,9),(9,20),-0.688646 # DEPENDENCYPART_GRANDPAR
(1,19),(19,1),-0.696858 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,19),(19,2),-0.151232 # DEPENDENCYPART_GRANDPAR
(1,19),(19,3),-0.160305 # DEPENDENCYPART_GRANDPAR
(1,19),(19,4),-0.482892 # DEPENDENCYPART_GRANDPAR
(1,19),(19,5),-0.314009 # DEPENDENCYPART_GRANDPAR
(1,19),(19,6),-0.534268 # DEPENDENCYPART_GRANDPAR
(1,19),(19,7),-0.252094 # DEPENDENCYPART_GRANDPAR
(1,19),(19,8),-0.151169 # DEPENDENCYPART_GRANDPAR
(1,19),(19,9),-0.237106 # DEPENDENCYPART_GRANDPAR
(1,19),(19,10),-0.395038 # DEPENDENCYPART_GRANDPAR
(1,19),(19,11),-0.197568 # DEPENDENCYPART_GRANDPAR
(1,19),(19,12),-0.222113 # DEPENDENCYPART_GRANDPAR
(1,19),(19,13),-0.752674 # DEPENDENCYPART_GRANDPAR
(1,19),(19,14),-0.499925 # DEPENDENCYPART_GRANDPAR
(1,19),(19,15),-0.541656 # DEPENDENCYPART_GRANDPAR
(1,19),(19,16),-0.606145 # DEPENDENCYPART_GRANDPAR
(1,19),(19,17),-0.683399 # DEPENDENCYPART_GRANDPAR
(1,19),(19,18),-0.561701 # DEPENDENCYPART_GRANDPAR
(1,19),(19,20),-0.662989 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-0.458715 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.57831 # DEPENDENCYPART_GRANDPAR
(2,1),(1,9),-0.505282 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-0.323859 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.526292 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.341991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.1147 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.108359 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),-0.102047 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),-0.0609869 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),-0.0830689 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.106549 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.0966526 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),-0.03112 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),-0.0395132 # DEPENDENCYPART_GRANDPAR
(2,4),(4,14),-0.244111 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.252905 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.232515 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.147528 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),0.0975683 # DEPENDENCYPART_GRANDPAR
(2,4),(4,20),-0.400134 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.523811 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.342689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.113407 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0645868 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0994183 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0587416 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.0822829 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.110102 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.0928319 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0288746 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),-0.0376786 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.241483 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),-0.250276 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.229886 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),0.0937477 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.401178 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.539132 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.36391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.132774 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.0313933 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.11042 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.133386 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.0256018 # DEPENDENCYPART_GRANDPAR
(2,8),(8,1),-0.500279 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.414958 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),0.0129767 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.104938 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),0.0362352 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.151193 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.0839744 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.184137 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0234626 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.202643 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.182373 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.323897 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.332691 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.312301 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.226541 # DEPENDENCYPART_GRANDPAR
(2,8),(8,19),-0.0225399 # DEPENDENCYPART_GRANDPAR
(2,8),(8,20),-0.431249 # DEPENDENCYPART_GRANDPAR
(2,10),(10,1),-0.526273 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.341396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),0.1147 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),-0.0624757 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),0.0732941 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),-0.0823744 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),-0.170704 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.0187618 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.104726 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0278528 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),-0.0371627 # DEPENDENCYPART_GRANDPAR
