# _root_ Mint mondja , ősszel ők ketten lőtték a csapat góljainak felét , és ők vittek látványosságot a játékba .
#goldHeads=2,0,2,7,7,7,2,9,10,7,7,2,2,15,2,15,18,15,2,
#predictedHeads=2,13,2,7,7,7,13,9,10,7,7,13,0,15,13,15,18,15,13,
(0,15),(15,16),-0.0844762 # DEPENDENCYPART_GRANDPAR
(0,15),(15,17),-0.72783 # DEPENDENCYPART_GRANDPAR
(0,15),(15,18),0.129569 # DEPENDENCYPART_GRANDPAR
(0,15),(15,19),2.17937 # DEPENDENCYPART_GRANDPAR
(1,7),(7,1),-0.435105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,7),(7,2),-0.0062787 # DEPENDENCYPART_GRANDPAR
(1,7),(7,3),-0.200281 # DEPENDENCYPART_GRANDPAR
(1,7),(7,4),-0.0225123 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.0791687 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.114064 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.104948 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.320063 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.336041 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.255931 # DEPENDENCYPART_GRANDPAR
(1,7),(7,12),-0.0838719 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.405163 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.294999 # DEPENDENCYPART_GRANDPAR
(1,7),(7,15),-0.0366436 # DEPENDENCYPART_GRANDPAR
(1,7),(7,16),-0.324585 # DEPENDENCYPART_GRANDPAR
(1,7),(7,18),-0.249294 # DEPENDENCYPART_GRANDPAR
(1,7),(7,19),-0.536185 # DEPENDENCYPART_GRANDPAR
(1,10),(10,2),0.0410262 # DEPENDENCYPART_GRANDPAR
(1,10),(10,3),-0.0177738 # DEPENDENCYPART_GRANDPAR
(1,10),(10,4),-0.0189709 # DEPENDENCYPART_GRANDPAR
(1,10),(10,5),-0.0639471 # DEPENDENCYPART_GRANDPAR
(1,10),(10,6),-0.0554125 # DEPENDENCYPART_GRANDPAR
(1,10),(10,7),0.0553994 # DEPENDENCYPART_GRANDPAR
(1,10),(10,8),-0.0509519 # DEPENDENCYPART_GRANDPAR
(1,10),(10,9),-0.183019 # DEPENDENCYPART_GRANDPAR
(1,10),(10,11),-0.218079 # DEPENDENCYPART_GRANDPAR
(1,10),(10,12),-0.00536255 # DEPENDENCYPART_GRANDPAR
(1,10),(10,13),-0.360736 # DEPENDENCYPART_GRANDPAR
(1,11),(11,2),0.0410262 # DEPENDENCYPART_GRANDPAR
(1,11),(11,3),-0.0177738 # DEPENDENCYPART_GRANDPAR
(1,11),(11,4),-0.0189709 # DEPENDENCYPART_GRANDPAR
(1,11),(11,5),-0.064356 # DEPENDENCYPART_GRANDPAR
(1,11),(11,6),-0.0554125 # DEPENDENCYPART_GRANDPAR
(1,11),(11,8),-0.0509519 # DEPENDENCYPART_GRANDPAR
(1,11),(11,9),-0.183428 # DEPENDENCYPART_GRANDPAR
(1,11),(11,10),-0.19908 # DEPENDENCYPART_GRANDPAR
(1,11),(11,12),-0.00536376 # DEPENDENCYPART_GRANDPAR
(1,11),(11,13),-0.360737 # DEPENDENCYPART_GRANDPAR
(1,11),(11,15),0.0137763 # DEPENDENCYPART_GRANDPAR
(1,11),(11,16),-0.286164 # DEPENDENCYPART_GRANDPAR
(1,11),(11,18),-0.210873 # DEPENDENCYPART_GRANDPAR
(1,15),(15,1),-0.435105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,15),(15,2),-0.0062787 # DEPENDENCYPART_GRANDPAR
(1,15),(15,3),-0.200281 # DEPENDENCYPART_GRANDPAR
(1,15),(15,4),-0.0225123 # DEPENDENCYPART_GRANDPAR
(1,15),(15,5),-0.0791687 # DEPENDENCYPART_GRANDPAR
(1,15),(15,6),-0.114064 # DEPENDENCYPART_GRANDPAR
(1,15),(15,7),0.0102119 # DEPENDENCYPART_GRANDPAR
(1,15),(15,8),-0.118116 # DEPENDENCYPART_GRANDPAR
(1,15),(15,9),-0.279118 # DEPENDENCYPART_GRANDPAR
(1,15),(15,10),-0.295387 # DEPENDENCYPART_GRANDPAR
(1,15),(15,11),-0.215219 # DEPENDENCYPART_GRANDPAR
(1,15),(15,12),-0.11133 # DEPENDENCYPART_GRANDPAR
(1,15),(15,13),-0.360186 # DEPENDENCYPART_GRANDPAR
(1,15),(15,14),-0.275861 # DEPENDENCYPART_GRANDPAR
(1,15),(15,16),-0.324585 # DEPENDENCYPART_GRANDPAR
(1,15),(15,17),-0.246732 # DEPENDENCYPART_GRANDPAR
(1,15),(15,18),-0.249294 # DEPENDENCYPART_GRANDPAR
(1,15),(15,19),-0.536185 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.566448 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.292557 # DEPENDENCYPART_GRANDPAR
(2,1),(1,10),-0.128909 # DEPENDENCYPART_GRANDPAR
(2,1),(1,11),-0.0779669 # DEPENDENCYPART_GRANDPAR
(2,1),(1,12),-0.157152 # DEPENDENCYPART_GRANDPAR
(2,1),(1,15),-0.358338 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.31217 # DEPENDENCYPART_GRANDPAR
(2,4),(4,1),-0.0242419 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.927712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),-0.333576 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.232061 # DEPENDENCYPART_GRANDPAR
(2,4),(4,7),0.00535924 # DEPENDENCYPART_GRANDPAR
(2,4),(4,9),-0.164732 # DEPENDENCYPART_GRANDPAR
(2,4),(4,10),0.115337 # DEPENDENCYPART_GRANDPAR
(2,4),(4,11),0.165899 # DEPENDENCYPART_GRANDPAR
(2,4),(4,12),0.081722 # DEPENDENCYPART_GRANDPAR
(2,4),(4,13),-0.289902 # DEPENDENCYPART_GRANDPAR
(2,4),(4,15),-0.0604216 # DEPENDENCYPART_GRANDPAR
(2,4),(4,16),-0.189307 # DEPENDENCYPART_GRANDPAR
(2,4),(4,18),-0.0390049 # DEPENDENCYPART_GRANDPAR
(2,4),(4,19),-1.0878 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.971592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.333788 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),0.107254 # DEPENDENCYPART_GRANDPAR
(2,5),(5,9),-0.089151 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),0.190918 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),0.241483 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.0414731 # DEPENDENCYPART_GRANDPAR
(2,5),(5,16),-0.113726 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),0.0365761 # DEPENDENCYPART_GRANDPAR
(2,5),(5,19),-1.00627 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.144923 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.907895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.331248 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.106329 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.0316064 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.16468 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),0.115389 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),0.165953 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.117694 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.0341744 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.189255 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.0389532 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-1.04867 # DEPENDENCYPART_GRANDPAR
(2,7),(7,1),0.0812106 # DEPENDENCYPART_GRANDPAR
(2,7),(7,2),-0.918055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,7),(7,3),-0.350721 # DEPENDENCYPART_GRANDPAR
(2,7),(7,4),0.0505846 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.182367 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),0.2009 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.451044 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.157828 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),0.121916 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),0.17248 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.0658171 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.346291 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.543345 # DEPENDENCYPART_GRANDPAR
(2,7),(7,15),-0.0228768 # DEPENDENCYPART_GRANDPAR
(2,7),(7,16),-0.182728 # DEPENDENCYPART_GRANDPAR
(2,7),(7,18),-0.0324257 # DEPENDENCYPART_GRANDPAR
(2,7),(7,19),-1.0754 # DEPENDENCYPART_GRANDPAR
(2,9),(9,4),0.0499476 # DEPENDENCYPART_GRANDPAR
(2,9),(9,5),-0.122065 # DEPENDENCYPART_GRANDPAR
(2,9),(9,6),0.245944 # DEPENDENCYPART_GRANDPAR
(2,9),(9,8),-0.508269 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.890678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,3),-0.227611 # DEPENDENCYPART_GRANDPAR
(2,10),(10,4),0.0496399 # DEPENDENCYPART_GRANDPAR
(2,10),(10,5),-0.122373 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.247589 # DEPENDENCYPART_GRANDPAR
(2,10),(10,7),0.0666674 # DEPENDENCYPART_GRANDPAR
(2,10),(10,8),-0.50754 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.113275 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),0.237521 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.157446 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.282046 # DEPENDENCYPART_GRANDPAR
(2,11),(11,2),-0.891496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,11),(11,3),-0.228429 # DEPENDENCYPART_GRANDPAR
(2,11),(11,4),0.0488221 # DEPENDENCYPART_GRANDPAR
(2,11),(11,5),-0.124009 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.246772 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),-0.508358 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.114911 # DEPENDENCYPART_GRANDPAR
(2,11),(11,10),0.165746 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.15842 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.281073 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.00406134 # DEPENDENCYPART_GRANDPAR
(2,11),(11,16),-0.115569 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),0.0347333 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-1.01474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),-0.379312 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.0532622 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),0.13442 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.0496689 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.545404 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.247484 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),0.033173 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),0.084701 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.0299838 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.402019 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.33311 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.182808 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-1.20771 # DEPENDENCYPART_GRANDPAR
(2,15),(15,1),0.0812106 # DEPENDENCYPART_GRANDPAR
(2,15),(15,2),-0.918055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,15),(15,3),-0.350721 # DEPENDENCYPART_GRANDPAR
(2,15),(15,4),0.0505846 # DEPENDENCYPART_GRANDPAR
(2,15),(15,5),-0.182367 # DEPENDENCYPART_GRANDPAR
(2,15),(15,6),0.2009 # DEPENDENCYPART_GRANDPAR
(2,15),(15,7),0.0419555 # DEPENDENCYPART_GRANDPAR
(2,15),(15,8),-0.561133 # DEPENDENCYPART_GRANDPAR
(2,15),(15,9),-0.17904 # DEPENDENCYPART_GRANDPAR
(2,15),(15,10),0.101589 # DEPENDENCYPART_GRANDPAR
(2,15),(15,11),0.154142 # DEPENDENCYPART_GRANDPAR
(2,15),(15,12),0.0585752 # DEPENDENCYPART_GRANDPAR
(2,15),(15,13),-0.383743 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),-0.631948 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.182728 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.633422 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),-0.0324257 # DEPENDENCYPART_GRANDPAR
(2,15),(15,19),-1.0754 # DEPENDENCYPART_GRANDPAR
(2,16),(16,4),0.0496399 # DEPENDENCYPART_GRANDPAR
(2,16),(16,6),0.247589 # DEPENDENCYPART_GRANDPAR
(2,16),(16,8),-0.50754 # DEPENDENCYPART_GRANDPAR
(2,16),(16,9),-0.113275 # DEPENDENCYPART_GRANDPAR
(2,16),(16,10),0.167381 # DEPENDENCYPART_GRANDPAR
(2,16),(16,11),0.218909 # DEPENDENCYPART_GRANDPAR
(2,16),(16,13),-0.296542 # DEPENDENCYPART_GRANDPAR
(2,16),(16,14),-0.571954 # DEPENDENCYPART_GRANDPAR
(2,16),(16,15),0.00088656 # DEPENDENCYPART_GRANDPAR
(2,16),(16,17),-0.627197 # DEPENDENCYPART_GRANDPAR
(2,16),(16,18),0.032614 # DEPENDENCYPART_GRANDPAR
(2,16),(16,19),-1.05029 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.296542 # DEPENDENCYPART_GRANDPAR
(2,18),(18,14),-0.571954 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.137262 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.689919 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),-0.356531 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.345437 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-0.590882 # DEPENDENCYPART_GRANDPAR
(4,1),(1,11),-0.561277 # DEPENDENCYPART_GRANDPAR
(4,1),(1,12),-0.510418 # DEPENDENCYPART_GRANDPAR
(4,1),(1,15),-0.419163 # DEPENDENCYPART_GRANDPAR
(4,1),(1,19),-0.876892 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.0418131 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.368985 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-0.821903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.30193 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.396401 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.399785 # DEPENDENCYPART_GRANDPAR
(4,2),(2,9),-0.61022 # DEPENDENCYPART_GRANDPAR
(4,2),(2,10),-0.666204 # DEPENDENCYPART_GRANDPAR
(4,2),(2,11),-0.636222 # DEPENDENCYPART_GRANDPAR
(4,2),(2,12),-0.569766 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-0.622086 # DEPENDENCYPART_GRANDPAR
(4,2),(2,15),-0.473511 # DEPENDENCYPART_GRANDPAR
(4,2),(2,16),-0.765825 # DEPENDENCYPART_GRANDPAR
(4,2),(2,18),-0.757302 # DEPENDENCYPART_GRANDPAR
(4,2),(2,19),-0.893053 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-0.357642 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.537574 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-0.63307 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.376311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,7),0.0096832 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.214187 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.270455 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.240851 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.188222 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.0640423 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.370076 # DEPENDENCYPART_GRANDPAR
(4,6),(6,18),-0.361553 # DEPENDENCYPART_GRANDPAR
(4,6),(6,19),-0.559494 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.377745 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.609849 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.701684 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.418817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.0674329 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.055147 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.110267 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.168513 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.225105 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.195502 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.186255 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.240332 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.208072 # DEPENDENCYPART_GRANDPAR
(4,7),(7,15),-0.043504 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.324726 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.316203 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.511943 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.449176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.0534752 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),-0.024632 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.140944 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-0.553879 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.654737 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.449176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.0534752 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.0236555 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0588932 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.13909 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.0900142 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.255822 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.213434 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.274955 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.553879 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.654737 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-0.449176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.0530663 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.0236555 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.13909 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.0904231 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.14669 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.213435 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.274957 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),-0.0773451 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),-0.384475 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.375953 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.603676 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.645178 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.481992 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.0372966 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),0.0776384 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),-0.125677 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.0875372 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.143803 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),-0.114199 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.0936139 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.0949672 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.297972 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.289449 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.520308 # DEPENDENCYPART_GRANDPAR
(4,15),(15,1),-0.377745 # DEPENDENCYPART_GRANDPAR
(4,15),(15,2),-0.609849 # DEPENDENCYPART_GRANDPAR
(4,15),(15,3),-0.701684 # DEPENDENCYPART_GRANDPAR
(4,15),(15,4),-0.418817 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,15),(15,5),0.0674329 # DEPENDENCYPART_GRANDPAR
(4,15),(15,6),-0.055147 # DEPENDENCYPART_GRANDPAR
(4,15),(15,7),0.0300933 # DEPENDENCYPART_GRANDPAR
(4,15),(15,8),-0.164238 # DEPENDENCYPART_GRANDPAR
(4,15),(15,9),-0.173742 # DEPENDENCYPART_GRANDPAR
(4,15),(15,10),-0.230625 # DEPENDENCYPART_GRANDPAR
(4,15),(15,11),-0.200965 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),-0.254456 # DEPENDENCYPART_GRANDPAR
(4,15),(15,13),-0.234023 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.217991 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.324726 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.2297 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.316203 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.511943 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.449176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,6),-0.0236555 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),-0.13909 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),-0.0900142 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),-0.146281 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.116677 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),-0.167644 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.231949 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.0148323 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.278589 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.376524 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.597748 # DEPENDENCYPART_GRANDPAR
(4,18),(18,13),-0.167644 # DEPENDENCYPART_GRANDPAR
(4,18),(18,14),-0.231949 # DEPENDENCYPART_GRANDPAR
(4,18),(18,16),-0.245902 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.258523 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0379281 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.500365 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.219354 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.1796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.309689 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.42684 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.976515 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-1.04082 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.771267 # DEPENDENCYPART_GRANDPAR
(5,2),(2,12),-0.863754 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.93034 # DEPENDENCYPART_GRANDPAR
(5,2),(2,15),-1.11722 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.965135 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-1.09407 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.33459 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.531515 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-0.684216 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.935551 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.662815 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.693705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),0.13038 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.29769 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.421444 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.486359 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.217183 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.45422 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.483018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.287815 # DEPENDENCYPART_GRANDPAR
(5,7),(7,15),-0.585184 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),-0.410673 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.539607 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.900346 # DEPENDENCYPART_GRANDPAR
(5,9),(9,4),-0.625516 # DEPENDENCYPART_GRANDPAR
(5,9),(9,5),-0.735446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,9),(9,6),0.102783 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.218445 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-0.597173 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-0.856199 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.625516 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.73411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),0.105095 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.899127 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.212584 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.394093 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.253413 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.421486 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.480938 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-0.597173 # DEPENDENCYPART_GRANDPAR
