# _root_ A képmutató terminus technicus jelentése , hogy az egyik etnikum fegyveres alakulatai tömegesen elüldözik a másik népcsoport civil lakosságát , hogy egy adott területet a sajátjai számára " megtisztítson " .
#goldHeads=4,4,4,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
#predictedHeads=3,3,5,5,7,7,0,10,10,12,12,14,14,7,17,17,19,19,14,14,14,24,24,29,26,27,29,29,14,29,7,
(18,13),(13,6),-0.391025 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.374447 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.220285 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.525183 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.46558 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.684094 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.0842467 # DEPENDENCYPART_GRANDPAR
(18,13),(13,19),-0.390773 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.423355 # DEPENDENCYPART_GRANDPAR
(18,13),(13,29),-0.312719 # DEPENDENCYPART_GRANDPAR
(18,13),(13,31),-0.833252 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.0740627 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.157755 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.286987 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.412066 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.480316 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.490891 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-0.45047 # DEPENDENCYPART_GRANDPAR
(18,16),(16,29),-0.137728 # DEPENDENCYPART_GRANDPAR
(18,16),(16,30),-0.519774 # DEPENDENCYPART_GRANDPAR
(18,16),(16,31),-0.805094 # DEPENDENCYPART_GRANDPAR
(18,17),(17,4),-0.263698 # DEPENDENCYPART_GRANDPAR
(18,17),(17,8),-0.125185 # DEPENDENCYPART_GRANDPAR
(18,17),(17,9),-0.0877827 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.511882 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.197213 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.371674 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.00397772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0069168 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.452997 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.527772 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.646326 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.376471 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-0.547543 # DEPENDENCYPART_GRANDPAR
(18,17),(17,29),-0.327362 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.658979 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-1.02832 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-1.1932 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.687903 # DEPENDENCYPART_GRANDPAR
(18,21),(21,7),-0.678419 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.597306 # DEPENDENCYPART_GRANDPAR
(18,21),(21,10),-0.900169 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.779617 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.05908 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.634973 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.869302 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.493911 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.577319 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.451781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0816185 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.127269 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.216514 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.229343 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.239918 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.260243 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.0830143 # DEPENDENCYPART_GRANDPAR
(18,21),(21,30),-0.329547 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),-0.477791 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-0.609593 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-0.59277 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.828916 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.466068 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-0.488932 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.613696 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.440902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.0792462 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.177695 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0894902 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.31031 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.0880651 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.22722 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.0733255 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),0.00391634 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0583566 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.127661 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),-0.0338173 # DEPENDENCYPART_GRANDPAR
(19,8),(8,13),-0.430495 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.393302 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.0754169 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.0593564 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-0.918696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,20),-0.183409 # DEPENDENCYPART_GRANDPAR
(19,9),(9,29),-0.309816 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.268817 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.252702 # DEPENDENCYPART_GRANDPAR
(19,10),(10,3),-0.421011 # DEPENDENCYPART_GRANDPAR
(19,10),(10,4),0.00360129 # DEPENDENCYPART_GRANDPAR
(19,10),(10,5),-0.723185 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.152219 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.303966 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.154939 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.0360847 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.0592276 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.161626 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-0.422852 # DEPENDENCYPART_GRANDPAR
(19,10),(10,31),-0.855024 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.288292 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),0.0315381 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.590088 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.0895502 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.207755 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.208797 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.028544 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0013442 # DEPENDENCYPART_GRANDPAR
(19,12),(12,1),-0.268817 # DEPENDENCYPART_GRANDPAR
(19,12),(12,2),-0.252702 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.421011 # DEPENDENCYPART_GRANDPAR
(19,12),(12,4),0.00360129 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.723185 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.152219 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.303966 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.154939 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.0360847 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.131374 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0503867 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.341102 # DEPENDENCYPART_GRANDPAR
(19,12),(12,27),-0.422852 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.284852 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),0.0350374 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.586648 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.0864488 # DEPENDENCYPART_GRANDPAR
(19,13),(13,7),-0.20428 # DEPENDENCYPART_GRANDPAR
(19,13),(13,8),-0.197471 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),0.00478451 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.00317693 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.146408 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.250639 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.26965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,21),-0.572134 # DEPENDENCYPART_GRANDPAR
(19,13),(13,29),-0.746087 # DEPENDENCYPART_GRANDPAR
(19,13),(13,31),-0.841883 # DEPENDENCYPART_GRANDPAR
(19,14),(14,1),-0.434609 # DEPENDENCYPART_GRANDPAR
(19,14),(14,2),-0.336286 # DEPENDENCYPART_GRANDPAR
(19,14),(14,3),-0.399533 # DEPENDENCYPART_GRANDPAR
(19,14),(14,4),-0.0917697 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),-0.699398 # DEPENDENCYPART_GRANDPAR
(19,14),(14,6),-0.236406 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.273028 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),-0.336885 # DEPENDENCYPART_GRANDPAR
(19,14),(14,9),-0.0870972 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),-0.109896 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),-0.136568 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.261089 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.531483 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.219709 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.0942637 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.180466 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.692241 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.27063 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.512195 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-0.635777 # DEPENDENCYPART_GRANDPAR
(19,14),(14,23),-0.513657 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.614086 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-0.535471 # DEPENDENCYPART_GRANDPAR
(19,14),(14,27),-0.366234 # DEPENDENCYPART_GRANDPAR
(19,14),(14,28),-0.614427 # DEPENDENCYPART_GRANDPAR
(19,14),(14,29),-0.775908 # DEPENDENCYPART_GRANDPAR
(19,14),(14,30),-0.653268 # DEPENDENCYPART_GRANDPAR
(19,14),(14,31),-0.825226 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.144867 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.189751 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.910885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.175078 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.254103 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-0.175726 # DEPENDENCYPART_GRANDPAR
(19,16),(16,28),-0.290368 # DEPENDENCYPART_GRANDPAR
(19,16),(16,29),-0.306712 # DEPENDENCYPART_GRANDPAR
(19,16),(16,30),-0.329209 # DEPENDENCYPART_GRANDPAR
(19,16),(16,31),-0.605839 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),0.00360129 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.154939 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),0.0360847 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.282567 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.44789 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.0363409 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.398242 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.105245 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.33218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.504385 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.675402 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.422852 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-0.599332 # DEPENDENCYPART_GRANDPAR
(19,17),(17,29),-0.76069 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.213192 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.0140244 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.165217 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.404346 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),0.365048 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),0.143538 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),0.334169 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.572134 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.612867 # DEPENDENCYPART_GRANDPAR
(19,24),(24,8),-0.714593 # DEPENDENCYPART_GRANDPAR
(19,24),(24,9),-0.4302 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.440824 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.18639 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.346793 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.260171 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),0.0962645 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.734259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),-0.103357 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.191235 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.00723314 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0288716 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.108745 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.120036 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0199549 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.149062 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.187903 # DEPENDENCYPART_GRANDPAR
(19,27),(27,17),-0.140805 # DEPENDENCYPART_GRANDPAR
(19,27),(27,18),0.191941 # DEPENDENCYPART_GRANDPAR
(19,27),(27,19),-0.811553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,27),(27,20),-0.125845 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),-0.100627 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.154771 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.259569 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.0763943 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.240363 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.279204 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.536954 # DEPENDENCYPART_GRANDPAR
(19,29),(29,2),-0.641476 # DEPENDENCYPART_GRANDPAR
(19,29),(29,3),-0.836446 # DEPENDENCYPART_GRANDPAR
(19,29),(29,5),-1.13884 # DEPENDENCYPART_GRANDPAR
(19,29),(29,6),-0.534057 # DEPENDENCYPART_GRANDPAR
(19,29),(29,7),-0.674573 # DEPENDENCYPART_GRANDPAR
(19,29),(29,8),-0.654779 # DEPENDENCYPART_GRANDPAR
(19,29),(29,9),-0.385389 # DEPENDENCYPART_GRANDPAR
(19,29),(29,10),-0.546809 # DEPENDENCYPART_GRANDPAR
(19,29),(29,11),-0.444034 # DEPENDENCYPART_GRANDPAR
(19,29),(29,12),-0.698002 # DEPENDENCYPART_GRANDPAR
(19,29),(29,13),-0.836664 # DEPENDENCYPART_GRANDPAR
(19,29),(29,14),-0.456041 # DEPENDENCYPART_GRANDPAR
(19,29),(29,15),-0.123669 # DEPENDENCYPART_GRANDPAR
(19,29),(29,16),-0.301618 # DEPENDENCYPART_GRANDPAR
(19,29),(29,17),-0.198616 # DEPENDENCYPART_GRANDPAR
(19,29),(29,18),0.170236 # DEPENDENCYPART_GRANDPAR
(19,29),(29,19),-0.891932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,29),(29,20),-0.23188 # DEPENDENCYPART_GRANDPAR
(19,29),(29,21),-0.224667 # DEPENDENCYPART_GRANDPAR
(19,29),(29,22),0.00942228 # DEPENDENCYPART_GRANDPAR
(19,29),(29,23),0.00515492 # DEPENDENCYPART_GRANDPAR
(19,29),(29,24),-0.234234 # DEPENDENCYPART_GRANDPAR
(19,29),(29,25),-0.286416 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),-0.156774 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.0330156 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.18937 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.288542 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.476106 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),0.232828 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.215605 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.0334433 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.201593 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.260047 # DEPENDENCYPART_GRANDPAR
(21,3),(3,14),-0.295703 # DEPENDENCYPART_GRANDPAR
(21,3),(3,27),-0.242552 # DEPENDENCYPART_GRANDPAR
(21,3),(3,31),-0.858049 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),0.215269 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.0299096 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.237435 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.144476 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.196487 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.295839 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.335738 # DEPENDENCYPART_GRANDPAR
(21,5),(5,27),-0.242583 # DEPENDENCYPART_GRANDPAR
(21,5),(5,29),-0.578791 # DEPENDENCYPART_GRANDPAR
(21,5),(5,30),-0.608221 # DEPENDENCYPART_GRANDPAR
(21,5),(5,31),-0.85808 # DEPENDENCYPART_GRANDPAR
(21,7),(7,2),-0.0765339 # DEPENDENCYPART_GRANDPAR
(21,7),(7,3),-0.287725 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),-0.093395 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.205303 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),-0.245118 # DEPENDENCYPART_GRANDPAR
(21,7),(7,10),-0.229797 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),0.0413206 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),-0.271124 # DEPENDENCYPART_GRANDPAR
(21,7),(7,13),0.0543687 # DEPENDENCYPART_GRANDPAR
(21,7),(7,14),-0.14915 # DEPENDENCYPART_GRANDPAR
(21,7),(7,20),-0.218905 # DEPENDENCYPART_GRANDPAR
(21,7),(7,21),-0.759087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,7),(7,28),-0.620999 # DEPENDENCYPART_GRANDPAR
(21,7),(7,29),-0.672325 # DEPENDENCYPART_GRANDPAR
(21,7),(7,30),-0.636841 # DEPENDENCYPART_GRANDPAR
(21,7),(7,31),-0.884193 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.139391 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.273488 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.159577 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),-0.0411878 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),-0.280351 # DEPENDENCYPART_GRANDPAR
(21,9),(9,29),-0.606915 # DEPENDENCYPART_GRANDPAR
(21,10),(10,1),0.215605 # DEPENDENCYPART_GRANDPAR
(21,10),(10,2),-0.0334433 # DEPENDENCYPART_GRANDPAR
(21,10),(10,3),-0.240316 # DEPENDENCYPART_GRANDPAR
(21,10),(10,4),-0.143621 # DEPENDENCYPART_GRANDPAR
(21,10),(10,5),-0.158207 # DEPENDENCYPART_GRANDPAR
(21,10),(10,6),-0.174094 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),-0.390469 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),0.150809 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),0.0845226 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),-0.108291 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),-0.307682 # DEPENDENCYPART_GRANDPAR
(21,10),(10,27),-0.242552 # DEPENDENCYPART_GRANDPAR
(21,10),(10,31),-0.858049 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.320307 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.195912 # DEPENDENCYPART_GRANDPAR
(21,11),(11,5),-0.237819 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),-0.223658 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.423886 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.144592 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.0389831 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.243477 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),0.215605 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.0334433 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.240316 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.143621 # DEPENDENCYPART_GRANDPAR
(21,12),(12,5),-0.158207 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),-0.174094 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),-0.390469 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),0.150809 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.0845226 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.163487 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.0311173 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.0944011 # DEPENDENCYPART_GRANDPAR
(21,12),(12,27),-0.242552 # DEPENDENCYPART_GRANDPAR
(21,13),(13,3),-0.320608 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.196098 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.23812 # DEPENDENCYPART_GRANDPAR
(21,13),(13,6),-0.224355 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.424083 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),0.148317 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.243778 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.0140061 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.285106 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.0899799 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),0.0507155 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-0.702228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,29),-0.568768 # DEPENDENCYPART_GRANDPAR
(21,13),(13,31),-0.847917 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),0.214022 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.0525046 # DEPENDENCYPART_GRANDPAR
(21,14),(14,3),-0.249351 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),-0.175623 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.164946 # DEPENDENCYPART_GRANDPAR
(21,14),(14,6),-0.261207 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.327635 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),0.130135 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.0244428 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.172522 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),0.0117354 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.21385 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0249833 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.145252 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.218326 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.13588 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.0784159 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.00481542 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.279616 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.07946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),-0.702045 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-0.652449 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-1.10589 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.485497 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.899504 # DEPENDENCYPART_GRANDPAR
(21,14),(14,29),-0.907992 # DEPENDENCYPART_GRANDPAR
(21,14),(14,30),-0.915346 # DEPENDENCYPART_GRANDPAR
(21,14),(14,31),-1.1082 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),0.0304365 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.182061 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0413651 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.281164 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.301393 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.75507 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-0.632301 # DEPENDENCYPART_GRANDPAR
(21,16),(16,29),-0.606595 # DEPENDENCYPART_GRANDPAR
(21,16),(16,30),-0.648144 # DEPENDENCYPART_GRANDPAR
(21,16),(16,31),-0.945337 # DEPENDENCYPART_GRANDPAR
(21,17),(17,4),-0.143621 # DEPENDENCYPART_GRANDPAR
(21,17),(17,8),0.150809 # DEPENDENCYPART_GRANDPAR
