# _root_ Az egynapos betétekre a múlt hét elején az üzletek zömét 13 7/8 százalékon kötötték , a hét vége felé viszont már a jegybank egynapos betéti kamatának szintjén , 12 3/4 százalékon .
#goldHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,21,21,14,23,26,26,26,27,21,27,31,31,27,14,
#predictedHeads=3,3,14,6,6,7,14,9,10,14,13,13,14,0,14,17,18,19,14,26,24,23,26,26,26,27,14,14,31,31,14,14,
(22,24),(24,7),-0.879683 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.806722 # DEPENDENCYPART_GRANDPAR
(22,24),(24,10),-0.816067 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.634872 # DEPENDENCYPART_GRANDPAR
(22,24),(24,13),-0.787657 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.540885 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.42855 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.708805 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.713551 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-0.460384 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.501441 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.452604 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.685345 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.106935 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.255039 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.261447 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.21112 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.315284 # DEPENDENCYPART_GRANDPAR
(23,20),(20,3),-0.875908 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-1.13462 # DEPENDENCYPART_GRANDPAR
(23,20),(20,10),-1.00342 # DEPENDENCYPART_GRANDPAR
(23,20),(20,11),-0.769234 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),-0.868039 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.574755 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.728988 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-1.04976 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.795293 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.943219 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.566986 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.565003 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.0532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.393024 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.517548 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.690886 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.724333 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.579689 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-0.66024 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.678886 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.561844 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-0.838751 # DEPENDENCYPART_GRANDPAR
(23,21),(21,10),-1.02161 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.886232 # DEPENDENCYPART_GRANDPAR
(23,21),(21,14),-0.507586 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.629114 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.813524 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.961415 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.543383 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.455934 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-0.997831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.36771 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.492233 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.63552 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.668967 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.568476 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.643137 # DEPENDENCYPART_GRANDPAR
(23,21),(21,31),-0.506478 # DEPENDENCYPART_GRANDPAR
(23,21),(21,32),-0.829657 # DEPENDENCYPART_GRANDPAR
(23,22),(22,24),-0.419931 # DEPENDENCYPART_GRANDPAR
(23,31),(31,17),-1.25035 # DEPENDENCYPART_GRANDPAR
(23,31),(31,18),-1.38911 # DEPENDENCYPART_GRANDPAR
(23,31),(31,20),-0.776675 # DEPENDENCYPART_GRANDPAR
(23,31),(31,21),-0.910177 # DEPENDENCYPART_GRANDPAR
(23,31),(31,22),-1.07389 # DEPENDENCYPART_GRANDPAR
(23,31),(31,23),-0.52717 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,31),(31,24),0.111341 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),-0.0132032 # DEPENDENCYPART_GRANDPAR
(23,31),(31,26),-0.164639 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),-0.198085 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),-0.210771 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.256631 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.272608 # DEPENDENCYPART_GRANDPAR
(23,31),(31,32),-0.475176 # DEPENDENCYPART_GRANDPAR
(24,3),(3,1),-0.317726 # DEPENDENCYPART_GRANDPAR
(24,3),(3,2),-0.124784 # DEPENDENCYPART_GRANDPAR
(24,3),(3,4),-0.40214 # DEPENDENCYPART_GRANDPAR
(24,3),(3,5),-0.134976 # DEPENDENCYPART_GRANDPAR
(24,3),(3,6),-0.434544 # DEPENDENCYPART_GRANDPAR
(24,3),(3,7),-0.611834 # DEPENDENCYPART_GRANDPAR
(24,3),(3,9),-0.27799 # DEPENDENCYPART_GRANDPAR
(24,3),(3,10),-0.557986 # DEPENDENCYPART_GRANDPAR
(24,3),(3,13),-0.314415 # DEPENDENCYPART_GRANDPAR
(24,3),(3,14),-0.481653 # DEPENDENCYPART_GRANDPAR
(24,3),(3,19),-0.249117 # DEPENDENCYPART_GRANDPAR
(24,3),(3,28),-0.597102 # DEPENDENCYPART_GRANDPAR
(24,3),(3,32),-0.775557 # DEPENDENCYPART_GRANDPAR
(24,6),(6,1),-0.324129 # DEPENDENCYPART_GRANDPAR
(24,6),(6,2),-0.110885 # DEPENDENCYPART_GRANDPAR
(24,6),(6,3),-0.481879 # DEPENDENCYPART_GRANDPAR
(24,6),(6,4),-0.294136 # DEPENDENCYPART_GRANDPAR
(24,6),(6,5),-0.0676378 # DEPENDENCYPART_GRANDPAR
(24,7),(7,1),-0.322428 # DEPENDENCYPART_GRANDPAR
(24,7),(7,2),-0.128309 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.47616 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.292254 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.0944301 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-0.356382 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.551117 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.284021 # DEPENDENCYPART_GRANDPAR
(24,7),(7,10),-0.564016 # DEPENDENCYPART_GRANDPAR
(24,7),(7,11),-0.387754 # DEPENDENCYPART_GRANDPAR
(24,7),(7,12),-0.286856 # DEPENDENCYPART_GRANDPAR
(24,7),(7,13),-0.320446 # DEPENDENCYPART_GRANDPAR
(24,7),(7,15),-0.216127 # DEPENDENCYPART_GRANDPAR
(24,7),(7,19),-0.249127 # DEPENDENCYPART_GRANDPAR
(24,7),(7,26),-0.645802 # DEPENDENCYPART_GRANDPAR
(24,7),(7,28),-0.597124 # DEPENDENCYPART_GRANDPAR
(24,7),(7,32),-0.775579 # DEPENDENCYPART_GRANDPAR
(24,9),(9,1),-0.322995 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.293008 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.0957095 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),-0.36993 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.558638 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.454972 # DEPENDENCYPART_GRANDPAR
(24,10),(10,1),-0.322982 # DEPENDENCYPART_GRANDPAR
(24,10),(10,3),-0.487264 # DEPENDENCYPART_GRANDPAR
(24,10),(10,4),-0.292982 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.0956931 # DEPENDENCYPART_GRANDPAR
(24,10),(10,6),-0.369602 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),-0.55831 # DEPENDENCYPART_GRANDPAR
(24,10),(10,8),-0.454959 # DEPENDENCYPART_GRANDPAR
(24,10),(10,9),-0.222609 # DEPENDENCYPART_GRANDPAR
(24,10),(10,11),-0.386978 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.28608 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),-0.314392 # DEPENDENCYPART_GRANDPAR
(24,10),(10,19),-0.249117 # DEPENDENCYPART_GRANDPAR
(24,10),(10,27),-0.757145 # DEPENDENCYPART_GRANDPAR
(24,10),(10,32),-0.775557 # DEPENDENCYPART_GRANDPAR
(24,11),(11,6),-0.490766 # DEPENDENCYPART_GRANDPAR
(24,11),(11,7),-0.672579 # DEPENDENCYPART_GRANDPAR
(24,11),(11,8),-0.548829 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.338433 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),-0.618988 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.323649 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.469629 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.232601 # DEPENDENCYPART_GRANDPAR
(24,11),(11,18),-0.250106 # DEPENDENCYPART_GRANDPAR
(24,11),(11,24),-0.856913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,29),-0.745063 # DEPENDENCYPART_GRANDPAR
(24,11),(11,32),-0.758546 # DEPENDENCYPART_GRANDPAR
(24,13),(13,1),-0.321072 # DEPENDENCYPART_GRANDPAR
(24,13),(13,3),-0.487264 # DEPENDENCYPART_GRANDPAR
(24,13),(13,4),-0.289163 # DEPENDENCYPART_GRANDPAR
(24,13),(13,5),-0.09448 # DEPENDENCYPART_GRANDPAR
(24,13),(13,6),-0.369602 # DEPENDENCYPART_GRANDPAR
(24,13),(13,7),-0.55831 # DEPENDENCYPART_GRANDPAR
(24,13),(13,8),-0.453049 # DEPENDENCYPART_GRANDPAR
(24,13),(13,9),-0.22261 # DEPENDENCYPART_GRANDPAR
(24,13),(13,10),-0.504645 # DEPENDENCYPART_GRANDPAR
(24,13),(13,11),-0.305624 # DEPENDENCYPART_GRANDPAR
(24,13),(13,12),-0.206847 # DEPENDENCYPART_GRANDPAR
(24,13),(13,27),-0.757145 # DEPENDENCYPART_GRANDPAR
(24,14),(14,1),-0.422909 # DEPENDENCYPART_GRANDPAR
(24,14),(14,2),-0.203468 # DEPENDENCYPART_GRANDPAR
(24,14),(14,3),-0.532495 # DEPENDENCYPART_GRANDPAR
(24,14),(14,4),-0.338862 # DEPENDENCYPART_GRANDPAR
(24,14),(14,5),-0.16832 # DEPENDENCYPART_GRANDPAR
(24,14),(14,6),-0.421232 # DEPENDENCYPART_GRANDPAR
(24,14),(14,7),-0.616359 # DEPENDENCYPART_GRANDPAR
(24,14),(14,8),-0.554886 # DEPENDENCYPART_GRANDPAR
(24,14),(14,9),-0.268858 # DEPENDENCYPART_GRANDPAR
(24,14),(14,10),-0.549317 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.361221 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),-0.261562 # DEPENDENCYPART_GRANDPAR
(24,14),(14,13),-0.305693 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),-0.348831 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.411495 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.211881 # DEPENDENCYPART_GRANDPAR
(24,14),(14,18),-0.331798 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),-0.238908 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),-0.176563 # DEPENDENCYPART_GRANDPAR
(24,14),(14,21),-0.104044 # DEPENDENCYPART_GRANDPAR
(24,14),(14,22),-0.274168 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.0674396 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-0.867391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,14),(14,25),-0.361264 # DEPENDENCYPART_GRANDPAR
(24,14),(14,26),-0.60751 # DEPENDENCYPART_GRANDPAR
(24,14),(14,27),-0.716506 # DEPENDENCYPART_GRANDPAR
(24,14),(14,28),-0.625605 # DEPENDENCYPART_GRANDPAR
(24,14),(14,29),-0.723354 # DEPENDENCYPART_GRANDPAR
(24,14),(14,31),-0.77217 # DEPENDENCYPART_GRANDPAR
(24,14),(14,32),-0.768087 # DEPENDENCYPART_GRANDPAR
(24,17),(17,14),-0.400019 # DEPENDENCYPART_GRANDPAR
(24,17),(17,16),-0.261525 # DEPENDENCYPART_GRANDPAR
(24,18),(18,9),-0.221454 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.306511 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.261038 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.40822 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.175981 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.26171 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.0472363 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.645733 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.757145 # DEPENDENCYPART_GRANDPAR
(24,18),(18,31),-0.810393 # DEPENDENCYPART_GRANDPAR
(24,19),(19,10),-0.497684 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.293026 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.25406 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.118957 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.313734 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.0494915 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.179587 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.20246 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.120252 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.11975 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.565866 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.677278 # DEPENDENCYPART_GRANDPAR
(24,19),(19,31),-0.730526 # DEPENDENCYPART_GRANDPAR
(24,20),(20,3),-0.622025 # DEPENDENCYPART_GRANDPAR
(24,20),(20,7),-0.691039 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),-0.639618 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-0.434461 # DEPENDENCYPART_GRANDPAR
(24,20),(20,13),-0.395994 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-0.611011 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.35524 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.392718 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.191361 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.322505 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.323853 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.101803 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.154224 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.876461 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.370335 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.595695 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.707107 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-0.585471 # DEPENDENCYPART_GRANDPAR
(24,20),(20,29),-0.751084 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-0.816494 # DEPENDENCYPART_GRANDPAR
(24,20),(20,31),-0.760355 # DEPENDENCYPART_GRANDPAR
(24,20),(20,32),-0.763938 # DEPENDENCYPART_GRANDPAR
(24,21),(21,10),-0.658192 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.414568 # DEPENDENCYPART_GRANDPAR
(24,21),(21,14),-0.551861 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.258296 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.209973 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.341082 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.315642 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.235638 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.0766842 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-0.868706 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.36258 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.560491 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.671903 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.589751 # DEPENDENCYPART_GRANDPAR
(24,21),(21,29),-0.751126 # DEPENDENCYPART_GRANDPAR
(24,21),(21,31),-0.725151 # DEPENDENCYPART_GRANDPAR
(24,21),(21,32),-0.771415 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.878007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,16),-0.265839 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.140325 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.054084 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.128512 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.810393 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-0.852582 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-0.581961 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-0.710869 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-0.592417 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.536548 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-0.440585 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.534979 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.308836 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.454818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,29),-0.430715 # DEPENDENCYPART_GRANDPAR
(24,29),(29,21),-0.432765 # DEPENDENCYPART_GRANDPAR
(24,29),(29,23),-0.276308 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),-0.126296 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),-0.237708 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.264141 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.339175 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.436592 # DEPENDENCYPART_GRANDPAR
(24,31),(31,17),-0.644185 # DEPENDENCYPART_GRANDPAR
(24,31),(31,18),-0.773092 # DEPENDENCYPART_GRANDPAR
(24,31),(31,20),-0.546868 # DEPENDENCYPART_GRANDPAR
(24,31),(31,21),-0.44734 # DEPENDENCYPART_GRANDPAR
(24,31),(31,22),-0.594856 # DEPENDENCYPART_GRANDPAR
(24,31),(31,23),-0.371059 # DEPENDENCYPART_GRANDPAR
(24,31),(31,24),-0.46233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,31),(31,25),0.0437774 # DEPENDENCYPART_GRANDPAR
(24,31),(31,26),-0.11349 # DEPENDENCYPART_GRANDPAR
(24,31),(31,27),-0.224902 # DEPENDENCYPART_GRANDPAR
(24,31),(31,28),-0.247027 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.410239 # DEPENDENCYPART_GRANDPAR
(24,31),(31,30),-0.473705 # DEPENDENCYPART_GRANDPAR
(24,31),(31,32),-0.375432 # DEPENDENCYPART_GRANDPAR
(25,14),(14,1),-0.39116 # DEPENDENCYPART_GRANDPAR
(25,14),(14,2),-0.272816 # DEPENDENCYPART_GRANDPAR
(25,14),(14,3),-0.588896 # DEPENDENCYPART_GRANDPAR
(25,14),(14,4),-0.282672 # DEPENDENCYPART_GRANDPAR
(25,14),(14,5),-0.220538 # DEPENDENCYPART_GRANDPAR
(25,14),(14,6),-0.513681 # DEPENDENCYPART_GRANDPAR
(25,14),(14,7),-0.66392 # DEPENDENCYPART_GRANDPAR
(25,14),(14,8),-0.390443 # DEPENDENCYPART_GRANDPAR
(25,14),(14,9),-0.330304 # DEPENDENCYPART_GRANDPAR
(25,14),(14,10),-0.634731 # DEPENDENCYPART_GRANDPAR
(25,14),(14,11),-0.377307 # DEPENDENCYPART_GRANDPAR
(25,14),(14,12),-0.325943 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-0.355852 # DEPENDENCYPART_GRANDPAR
(25,14),(14,15),-0.356914 # DEPENDENCYPART_GRANDPAR
(25,14),(14,16),-0.257381 # DEPENDENCYPART_GRANDPAR
(25,14),(14,17),-0.301212 # DEPENDENCYPART_GRANDPAR
(25,14),(14,18),-0.400017 # DEPENDENCYPART_GRANDPAR
(25,14),(14,19),-0.269943 # DEPENDENCYPART_GRANDPAR
(25,14),(14,20),-0.193451 # DEPENDENCYPART_GRANDPAR
(25,14),(14,21),-0.112996 # DEPENDENCYPART_GRANDPAR
(25,14),(14,22),-0.153279 # DEPENDENCYPART_GRANDPAR
(25,14),(14,23),-0.114563 # DEPENDENCYPART_GRANDPAR
(25,14),(14,24),-0.181336 # DEPENDENCYPART_GRANDPAR
(25,14),(14,25),-0.84609 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,14),(14,26),-0.570063 # DEPENDENCYPART_GRANDPAR
(25,14),(14,27),-0.749247 # DEPENDENCYPART_GRANDPAR
(25,14),(14,28),-0.555835 # DEPENDENCYPART_GRANDPAR
(25,14),(14,29),-0.700584 # DEPENDENCYPART_GRANDPAR
(25,14),(14,31),-0.83799 # DEPENDENCYPART_GRANDPAR
(25,14),(14,32),-0.747268 # DEPENDENCYPART_GRANDPAR
(25,17),(17,14),-0.408226 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.107411 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),-0.2829 # DEPENDENCYPART_GRANDPAR
(25,18),(18,11),-0.322597 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),-0.311196 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.416428 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.184064 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.107596 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.136568 # DEPENDENCYPART_GRANDPAR
(25,18),(18,26),-0.608286 # DEPENDENCYPART_GRANDPAR
(25,18),(18,27),-0.789887 # DEPENDENCYPART_GRANDPAR
(25,18),(18,31),-0.876214 # DEPENDENCYPART_GRANDPAR
(25,19),(19,10),-0.583098 # DEPENDENCYPART_GRANDPAR
(25,19),(19,11),-0.309112 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),-0.304218 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),-0.12704 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.15962 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.138823 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.247806 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.219348 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),-0.129204 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),-0.0622521 # DEPENDENCYPART_GRANDPAR
(25,19),(19,26),-0.528419 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.710019 # DEPENDENCYPART_GRANDPAR
(25,19),(19,31),-0.796346 # DEPENDENCYPART_GRANDPAR
(25,20),(20,3),-0.678425 # DEPENDENCYPART_GRANDPAR
(25,20),(20,7),-0.738601 # DEPENDENCYPART_GRANDPAR
(25,20),(20,10),-0.725033 # DEPENDENCYPART_GRANDPAR
(25,20),(20,11),-0.450547 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),-0.446153 # DEPENDENCYPART_GRANDPAR
(25,20),(20,14),-0.619219 # DEPENDENCYPART_GRANDPAR
(25,20),(20,15),-0.363323 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.238604 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.280693 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.390724 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.354888 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.110756 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.0277785 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),-0.178581 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-0.85516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.558248 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),-0.739849 # DEPENDENCYPART_GRANDPAR
(25,20),(20,28),-0.515701 # DEPENDENCYPART_GRANDPAR
(25,20),(20,29),-0.728314 # DEPENDENCYPART_GRANDPAR
(25,20),(20,30),-0.750259 # DEPENDENCYPART_GRANDPAR
(25,20),(20,31),-0.826176 # DEPENDENCYPART_GRANDPAR
(25,20),(20,32),-0.743118 # DEPENDENCYPART_GRANDPAR
(25,21),(21,10),-0.743606 # DEPENDENCYPART_GRANDPAR
(25,21),(21,13),-0.464727 # DEPENDENCYPART_GRANDPAR
(25,21),(21,14),-0.560069 # DEPENDENCYPART_GRANDPAR
(25,21),(21,15),-0.266378 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.299304 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.409301 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.346677 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.252526 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),-0.105318 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),-0.191532 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-0.847405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),-0.523044 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.704645 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.519982 # DEPENDENCYPART_GRANDPAR
(25,21),(21,29),-0.728356 # DEPENDENCYPART_GRANDPAR
(25,21),(21,31),-0.790972 # DEPENDENCYPART_GRANDPAR
(25,21),(21,32),-0.750596 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.105353 # DEPENDENCYPART_GRANDPAR
