# _root_ Ugyanaz év júniusában a felügyelet felszólította a Bank_Austria_Creditanstalt_Hungary_Rt.-t , hogy tudatosítsa hirdetményeiben : a Nonstopbank nem különálló vállalkozása , hanem csak egy szolgáltatása .
#goldHeads=2,3,6,5,6,0,8,6,6,6,6,11,11,15,11,18,18,15,11,11,11,23,21,6,
#predictedHeads=2,3,6,5,6,0,8,6,6,6,6,11,6,15,18,17,18,11,20,6,20,23,21,6,
(12,20),(20,1),-0.952375 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.00094 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.50443 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.899657 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-0.584675 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.977061 # DEPENDENCYPART_GRANDPAR
(12,20),(20,9),-0.433805 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.508085 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.435741 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.993019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),-0.105815 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.0418844 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.0989107 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),0.0431921 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.250161 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.033888 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.159964 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.366494 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.337213 # DEPENDENCYPART_GRANDPAR
(12,21),(21,6),-0.530263 # DEPENDENCYPART_GRANDPAR
(12,21),(21,10),-0.493232 # DEPENDENCYPART_GRANDPAR
(12,21),(21,11),-0.38133 # DEPENDENCYPART_GRANDPAR
(12,21),(21,12),-0.987499 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,21),(21,13),-0.0932087 # DEPENDENCYPART_GRANDPAR
(12,21),(21,15),-0.0363643 # DEPENDENCYPART_GRANDPAR
(12,21),(21,16),-0.0291921 # DEPENDENCYPART_GRANDPAR
(12,21),(21,17),0.0921841 # DEPENDENCYPART_GRANDPAR
(12,21),(21,18),-0.244641 # DEPENDENCYPART_GRANDPAR
(12,21),(21,19),-0.0137882 # DEPENDENCYPART_GRANDPAR
(12,21),(21,20),-0.0773451 # DEPENDENCYPART_GRANDPAR
(12,21),(21,23),-0.375414 # DEPENDENCYPART_GRANDPAR
(12,21),(21,24),-0.415717 # DEPENDENCYPART_GRANDPAR
(12,23),(23,14),-0.206643 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.0656211 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.0840258 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.121194 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),-0.142975 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.00171956 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.0988875 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-0.0544008 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.178878 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-0.361617 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.13685 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.40338 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.907809 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.27821 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.948892 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.832644 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.825395 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.863367 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.947283 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.849841 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.45986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.027944 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0567769 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.060807 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.133927 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0787325 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.365523 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.849841 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.460196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.0259482 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.0540476 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.135434 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0444302 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.0901157 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.0601349 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.141955 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.339008 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.199663 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),0.12232 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),0.153131 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.202603 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.0789826 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.0931507 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),0.151676 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.127613 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.172734 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.111746 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.0166791 # DEPENDENCYPART_GRANDPAR
(16,3),(3,18),-0.380171 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.423315 # DEPENDENCYPART_GRANDPAR
(16,3),(3,24),-0.660063 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.22192 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.0498521 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.02403 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),0.00681602 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.273109 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.0482818 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.0278133 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.118064 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.079824 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.0270008 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0759929 # DEPENDENCYPART_GRANDPAR
(16,10),(10,17),-0.124449 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.414345 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.365413 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.436445 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.653267 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.146728 # DEPENDENCYPART_GRANDPAR
(16,11),(11,2),-0.00841484 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),0.0225373 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),0.0536507 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.163601 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),0.0141678 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.0746475 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.0340831 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.0812805 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0172767 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.179823 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.0964952 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.00538507 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.856446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.121566 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.366005 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.467198 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.430191 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.392321 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.486159 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.667997 # DEPENDENCYPART_GRANDPAR
(16,12),(12,1),-0.202603 # DEPENDENCYPART_GRANDPAR
(16,12),(12,4),0.0312058 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.0329861 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.216497 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.0665772 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.0120543 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0961936 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.106461 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.105565 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0216651 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.123665 # DEPENDENCYPART_GRANDPAR
(16,12),(12,17),-0.150324 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.380171 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.421032 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.359383 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.423315 # DEPENDENCYPART_GRANDPAR
(16,12),(12,23),-0.500324 # DEPENDENCYPART_GRANDPAR
(16,12),(12,24),-0.660063 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.106447 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.380171 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.500324 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.424307 # DEPENDENCYPART_GRANDPAR
(16,17),(17,3),-0.399973 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.369126 # DEPENDENCYPART_GRANDPAR
(16,17),(17,6),-0.530776 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.34813 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.343345 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.33736 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.374549 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.362059 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.400471 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.397211 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.283257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,23),-0.140663 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.537479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.425816 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.542155 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.413126 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.404442 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.362728 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.345513 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.430861 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.37897 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.452995 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.453522 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.38399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.287414 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.148578 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.096555 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.196208 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.10566 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.53472 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.440696 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.416246 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.3854 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.581974 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.364403 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.353136 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.349123 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.471042 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.390822 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.368769 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.413484 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.446687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.18552 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0552513 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.0411309 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.149245 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.0410745 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.251747 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.452995 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.453522 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.377776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.289789 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.195776 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.0486824 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.0303995 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.0585993 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.314805 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.384984 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.00691899 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.645658 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.235273 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),-0.0110602 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),-0.41081 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.349061 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.231063 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),-0.365606 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.307864 # DEPENDENCYPART_GRANDPAR
(17,3),(3,9),-0.145513 # DEPENDENCYPART_GRANDPAR
(17,3),(3,11),-0.190551 # DEPENDENCYPART_GRANDPAR
(17,3),(3,18),-0.627149 # DEPENDENCYPART_GRANDPAR
(17,3),(3,21),-0.567957 # DEPENDENCYPART_GRANDPAR
(17,3),(3,24),-0.739479 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.0110602 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.409083 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.588222 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.241498 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.307854 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.0961724 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),-0.475236 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.635508 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.287243 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.224797 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.276889 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.407733 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.27951 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.208531 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.236124 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.43745 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.284837 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.181658 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.0930174 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.0983662 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-0.871162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.58848 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.584203 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.509004 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.516831 # DEPENDENCYPART_GRANDPAR
(17,6),(6,23),-0.807572 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.732009 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.241449 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.125853 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.145513 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.190551 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.337571 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.195754 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.588403 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.756497 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.346053 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.505724 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.263493 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.422913 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.289562 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.162087 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.335199 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0922571 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.886605 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),-0.547891 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.45592 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.577082 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.729059 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-0.0110602 # DEPENDENCYPART_GRANDPAR
(17,12),(12,4),-0.241449 # DEPENDENCYPART_GRANDPAR
(17,12),(12,5),-0.177713 # DEPENDENCYPART_GRANDPAR
(17,12),(12,6),-0.292257 # DEPENDENCYPART_GRANDPAR
(17,12),(12,7),-0.125853 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.254638 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.106094 # DEPENDENCYPART_GRANDPAR
(17,12),(12,10),-0.105391 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.117202 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.166284 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.00686142 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-0.914921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.627149 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.555699 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.454208 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.567957 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-0.846241 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.739479 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.0306222 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-0.627149 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.846241 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.619424 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.788606 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.189374 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.277675 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.484739 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.126102 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.140307 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.873166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.543649 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.548513 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.453833 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.762741 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.735441 # DEPENDENCYPART_GRANDPAR
(17,23),(23,14),-0.502347 # DEPENDENCYPART_GRANDPAR
(17,23),(23,15),-0.525382 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.413133 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.469205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),-0.0959121 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.210384 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.111088 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.265471 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.382002 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.340285 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.564734 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.866797 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.439559 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.116768 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.452861 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.00262285 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.210325 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),0.00836258 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.408906 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.163257 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),0.0809756 # DEPENDENCYPART_GRANDPAR
(18,1),(1,16),0.0659212 # DEPENDENCYPART_GRANDPAR
(18,1),(1,17),0.551954 # DEPENDENCYPART_GRANDPAR
(18,1),(1,18),-0.849196 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,1),(1,19),-0.198639 # DEPENDENCYPART_GRANDPAR
(18,1),(1,20),-0.276843 # DEPENDENCYPART_GRANDPAR
(18,1),(1,21),-0.195184 # DEPENDENCYPART_GRANDPAR
(18,1),(1,23),-0.430252 # DEPENDENCYPART_GRANDPAR
(18,1),(1,24),-0.482166 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.328062 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.525483 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.842335 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),0.0884884 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.310302 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.403483 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.527348 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.818977 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.0748097 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.391472 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),0.107227 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.465633 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.085386 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.213987 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),0.0442293 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.421679 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.260429 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),0.372749 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),0.0682033 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),0.123596 # DEPENDENCYPART_GRANDPAR
(18,6),(6,17),0.692675 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.22332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.544626 # DEPENDENCYPART_GRANDPAR
(18,6),(6,20),-0.654464 # DEPENDENCYPART_GRANDPAR
(18,6),(6,21),-0.429561 # DEPENDENCYPART_GRANDPAR
(18,6),(6,23),-0.805795 # DEPENDENCYPART_GRANDPAR
(18,6),(6,24),-0.710213 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),0.0896702 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),0.285229 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),0.0407121 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),0.0633076 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.266347 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.452468 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.593099 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.892739 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.4655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.252378 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),0.0645878 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.478802 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.110568 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.0522354 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.348078 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.136303 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.588808 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.50949 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.605369 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.492207 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-0.711385 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.327684 # DEPENDENCYPART_GRANDPAR
(18,12),(12,4),0.0896702 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.414654 # DEPENDENCYPART_GRANDPAR
