# _root_ Egy hétre 14 1/4 százalékon hangzottak el ajánlatok , hosszabb távra viszont drágábban , 14 1/2-3/8 százalékon lehetett pénzhez jutni .
#goldHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,18,17,17,20,6,20,18,6,
#predictedHeads=2,6,5,5,6,0,6,6,6,11,20,18,20,6,17,17,20,6,20,18,6,
(20,10),(20,16),-0.0397086 # DEPENDENCYPART_SIBL
(20,10),(20,17),-0.025357 # DEPENDENCYPART_SIBL
(20,10),(20,18),-0.0137123 # DEPENDENCYPART_SIBL
(20,10),(20,19),-0.0278245 # DEPENDENCYPART_SIBL
(20,10),(20,21),-0.00543132 # DEPENDENCYPART_SIBL
(20,11),(20,12),0.0810784 # DEPENDENCYPART_SIBL
(20,11),(20,13),0.00706481 # DEPENDENCYPART_SIBL
(20,11),(20,14),0.0653393 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.0249452 # DEPENDENCYPART_SIBL
(20,11),(20,16),-0.0250368 # DEPENDENCYPART_SIBL
(20,11),(20,17),-0.0493633 # DEPENDENCYPART_SIBL
(20,11),(20,18),-0.0328599 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.0513887 # DEPENDENCYPART_SIBL
(20,11),(20,21),-0.0133518 # DEPENDENCYPART_SIBL
(20,12),(20,13),0.0107304 # DEPENDENCYPART_SIBL
(20,12),(20,14),0.0114841 # DEPENDENCYPART_SIBL
(20,12),(20,15),-0.0140628 # DEPENDENCYPART_SIBL
(20,12),(20,16),-0.0128899 # DEPENDENCYPART_SIBL
(20,12),(20,17),-0.0342038 # DEPENDENCYPART_SIBL
(20,12),(20,18),0.0622807 # DEPENDENCYPART_SIBL
(20,12),(20,19),-0.0329123 # DEPENDENCYPART_SIBL
(20,12),(20,21),0.0768654 # DEPENDENCYPART_SIBL
(20,13),(20,14),0.0317061 # DEPENDENCYPART_SIBL
(20,13),(20,15),-0.0401068 # DEPENDENCYPART_SIBL
(20,13),(20,16),-0.0397069 # DEPENDENCYPART_SIBL
(20,13),(20,17),-0.0253446 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.0137052 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.0278122 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.00536905 # DEPENDENCYPART_SIBL
(20,14),(20,15),-0.0663787 # DEPENDENCYPART_SIBL
(20,14),(20,16),-0.0663687 # DEPENDENCYPART_SIBL
(20,14),(20,17),-0.0567691 # DEPENDENCYPART_SIBL
(20,14),(20,18),-0.0295503 # DEPENDENCYPART_SIBL
(20,14),(20,19),-0.070044 # DEPENDENCYPART_SIBL
(20,14),(20,21),-0.00742556 # DEPENDENCYPART_SIBL
(20,15),(20,16),-0.031051 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.00209082 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0359502 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.000952946 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.0177727 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.00210245 # DEPENDENCYPART_SIBL
(20,16),(20,18),-0.0359494 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.000941326 # DEPENDENCYPART_SIBL
(20,16),(20,21),-0.0177487 # DEPENDENCYPART_SIBL
(20,17),(20,18),-0.0282327 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.039799 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00528279 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.0502589 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.031518 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0113459 # DEPENDENCYPART_SIBL
(0,1),(1,3),0.157796 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),0.0336859 # DEPENDENCYPART_GRANDPAR
(0,1),(1,6),0.928676 # DEPENDENCYPART_GRANDPAR
(0,1),(1,18),0.93038 # DEPENDENCYPART_GRANDPAR
(0,1),(1,20),0.681436 # DEPENDENCYPART_GRANDPAR
(0,1),(1,21),1.78946 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.194591 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.370592 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.224792 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.232564 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),1.08955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.842001 # DEPENDENCYPART_GRANDPAR
(0,2),(2,21),1.95138 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.32865 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.297758 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.913228 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.249702 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.0228325 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.0127266 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.0170751 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.914983 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),0.665989 # DEPENDENCYPART_GRANDPAR
(0,3),(3,21),1.77618 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.297762 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),0.156756 # DEPENDENCYPART_GRANDPAR
(0,5),(5,1),0.194572 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.260873 # DEPENDENCYPART_GRANDPAR
(0,5),(5,3),0.0583242 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),-0.0893247 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.18939 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.215025 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.0354968 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.113579 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.00223117 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.104871 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0874058 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.368703 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.00888305 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.253688 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.00598042 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.0444425 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),0.308638 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.0792045 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.103629 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.903801 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),-0.433881 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.64373 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),2.13486 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.329904 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.107154 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.148161 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),-0.314444 # DEPENDENCYPART_GRANDPAR
(0,12),(12,6),1.11093 # DEPENDENCYPART_GRANDPAR
(0,12),(12,8),-0.13443 # DEPENDENCYPART_GRANDPAR
(0,12),(12,9),0.728276 # DEPENDENCYPART_GRANDPAR
(0,12),(12,10),0.0778415 # DEPENDENCYPART_GRANDPAR
(0,12),(12,11),-0.300713 # DEPENDENCYPART_GRANDPAR
(0,12),(12,13),0.244699 # DEPENDENCYPART_GRANDPAR
(0,12),(12,14),0.263848 # DEPENDENCYPART_GRANDPAR
(0,12),(12,15),0.146572 # DEPENDENCYPART_GRANDPAR
(0,12),(12,16),0.0341919 # DEPENDENCYPART_GRANDPAR
(0,12),(12,17),-0.200209 # DEPENDENCYPART_GRANDPAR
(0,12),(12,18),1.07694 # DEPENDENCYPART_GRANDPAR
(0,12),(12,19),-0.532968 # DEPENDENCYPART_GRANDPAR
(0,12),(12,20),0.819475 # DEPENDENCYPART_GRANDPAR
(0,12),(12,21),2.03065 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.192375 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.211986 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.0384827 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),-0.000807951 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),0.640093 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.295663 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.179639 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),-0.077943 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),-0.461946 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),0.0472189 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.0424906 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),0.119575 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),-0.127483 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),-0.239842 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.295739 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),-0.449438 # DEPENDENCYPART_GRANDPAR
(0,18),(18,20),0.671616 # DEPENDENCYPART_GRANDPAR
(0,18),(18,21),2.15064 # DEPENDENCYPART_GRANDPAR
(0,20),(20,1),0.173037 # DEPENDENCYPART_GRANDPAR
(0,20),(20,2),0.196273 # DEPENDENCYPART_GRANDPAR
(0,20),(20,3),0.0191439 # DEPENDENCYPART_GRANDPAR
(0,20),(20,5),-0.0165211 # DEPENDENCYPART_GRANDPAR
(0,20),(20,6),0.628382 # DEPENDENCYPART_GRANDPAR
(0,20),(20,8),-0.311377 # DEPENDENCYPART_GRANDPAR
(0,20),(20,9),0.181051 # DEPENDENCYPART_GRANDPAR
(0,20),(20,10),-0.094085 # DEPENDENCYPART_GRANDPAR
(0,20),(20,11),-0.477659 # DEPENDENCYPART_GRANDPAR
(0,20),(20,12),0.00797491 # DEPENDENCYPART_GRANDPAR
(0,20),(20,13),-0.0586326 # DEPENDENCYPART_GRANDPAR
(0,20),(20,14),0.120986 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),-0.146821 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-0.259181 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.311452 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),0.569653 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),-0.660927 # DEPENDENCYPART_GRANDPAR
(0,20),(20,21),2.12188 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-0.420092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),0.253917 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),0.0256513 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.18891 # DEPENDENCYPART_GRANDPAR
(1,3),(3,10),-0.323069 # DEPENDENCYPART_GRANDPAR
(1,3),(3,13),-0.288985 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.40961 # DEPENDENCYPART_GRANDPAR
(1,3),(3,18),-0.0929089 # DEPENDENCYPART_GRANDPAR
(1,3),(3,20),-0.228905 # DEPENDENCYPART_GRANDPAR
(1,3),(3,21),-0.745011 # DEPENDENCYPART_GRANDPAR
(1,5),(5,1),-0.442249 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,5),(5,2),0.296042 # DEPENDENCYPART_GRANDPAR
(1,5),(5,3),-0.068748 # DEPENDENCYPART_GRANDPAR
(1,5),(5,4),-0.0297792 # DEPENDENCYPART_GRANDPAR
(1,6),(6,1),-0.445404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,6),(6,2),0.226716 # DEPENDENCYPART_GRANDPAR
(1,6),(6,3),-0.06775 # DEPENDENCYPART_GRANDPAR
(1,6),(6,4),-0.0301977 # DEPENDENCYPART_GRANDPAR
(1,6),(6,5),0.0905037 # DEPENDENCYPART_GRANDPAR
(1,6),(6,7),-0.218205 # DEPENDENCYPART_GRANDPAR
(1,6),(6,8),-0.0895267 # DEPENDENCYPART_GRANDPAR
(1,6),(6,9),-0.192683 # DEPENDENCYPART_GRANDPAR
(1,6),(6,10),-0.282697 # DEPENDENCYPART_GRANDPAR
(1,6),(6,11),0.15092 # DEPENDENCYPART_GRANDPAR
(1,6),(6,12),-0.223961 # DEPENDENCYPART_GRANDPAR
(1,6),(6,13),-0.248613 # DEPENDENCYPART_GRANDPAR
(1,6),(6,14),-0.229879 # DEPENDENCYPART_GRANDPAR
(1,6),(6,15),-0.333441 # DEPENDENCYPART_GRANDPAR
(1,6),(6,17),-0.0154134 # DEPENDENCYPART_GRANDPAR
(1,6),(6,18),-0.0403072 # DEPENDENCYPART_GRANDPAR
(1,6),(6,19),-0.127717 # DEPENDENCYPART_GRANDPAR
(1,6),(6,20),-0.17724 # DEPENDENCYPART_GRANDPAR
(1,6),(6,21),-0.669801 # DEPENDENCYPART_GRANDPAR
(1,18),(18,1),-0.445564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,18),(18,2),0.216983 # DEPENDENCYPART_GRANDPAR
(1,18),(18,3),-0.067909 # DEPENDENCYPART_GRANDPAR
(1,18),(18,5),0.0807701 # DEPENDENCYPART_GRANDPAR
(1,18),(18,6),0.0444142 # DEPENDENCYPART_GRANDPAR
(1,18),(18,8),-0.182114 # DEPENDENCYPART_GRANDPAR
(1,18),(18,9),-0.315588 # DEPENDENCYPART_GRANDPAR
(1,18),(18,10),-0.24011 # DEPENDENCYPART_GRANDPAR
(1,18),(18,11),0.058333 # DEPENDENCYPART_GRANDPAR
(1,18),(18,12),-0.166786 # DEPENDENCYPART_GRANDPAR
(1,18),(18,13),-0.206019 # DEPENDENCYPART_GRANDPAR
(1,18),(18,14),-0.352784 # DEPENDENCYPART_GRANDPAR
(1,18),(18,15),-0.332314 # DEPENDENCYPART_GRANDPAR
(1,18),(18,16),-0.291882 # DEPENDENCYPART_GRANDPAR
(1,18),(18,17),-0.106796 # DEPENDENCYPART_GRANDPAR
(1,18),(18,19),-0.138678 # DEPENDENCYPART_GRANDPAR
(1,18),(18,20),-0.156777 # DEPENDENCYPART_GRANDPAR
(1,18),(18,21),-0.662726 # DEPENDENCYPART_GRANDPAR
(1,20),(20,1),-0.445668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,20),(20,2),0.225421 # DEPENDENCYPART_GRANDPAR
(1,20),(20,3),-0.068014 # DEPENDENCYPART_GRANDPAR
(1,20),(20,5),0.089208 # DEPENDENCYPART_GRANDPAR
(1,20),(20,6),0.0457316 # DEPENDENCYPART_GRANDPAR
(1,20),(20,8),-0.173676 # DEPENDENCYPART_GRANDPAR
(1,20),(20,9),-0.30551 # DEPENDENCYPART_GRANDPAR
(1,20),(20,10),-0.238796 # DEPENDENCYPART_GRANDPAR
(1,20),(20,11),0.0667709 # DEPENDENCYPART_GRANDPAR
(1,20),(20,12),-0.176029 # DEPENDENCYPART_GRANDPAR
(1,20),(20,13),-0.204706 # DEPENDENCYPART_GRANDPAR
(1,20),(20,14),-0.342706 # DEPENDENCYPART_GRANDPAR
(1,20),(20,15),-0.332419 # DEPENDENCYPART_GRANDPAR
(1,20),(20,16),-0.291987 # DEPENDENCYPART_GRANDPAR
(1,20),(20,17),-0.0983579 # DEPENDENCYPART_GRANDPAR
(1,20),(20,18),-0.0834075 # DEPENDENCYPART_GRANDPAR
(1,20),(20,19),-0.214417 # DEPENDENCYPART_GRANDPAR
(1,20),(20,21),-0.67316 # DEPENDENCYPART_GRANDPAR
(2,1),(1,3),-0.190819 # DEPENDENCYPART_GRANDPAR
(2,1),(1,5),-0.211312 # DEPENDENCYPART_GRANDPAR
(2,1),(1,6),-0.482362 # DEPENDENCYPART_GRANDPAR
(2,1),(1,18),-0.30431 # DEPENDENCYPART_GRANDPAR
(2,1),(1,20),-0.414174 # DEPENDENCYPART_GRANDPAR
(2,1),(1,21),-0.836712 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.353729 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.327673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,6),-0.256058 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.147092 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.172371 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.265138 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.446997 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.0828743 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.188103 # DEPENDENCYPART_GRANDPAR
(2,3),(3,21),-0.589858 # DEPENDENCYPART_GRANDPAR
(2,4),(4,2),-0.32767 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,4),(4,3),0.235847 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.405232 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.258707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.202648 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),0.0911026 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-0.33637 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.417442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),0.197301 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),0.0843341 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),0.109158 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.115412 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.0179706 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.108738 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.119043 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.0669083 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.0993791 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.21181 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.103089 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),-0.339883 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.122069 # DEPENDENCYPART_GRANDPAR
(2,6),(6,18),-0.0363282 # DEPENDENCYPART_GRANDPAR
(2,6),(6,19),-0.243391 # DEPENDENCYPART_GRANDPAR
(2,6),(6,20),-0.142523 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.498836 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-0.336371 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.419333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.196572 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.107268 # DEPENDENCYPART_GRANDPAR
(2,20),(20,6),-0.124404 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),-0.0772242 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.131651 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),0.0974351 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.126162 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.233191 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),0.00830827 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),-0.126002 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.286013 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.305552 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.179517 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.0383907 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.305195 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.502194 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-0.723053 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.091323 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.2377 # DEPENDENCYPART_GRANDPAR
(3,1),(1,18),-0.358144 # DEPENDENCYPART_GRANDPAR
(3,1),(1,20),-0.52189 # DEPENDENCYPART_GRANDPAR
(3,1),(1,21),-0.9282 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.152496 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-0.73626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.189791 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.166212 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.245488 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.529684 # DEPENDENCYPART_GRANDPAR
(3,2),(2,21),-0.931618 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.516331 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.435579 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.350953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.195511 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.244986 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.089441 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),0.00165317 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.17681 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.234232 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),0.199612 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),-0.202971 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),-0.171652 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),-0.17663 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.216442 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.0400278 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),0.0409698 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.131567 # DEPENDENCYPART_GRANDPAR
(3,6),(6,20),-0.123685 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.54251 # DEPENDENCYPART_GRANDPAR
(3,8),(8,1),-0.550699 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.344829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,5),0.321128 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.147839 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.203989 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.232579 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.153162 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.261318 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-0.1705 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.203809 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.241099 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.201664 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.00759371 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),0.0276453 # DEPENDENCYPART_GRANDPAR
(3,8),(8,20),-0.135868 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.605743 # DEPENDENCYPART_GRANDPAR
(3,10),(10,5),0.250891 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),0.136174 # DEPENDENCYPART_GRANDPAR
(3,10),(10,8),-0.0796426 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.238091 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.244793 # DEPENDENCYPART_GRANDPAR
(3,10),(10,17),-0.0321578 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.407885 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.250891 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.136174 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.0796426 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.238091 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.240012 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.118316 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.245964 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.192313 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.229149 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.196761 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.0323066 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.00957798 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.206407 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.173234 # DEPENDENCYPART_GRANDPAR
(3,13),(13,21),-0.611604 # DEPENDENCYPART_GRANDPAR
(3,15),(15,9),-0.240149 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.145451 # DEPENDENCYPART_GRANDPAR
(3,15),(15,13),-0.166586 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.239968 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.0542885 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.00935115 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.228389 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.173042 # DEPENDENCYPART_GRANDPAR
(3,15),(15,21),-0.615304 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.516331 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.436649 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.351037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,5),0.235376 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.122546 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.0963617 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),-0.303397 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.205628 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),0.101597 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.156984 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),-0.143041 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.303217 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.21951 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.183364 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0567821 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.142528 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.103223 # DEPENDENCYPART_GRANDPAR
(3,18),(18,21),-0.535434 # DEPENDENCYPART_GRANDPAR
(3,20),(20,1),-0.516331 # DEPENDENCYPART_GRANDPAR
(3,20),(20,2),-0.430775 # DEPENDENCYPART_GRANDPAR
(3,20),(20,3),-0.351217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,20),(20,5),0.24369 # DEPENDENCYPART_GRANDPAR
(3,20),(20,6),0.123763 # DEPENDENCYPART_GRANDPAR
(3,20),(20,8),-0.0880478 # DEPENDENCYPART_GRANDPAR
