# _root_ A versenyeken továbbra is lassúak voltunk , és egy idő után arra a következtetésre jutottunk , hogy valószínűleg nem bennünk van a hiba .
#goldHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
#predictedHeads=2,6,6,6,6,8,8,0,10,11,15,14,14,15,8,15,15,21,21,21,12,23,21,8,
(15,13),(15,16),-0.037162 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.025875 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.00889013 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0304653 # DEPENDENCYPART_SIBL
(15,13),(15,20),-0.00691739 # DEPENDENCYPART_SIBL
(15,13),(15,21),0.0189309 # DEPENDENCYPART_SIBL
(15,13),(15,23),-0.0249735 # DEPENDENCYPART_SIBL
(15,13),(15,24),-0.0625408 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00273706 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.00152939 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.0132814 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0351135 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0110947 # DEPENDENCYPART_SIBL
(15,14),(15,21),0.0410122 # DEPENDENCYPART_SIBL
(15,14),(15,23),-0.00893457 # DEPENDENCYPART_SIBL
(15,14),(15,24),0.00996805 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.807625 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.090496 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.124489 # DEPENDENCYPART_SIBL
(15,16),(15,20),0.0921488 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.195487 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.0667089 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0478835 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0253619 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0163591 # DEPENDENCYPART_SIBL
(15,17),(15,20),0.0295383 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0836656 # DEPENDENCYPART_SIBL
(15,17),(15,23),-0.0128531 # DEPENDENCYPART_SIBL
(15,17),(15,24),0.133513 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.010185 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.0104103 # DEPENDENCYPART_SIBL
(15,18),(15,21),-0.00869794 # DEPENDENCYPART_SIBL
(15,18),(15,23),0.0295004 # DEPENDENCYPART_SIBL
(15,18),(15,24),-0.0117498 # DEPENDENCYPART_SIBL
(15,19),(15,20),0.0222099 # DEPENDENCYPART_SIBL
(15,19),(15,21),-0.0051287 # DEPENDENCYPART_SIBL
(15,19),(15,23),0.0323867 # DEPENDENCYPART_SIBL
(15,19),(15,24),0.00253253 # DEPENDENCYPART_SIBL
(15,20),(15,21),-0.00507788 # DEPENDENCYPART_SIBL
(15,20),(15,23),0.0320571 # DEPENDENCYPART_SIBL
(15,20),(15,24),-0.00672287 # DEPENDENCYPART_SIBL
(15,21),(15,23),-0.00257424 # DEPENDENCYPART_SIBL
(15,21),(15,24),0.0688975 # DEPENDENCYPART_SIBL
(15,23),(15,24),0.00287618 # DEPENDENCYPART_SIBL
(17,2),(17,3),0.0150597 # DEPENDENCYPART_SIBL
(17,2),(17,4),0.0119847 # DEPENDENCYPART_SIBL
(17,2),(17,5),0.0272791 # DEPENDENCYPART_SIBL
(17,2),(17,6),0.0326416 # DEPENDENCYPART_SIBL
(17,2),(17,7),0.389874 # DEPENDENCYPART_SIBL
(17,2),(17,8),0.0341802 # DEPENDENCYPART_SIBL
(17,2),(17,10),-0.0260399 # DEPENDENCYPART_SIBL
(17,2),(17,11),0.000679064 # DEPENDENCYPART_SIBL
(17,2),(17,12),0.028559 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0200428 # DEPENDENCYPART_SIBL
(17,2),(17,15),0.0326299 # DEPENDENCYPART_SIBL
(17,2),(17,16),0.389874 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.0240163 # DEPENDENCYPART_SIBL
(17,2),(17,21),0.221554 # DEPENDENCYPART_SIBL
(17,2),(17,23),0.0803676 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.13343 # DEPENDENCYPART_SIBL
(17,3),(17,4),0.143982 # DEPENDENCYPART_SIBL
(17,3),(17,5),0.0512222 # DEPENDENCYPART_SIBL
(17,3),(17,6),0.0385521 # DEPENDENCYPART_SIBL
(17,3),(17,7),0.295012 # DEPENDENCYPART_SIBL
(17,3),(17,8),-0.00483821 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0444591 # DEPENDENCYPART_SIBL
(17,3),(17,11),0.0718749 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0849106 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0454602 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.0385273 # DEPENDENCYPART_SIBL
(17,3),(17,16),0.295012 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0157644 # DEPENDENCYPART_SIBL
(17,3),(17,21),0.291216 # DEPENDENCYPART_SIBL
(17,3),(17,23),0.0293594 # DEPENDENCYPART_SIBL
(17,3),(17,24),0.0504393 # DEPENDENCYPART_SIBL
(17,4),(17,5),0.0713499 # DEPENDENCYPART_SIBL
(17,4),(17,6),0.069805 # DEPENDENCYPART_SIBL
(17,4),(17,7),0.164619 # DEPENDENCYPART_SIBL
(17,4),(17,8),-0.127472 # DEPENDENCYPART_SIBL
(17,4),(17,10),-0.0122904 # DEPENDENCYPART_SIBL
(17,4),(17,11),-0.00473241 # DEPENDENCYPART_SIBL
(17,4),(17,12),-0.0445073 # DEPENDENCYPART_SIBL
(17,4),(17,14),-0.0071781 # DEPENDENCYPART_SIBL
(17,4),(17,15),0.0697931 # DEPENDENCYPART_SIBL
(17,4),(17,16),0.164619 # DEPENDENCYPART_SIBL
(17,4),(17,18),-0.00796374 # DEPENDENCYPART_SIBL
(17,4),(17,21),0.222234 # DEPENDENCYPART_SIBL
(17,4),(17,23),-0.0607452 # DEPENDENCYPART_SIBL
(17,4),(17,24),0.0482174 # DEPENDENCYPART_SIBL
(17,5),(17,6),0.0280236 # DEPENDENCYPART_SIBL
(17,5),(17,7),0.327313 # DEPENDENCYPART_SIBL
(17,5),(17,8),0.0655649 # DEPENDENCYPART_SIBL
(17,5),(17,10),-0.0194838 # DEPENDENCYPART_SIBL
(17,5),(17,11),0.000980175 # DEPENDENCYPART_SIBL
(17,5),(17,12),0.0235632 # DEPENDENCYPART_SIBL
(17,5),(17,14),-0.0194483 # DEPENDENCYPART_SIBL
(17,5),(17,15),0.0280118 # DEPENDENCYPART_SIBL
(17,5),(17,16),0.327313 # DEPENDENCYPART_SIBL
(17,5),(17,18),0.0499262 # DEPENDENCYPART_SIBL
(17,5),(17,21),0.211942 # DEPENDENCYPART_SIBL
(17,5),(17,23),-0.0154965 # DEPENDENCYPART_SIBL
(17,5),(17,24),0.10308 # DEPENDENCYPART_SIBL
(17,6),(17,7),0.444783 # DEPENDENCYPART_SIBL
(17,6),(17,8),0.0230657 # DEPENDENCYPART_SIBL
(17,6),(17,10),-0.00105572 # DEPENDENCYPART_SIBL
(17,6),(17,11),-0.00931502 # DEPENDENCYPART_SIBL
(17,6),(17,12),-0.00639525 # DEPENDENCYPART_SIBL
(17,6),(17,14),-0.0026453 # DEPENDENCYPART_SIBL
(17,6),(17,15),-0.0103424 # DEPENDENCYPART_SIBL
(17,6),(17,16),0.444783 # DEPENDENCYPART_SIBL
(17,6),(17,18),-0.014489 # DEPENDENCYPART_SIBL
(17,6),(17,21),0.225877 # DEPENDENCYPART_SIBL
(17,6),(17,23),-0.119999 # DEPENDENCYPART_SIBL
(17,6),(17,24),0.0547184 # DEPENDENCYPART_SIBL
(17,7),(17,8),-0.0293965 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.00404315 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.010303 # DEPENDENCYPART_SIBL
(17,7),(17,12),-0.0310637 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.00229214 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0657235 # DEPENDENCYPART_SIBL
(17,7),(17,16),0.0255207 # DEPENDENCYPART_SIBL
(17,7),(17,18),0.112256 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.486228 # DEPENDENCYPART_SIBL
(17,7),(17,23),0.0174972 # DEPENDENCYPART_SIBL
(17,7),(17,24),0.213472 # DEPENDENCYPART_SIBL
(17,8),(17,10),-0.0100343 # DEPENDENCYPART_SIBL
(17,8),(17,11),-0.0634292 # DEPENDENCYPART_SIBL
(17,8),(17,12),-0.0720615 # DEPENDENCYPART_SIBL
(17,8),(17,14),-0.00397591 # DEPENDENCYPART_SIBL
(17,8),(17,15),0.0418313 # DEPENDENCYPART_SIBL
(17,8),(17,16),0.0710186 # DEPENDENCYPART_SIBL
(17,8),(17,18),-0.00804959 # DEPENDENCYPART_SIBL
(17,8),(17,21),0.116264 # DEPENDENCYPART_SIBL
(17,8),(17,23),-0.0776944 # DEPENDENCYPART_SIBL
(17,8),(17,24),0.0185283 # DEPENDENCYPART_SIBL
(17,10),(17,11),-0.00108228 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0285532 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0222417 # DEPENDENCYPART_SIBL
(17,10),(17,15),0.0326197 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.394496 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.0232264 # DEPENDENCYPART_SIBL
(17,10),(17,21),0.220915 # DEPENDENCYPART_SIBL
(17,10),(17,23),0.0820263 # DEPENDENCYPART_SIBL
(17,10),(17,24),0.125875 # DEPENDENCYPART_SIBL
(17,11),(17,12),0.0614164 # DEPENDENCYPART_SIBL
(17,11),(17,14),0.114093 # DEPENDENCYPART_SIBL
(17,11),(17,15),0.0595991 # DEPENDENCYPART_SIBL
(17,11),(17,16),0.298861 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0246531 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.193705 # DEPENDENCYPART_SIBL
(17,11),(17,23),0.0186322 # DEPENDENCYPART_SIBL
(17,11),(17,24),0.0492701 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.00742762 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0337597 # DEPENDENCYPART_SIBL
(17,12),(17,16),0.338787 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0917506 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.461962 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0645676 # DEPENDENCYPART_SIBL
(17,12),(17,24),0.0427098 # DEPENDENCYPART_SIBL
(17,14),(17,15),0.0326299 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.389874 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0240163 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.221554 # DEPENDENCYPART_SIBL
(17,14),(17,23),0.0808157 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.133848 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.434064 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0187559 # DEPENDENCYPART_SIBL
(17,15),(17,21),0.217317 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.124097 # DEPENDENCYPART_SIBL
(17,15),(17,24),0.0424473 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.112256 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.486228 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.0174972 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.213472 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0302812 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.00600729 # DEPENDENCYPART_SIBL
(17,18),(17,24),0.00100798 # DEPENDENCYPART_SIBL
(17,21),(17,23),0.0825099 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.105079 # DEPENDENCYPART_SIBL
(17,23),(17,24),0.00244184 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0108778 # DEPENDENCYPART_SIBL
(18,17),(18,23),0.0597927 # DEPENDENCYPART_SIBL
(18,20),(18,23),0.0456675 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.118615 # DEPENDENCYPART_SIBL
(19,16),(19,18),0.085775 # DEPENDENCYPART_SIBL
(19,16),(19,21),0.0560595 # DEPENDENCYPART_SIBL
(19,16),(19,23),0.121985 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.155976 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0325982 # DEPENDENCYPART_SIBL
(19,17),(19,23),0.113359 # DEPENDENCYPART_SIBL
(19,18),(19,21),0.0651113 # DEPENDENCYPART_SIBL
(19,18),(19,23),0.198341 # DEPENDENCYPART_SIBL
(19,21),(19,23),0.00529038 # DEPENDENCYPART_SIBL
(20,6),(20,15),0.12434 # DEPENDENCYPART_SIBL
(20,6),(20,16),0.45597 # DEPENDENCYPART_SIBL
(20,6),(20,17),0.0731002 # DEPENDENCYPART_SIBL
(20,6),(20,18),0.169206 # DEPENDENCYPART_SIBL
(20,6),(20,19),0.183502 # DEPENDENCYPART_SIBL
(20,6),(20,23),0.091871 # DEPENDENCYPART_SIBL
(20,6),(20,24),0.13016 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.451452 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0731355 # DEPENDENCYPART_SIBL
(20,15),(20,18),0.168993 # DEPENDENCYPART_SIBL
(20,15),(20,19),0.183423 # DEPENDENCYPART_SIBL
(20,15),(20,23),0.0920168 # DEPENDENCYPART_SIBL
(20,15),(20,24),0.126327 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.064598 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0569693 # DEPENDENCYPART_SIBL
(20,16),(20,19),0.0584761 # DEPENDENCYPART_SIBL
(20,16),(20,23),0.0499596 # DEPENDENCYPART_SIBL
(20,16),(20,24),0.0303641 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.12613 # DEPENDENCYPART_SIBL
(20,17),(20,19),0.139978 # DEPENDENCYPART_SIBL
(20,17),(20,23),0.0609029 # DEPENDENCYPART_SIBL
(20,17),(20,24),0.0967153 # DEPENDENCYPART_SIBL
(20,18),(20,19),0.164255 # DEPENDENCYPART_SIBL
(20,18),(20,23),0.148641 # DEPENDENCYPART_SIBL
(20,18),(20,24),0.152716 # DEPENDENCYPART_SIBL
(20,19),(20,23),0.152627 # DEPENDENCYPART_SIBL
(20,19),(20,24),0.224896 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0195002 # DEPENDENCYPART_SIBL
(21,2),(21,3),0.000119675 # DEPENDENCYPART_SIBL
(21,2),(21,4),0.0917601 # DEPENDENCYPART_SIBL
(21,2),(21,5),0.00361541 # DEPENDENCYPART_SIBL
(21,2),(21,6),-0.025895 # DEPENDENCYPART_SIBL
(21,2),(21,7),0.0690176 # DEPENDENCYPART_SIBL
(21,2),(21,8),0.139316 # DEPENDENCYPART_SIBL
(21,2),(21,10),-0.0212944 # DEPENDENCYPART_SIBL
(21,2),(21,11),0.056254 # DEPENDENCYPART_SIBL
(21,2),(21,12),-0.016285 # DEPENDENCYPART_SIBL
(21,2),(21,13),-0.0684107 # DEPENDENCYPART_SIBL
(21,2),(21,14),0.00783866 # DEPENDENCYPART_SIBL
(21,2),(21,15),-0.0258949 # DEPENDENCYPART_SIBL
(21,2),(21,16),0.0690176 # DEPENDENCYPART_SIBL
(21,2),(21,17),0.0361014 # DEPENDENCYPART_SIBL
(21,2),(21,18),0.00959164 # DEPENDENCYPART_SIBL
(21,2),(21,19),0.0163688 # DEPENDENCYPART_SIBL
(21,2),(21,20),-0.010433 # DEPENDENCYPART_SIBL
(21,2),(21,22),-0.0164162 # DEPENDENCYPART_SIBL
(21,2),(21,23),0.00079392 # DEPENDENCYPART_SIBL
(21,2),(21,24),-0.0195485 # DEPENDENCYPART_SIBL
(21,3),(21,4),0.234816 # DEPENDENCYPART_SIBL
(21,3),(21,5),0.0318321 # DEPENDENCYPART_SIBL
(21,3),(21,6),-0.0128376 # DEPENDENCYPART_SIBL
(21,3),(21,7),0.0446269 # DEPENDENCYPART_SIBL
(21,3),(21,8),0.0527803 # DEPENDENCYPART_SIBL
(21,3),(21,10),0.037017 # DEPENDENCYPART_SIBL
(21,3),(21,11),0.0486523 # DEPENDENCYPART_SIBL
(21,3),(21,12),0.0420427 # DEPENDENCYPART_SIBL
(21,3),(21,13),-0.0791394 # DEPENDENCYPART_SIBL
(21,3),(21,14),0.0596283 # DEPENDENCYPART_SIBL
(21,3),(21,15),-0.0128388 # DEPENDENCYPART_SIBL
(21,3),(21,16),0.0446269 # DEPENDENCYPART_SIBL
(21,3),(21,17),0.0652174 # DEPENDENCYPART_SIBL
(21,3),(21,18),-0.00792929 # DEPENDENCYPART_SIBL
(21,3),(21,19),-0.023853 # DEPENDENCYPART_SIBL
(21,3),(21,20),-0.013011 # DEPENDENCYPART_SIBL
(21,3),(21,22),-0.0703664 # DEPENDENCYPART_SIBL
(21,3),(21,23),0.0259335 # DEPENDENCYPART_SIBL
(21,3),(21,24),0.0306616 # DEPENDENCYPART_SIBL
(21,4),(21,5),0.0220971 # DEPENDENCYPART_SIBL
(21,4),(21,6),0.0218336 # DEPENDENCYPART_SIBL
(21,4),(21,7),-0.0293319 # DEPENDENCYPART_SIBL
(21,4),(21,8),-0.112724 # DEPENDENCYPART_SIBL
(21,4),(21,10),-0.0712544 # DEPENDENCYPART_SIBL
(21,4),(21,11),-0.0209525 # DEPENDENCYPART_SIBL
(21,4),(21,12),-0.0723881 # DEPENDENCYPART_SIBL
(21,4),(21,13),-0.122454 # DEPENDENCYPART_SIBL
(21,4),(21,14),-0.0441284 # DEPENDENCYPART_SIBL
(21,4),(21,15),0.0218336 # DEPENDENCYPART_SIBL
(21,4),(21,16),-0.0293319 # DEPENDENCYPART_SIBL
(21,4),(21,17),-0.0446181 # DEPENDENCYPART_SIBL
(21,4),(21,18),-0.0651272 # DEPENDENCYPART_SIBL
(21,4),(21,19),-0.0760217 # DEPENDENCYPART_SIBL
(21,4),(21,20),-0.0664265 # DEPENDENCYPART_SIBL
(21,4),(21,22),-0.0273792 # DEPENDENCYPART_SIBL
(21,4),(21,23),-0.038986 # DEPENDENCYPART_SIBL
(21,4),(21,24),0.0238354 # DEPENDENCYPART_SIBL
(21,5),(21,6),-0.0100869 # DEPENDENCYPART_SIBL
(21,5),(21,7),0.0711824 # DEPENDENCYPART_SIBL
(21,5),(21,8),0.167524 # DEPENDENCYPART_SIBL
(21,5),(21,10),-0.00759107 # DEPENDENCYPART_SIBL
(21,5),(21,11),0.0944643 # DEPENDENCYPART_SIBL
(21,5),(21,12),-0.0153064 # DEPENDENCYPART_SIBL
(21,5),(21,13),-0.198044 # DEPENDENCYPART_SIBL
(21,5),(21,14),0.0108707 # DEPENDENCYPART_SIBL
(21,5),(21,15),-0.0100869 # DEPENDENCYPART_SIBL
(21,5),(21,16),0.0711824 # DEPENDENCYPART_SIBL
(21,5),(21,17),0.0835271 # DEPENDENCYPART_SIBL
(21,5),(21,18),-0.00866201 # DEPENDENCYPART_SIBL
(21,5),(21,19),-0.0171118 # DEPENDENCYPART_SIBL
(21,5),(21,20),-0.0161856 # DEPENDENCYPART_SIBL
(21,5),(21,22),0.0155419 # DEPENDENCYPART_SIBL
(21,5),(21,23),0.0372289 # DEPENDENCYPART_SIBL
(21,5),(21,24),0.0108179 # DEPENDENCYPART_SIBL
(21,6),(21,7),0.0502502 # DEPENDENCYPART_SIBL
(21,6),(21,8),-0.0187322 # DEPENDENCYPART_SIBL
(21,6),(21,10),-0.0428398 # DEPENDENCYPART_SIBL
(21,6),(21,11),-0.00644306 # DEPENDENCYPART_SIBL
(21,6),(21,12),-0.0418764 # DEPENDENCYPART_SIBL
(21,6),(21,13),-0.0877412 # DEPENDENCYPART_SIBL
(21,6),(21,14),-0.0246019 # DEPENDENCYPART_SIBL
(21,6),(21,15),-0.0644062 # DEPENDENCYPART_SIBL
(21,6),(21,16),0.0502502 # DEPENDENCYPART_SIBL
(21,6),(21,17),-0.0694055 # DEPENDENCYPART_SIBL
(21,6),(21,18),-0.0275126 # DEPENDENCYPART_SIBL
(21,6),(21,19),-0.0219291 # DEPENDENCYPART_SIBL
(21,6),(21,20),-0.040318 # DEPENDENCYPART_SIBL
(21,6),(21,22),-0.0549955 # DEPENDENCYPART_SIBL
(21,6),(21,23),-0.0308023 # DEPENDENCYPART_SIBL
(21,6),(21,24),-0.0265704 # DEPENDENCYPART_SIBL
(21,7),(21,8),0.0554856 # DEPENDENCYPART_SIBL
(21,7),(21,10),-0.0195575 # DEPENDENCYPART_SIBL
(21,7),(21,11),0.0813432 # DEPENDENCYPART_SIBL
(21,7),(21,12),0.0308463 # DEPENDENCYPART_SIBL
(21,7),(21,13),-0.100674 # DEPENDENCYPART_SIBL
(21,7),(21,14),0.00530281 # DEPENDENCYPART_SIBL
(21,7),(21,15),0.00710433 # DEPENDENCYPART_SIBL
(21,7),(21,16),0.0467694 # DEPENDENCYPART_SIBL
(21,7),(21,17),0.0382994 # DEPENDENCYPART_SIBL
(21,7),(21,18),0.0260561 # DEPENDENCYPART_SIBL
(21,7),(21,19),0.044222 # DEPENDENCYPART_SIBL
(21,7),(21,20),-0.00298475 # DEPENDENCYPART_SIBL
(21,7),(21,22),-0.00453258 # DEPENDENCYPART_SIBL
(21,7),(21,23),0.00515087 # DEPENDENCYPART_SIBL
(21,7),(21,24),-0.00759937 # DEPENDENCYPART_SIBL
(21,8),(21,10),0.0108419 # DEPENDENCYPART_SIBL
(21,8),(21,11),-0.0691754 # DEPENDENCYPART_SIBL
(21,8),(21,12),-0.0826593 # DEPENDENCYPART_SIBL
(21,8),(21,13),-0.127043 # DEPENDENCYPART_SIBL
(21,8),(21,14),0.039691 # DEPENDENCYPART_SIBL
(21,8),(21,15),0.0418544 # DEPENDENCYPART_SIBL
(21,8),(21,16),-0.0136345 # DEPENDENCYPART_SIBL
(21,8),(21,17),-0.0461376 # DEPENDENCYPART_SIBL
(21,8),(21,18),-0.0344023 # DEPENDENCYPART_SIBL
(21,8),(21,19),-0.0263263 # DEPENDENCYPART_SIBL
(21,8),(21,20),-0.0316787 # DEPENDENCYPART_SIBL
(21,8),(21,22),-0.0608914 # DEPENDENCYPART_SIBL
(21,8),(21,23),-0.0355292 # DEPENDENCYPART_SIBL
(21,8),(21,24),-0.0216031 # DEPENDENCYPART_SIBL
(21,10),(21,11),0.040122 # DEPENDENCYPART_SIBL
(21,10),(21,12),-0.0289165 # DEPENDENCYPART_SIBL
(21,10),(21,13),-0.0810422 # DEPENDENCYPART_SIBL
(21,10),(21,14),-0.00889005 # DEPENDENCYPART_SIBL
(21,10),(21,15),-0.0385354 # DEPENDENCYPART_SIBL
(21,10),(21,16),0.059807 # DEPENDENCYPART_SIBL
(21,10),(21,17),0.0213106 # DEPENDENCYPART_SIBL
(21,10),(21,18),-0.00862591 # DEPENDENCYPART_SIBL
(21,10),(21,19),-0.00280821 # DEPENDENCYPART_SIBL
(21,10),(21,20),-0.0286505 # DEPENDENCYPART_SIBL
(21,10),(21,22),-0.0213772 # DEPENDENCYPART_SIBL
(21,10),(21,23),-0.00367128 # DEPENDENCYPART_SIBL
(21,10),(21,24),-0.0363725 # DEPENDENCYPART_SIBL
(21,11),(21,12),0.0594229 # DEPENDENCYPART_SIBL
(21,11),(21,13),0.018569 # DEPENDENCYPART_SIBL
(21,11),(21,14),0.121211 # DEPENDENCYPART_SIBL
(21,11),(21,15),-0.00674193 # DEPENDENCYPART_SIBL
(21,11),(21,16),0.093605 # DEPENDENCYPART_SIBL
(21,11),(21,17),0.0962395 # DEPENDENCYPART_SIBL
(21,11),(21,18),0.0853663 # DEPENDENCYPART_SIBL
(21,11),(21,19),0.0989812 # DEPENDENCYPART_SIBL
(21,11),(21,20),0.0821201 # DEPENDENCYPART_SIBL
(21,11),(21,22),0.00583583 # DEPENDENCYPART_SIBL
(21,11),(21,23),0.0522164 # DEPENDENCYPART_SIBL
(21,11),(21,24),0.0201026 # DEPENDENCYPART_SIBL
(21,12),(21,13),0.067493 # DEPENDENCYPART_SIBL
(21,12),(21,14),-0.0212134 # DEPENDENCYPART_SIBL
(21,12),(21,15),-0.0553329 # DEPENDENCYPART_SIBL
(21,12),(21,16),0.0704786 # DEPENDENCYPART_SIBL
(21,12),(21,17),0.0575815 # DEPENDENCYPART_SIBL
(21,12),(21,18),-0.0272505 # DEPENDENCYPART_SIBL
(21,12),(21,19),-0.0399323 # DEPENDENCYPART_SIBL
(21,12),(21,20),-0.0345813 # DEPENDENCYPART_SIBL
(21,12),(21,22),-0.0524032 # DEPENDENCYPART_SIBL
(21,12),(21,23),-0.0577092 # DEPENDENCYPART_SIBL
(21,12),(21,24),-0.0344741 # DEPENDENCYPART_SIBL
(21,13),(21,14),0.0706316 # DEPENDENCYPART_SIBL
(21,13),(21,15),0.0338813 # DEPENDENCYPART_SIBL
(21,13),(21,16),0.0488671 # DEPENDENCYPART_SIBL
(21,13),(21,17),0.0619634 # DEPENDENCYPART_SIBL
(21,13),(21,18),-0.0237691 # DEPENDENCYPART_SIBL
(21,13),(21,19),-0.0374148 # DEPENDENCYPART_SIBL
(21,13),(21,20),-0.031399 # DEPENDENCYPART_SIBL
(21,13),(21,22),0.0429477 # DEPENDENCYPART_SIBL
(21,13),(21,23),0.00604219 # DEPENDENCYPART_SIBL
(21,13),(21,24),-0.0570152 # DEPENDENCYPART_SIBL
(21,14),(21,15),-0.0258949 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0690176 # DEPENDENCYPART_SIBL
(21,14),(21,17),0.0361014 # DEPENDENCYPART_SIBL
(21,14),(21,18),0.00959164 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0163688 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.010433 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0151084 # DEPENDENCYPART_SIBL
(21,14),(21,23),0.00299797 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0174042 # DEPENDENCYPART_SIBL
(21,15),(21,16),0.0454859 # DEPENDENCYPART_SIBL
(21,15),(21,17),-0.0692441 # DEPENDENCYPART_SIBL
(21,15),(21,18),-0.027685 # DEPENDENCYPART_SIBL
(21,15),(21,19),-0.0218322 # DEPENDENCYPART_SIBL
(21,15),(21,20),-0.0404904 # DEPENDENCYPART_SIBL
(21,15),(21,22),-0.0546074 # DEPENDENCYPART_SIBL
(21,15),(21,23),-0.0301537 # DEPENDENCYPART_SIBL
(21,15),(21,24),-0.029762 # DEPENDENCYPART_SIBL
(21,16),(21,17),0.0382994 # DEPENDENCYPART_SIBL
(21,16),(21,18),0.0260561 # DEPENDENCYPART_SIBL
(21,16),(21,19),0.044222 # DEPENDENCYPART_SIBL
(21,16),(21,20),-0.00298475 # DEPENDENCYPART_SIBL
(21,16),(21,22),-0.00453258 # DEPENDENCYPART_SIBL
(21,16),(21,23),0.00515087 # DEPENDENCYPART_SIBL
(21,16),(21,24),-0.00759937 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0175076 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0249854 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0187643 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.0493922 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0220908 # DEPENDENCYPART_SIBL
(21,17),(21,24),0.00501351 # DEPENDENCYPART_SIBL
