# _root_ Akkor voltak 350-en , most 250 körüli a létszáma a 310_millió forint jegyzett tőkéjű vállalkozásnak , amely ma tipikus középvállalkozásnak mondható — mondja Erdész_András elnök-vezérigazgató .
#goldHeads=2,23,2,23,23,7,5,9,5,15,12,15,14,15,5,5,21,21,20,21,5,23,0,25,23,23,
#predictedHeads=2,0,2,2,7,7,2,9,2,15,12,13,15,15,2,2,23,23,20,21,23,23,2,25,23,2,
(15,3),(3,22),-0.289551 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.252898 # DEPENDENCYPART_GRANDPAR
(15,3),(3,26),-0.719705 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.533565 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.22714 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.3841 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.270876 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.116395 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.505681 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.223382 # DEPENDENCYPART_GRANDPAR
(15,5),(5,15),-0.873542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,5),(5,16),-0.512402 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.286978 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.296838 # DEPENDENCYPART_GRANDPAR
(15,5),(5,23),-0.26559 # DEPENDENCYPART_GRANDPAR
(15,5),(5,25),-0.374315 # DEPENDENCYPART_GRANDPAR
(15,5),(5,26),-0.720965 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.258659 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.471248 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.292253 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.430019 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.199901 # DEPENDENCYPART_GRANDPAR
(15,6),(6,23),-0.252898 # DEPENDENCYPART_GRANDPAR
(15,6),(6,26),-0.719705 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.290122 # DEPENDENCYPART_GRANDPAR
(15,7),(7,2),-0.0884641 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.202275 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.126004 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.159586 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.00413718 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.217889 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),-0.0863236 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.318996 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.182418 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.939666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,16),-0.531988 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.382017 # DEPENDENCYPART_GRANDPAR
(15,7),(7,20),-0.353102 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.381721 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.31475 # DEPENDENCYPART_GRANDPAR
(15,7),(7,23),-0.282357 # DEPENDENCYPART_GRANDPAR
(15,7),(7,25),-0.440439 # DEPENDENCYPART_GRANDPAR
(15,7),(7,26),-0.748045 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.594123 # DEPENDENCYPART_GRANDPAR
(15,9),(9,5),-0.280486 # DEPENDENCYPART_GRANDPAR
(15,9),(9,6),-0.0915318 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),-0.579335 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.175838 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.419391 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.401497 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.0022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,16),-0.555822 # DEPENDENCYPART_GRANDPAR
(15,9),(9,18),-0.41008 # DEPENDENCYPART_GRANDPAR
(15,9),(9,23),-0.296961 # DEPENDENCYPART_GRANDPAR
(15,9),(9,26),-0.761186 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.102192 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.415559 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.5062 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.243687 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.21976 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0497708 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.522631 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.163933 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.218694 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.254573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.00956727 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.410228 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.415812 # DEPENDENCYPART_GRANDPAR
(15,12),(12,23),-0.297213 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.308684 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.107148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.217809 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.135497 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.178148 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.0196715 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.530171 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.194608 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.117051 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.285248 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0163109 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.445167 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.308421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.282357 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.304111 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.173575 # DEPENDENCYPART_GRANDPAR
(15,14),(14,6),-0.013334 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.51009 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.189968 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.098185 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.280609 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0226484 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.486213 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.186709 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.0263033 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.0604375 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0255444 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.0268997 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.732344 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.497049 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.509994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),0.300899 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0816765 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0138691 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0809097 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.02454 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.126386 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.0734681 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.490048 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.132656 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.318405 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.192682 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.491322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),-0.196836 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.278022 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.00302129 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),0.0555619 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.760448 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.851088 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.511742 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.196954 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.371268 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.245537 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.404268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.154787 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.261766 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.0561394 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.134665 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0283626 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0788996 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.0259822 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.785575 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.514096 # DEPENDENCYPART_GRANDPAR
(15,21),(21,3),-0.724168 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.56475 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.664524 # DEPENDENCYPART_GRANDPAR
(15,21),(21,6),-0.531443 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.6661 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.490048 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.132656 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.318405 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.192682 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.498195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.199875 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.277615 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.000797148 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.118665 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.0883692 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),0.133649 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0754312 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.128349 # DEPENDENCYPART_GRANDPAR
(15,23),(23,1),-0.73623 # DEPENDENCYPART_GRANDPAR
(15,23),(23,2),-0.545564 # DEPENDENCYPART_GRANDPAR
(15,23),(23,3),-0.675846 # DEPENDENCYPART_GRANDPAR
(15,23),(23,4),-0.596683 # DEPENDENCYPART_GRANDPAR
(15,23),(23,5),-0.623697 # DEPENDENCYPART_GRANDPAR
(15,23),(23,6),-0.483204 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.971737 # DEPENDENCYPART_GRANDPAR
(15,23),(23,8),-0.697733 # DEPENDENCYPART_GRANDPAR
(15,23),(23,9),-0.669752 # DEPENDENCYPART_GRANDPAR
(15,23),(23,10),-0.788373 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-0.441726 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.13639 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.297315 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-0.171592 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.569658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),-0.265015 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.362976 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.0252037 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.169345 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),0.0169064 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.169052 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.0823024 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.0703105 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.0173931 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.360901 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),0.134665 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),0.133639 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),0.0314829 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.0259822 # DEPENDENCYPART_GRANDPAR
(15,25),(25,10),-0.851088 # DEPENDENCYPART_GRANDPAR
(15,25),(25,13),-0.371268 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.404268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),-0.154787 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),-0.0561394 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),0.134665 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.182296 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.133639 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),0.0314829 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.0420414 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.365416 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.201021 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.392436 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.40569 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.362917 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.378211 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.665633 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.434911 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.339878 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.104773 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.45842 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.405858 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.216153 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.449184 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.442938 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.400161 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.433198 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.680308 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.40629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.307951 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0926715 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0822788 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.0699842 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0081627 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-0.35975 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.93084 # DEPENDENCYPART_GRANDPAR
(17,21),(21,3),-0.313144 # DEPENDENCYPART_GRANDPAR
(17,21),(21,4),-0.396667 # DEPENDENCYPART_GRANDPAR
(17,21),(21,5),-0.363131 # DEPENDENCYPART_GRANDPAR
(17,21),(21,6),-0.220307 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.416109 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.201021 # DEPENDENCYPART_GRANDPAR
(17,21),(21,12),-0.392436 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-0.40569 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-0.362917 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.378211 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.665633 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.43505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),-0.341832 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.183641 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.208041 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.27402 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.103004 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.0248569 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.405858 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.442938 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.433198 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.680308 # DEPENDENCYPART_GRANDPAR
(17,25),(25,18),-0.307951 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.0926715 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.0742536 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.00779239 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.273232 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.00500976 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.612652 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.377121 # DEPENDENCYPART_GRANDPAR
(18,1),(1,26),-0.865803 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.237452 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.318068 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.455971 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.0773123 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.22427 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.346561 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.320433 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.362833 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.318712 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.223065 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.363238 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.203837 # DEPENDENCYPART_GRANDPAR
(18,2),(2,14),-0.22605 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.225138 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.514669 # DEPENDENCYPART_GRANDPAR
(18,2),(2,17),-0.100859 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-0.92273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.289202 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-0.564394 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.393617 # DEPENDENCYPART_GRANDPAR
(18,2),(2,22),-0.653989 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-0.640584 # DEPENDENCYPART_GRANDPAR
(18,2),(2,24),-0.796505 # DEPENDENCYPART_GRANDPAR
(18,2),(2,25),-0.831601 # DEPENDENCYPART_GRANDPAR
(18,2),(2,26),-0.883034 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.361695 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.343827 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.41296 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.189535 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.250471 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.368351 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.290042 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.379714 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.288322 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.248824 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.364846 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.233814 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.25248 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.366641 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.204545 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.919359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.316238 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.576239 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.420651 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.573554 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.583917 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.808351 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.843446 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.873754 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.161416 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.408244 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.265842 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.675451 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.574703 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.714995 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.563622 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.585841 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.587572 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.76389 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.526365 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.452576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,24),-0.438702 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.653986 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.652265 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.59292 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.773459 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.604382 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.626598 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.644274 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.783016 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.544344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.569028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.0966481 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0469544 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.407858 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.442953 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-0.542064 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-0.689271 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.669706 # DEPENDENCYPART_GRANDPAR
(18,21),(21,4),-0.705192 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.465915 # DEPENDENCYPART_GRANDPAR
(18,21),(21,6),-0.575745 # DEPENDENCYPART_GRANDPAR
(18,21),(21,9),-0.723501 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.574703 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.714995 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-0.563622 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.585841 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.587572 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.76389 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.526365 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.455142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.126521 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0883317 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.266758 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.437083 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.472179 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.0966481 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0105297 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.271332 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.442953 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.652265 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.604382 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.644274 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.783016 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.569028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.0966481 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.0622637 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.0105297 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.271332 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.294375 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.585121 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.25411 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.186797 # DEPENDENCYPART_GRANDPAR
(19,12),(12,3),-0.633691 # DEPENDENCYPART_GRANDPAR
(19,12),(12,5),-0.142715 # DEPENDENCYPART_GRANDPAR
(19,12),(12,6),-0.298462 # DEPENDENCYPART_GRANDPAR
(19,12),(12,7),-0.273492 # DEPENDENCYPART_GRANDPAR
(19,12),(12,8),-0.302347 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.489244 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.235033 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.146649 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.128186 # DEPENDENCYPART_GRANDPAR
(19,12),(12,20),-0.614195 # DEPENDENCYPART_GRANDPAR
(19,12),(12,23),-0.395788 # DEPENDENCYPART_GRANDPAR
(19,13),(13,1),-0.396208 # DEPENDENCYPART_GRANDPAR
(19,13),(13,2),-0.642096 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.744081 # DEPENDENCYPART_GRANDPAR
(19,13),(13,4),-0.545719 # DEPENDENCYPART_GRANDPAR
(19,13),(13,5),-0.245417 # DEPENDENCYPART_GRANDPAR
(19,13),(13,6),-0.406434 # DEPENDENCYPART_GRANDPAR
