# _root_ Jelenleg a határőrség nyolc közösségi szállásán mintegy 1500 külföldit helyezhetnek el , ám igazán jó körülményeket csupán 500-nak nyújthatnak , miközben a tényleges létszám megközelíti az 1200-at .
#goldHeads=10,3,10,6,6,10,9,9,10,0,10,10,10,15,16,19,19,19,10,19,25,24,24,25,19,27,25,10,
#predictedHeads=10,3,6,6,6,10,9,9,10,13,10,13,0,19,16,19,19,19,13,19,25,24,24,25,19,27,25,13,
(16,7),(7,3),-0.654031 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-0.424724 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.656555 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.502403 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.276161 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.331279 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.324083 # DEPENDENCYPART_GRANDPAR
(16,7),(7,14),-0.153562 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.815051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,17),-0.240623 # DEPENDENCYPART_GRANDPAR
(16,7),(7,18),-0.246718 # DEPENDENCYPART_GRANDPAR
(16,7),(7,19),-0.284521 # DEPENDENCYPART_GRANDPAR
(16,7),(7,21),-0.343776 # DEPENDENCYPART_GRANDPAR
(16,7),(7,25),-0.436395 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.509438 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.560529 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.421568 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.272116 # DEPENDENCYPART_GRANDPAR
(16,8),(8,27),-0.616099 # DEPENDENCYPART_GRANDPAR
(16,8),(8,28),-0.673868 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.651465 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.90509 # DEPENDENCYPART_GRANDPAR
(16,10),(10,3),-0.581936 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.402914 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.632884 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.431933 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.357733 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.332437 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.320432 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.243324 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.360244 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.0320237 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),-0.1756 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.279301 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.881668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.274653 # DEPENDENCYPART_GRANDPAR
(16,10),(10,18),-0.232638 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.331396 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-0.377735 # DEPENDENCYPART_GRANDPAR
(16,10),(10,21),-0.379859 # DEPENDENCYPART_GRANDPAR
(16,10),(10,23),-0.573442 # DEPENDENCYPART_GRANDPAR
(16,10),(10,24),-0.371288 # DEPENDENCYPART_GRANDPAR
(16,10),(10,25),-0.48327 # DEPENDENCYPART_GRANDPAR
(16,10),(10,27),-0.596515 # DEPENDENCYPART_GRANDPAR
(16,10),(10,28),-0.685552 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.682583 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.651605 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.433383 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.627734 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.499977 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.380663 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.363023 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.388284 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.525361 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.418353 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.216296 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.1955 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.873565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.28537 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.266641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.337641 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.338872 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.387728 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.583269 # DEPENDENCYPART_GRANDPAR
(16,13),(13,24),-0.363198 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.489515 # DEPENDENCYPART_GRANDPAR
(16,13),(13,27),-0.630517 # DEPENDENCYPART_GRANDPAR
(16,13),(13,28),-0.685467 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.463832 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.104862 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.263563 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.814871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.240623 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.246717 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.326483 # DEPENDENCYPART_GRANDPAR
(16,14),(14,24),-0.304503 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.197303 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.223259 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.383863 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.226964 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.0202428 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.106102 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.294503 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.73746 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.589329 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.394308 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.517228 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.194279 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.443069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0579252 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0131825 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.0307739 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.152456 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.00894571 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.164841 # DEPENDENCYPART_GRANDPAR
(16,17),(17,27),-0.305951 # DEPENDENCYPART_GRANDPAR
(16,17),(17,28),-0.393632 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.583071 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.540057 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.41447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.122583 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.073595 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.328377 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.0629092 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.198431 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.39206 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.42692 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),-0.181237 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),-0.0196472 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.195907 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.185072 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.180602 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.127917 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.214496 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.181671 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.168361 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.00406325 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.22286 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),0.0035172 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),0.0763988 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.134764 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.0682008 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-0.879294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,18),-0.288721 # DEPENDENCYPART_GRANDPAR
(17,10),(10,19),-0.606163 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.563983 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.517065 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.688301 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.645465 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.441207 # DEPENDENCYPART_GRANDPAR
(17,10),(10,27),-0.621552 # DEPENDENCYPART_GRANDPAR
(17,10),(10,28),-0.798236 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),-0.230143 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.234435 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.231323 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.196648 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.16482 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.2509 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.228037 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.205072 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.197335 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.262554 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),0.0317972 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.164676 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.0659925 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-0.870573 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,18),-0.304171 # DEPENDENCYPART_GRANDPAR
(17,13),(13,19),-0.587863 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.506324 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.505465 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.683595 # DEPENDENCYPART_GRANDPAR
(17,13),(13,24),-0.616457 # DEPENDENCYPART_GRANDPAR
(17,13),(13,25),-0.422907 # DEPENDENCYPART_GRANDPAR
(17,13),(13,27),-0.637001 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.781092 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.150982 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0537566 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0867435 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.061464 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.837128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.297182 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.504807 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.570752 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.182139 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.192306 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.150092 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.179069 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.0660447 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),0.0315149 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.861488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,2),-0.0500837 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.152732 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.186029 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.194408 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.107309 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.143873 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.078966 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0266651 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.0673324 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.865307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.321067 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.462756 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.313732 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.431278 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.419557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,20),-0.180878 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.341881 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.253864 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.0335569 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.324017 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.465674 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-0.514343 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-0.636989 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.525652 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.532834 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.567267 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-0.535657 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.522915 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-0.607345 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.525687 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.43321 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.531557 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.447338 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.326038 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.474068 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.501763 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.449586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0603184 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.18356 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.14606 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.19743 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.336811 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.208038 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.0145548 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.273417 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.280983 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.418403 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.532044 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.426276 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.0614028 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.171692 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.257657 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.0669695 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.495959 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-0.322131 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-0.496018 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.492939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.102255 # DEPENDENCYPART_GRANDPAR
(17,24),(24,19),-0.142183 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.0823308 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.126073 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.22413 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.288603 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.293045 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-0.514343 # DEPENDENCYPART_GRANDPAR
(17,25),(25,3),-0.636989 # DEPENDENCYPART_GRANDPAR
(17,25),(25,4),-0.525652 # DEPENDENCYPART_GRANDPAR
(17,25),(25,5),-0.532803 # DEPENDENCYPART_GRANDPAR
(17,25),(25,6),-0.567267 # DEPENDENCYPART_GRANDPAR
(17,25),(25,7),-0.535657 # DEPENDENCYPART_GRANDPAR
(17,25),(25,8),-0.522915 # DEPENDENCYPART_GRANDPAR
(17,25),(25,9),-0.607344 # DEPENDENCYPART_GRANDPAR
(17,25),(25,10),-0.525687 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.531557 # DEPENDENCYPART_GRANDPAR
(17,25),(25,13),-0.447321 # DEPENDENCYPART_GRANDPAR
(17,25),(25,14),-0.326038 # DEPENDENCYPART_GRANDPAR
(17,25),(25,15),-0.474037 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.501762 # DEPENDENCYPART_GRANDPAR
(17,25),(25,17),-0.448487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,25),(25,18),0.0613867 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),-0.179712 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.255286 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.0990609 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.255569 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.316525 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.210812 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.272742 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.280308 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.417505 # DEPENDENCYPART_GRANDPAR
(17,27),(27,21),-0.0585375 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.139292 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),0.0298855 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.20385 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.264245 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.16704 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.21281 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.145344 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.11003 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-0.735118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.531371 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-0.61518 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.20153 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.423654 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.192369 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.329091 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.214742 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.187359 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.172295 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.157318 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.204009 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.150458 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-0.754632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,10),-0.265007 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.185058 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.16721 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.186261 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.276672 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.131285 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-0.735119 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.336509 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.531371 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.412367 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.614797 # DEPENDENCYPART_GRANDPAR
(18,17),(17,25),-0.428684 # DEPENDENCYPART_GRANDPAR
(18,17),(17,27),-0.539747 # DEPENDENCYPART_GRANDPAR
(18,17),(17,28),-0.75562 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0696068 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.101414 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.18744 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.489621 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.619023 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.482229 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.361789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),0.0647912 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),-0.18068 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0997344 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.1194 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.073498 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.192342 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-0.593977 # DEPENDENCYPART_GRANDPAR
(18,25),(25,3),-0.766032 # DEPENDENCYPART_GRANDPAR
(18,25),(25,4),-0.679003 # DEPENDENCYPART_GRANDPAR
(18,25),(25,5),-0.791393 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-0.780574 # DEPENDENCYPART_GRANDPAR
(18,25),(25,7),-0.574417 # DEPENDENCYPART_GRANDPAR
(18,25),(25,8),-0.660296 # DEPENDENCYPART_GRANDPAR
(18,25),(25,9),-0.666831 # DEPENDENCYPART_GRANDPAR
(18,25),(25,10),-0.660958 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.577846 # DEPENDENCYPART_GRANDPAR
(18,25),(25,13),-0.574349 # DEPENDENCYPART_GRANDPAR
(18,25),(25,14),-0.488193 # DEPENDENCYPART_GRANDPAR
(18,25),(25,15),-0.594508 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.537299 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.490882 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.369327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,19),0.0394916 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.272753 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),-0.08686 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.15113 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0711694 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.289816 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.192692 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.170978 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.369177 # DEPENDENCYPART_GRANDPAR
(18,27),(27,21),-0.0664578 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),-0.255571 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.0397267 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.146374 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.61131 # DEPENDENCYPART_GRANDPAR
(19,1),(1,4),-0.415279 # DEPENDENCYPART_GRANDPAR
(19,1),(1,5),-0.289419 # DEPENDENCYPART_GRANDPAR
(19,1),(1,6),-0.593566 # DEPENDENCYPART_GRANDPAR
(19,1),(1,7),-0.244994 # DEPENDENCYPART_GRANDPAR
(19,1),(1,8),-0.33919 # DEPENDENCYPART_GRANDPAR
(19,1),(1,9),-0.456185 # DEPENDENCYPART_GRANDPAR
(19,1),(1,10),-0.481819 # DEPENDENCYPART_GRANDPAR
(19,1),(1,12),-0.31238 # DEPENDENCYPART_GRANDPAR
(19,1),(1,13),-0.340006 # DEPENDENCYPART_GRANDPAR
(19,1),(1,19),-1.02467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,1),(1,20),-0.410099 # DEPENDENCYPART_GRANDPAR
(19,1),(1,21),0.00182822 # DEPENDENCYPART_GRANDPAR
(19,1),(1,25),-0.275061 # DEPENDENCYPART_GRANDPAR
(19,1),(1,28),-0.859597 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.256423 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.279698 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.492454 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.25454 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.178686 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.561469 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.219078 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.251258 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.404235 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.07316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,27),-0.436254 # DEPENDENCYPART_GRANDPAR
(19,4),(4,28),-0.931577 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.309172 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.136124 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.664328 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.371256 # DEPENDENCYPART_GRANDPAR
(19,6),(6,1),-0.248003 # DEPENDENCYPART_GRANDPAR
(19,6),(6,2),-0.240671 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),-0.493123 # DEPENDENCYPART_GRANDPAR
(19,6),(6,4),-0.313082 # DEPENDENCYPART_GRANDPAR
(19,6),(6,5),-0.144909 # DEPENDENCYPART_GRANDPAR
