# _root_ Legalábbis ez volt az az elképzelés , amelyet a Királyi_városok programban tavaly meghirdettek , s amelyből a visegrádi palota 400_millió forinttal részesült volna .
#goldHeads=3,3,0,6,6,3,3,13,11,11,13,13,2,2,2,22,19,19,22,21,22,2,22,3,
#predictedHeads=3,3,15,6,6,3,3,13,11,11,13,13,4,15,0,22,19,19,22,21,22,4,22,15,
(12,22),(22,20),-0.297596 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.355683 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.215348 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.533339 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.171793 # DEPENDENCYPART_GRANDPAR
(13,1),(1,6),-0.140292 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.176179 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.17407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.380337 # DEPENDENCYPART_GRANDPAR
(13,1),(1,15),-0.430415 # DEPENDENCYPART_GRANDPAR
(13,1),(1,22),-0.360067 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),-0.924482 # DEPENDENCYPART_GRANDPAR
(13,2),(2,1),-0.0596015 # DEPENDENCYPART_GRANDPAR
(13,2),(2,3),-0.236618 # DEPENDENCYPART_GRANDPAR
(13,2),(2,4),-0.0953864 # DEPENDENCYPART_GRANDPAR
(13,2),(2,6),-0.259434 # DEPENDENCYPART_GRANDPAR
(13,2),(2,7),-0.206316 # DEPENDENCYPART_GRANDPAR
(13,2),(2,8),0.0415647 # DEPENDENCYPART_GRANDPAR
(13,2),(2,10),0.0536305 # DEPENDENCYPART_GRANDPAR
(13,2),(2,11),0.0928415 # DEPENDENCYPART_GRANDPAR
(13,2),(2,12),-0.0228206 # DEPENDENCYPART_GRANDPAR
(13,2),(2,13),-0.665225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,2),(2,14),-0.0445487 # DEPENDENCYPART_GRANDPAR
(13,2),(2,15),-0.12108 # DEPENDENCYPART_GRANDPAR
(13,2),(2,16),-0.0564268 # DEPENDENCYPART_GRANDPAR
(13,2),(2,18),-0.144364 # DEPENDENCYPART_GRANDPAR
(13,2),(2,19),0.0544982 # DEPENDENCYPART_GRANDPAR
(13,2),(2,20),-0.231419 # DEPENDENCYPART_GRANDPAR
(13,2),(2,21),0.0711802 # DEPENDENCYPART_GRANDPAR
(13,2),(2,22),0.148778 # DEPENDENCYPART_GRANDPAR
(13,2),(2,24),-0.7273 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),0.0029734 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),0.0720114 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.0612759 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.165056 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.135664 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.237404 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),0.128159 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.117173 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),0.177587 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),0.215436 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),0.00601215 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.15833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.362122 # DEPENDENCYPART_GRANDPAR
(13,3),(3,15),-0.422088 # DEPENDENCYPART_GRANDPAR
(13,3),(3,16),-0.196761 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.291115 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.0998919 # DEPENDENCYPART_GRANDPAR
(13,3),(3,22),-0.344332 # DEPENDENCYPART_GRANDPAR
(13,3),(3,23),-0.241149 # DEPENDENCYPART_GRANDPAR
(13,3),(3,24),-0.849856 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),0.0210759 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),0.108288 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),0.0523031 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.23573 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.177758 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),0.0584726 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),0.0773349 # DEPENDENCYPART_GRANDPAR
(13,4),(4,11),0.116551 # DEPENDENCYPART_GRANDPAR
(13,4),(4,12),-0.0135618 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-0.658666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.0768389 # DEPENDENCYPART_GRANDPAR
(13,4),(4,15),-0.119087 # DEPENDENCYPART_GRANDPAR
(13,4),(4,16),-0.0573147 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.150441 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),0.0492285 # DEPENDENCYPART_GRANDPAR
(13,4),(4,20),-0.242625 # DEPENDENCYPART_GRANDPAR
(13,4),(4,21),0.0659106 # DEPENDENCYPART_GRANDPAR
(13,4),(4,22),0.155337 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),0.252061 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-0.737418 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),-0.0836619 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.0862775 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.131147 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.0777169 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),-0.0409341 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.0805922 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.184585 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),0.275928 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.313842 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.34158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,22),-0.527574 # DEPENDENCYPART_GRANDPAR
(13,6),(6,24),-1.10361 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.117729 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),0.000350221 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),0.0170323 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),0.0777236 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.0409341 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.214051 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),0.0476632 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.0861012 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),0.0837978 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.133587 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),0.0745444 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.0506526 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.0314451 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.132279 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.211589 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),0.0328146 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.279767 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0667552 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.168179 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.0912953 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.219916 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.262736 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.41798 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.360209 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.452353 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.488811 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.699458 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.492545 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.585176 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.578166 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.271984 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.232233 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.291662 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.06422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.34627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.464078 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.189605 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.424752 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.162748 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.470766 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.369788 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.818765 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.150739 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),0.118429 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),0.145287 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.108227 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.195655 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.116766 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.0562178 # DEPENDENCYPART_GRANDPAR
(13,19),(19,2),-0.489663 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.503992 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.560979 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.32934 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.837601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,14),-0.0578255 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),-0.103531 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.000721603 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.0412262 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.103683 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.174743 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.151382 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),-0.0394365 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.0554696 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.0528651 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),0.0578391 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.66806 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.279114 # DEPENDENCYPART_GRANDPAR
(13,21),(21,14),-0.0578281 # DEPENDENCYPART_GRANDPAR
(13,21),(21,15),-0.103533 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),-0.000723984 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.0412476 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.103692 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),0.104247 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.180343 # DEPENDENCYPART_GRANDPAR
(13,22),(22,1),-0.0992823 # DEPENDENCYPART_GRANDPAR
(13,22),(22,2),-0.158028 # DEPENDENCYPART_GRANDPAR
(13,22),(22,3),-0.402841 # DEPENDENCYPART_GRANDPAR
(13,22),(22,4),-0.161541 # DEPENDENCYPART_GRANDPAR
(13,22),(22,6),-0.198669 # DEPENDENCYPART_GRANDPAR
(13,22),(22,7),-0.342472 # DEPENDENCYPART_GRANDPAR
(13,22),(22,8),0.0487554 # DEPENDENCYPART_GRANDPAR
(13,22),(22,9),-0.240395 # DEPENDENCYPART_GRANDPAR
(13,22),(22,10),0.115004 # DEPENDENCYPART_GRANDPAR
(13,22),(22,11),0.154754 # DEPENDENCYPART_GRANDPAR
(13,22),(22,12),0.0734982 # DEPENDENCYPART_GRANDPAR
(13,22),(22,13),-0.89284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,22),(22,14),-0.204303 # DEPENDENCYPART_GRANDPAR
(13,22),(22,15),-0.199931 # DEPENDENCYPART_GRANDPAR
(13,22),(22,16),-0.104807 # DEPENDENCYPART_GRANDPAR
(13,22),(22,17),-0.120861 # DEPENDENCYPART_GRANDPAR
(13,22),(22,18),-0.227352 # DEPENDENCYPART_GRANDPAR
(13,22),(22,19),0.0162721 # DEPENDENCYPART_GRANDPAR
(13,22),(22,20),-0.242572 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),0.0331012 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),0.0884741 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.693792 # DEPENDENCYPART_GRANDPAR
(13,23),(23,7),-0.38045 # DEPENDENCYPART_GRANDPAR
(13,23),(23,11),0.0783166 # DEPENDENCYPART_GRANDPAR
(13,23),(23,12),0.0081356 # DEPENDENCYPART_GRANDPAR
(13,23),(23,13),-0.90241 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,23),(23,14),-0.197051 # DEPENDENCYPART_GRANDPAR
(13,23),(23,15),-0.206006 # DEPENDENCYPART_GRANDPAR
(13,23),(23,16),-0.114209 # DEPENDENCYPART_GRANDPAR
(13,23),(23,18),-0.217745 # DEPENDENCYPART_GRANDPAR
(13,23),(23,19),0.00955313 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),0.0263822 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),-0.0884075 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.750398 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.218416 # DEPENDENCYPART_GRANDPAR
(15,1),(1,6),0.0527422 # DEPENDENCYPART_GRANDPAR
(15,1),(1,7),-0.0131329 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),-0.0526887 # DEPENDENCYPART_GRANDPAR
(15,1),(1,14),-0.229725 # DEPENDENCYPART_GRANDPAR
(15,1),(1,15),-0.695068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,1),(1,22),-0.226839 # DEPENDENCYPART_GRANDPAR
(15,1),(1,24),-0.770977 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),0.0178912 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.376615 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.194803 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),-0.0581589 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.0755964 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.384544 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.23072 # DEPENDENCYPART_GRANDPAR
(15,2),(2,11),-0.0616368 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.0916933 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.211529 # DEPENDENCYPART_GRANDPAR
(15,2),(2,14),-0.292189 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-0.682626 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.267789 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.292812 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.521136 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.453663 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.609808 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.171671 # DEPENDENCYPART_GRANDPAR
(15,2),(2,24),-0.835203 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),0.104041 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.216087 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.113809 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.158216 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),0.103429 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),0.0254583 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.272521 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.286853 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.0689457 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),0.0982131 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.0802991 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.0815213 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),-0.191134 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.08449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.539759 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.666419 # DEPENDENCYPART_GRANDPAR
(15,3),(3,21),-1.07286 # DEPENDENCYPART_GRANDPAR
(15,3),(3,22),-0.612718 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.71184 # DEPENDENCYPART_GRANDPAR
(15,3),(3,24),-1.07372 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),0.020618 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.265364 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.368707 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),-0.0697629 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.0620139 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.397738 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.242324 # DEPENDENCYPART_GRANDPAR
(15,4),(4,11),-0.0732308 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.122205 # DEPENDENCYPART_GRANDPAR
(15,4),(4,13),-0.215278 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.278606 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-0.691936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,16),-0.279279 # DEPENDENCYPART_GRANDPAR
(15,4),(4,18),-0.304949 # DEPENDENCYPART_GRANDPAR
(15,4),(4,19),-0.532689 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-0.468227 # DEPENDENCYPART_GRANDPAR
(15,4),(4,21),-0.621361 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-0.172842 # DEPENDENCYPART_GRANDPAR
(15,4),(4,23),-0.276229 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-0.850262 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),0.00966723 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.160156 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.326362 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.207573 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.212172 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.0138717 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.331644 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.103419 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),0.0647893 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.117504 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.232444 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.783412 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.207514 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.212126 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.374285 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.239905 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),0.00896102 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.160926 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.327068 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.209193 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.219688 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0613201 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.0660752 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.375076 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.251612 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.233881 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.0450851 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.237662 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),0.0786302 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.0939312 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.0761448 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.38185 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.227152 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),0.113729 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.150281 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.253299 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.219504 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.163435 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),0.0333362 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),0.00996281 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.382396 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.17127 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.140646 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0292421 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),0.0521718 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.322937 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.07718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.531746 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.767694 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.617221 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.963586 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.661484 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-1.05446 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.600861 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.69981 # DEPENDENCYPART_GRANDPAR
(15,13),(13,24),-1.06907 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.758307 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.195252 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0804337 # DEPENDENCYPART_GRANDPAR
(15,19),(19,2),-0.612742 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.624714 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.670587 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.895374 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.725964 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.737457 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.215307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.192185 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.138399 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.13355 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0354849 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.018856 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.245104 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0371252 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.210693 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),0.260879 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.410017 # DEPENDENCYPART_GRANDPAR
(15,21),(21,12),-0.433767 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-0.737457 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.215496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),0.191996 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),-0.138606 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.133355 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.191308 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.063926 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-0.682797 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-0.894354 # DEPENDENCYPART_GRANDPAR
(15,22),(22,3),-1.26801 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-0.898753 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.0883 # DEPENDENCYPART_GRANDPAR
(15,22),(22,7),-0.86879 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-1.04846 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-0.927176 # DEPENDENCYPART_GRANDPAR
(15,22),(22,10),-1.26062 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-1.09012 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.739082 # DEPENDENCYPART_GRANDPAR
(15,22),(22,13),-1.09438 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-1.08538 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.263478 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),0.134642 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.19732 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),0.118744 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.11222 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.0143215 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.0269363 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.335055 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.365996 # DEPENDENCYPART_GRANDPAR
(15,23),(23,7),-0.868791 # DEPENDENCYPART_GRANDPAR
(15,23),(23,11),-1.10935 # DEPENDENCYPART_GRANDPAR
(15,23),(23,12),-0.752781 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-1.09453 # DEPENDENCYPART_GRANDPAR
(15,23),(23,14),-1.08538 # DEPENDENCYPART_GRANDPAR
(15,23),(23,15),-0.277525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,23),(23,16),0.117802 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.114279 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),0.0946398 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),0.00935658 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.289859 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.377543 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.562768 # DEPENDENCYPART_GRANDPAR
