# _root_ Egybehangzó kommentárok szerint az együttes nemcsak hogy hullámvölgybe került , hanem alapjaiban rendült meg , sőt széthullóban van .
#goldHeads=2,3,9,5,9,9,9,9,16,16,16,13,16,13,16,0,18,16,16,
#predictedHeads=2,3,9,5,9,9,9,9,16,13,13,13,16,13,16,0,18,16,16,
(18,5),(18,19),-0.0279215 # DEPENDENCYPART_SIBL
(18,6),(18,7),-0.00529603 # DEPENDENCYPART_SIBL
(18,6),(18,8),0.00856159 # DEPENDENCYPART_SIBL
(18,6),(18,9),0.102312 # DEPENDENCYPART_SIBL
(18,6),(18,10),0.127112 # DEPENDENCYPART_SIBL
(18,6),(18,11),0.153618 # DEPENDENCYPART_SIBL
(18,6),(18,12),0.00433044 # DEPENDENCYPART_SIBL
(18,6),(18,13),0.0957144 # DEPENDENCYPART_SIBL
(18,6),(18,14),-0.0124974 # DEPENDENCYPART_SIBL
(18,6),(18,15),0.127112 # DEPENDENCYPART_SIBL
(18,6),(18,16),0.0288734 # DEPENDENCYPART_SIBL
(18,6),(18,17),0.00666852 # DEPENDENCYPART_SIBL
(18,6),(18,19),-0.0286468 # DEPENDENCYPART_SIBL
(18,7),(18,8),-0.0973817 # DEPENDENCYPART_SIBL
(18,7),(18,9),0.0703741 # DEPENDENCYPART_SIBL
(18,7),(18,10),0.247945 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.122023 # DEPENDENCYPART_SIBL
(18,7),(18,12),-0.101613 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0627105 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0195277 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.247945 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0113755 # DEPENDENCYPART_SIBL
(18,7),(18,17),-0.0622357 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.00501351 # DEPENDENCYPART_SIBL
(18,8),(18,9),-0.0301084 # DEPENDENCYPART_SIBL
(18,8),(18,10),0.0690176 # DEPENDENCYPART_SIBL
(18,8),(18,11),0.242758 # DEPENDENCYPART_SIBL
(18,8),(18,12),0.00704608 # DEPENDENCYPART_SIBL
(18,8),(18,13),-0.0258948 # DEPENDENCYPART_SIBL
(18,8),(18,14),-0.0216616 # DEPENDENCYPART_SIBL
(18,8),(18,15),0.0690176 # DEPENDENCYPART_SIBL
(18,8),(18,16),0.123607 # DEPENDENCYPART_SIBL
(18,8),(18,17),0.00361541 # DEPENDENCYPART_SIBL
(18,8),(18,19),-0.0195485 # DEPENDENCYPART_SIBL
(18,9),(18,10),0.0618173 # DEPENDENCYPART_SIBL
(18,9),(18,11),0.103309 # DEPENDENCYPART_SIBL
(18,9),(18,12),-0.0182387 # DEPENDENCYPART_SIBL
(18,9),(18,13),-0.0630388 # DEPENDENCYPART_SIBL
(18,9),(18,14),-0.0529838 # DEPENDENCYPART_SIBL
(18,9),(18,15),0.0618173 # DEPENDENCYPART_SIBL
(18,9),(18,16),-0.00535426 # DEPENDENCYPART_SIBL
(18,9),(18,17),-0.00675261 # DEPENDENCYPART_SIBL
(18,9),(18,19),-0.0077606 # DEPENDENCYPART_SIBL
(18,10),(18,11),0.36584 # DEPENDENCYPART_SIBL
(18,10),(18,12),0.0049493 # DEPENDENCYPART_SIBL
(18,10),(18,13),0.00710436 # DEPENDENCYPART_SIBL
(18,10),(18,14),-0.000635533 # DEPENDENCYPART_SIBL
(18,10),(18,15),0.0467694 # DEPENDENCYPART_SIBL
(18,10),(18,16),0.194937 # DEPENDENCYPART_SIBL
(18,10),(18,17),0.0162517 # DEPENDENCYPART_SIBL
(18,10),(18,19),-0.00759937 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.0165877 # DEPENDENCYPART_SIBL
(18,11),(18,13),0.047728 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0478927 # DEPENDENCYPART_SIBL
(18,11),(18,15),0.0610955 # DEPENDENCYPART_SIBL
(18,11),(18,16),0.00373058 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0361288 # DEPENDENCYPART_SIBL
(18,11),(18,19),0.051143 # DEPENDENCYPART_SIBL
(18,12),(18,13),-0.0273598 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0231263 # DEPENDENCYPART_SIBL
(18,12),(18,15),0.0675528 # DEPENDENCYPART_SIBL
(18,12),(18,16),0.122143 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.00215066 # DEPENDENCYPART_SIBL
(18,12),(18,19),-0.0265285 # DEPENDENCYPART_SIBL
(18,13),(18,14),-0.0507867 # DEPENDENCYPART_SIBL
(18,13),(18,15),0.0472071 # DEPENDENCYPART_SIBL
(18,13),(18,16),-0.00569801 # DEPENDENCYPART_SIBL
(18,13),(18,17),-0.0168975 # DEPENDENCYPART_SIBL
(18,13),(18,19),-0.0296406 # DEPENDENCYPART_SIBL
(18,14),(18,15),-0.0198878 # DEPENDENCYPART_SIBL
(18,14),(18,16),0.0402338 # DEPENDENCYPART_SIBL
(18,14),(18,17),-0.0243589 # DEPENDENCYPART_SIBL
(18,14),(18,19),-0.00805192 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.194937 # DEPENDENCYPART_SIBL
(18,15),(18,17),0.0162517 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.00759937 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0349698 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0971732 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0108179 # DEPENDENCYPART_SIBL
(0,3),(3,1),0.282442 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.120058 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.133573 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0640563 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.167689 # DEPENDENCYPART_GRANDPAR
(0,3),(3,9),0.438093 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),0.367086 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.396632 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),0.255429 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),0.247958 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),0.18788 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),1.1752 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.560502 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.359091 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),0.505224 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),-0.345716 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.176491 # DEPENDENCYPART_GRANDPAR
(0,6),(6,7),0.486811 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.132052 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),0.720349 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),0.341643 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),0.377509 # DEPENDENCYPART_GRANDPAR
(0,6),(6,13),0.529252 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),0.222515 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),0.229598 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),-0.0671514 # DEPENDENCYPART_GRANDPAR
(0,6),(6,18),0.481967 # DEPENDENCYPART_GRANDPAR
(0,6),(6,19),1.71235 # DEPENDENCYPART_GRANDPAR
(0,7),(7,1),0.717967 # DEPENDENCYPART_GRANDPAR
(0,7),(7,2),0.628563 # DEPENDENCYPART_GRANDPAR
(0,7),(7,3),0.661267 # DEPENDENCYPART_GRANDPAR
(0,7),(7,4),-0.190394 # DEPENDENCYPART_GRANDPAR
(0,7),(7,5),0.445961 # DEPENDENCYPART_GRANDPAR
(0,7),(7,6),0.271929 # DEPENDENCYPART_GRANDPAR
(0,7),(7,8),-0.133827 # DEPENDENCYPART_GRANDPAR
(0,7),(7,9),0.66878 # DEPENDENCYPART_GRANDPAR
(0,7),(7,10),0.338056 # DEPENDENCYPART_GRANDPAR
(0,7),(7,11),0.402903 # DEPENDENCYPART_GRANDPAR
(0,7),(7,13),0.463072 # DEPENDENCYPART_GRANDPAR
(0,7),(7,15),0.218928 # DEPENDENCYPART_GRANDPAR
(0,7),(7,16),0.234009 # DEPENDENCYPART_GRANDPAR
(0,7),(7,17),-0.0765076 # DEPENDENCYPART_GRANDPAR
(0,7),(7,18),0.418034 # DEPENDENCYPART_GRANDPAR
(0,7),(7,19),1.77634 # DEPENDENCYPART_GRANDPAR
(0,9),(9,1),0.42673 # DEPENDENCYPART_GRANDPAR
(0,9),(9,2),0.250935 # DEPENDENCYPART_GRANDPAR
(0,9),(9,3),0.415576 # DEPENDENCYPART_GRANDPAR
(0,9),(9,4),-0.553561 # DEPENDENCYPART_GRANDPAR
(0,9),(9,5),0.0631309 # DEPENDENCYPART_GRANDPAR
(0,9),(9,6),-0.120556 # DEPENDENCYPART_GRANDPAR
(0,9),(9,7),-0.0523039 # DEPENDENCYPART_GRANDPAR
(0,9),(9,8),-0.217572 # DEPENDENCYPART_GRANDPAR
(0,9),(9,10),0.308237 # DEPENDENCYPART_GRANDPAR
(0,9),(9,11),0.116785 # DEPENDENCYPART_GRANDPAR
(0,9),(9,12),-0.279249 # DEPENDENCYPART_GRANDPAR
(0,9),(9,13),0.253044 # DEPENDENCYPART_GRANDPAR
(0,9),(9,14),-0.15704 # DEPENDENCYPART_GRANDPAR
(0,9),(9,15),0.189108 # DEPENDENCYPART_GRANDPAR
(0,9),(9,16),0.0394473 # DEPENDENCYPART_GRANDPAR
(0,9),(9,17),-0.28325 # DEPENDENCYPART_GRANDPAR
(0,9),(9,18),0.185502 # DEPENDENCYPART_GRANDPAR
(0,9),(9,19),1.7349 # DEPENDENCYPART_GRANDPAR
(0,11),(11,1),0.626153 # DEPENDENCYPART_GRANDPAR
(0,11),(11,2),0.437822 # DEPENDENCYPART_GRANDPAR
(0,11),(11,3),0.551246 # DEPENDENCYPART_GRANDPAR
(0,11),(11,5),0.255221 # DEPENDENCYPART_GRANDPAR
(0,11),(11,6),0.235551 # DEPENDENCYPART_GRANDPAR
(0,11),(11,7),0.359098 # DEPENDENCYPART_GRANDPAR
(0,11),(11,8),-0.0306862 # DEPENDENCYPART_GRANDPAR
(0,11),(11,9),0.746142 # DEPENDENCYPART_GRANDPAR
(0,11),(11,10),0.790132 # DEPENDENCYPART_GRANDPAR
(0,11),(11,12),-0.221976 # DEPENDENCYPART_GRANDPAR
(0,11),(11,13),0.63239 # DEPENDENCYPART_GRANDPAR
(0,11),(11,15),0.301516 # DEPENDENCYPART_GRANDPAR
(0,11),(11,16),0.351833 # DEPENDENCYPART_GRANDPAR
(0,11),(11,17),0.0164206 # DEPENDENCYPART_GRANDPAR
(0,11),(11,18),0.583233 # DEPENDENCYPART_GRANDPAR
(0,11),(11,19),1.91129 # DEPENDENCYPART_GRANDPAR
(0,13),(13,1),0.438846 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.25891 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.437515 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-0.532625 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),0.0711054 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),-0.0775417 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.00759834 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.209598 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),0.28789 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),0.231247 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),0.193299 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.439563 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.125954 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),0.271409 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),0.0656267 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),-0.242806 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),0.241502 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),1.79099 # DEPENDENCYPART_GRANDPAR
(0,14),(14,3),0.595622 # DEPENDENCYPART_GRANDPAR
(0,14),(14,6),0.12188 # DEPENDENCYPART_GRANDPAR
(0,14),(14,7),0.258824 # DEPENDENCYPART_GRANDPAR
(0,14),(14,8),-0.122936 # DEPENDENCYPART_GRANDPAR
(0,14),(14,9),0.59528 # DEPENDENCYPART_GRANDPAR
(0,14),(14,10),0.302143 # DEPENDENCYPART_GRANDPAR
(0,14),(14,11),0.32757 # DEPENDENCYPART_GRANDPAR
(0,14),(14,12),-0.351935 # DEPENDENCYPART_GRANDPAR
(0,14),(14,13),0.406025 # DEPENDENCYPART_GRANDPAR
(0,14),(14,15),0.343329 # DEPENDENCYPART_GRANDPAR
(0,14),(14,16),0.0940735 # DEPENDENCYPART_GRANDPAR
(0,14),(14,18),0.259662 # DEPENDENCYPART_GRANDPAR
(0,16),(16,1),0.609388 # DEPENDENCYPART_GRANDPAR
(0,16),(16,2),0.418562 # DEPENDENCYPART_GRANDPAR
(0,16),(16,3),0.5655 # DEPENDENCYPART_GRANDPAR
(0,16),(16,6),0.245452 # DEPENDENCYPART_GRANDPAR
(0,16),(16,7),0.377099 # DEPENDENCYPART_GRANDPAR
(0,16),(16,8),-0.0499458 # DEPENDENCYPART_GRANDPAR
(0,16),(16,9),0.784109 # DEPENDENCYPART_GRANDPAR
(0,16),(16,10),0.760782 # DEPENDENCYPART_GRANDPAR
(0,16),(16,11),0.460992 # DEPENDENCYPART_GRANDPAR
(0,16),(16,12),-0.278944 # DEPENDENCYPART_GRANDPAR
(0,16),(16,13),0.600242 # DEPENDENCYPART_GRANDPAR
(0,16),(16,15),0.641653 # DEPENDENCYPART_GRANDPAR
(0,16),(16,17),-0.0394726 # DEPENDENCYPART_GRANDPAR
(0,16),(16,18),0.506431 # DEPENDENCYPART_GRANDPAR
(0,16),(16,19),1.72941 # DEPENDENCYPART_GRANDPAR
(0,17),(17,11),0.266885 # DEPENDENCYPART_GRANDPAR
(0,17),(17,12),-0.279203 # DEPENDENCYPART_GRANDPAR
(0,17),(17,13),0.3703 # DEPENDENCYPART_GRANDPAR
(0,17),(17,15),0.195247 # DEPENDENCYPART_GRANDPAR
(0,17),(17,16),0.181541 # DEPENDENCYPART_GRANDPAR
(0,17),(17,19),1.40915 # DEPENDENCYPART_GRANDPAR
(0,18),(18,1),0.392607 # DEPENDENCYPART_GRANDPAR
(0,18),(18,2),0.188036 # DEPENDENCYPART_GRANDPAR
(0,18),(18,3),0.425478 # DEPENDENCYPART_GRANDPAR
(0,18),(18,4),-0.589113 # DEPENDENCYPART_GRANDPAR
(0,18),(18,5),0.000231144 # DEPENDENCYPART_GRANDPAR
(0,18),(18,6),-0.141977 # DEPENDENCYPART_GRANDPAR
(0,18),(18,7),-0.0644501 # DEPENDENCYPART_GRANDPAR
(0,18),(18,8),-0.280472 # DEPENDENCYPART_GRANDPAR
(0,18),(18,9),0.202956 # DEPENDENCYPART_GRANDPAR
(0,18),(18,10),0.145174 # DEPENDENCYPART_GRANDPAR
(0,18),(18,11),0.133812 # DEPENDENCYPART_GRANDPAR
(0,18),(18,12),-0.510437 # DEPENDENCYPART_GRANDPAR
(0,18),(18,13),-0.00576482 # DEPENDENCYPART_GRANDPAR
(0,18),(18,14),-0.38033 # DEPENDENCYPART_GRANDPAR
(0,18),(18,15),0.0260455 # DEPENDENCYPART_GRANDPAR
(0,18),(18,16),0.0509705 # DEPENDENCYPART_GRANDPAR
(0,18),(18,17),-0.381022 # DEPENDENCYPART_GRANDPAR
(0,18),(18,19),1.87637 # DEPENDENCYPART_GRANDPAR
(2,1),(1,19),-1.05877 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.358783 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.599493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),-0.120095 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.241704 # DEPENDENCYPART_GRANDPAR
(3,1),(1,19),-0.613807 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.181771 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.496216 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.239535 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.235409 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.450123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.00971705 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),-0.203998 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.186913 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.413402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.0796592 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),-0.0765811 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0527799 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.143151 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.00249339 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.145082 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.144258 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.00591678 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.247513 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.236918 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),-0.0942317 # DEPENDENCYPART_GRANDPAR
(3,6),(6,18),-0.0434568 # DEPENDENCYPART_GRANDPAR
(3,6),(6,19),-0.273431 # DEPENDENCYPART_GRANDPAR
(3,8),(8,4),-0.00137097 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),-0.0685819 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0272382 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0326542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.117565 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),-0.00706963 # DEPENDENCYPART_GRANDPAR
(3,9),(9,1),-0.195605 # DEPENDENCYPART_GRANDPAR
(3,9),(9,2),-0.196945 # DEPENDENCYPART_GRANDPAR
(3,9),(9,3),-0.370498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,9),(9,4),0.025573 # DEPENDENCYPART_GRANDPAR
(3,9),(9,5),-0.097182 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.0366852 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.0470418 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),-0.121671 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.0757165 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.124473 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),-0.107363 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.1136 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.0155451 # DEPENDENCYPART_GRANDPAR
(3,9),(9,15),-0.178148 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),-0.193099 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),-0.0532816 # DEPENDENCYPART_GRANDPAR
(3,9),(9,18),0.0568296 # DEPENDENCYPART_GRANDPAR
(3,9),(9,19),-0.250741 # DEPENDENCYPART_GRANDPAR
(3,12),(12,4),-0.00137097 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0687044 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),-0.0326542 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),-0.0989579 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.0636354 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.0394413 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.137066 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.198415 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.00713684 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),0.079555 # DEPENDENCYPART_GRANDPAR
(3,13),(13,1),-0.195605 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.19588 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.37216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.0263377 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),-0.108582 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),0.0415186 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),-0.0405176 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.133071 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),0.0743444 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.10272 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),-0.0984086 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.186611 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.0201 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.154189 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.1902 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),-0.0494085 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),0.0669825 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.241395 # DEPENDENCYPART_GRANDPAR
(3,18),(18,1),-0.196169 # DEPENDENCYPART_GRANDPAR
(3,18),(18,2),-0.184161 # DEPENDENCYPART_GRANDPAR
(3,18),(18,3),-0.351042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,18),(18,4),0.0286174 # DEPENDENCYPART_GRANDPAR
(3,18),(18,5),-0.0868102 # DEPENDENCYPART_GRANDPAR
(3,18),(18,6),0.0403672 # DEPENDENCYPART_GRANDPAR
(3,18),(18,7),-0.0396126 # DEPENDENCYPART_GRANDPAR
(3,18),(18,8),-0.111299 # DEPENDENCYPART_GRANDPAR
(3,18),(18,9),0.0627557 # DEPENDENCYPART_GRANDPAR
(3,18),(18,10),-0.107704 # DEPENDENCYPART_GRANDPAR
(3,18),(18,11),-0.0983297 # DEPENDENCYPART_GRANDPAR
(3,18),(18,12),-0.164839 # DEPENDENCYPART_GRANDPAR
(3,18),(18,13),0.0645032 # DEPENDENCYPART_GRANDPAR
(3,18),(18,14),-0.0724771 # DEPENDENCYPART_GRANDPAR
(3,18),(18,15),-0.210135 # DEPENDENCYPART_GRANDPAR
(3,18),(18,16),-0.172416 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.049098 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.217472 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-0.988706 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.544546 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.17867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,1),-0.57763 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.477994 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.06124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.513719 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.655537 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.550007 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.546818 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.880781 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.493202 # DEPENDENCYPART_GRANDPAR
(5,3),(3,15),-0.507855 # DEPENDENCYPART_GRANDPAR
(5,3),(3,18),-0.654138 # DEPENDENCYPART_GRANDPAR
(5,3),(3,19),-0.952115 # DEPENDENCYPART_GRANDPAR
(6,1),(1,19),-1.17093 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.368738 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.196171 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.361867 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.545693 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.176924 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.23751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,8),-1.13933 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.74551 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.803086 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.33319 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.903009 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-0.937697 # DEPENDENCYPART_GRANDPAR
(6,3),(3,18),-1.1873 # DEPENDENCYPART_GRANDPAR
(6,3),(3,19),-1.16353 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.361935 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.572545 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.265572 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.371886 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.817076 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.24615 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.702618 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.737098 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.902051 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.760508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.536087 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.20118 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.401124 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.406757 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.36272 # DEPENDENCYPART_GRANDPAR
(6,7),(7,15),-0.535735 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.498765 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.578774 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.646159 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.706724 # DEPENDENCYPART_GRANDPAR
(6,8),(8,4),-0.749926 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.901987 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-0.80021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),-0.203233 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.744369 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.623369 # DEPENDENCYPART_GRANDPAR
(6,9),(9,1),-1.02161 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.54735 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-0.915377 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-0.961222 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-1.20369 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.821533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.241103 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),-0.624483 # DEPENDENCYPART_GRANDPAR
